mean/gen/train/policy_gradient_loss,mean/gen/time/time_elapsed,mean/disc/disc_loss,mean/gen/train/approx_kl,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_pred,mean/gen/train/explained_variance,mean/gen/train/n_updates,mean/gen/rollout/ep_len_mean,mean/gen/train/learning_rate,mean/disc/disc_entropy,mean/gen/time/iterations,mean/disc/global_step,mean/gen/train/entropy_loss,mean/gen/train/clip_range,mean/gen/train/loss,mean/gen/train/value_loss,mean/disc/n_expert,mean/disc/disc_acc_gen,mean/gen/time/total_timesteps,mean/disc/disc_proportion_expert_true,mean/gen/rollout/ep_rew_mean,mean/disc/n_generated,mean/gen/train/clip_fraction,mean/disc/disc_acc,mean/gen/time/fps,mean/gen/rollout/ep_rew_wrapped_mean
-0.0004442865538294427,0.0,0.6292114853858948,1.927895937114954e-05,0.49609375,0.357421875,0.0007892847061157227,136.0,45.0,0.0001,0.6376806497573853,1.0,17.0,-1.5229013822972775,0.2,66.39775848388672,217.93592417240143,256.0,0.78125,8704.0,0.5,-569.0,256.0,0.0,0.638671875,2388.0,-59.16544338107109
-0.0002504647163732443,0.0,0.594931423664093,9.652459993958473e-06,0.62109375,0.39453125,-0.0008882284164428711,144.0,45.0,0.0001,0.6133455038070679,1.0,18.0,-1.5189198292791843,0.2,89.29823303222656,245.6681625843048,256.0,0.83203125,9216.0,0.5,-557.0,256.0,0.0,0.7265625,2441.0,-64.72660690337419
-0.00019963856902904809,0.0,0.5809001922607422,1.171452458947897e-05,0.57421875,0.345703125,0.00016492605209350586,152.0,45.0,0.0001,0.5930991172790527,1.0,19.0,-1.5263634975999594,0.2,121.24577331542969,318.09495735168457,256.0,0.8828125,9728.0,0.5,-561.0,256.0,0.0,0.728515625,2468.0,-69.75486961886287
-0.0003485683446342591,0.0,0.5531539916992188,1.8358230590820312e-05,0.609375,0.359375,0.0003682374954223633,160.0,45.0,0.0001,0.5607602596282959,1.0,20.0,-1.5331652956083417,0.2,176.0343780517578,365.6266987323761,256.0,0.890625,10240.0,0.5,-559.0,256.0,0.0,0.75,2632.0,-75.66649890139699
-0.0009018302516778931,0.0,0.7402046322822571,7.210345938801765e-05,0.640625,0.498046875,-0.001077413558959961,168.0,45.0,0.0001,0.5080864429473877,1.0,21.0,-1.51654642354697,0.2,119.1286849975586,280.92004203796387,256.0,0.64453125,10752.0,0.5,-561.5,256.0,0.0,0.642578125,2248.0,-81.1140230192244
-0.0005052771011833102,0.0,0.5519403219223022,2.7224421501159668e-05,0.66015625,0.423828125,-0.0007017850875854492,176.0,45.0,0.0001,0.5149178504943848,1.0,22.0,-1.53591925278306,0.2,140.9185791015625,379.15847611427307,256.0,0.8125,11264.0,0.5,-561.5,256.0,0.0,0.736328125,2396.0,-83.34413620939478
-0.0011046524596167728,0.0,0.600861668586731,9.566254448145628e-05,0.64453125,0.455078125,-0.0006754398345947266,184.0,45.0,0.0001,0.49812161922454834,1.0,23.0,-1.5334797641262412,0.2,141.99330139160156,331.1953076124191,256.0,0.734375,11776.0,0.5,-554.0,256.0,0.0,0.689453125,2408.0,-87.45202829507645
-0.0008059356987359934,0.0,0.49688103795051575,6.798363756388426e-05,0.66796875,0.392578125,-0.00027871131896972656,192.0,45.0,0.0001,0.4735828936100006,1.0,24.0,-1.5333144897595048,0.2,184.6693115234375,430.3963979482651,256.0,0.8828125,12288.0,0.5,-553.5,256.0,0.0,0.775390625,2576.0,-89.31819961612578
-0.00016459055495943176,0.0,0.4915110468864441,9.356997907161713e-06,0.69140625,0.427734375,-0.00018846988677978516,200.0,45.0,0.0001,0.47325801849365234,1.0,25.0,-1.529815560206771,0.2,194.72265625,409.7737810611725,256.0,0.8359375,12800.0,0.5,-557.5,256.0,0.0,0.763671875,2540.0,-93.28391198039986
-0.0007115785774658434,0.0,0.5779829025268555,5.737878382205963e-05,0.6484375,0.404296875,-0.00046896934509277344,208.0,45.0,0.0001,0.46712732315063477,1.0,26.0,-1.524789908900857,0.2,121.45358276367188,361.59683990478516,256.0,0.83984375,13312.0,0.5,-549.0,256.0,0.0,0.744140625,2491.0,-96.32562023592646
-0.0013738343841396272,0.0,0.5215387940406799,0.00015628919936716557,0.6484375,0.416015625,-0.00033020973205566406,216.0,45.0,0.0001,0.4677671790122986,1.0,27.0,-1.5255201496183872,0.2,142.30218505859375,335.303871512413,256.0,0.81640625,13824.0,0.5,-561.0,256.0,0.0,0.732421875,2352.0,-97.65294047506991
-0.0015535315542365424,0.0,0.4951642155647278,0.0001405654475092888,0.68359375,0.439453125,-0.00020205974578857422,224.0,45.0,0.0001,0.4863242506980896,1.0,28.0,-1.5345165757462382,0.2,139.7292938232422,327.2270060777664,256.0,0.8046875,14336.0,0.5,-560.0,256.0,0.0,0.744140625,2362.0,-99.72219930390362
-0.0007029647895251401,0.0,0.47345393896102905,8.072657510638237e-05,0.64453125,0.380859375,-4.220008850097656e-05,232.0,45.0,0.0001,0.4986198842525482,1.0,29.0,-1.533117476850748,0.2,161.95518493652344,335.4918261766434,256.0,0.8828125,14848.0,0.5,-560.0,256.0,0.0,0.763671875,2559.0,-100.28982971107122
-0.0014710647810716182,0.0,0.5519884824752808,0.00017272424884140491,0.6796875,0.458984375,-0.0003020763397216797,240.0,45.0,0.0001,0.4811261296272278,1.0,30.0,-1.5261975592002273,0.2,114.84149932861328,253.722106218338,256.0,0.76171875,15360.0,0.5,-556.5,256.0,0.0,0.720703125,2304.0,-101.07803423885257
-0.0012245513935340568,0.0,0.5168038010597229,0.0001315093832090497,0.60546875,0.3828125,-0.00022101402282714844,248.0,45.0,0.0001,0.5053290128707886,1.0,31.0,-1.5245297886431217,0.2,118.2308120727539,263.8436850309372,256.0,0.83984375,15872.0,0.5,-549.0,256.0,0.0,0.72265625,2535.0,-102.42708122322335
-0.0007093143321981188,0.0,0.4550201892852783,7.079169154167175e-05,0.68359375,0.41796875,-0.00015032291412353516,256.0,45.0,0.0001,0.5158442854881287,1.0,32.0,-1.5222984850406647,0.2,109.78116607666016,269.3245449066162,256.0,0.84765625,16384.0,0.5,-553.5,256.0,0.0,0.765625,2500.0,-102.53195578723215
-0.001671358862950001,0.0,0.4808027148246765,0.00025391322560608387,0.6484375,0.41015625,-0.00018417835235595703,264.0,45.0,0.0001,0.5154014825820923,1.0,33.0,-1.5259272372350097,0.2,118.45050811767578,252.97767281532288,256.0,0.828125,16896.0,0.5,-552.0,256.0,0.0,0.73828125,2487.0,-104.11768136472907
-0.00218630995368585,0.0,0.4414435029029846,0.00041363772470504045,0.6484375,0.353515625,7.450580596923828e-05,272.0,45.0,0.0001,0.5341726541519165,1.0,34.0,-1.522682243026793,0.2,93.94424438476562,264.25548589229584,256.0,0.94140625,17408.0,0.5,-552.0,256.0,0.0,0.794921875,2734.0,-103.00542697057128
-0.0052778782119276,0.0,0.4901809096336365,0.0016418634913861752,0.68359375,0.419921875,-0.0002092123031616211,280.0,45.0,0.0001,0.5220379829406738,1.0,35.0,-1.5058426354080439,0.2,78.35623931884766,195.00780177116394,256.0,0.84375,17920.0,0.5,-552.5,256.0,0.001953125,0.763671875,2375.0,-104.0375101606641
