raw/disc/disc_entropy,raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_pred,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/global_step,raw/disc/disc_acc_expert,raw/disc/disc_loss,raw/disc/disc_acc
0.5181698799133301,256.0,0.78515625,0.568359375,256.0,0.5,55,0.921875,0.40952327847480774,0.853515625
0.5117664933204651,256.0,0.7421875,0.6015625,256.0,0.5,56,0.9453125,0.40896183252334595,0.84375
0.5241111516952515,256.0,0.7109375,0.61328125,256.0,0.5,56,0.9375,0.41893693804740906,0.82421875
0.4997516870498657,256.0,0.7890625,0.578125,256.0,0.5,57,0.9453125,0.37883806228637695,0.8671875
0.5107614398002625,256.0,0.75390625,0.59765625,256.0,0.5,57,0.94921875,0.4044587016105652,0.8515625
0.534605860710144,256.0,0.6015625,0.673828125,256.0,0.5,58,0.94921875,0.49950066208839417,0.775390625
0.554203450679779,256.0,0.55859375,0.697265625,256.0,0.5,58,0.953125,0.512650728225708,0.755859375
0.5022096633911133,256.0,0.8515625,0.52734375,256.0,0.5,59,0.90625,0.3687879741191864,0.87890625
0.5024247765541077,256.0,0.84765625,0.5390625,256.0,0.5,59,0.92578125,0.37205129861831665,0.88671875
0.5057789087295532,256.0,0.79296875,0.560546875,256.0,0.5,60,0.9140625,0.39792442321777344,0.853515625
0.4914499521255493,256.0,0.75390625,0.587890625,256.0,0.5,60,0.9296875,0.41914263367652893,0.841796875
0.49940410256385803,256.0,0.7734375,0.580078125,256.0,0.5,61,0.93359375,0.41348400712013245,0.853515625
0.5162931680679321,256.0,0.7578125,0.56640625,256.0,0.5,61,0.890625,0.43201595544815063,0.82421875
0.4739833474159241,256.0,0.84375,0.54296875,256.0,0.5,62,0.9296875,0.34216463565826416,0.88671875
0.49070873856544495,256.0,0.80078125,0.556640625,256.0,0.5,62,0.9140625,0.40241944789886475,0.857421875
0.5095834732055664,256.0,0.79296875,0.541015625,256.0,0.5,63,0.875,0.3940761685371399,0.833984375
0.5096476078033447,256.0,0.8125,0.552734375,256.0,0.5,63,0.91796875,0.3759327530860901,0.865234375
0.49189966917037964,256.0,0.83203125,0.533203125,256.0,0.5,64,0.8984375,0.3677257299423218,0.865234375
0.4850051999092102,256.0,0.8203125,0.53515625,256.0,0.5,64,0.890625,0.3726005554199219,0.85546875
0.4791037440299988,256.0,0.83984375,0.541015625,256.0,0.5,65,0.921875,0.34028464555740356,0.880859375
0.5002523064613342,256.0,0.7890625,0.55078125,256.0,0.5,65,0.890625,0.3978704810142517,0.83984375
0.47935017943382263,256.0,0.8984375,0.517578125,256.0,0.5,66,0.93359375,0.3389342427253723,0.916015625
0.4740188717842102,256.0,0.89453125,0.51171875,256.0,0.5,66,0.91796875,0.3308040499687195,0.90625
0.48285260796546936,256.0,0.76953125,0.5859375,256.0,0.5,67,0.94140625,0.36412307620048523,0.85546875
0.48532867431640625,256.0,0.80859375,0.55859375,256.0,0.5,67,0.92578125,0.35625219345092773,0.8671875
0.4837319254875183,256.0,0.83203125,0.55078125,256.0,0.5,68,0.93359375,0.3824109435081482,0.8828125
0.4641859829425812,256.0,0.82421875,0.548828125,256.0,0.5,68,0.921875,0.3599514365196228,0.873046875
0.47766366600990295,256.0,0.78125,0.5859375,256.0,0.5,69,0.953125,0.3747912049293518,0.8671875
0.47605395317077637,256.0,0.70703125,0.626953125,256.0,0.5,69,0.9609375,0.4188045859336853,0.833984375
0.4760248363018036,256.0,0.78125,0.568359375,256.0,0.5,70,0.91796875,0.3873980641365051,0.849609375
0.46777644753456116,256.0,0.8203125,0.55859375,256.0,0.5,70,0.9375,0.3624160885810852,0.87890625
0.4764987826347351,256.0,0.7421875,0.599609375,256.0,0.5,71,0.94140625,0.3877677619457245,0.841796875
0.48276442289352417,256.0,0.7578125,0.587890625,256.0,0.5,71,0.93359375,0.3990612030029297,0.845703125
0.47764095664024353,256.0,0.7421875,0.587890625,256.0,0.5,72,0.91796875,0.40978318452835083,0.830078125
0.49015700817108154,256.0,0.80078125,0.541015625,256.0,0.5,72,0.8828125,0.39392751455307007,0.841796875
0.47832340002059937,256.0,0.76171875,0.568359375,256.0,0.5,73,0.8984375,0.4410552680492401,0.830078125
0.47605013847351074,256.0,0.80078125,0.5234375,256.0,0.5,73,0.84765625,0.41523563861846924,0.82421875
0.49732378125190735,256.0,0.7109375,0.583984375,256.0,0.5,74,0.87890625,0.47754204273223877,0.794921875
0.5068041086196899,256.0,0.76953125,0.53515625,256.0,0.5,74,0.83984375,0.44654735922813416,0.8046875
0.4644012451171875,256.0,0.87109375,0.4765625,256.0,0.5,75,0.82421875,0.3943954110145569,0.84765625
0.4506855905056,256.0,0.7890625,0.513671875,256.0,0.5,75,0.81640625,0.43049731850624084,0.802734375
0.45843127369880676,256.0,0.82421875,0.505859375,256.0,0.5,76,0.8359375,0.37778937816619873,0.830078125
0.4579571783542633,256.0,0.80078125,0.51171875,256.0,0.5,76,0.82421875,0.410972535610199,0.8125
0.45166629552841187,256.0,0.71875,0.57421875,256.0,0.5,77,0.8671875,0.4564308524131775,0.79296875
0.44323810935020447,256.0,0.76953125,0.55078125,256.0,0.5,77,0.87109375,0.4098559021949768,0.8203125
0.45007169246673584,256.0,0.828125,0.5234375,256.0,0.5,78,0.875,0.3496973514556885,0.8515625
0.44579967856407166,256.0,0.796875,0.5625,256.0,0.5,78,0.921875,0.3673153817653656,0.859375
0.43795251846313477,256.0,0.859375,0.509765625,256.0,0.5,79,0.87890625,0.3534301221370697,0.869140625
0.4438779652118683,256.0,0.87109375,0.5,256.0,0.5,79,0.87109375,0.3619888424873352,0.87109375
0.46562331914901733,256.0,0.84765625,0.525390625,256.0,0.5,80,0.8984375,0.39915788173675537,0.873046875
0.44314712285995483,256.0,0.828125,0.53125,256.0,0.5,80,0.890625,0.3873443007469177,0.859375
0.4677944779396057,256.0,0.79296875,0.54296875,256.0,0.5,81,0.87890625,0.41074299812316895,0.8359375
0.4693946838378906,256.0,0.83984375,0.513671875,256.0,0.5,81,0.8671875,0.36282017827033997,0.853515625
0.4866839349269867,256.0,0.79296875,0.525390625,256.0,0.5,82,0.84375,0.4283076524734497,0.818359375
0.47404929995536804,256.0,0.7734375,0.544921875,256.0,0.5,82,0.86328125,0.43831735849380493,0.818359375
0.4569317102432251,256.0,0.875,0.48046875,256.0,0.5,83,0.8359375,0.38057950139045715,0.85546875
0.4529535174369812,256.0,0.89453125,0.5,256.0,0.5,83,0.89453125,0.3442189693450928,0.89453125
0.48533034324645996,256.0,0.73828125,0.552734375,256.0,0.5,84,0.84375,0.4511425495147705,0.791015625
0.47338420152664185,256.0,0.77734375,0.53125,256.0,0.5,84,0.83984375,0.4398057460784912,0.80859375
0.48287540674209595,256.0,0.78515625,0.544921875,256.0,0.5,85,0.875,0.44227465987205505,0.830078125
0.47999387979507446,256.0,0.80859375,0.544921875,256.0,0.5,85,0.8984375,0.4050922989845276,0.853515625
0.4689442217350006,256.0,0.80078125,0.53515625,256.0,0.5,86,0.87109375,0.3971436619758606,0.8359375
0.4797770380973816,256.0,0.8046875,0.541015625,256.0,0.5,86,0.88671875,0.388794481754303,0.845703125
0.4816162884235382,256.0,0.77734375,0.53125,256.0,0.5,87,0.83984375,0.444918155670166,0.80859375
0.47123202681541443,256.0,0.74609375,0.5625,256.0,0.5,87,0.87109375,0.429083913564682,0.80859375
0.4839814603328705,256.0,0.7265625,0.58203125,256.0,0.5,88,0.890625,0.4575595259666443,0.80859375
0.4781642556190491,256.0,0.73828125,0.57421875,256.0,0.5,88,0.88671875,0.46275490522384644,0.8125
0.4680117964744568,256.0,0.7734375,0.529296875,256.0,0.5,89,0.83203125,0.4280860126018524,0.802734375
0.47217321395874023,256.0,0.765625,0.5390625,256.0,0.5,89,0.84375,0.46390360593795776,0.8046875
0.4766933023929596,256.0,0.828125,0.494140625,256.0,0.5,90,0.81640625,0.44588667154312134,0.822265625
0.47296735644340515,256.0,0.84375,0.501953125,256.0,0.5,90,0.84765625,0.3846445083618164,0.845703125
0.49112287163734436,256.0,0.85546875,0.498046875,256.0,0.5,91,0.8515625,0.4032996594905853,0.853515625
0.4997653663158417,256.0,0.8671875,0.4765625,256.0,0.5,91,0.8203125,0.39953768253326416,0.84375
0.46752500534057617,256.0,0.8203125,0.490234375,256.0,0.5,92,0.80078125,0.44344958662986755,0.810546875
0.4644755423069,256.0,0.84375,0.48046875,256.0,0.5,92,0.8046875,0.3997446894645691,0.82421875
0.49467572569847107,256.0,0.8203125,0.49609375,256.0,0.5,93,0.8125,0.4466676414012909,0.81640625
0.5036916136741638,256.0,0.77734375,0.521484375,256.0,0.5,93,0.8203125,0.4455544948577881,0.798828125
0.4837205410003662,256.0,0.8359375,0.48828125,256.0,0.5,94,0.8125,0.39606228470802307,0.82421875
0.47380056977272034,256.0,0.84375,0.505859375,256.0,0.5,94,0.85546875,0.3807835578918457,0.849609375
0.4767706096172333,256.0,0.68359375,0.5859375,256.0,0.5,95,0.85546875,0.48955443501472473,0.76953125
0.4814342260360718,256.0,0.703125,0.568359375,256.0,0.5,95,0.83984375,0.4805981516838074,0.771484375
0.47255802154541016,256.0,0.8125,0.5390625,256.0,0.5,96,0.890625,0.40960800647735596,0.8515625
0.46495321393013,256.0,0.7734375,0.560546875,256.0,0.5,96,0.89453125,0.4114837944507599,0.833984375
0.4756454527378082,256.0,0.6953125,0.578125,256.0,0.5,97,0.8515625,0.5105495452880859,0.7734375
0.4534548819065094,256.0,0.72265625,0.58203125,256.0,0.5,97,0.88671875,0.4725903868675232,0.8046875
0.46330949664115906,256.0,0.73828125,0.57421875,256.0,0.5,98,0.88671875,0.38800644874572754,0.8125
0.46534091234207153,256.0,0.76171875,0.564453125,256.0,0.5,98,0.890625,0.39347654581069946,0.826171875
0.44319483637809753,256.0,0.84765625,0.513671875,256.0,0.5,99,0.875,0.37562820315361023,0.861328125
0.4768417179584503,256.0,0.83203125,0.529296875,256.0,0.5,99,0.890625,0.38352230191230774,0.861328125
0.4606328308582306,256.0,0.76953125,0.544921875,256.0,0.5,100,0.859375,0.4187503159046173,0.814453125
0.47390902042388916,256.0,0.828125,0.494140625,256.0,0.5,100,0.81640625,0.40112414956092834,0.822265625
0.45774978399276733,256.0,0.8125,0.49609375,256.0,0.5,101,0.8046875,0.4335564970970154,0.80859375
0.45236480236053467,256.0,0.81640625,0.4921875,256.0,0.5,101,0.80078125,0.4153517186641693,0.80859375
0.4710786044597626,256.0,0.765625,0.49609375,256.0,0.5,102,0.7578125,0.5075111389160156,0.76171875
0.4569861888885498,256.0,0.7890625,0.486328125,256.0,0.5,102,0.76171875,0.47455817461013794,0.775390625
0.4211316406726837,256.0,0.87109375,0.447265625,256.0,0.5,103,0.765625,0.4201524555683136,0.818359375
0.42651790380477905,256.0,0.84765625,0.47265625,256.0,0.5,103,0.79296875,0.4115641713142395,0.8203125
0.43939077854156494,256.0,0.8359375,0.46484375,256.0,0.5,104,0.765625,0.41637328267097473,0.80078125
0.43868589401245117,256.0,0.78125,0.509765625,256.0,0.5,104,0.80078125,0.4189070463180542,0.791015625
0.42513546347618103,256.0,0.80859375,0.490234375,256.0,0.5,105,0.7890625,0.40604493021965027,0.798828125
0.42904573678970337,256.0,0.76171875,0.5390625,256.0,0.5,105,0.83984375,0.3905273973941803,0.80078125
0.4249286949634552,256.0,0.8125,0.5,256.0,0.5,106,0.8125,0.39864057302474976,0.8125
0.416689395904541,256.0,0.81640625,0.5078125,256.0,0.5,106,0.83203125,0.39748018980026245,0.82421875
0.42206424474716187,256.0,0.79296875,0.537109375,256.0,0.5,107,0.8671875,0.3727955222129822,0.830078125
0.4202357530593872,256.0,0.76171875,0.55859375,256.0,0.5,107,0.87890625,0.37681853771209717,0.8203125
0.4604726731777191,256.0,0.63671875,0.619140625,256.0,0.5,108,0.875,0.47242704033851624,0.755859375
0.4655248522758484,256.0,0.6953125,0.595703125,256.0,0.5,108,0.88671875,0.41680124402046204,0.791015625
0.4458339214324951,256.0,0.6875,0.591796875,256.0,0.5,109,0.87109375,0.4028329849243164,0.779296875
0.45946985483169556,256.0,0.67578125,0.59375,256.0,0.5,109,0.86328125,0.43884092569351196,0.76953125
0.42745381593704224,256.0,0.75390625,0.546875,256.0,0.5,110,0.84765625,0.3955933451652527,0.80078125
0.42578133940696716,256.0,0.8046875,0.494140625,256.0,0.5,110,0.79296875,0.4053666889667511,0.798828125
0.40695589780807495,256.0,0.85546875,0.470703125,256.0,0.5,111,0.796875,0.3961178958415985,0.826171875
0.3893156945705414,256.0,0.89453125,0.404296875,256.0,0.5,111,0.703125,0.3873455226421356,0.798828125
0.4305697977542877,256.0,0.8046875,0.478515625,256.0,0.5,112,0.76171875,0.4306473135948181,0.783203125
0.4087187349796295,256.0,0.84765625,0.4609375,256.0,0.5,112,0.76953125,0.37530672550201416,0.80859375
0.42867663502693176,256.0,0.75,0.48828125,256.0,0.5,113,0.7265625,0.47518470883369446,0.73828125
0.4150647521018982,256.0,0.79296875,0.51953125,256.0,0.5,113,0.83203125,0.3936953544616699,0.8125
0.4178013503551483,256.0,0.84765625,0.447265625,256.0,0.5,114,0.7421875,0.4142704904079437,0.794921875
0.42789217829704285,256.0,0.8515625,0.486328125,256.0,0.5,114,0.82421875,0.36394432187080383,0.837890625
0.45176610350608826,256.0,0.796875,0.509765625,256.0,0.5,115,0.81640625,0.4113791882991791,0.806640625
0.43497103452682495,256.0,0.78125,0.541015625,256.0,0.5,115,0.86328125,0.4035547077655792,0.822265625
0.4151674807071686,256.0,0.765625,0.53125,256.0,0.5,116,0.828125,0.38741767406463623,0.796875
0.4113938808441162,256.0,0.78125,0.525390625,256.0,0.5,116,0.83203125,0.39017948508262634,0.806640625
0.4550958573818207,256.0,0.78125,0.53515625,256.0,0.5,117,0.8515625,0.3872656524181366,0.81640625
0.4474489092826843,256.0,0.78125,0.537109375,256.0,0.5,117,0.85546875,0.4080432057380676,0.818359375
0.4267452359199524,256.0,0.78515625,0.517578125,256.0,0.5,118,0.8203125,0.38569730520248413,0.802734375
0.42577314376831055,256.0,0.81640625,0.521484375,256.0,0.5,118,0.859375,0.3722705841064453,0.837890625
0.42470765113830566,256.0,0.7578125,0.546875,256.0,0.5,119,0.8515625,0.4052121043205261,0.8046875
0.44949716329574585,256.0,0.7578125,0.55078125,256.0,0.5,119,0.859375,0.4171659052371979,0.80859375
0.44400250911712646,256.0,0.71484375,0.583984375,256.0,0.5,120,0.8828125,0.41020989418029785,0.798828125
0.4400807321071625,256.0,0.78515625,0.5390625,256.0,0.5,120,0.86328125,0.38685187697410583,0.82421875
0.43690603971481323,256.0,0.78125,0.53515625,256.0,0.5,121,0.8515625,0.37938064336776733,0.81640625
0.44212937355041504,256.0,0.7578125,0.53515625,256.0,0.5,121,0.828125,0.40485599637031555,0.79296875
0.4521316885948181,256.0,0.765625,0.517578125,256.0,0.5,122,0.80078125,0.46276429295539856,0.783203125
0.4274529218673706,256.0,0.78515625,0.49609375,256.0,0.5,122,0.77734375,0.4395473003387451,0.78125
0.4321606755256653,256.0,0.80859375,0.47265625,256.0,0.5,123,0.75390625,0.41926854848861694,0.78125
0.4414367377758026,256.0,0.765625,0.501953125,256.0,0.5,123,0.76953125,0.4394046664237976,0.767578125
0.473003089427948,256.0,0.8203125,0.48046875,256.0,0.5,124,0.78125,0.44126084446907043,0.80078125
0.451429545879364,256.0,0.8515625,0.46484375,256.0,0.5,124,0.78125,0.41061487793922424,0.81640625
0.4778508245944977,256.0,0.828125,0.5,256.0,0.5,125,0.828125,0.4081554710865021,0.828125
0.4963832497596741,256.0,0.8046875,0.537109375,256.0,0.5,125,0.87890625,0.4059517979621887,0.841796875
0.502892255783081,256.0,0.70703125,0.578125,256.0,0.5,126,0.86328125,0.44143450260162354,0.78515625
0.5036148428916931,256.0,0.71875,0.607421875,256.0,0.5,126,0.93359375,0.4220743477344513,0.826171875
0.5265066027641296,256.0,0.5703125,0.65625,256.0,0.5,127,0.8828125,0.5110769271850586,0.7265625
