raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/global_step,raw/disc/disc_acc_expert,raw/disc/disc_proportion_expert_true,raw/disc/disc_entropy,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss
0.73828125,0.576171875,0.814453125,32,0.890625,0.5,0.41806361079216003,256.0,256.0,0.5038036108016968
0.7578125,0.5546875,0.8125,33,0.8671875,0.5,0.42555004358291626,256.0,256.0,0.4664245545864105
0.734375,0.587890625,0.822265625,34,0.91015625,0.5,0.4306214153766632,256.0,256.0,0.4816047251224518
0.7734375,0.541015625,0.814453125,35,0.85546875,0.5,0.4280816316604614,256.0,256.0,0.4868772029876709
0.71484375,0.58984375,0.8046875,36,0.89453125,0.5,0.4332209527492523,256.0,256.0,0.517630934715271
0.7421875,0.578125,0.8203125,37,0.8984375,0.5,0.4359464645385742,256.0,256.0,0.4776735305786133
0.7109375,0.587890625,0.798828125,38,0.88671875,0.5,0.4437340199947357,256.0,256.0,0.49715858697891235
0.74609375,0.560546875,0.806640625,39,0.8671875,0.5,0.4495951235294342,256.0,256.0,0.45875123143196106
0.7265625,0.572265625,0.798828125,40,0.87109375,0.5,0.4725693464279175,256.0,256.0,0.4952146112918854
0.7421875,0.560546875,0.802734375,41,0.86328125,0.5,0.47781944274902344,256.0,256.0,0.4651554226875305
0.70703125,0.59765625,0.8046875,42,0.90234375,0.5,0.4900442957878113,256.0,256.0,0.4994513690471649
0.63671875,0.626953125,0.763671875,43,0.890625,0.5,0.500102698802948,256.0,256.0,0.5349255800247192
0.65625,0.638671875,0.794921875,44,0.93359375,0.5,0.5148770809173584,256.0,256.0,0.506049633026123
0.65625,0.638671875,0.794921875,45,0.93359375,0.5,0.5302655100822449,256.0,256.0,0.5345454216003418
0.8203125,0.38671875,0.70703125,46,0.59375,0.5,0.5221233367919922,256.0,256.0,0.5238528251647949
0.87890625,0.35546875,0.734375,47,0.58984375,0.5,0.542711615562439,256.0,256.0,0.5086125135421753
0.91796875,0.30859375,0.7265625,48,0.53515625,0.5,0.5665011405944824,256.0,256.0,0.5632340908050537
0.8984375,0.28515625,0.68359375,49,0.46875,0.5,0.5542154312133789,256.0,256.0,0.5770968794822693
0.78515625,0.34765625,0.6328125,50,0.48046875,0.5,0.5573297739028931,256.0,256.0,0.6022936701774597
0.7890625,0.341796875,0.630859375,51,0.47265625,0.5,0.5605465173721313,256.0,256.0,0.5948098301887512
0.78125,0.32421875,0.60546875,52,0.4296875,0.5,0.580935537815094,256.0,256.0,0.6275225877761841
0.75390625,0.373046875,0.626953125,53,0.5,0.5,0.564545750617981,256.0,256.0,0.6191452741622925
0.76953125,0.388671875,0.658203125,54,0.546875,0.5,0.5627375841140747,256.0,256.0,0.5837300419807434
0.765625,0.38671875,0.65234375,55,0.5390625,0.5,0.5863169431686401,256.0,256.0,0.6030776500701904
0.76953125,0.376953125,0.646484375,56,0.5234375,0.5,0.5962753891944885,256.0,256.0,0.6220298409461975
0.71484375,0.4453125,0.66015625,57,0.60546875,0.5,0.5872796773910522,256.0,256.0,0.6021851301193237
0.67578125,0.458984375,0.634765625,58,0.59375,0.5,0.5862634181976318,256.0,256.0,0.6175389289855957
0.65625,0.48046875,0.63671875,59,0.6171875,0.5,0.5836889743804932,256.0,256.0,0.6175065040588379
0.62890625,0.462890625,0.591796875,60,0.5546875,0.5,0.6102192401885986,256.0,256.0,0.6179317831993103
0.625,0.48046875,0.60546875,61,0.5859375,0.5,0.6047598123550415,256.0,256.0,0.6158291101455688
0.90625,0.3046875,0.7109375,62,0.515625,0.5,0.6174196004867554,256.0,256.0,0.6049683094024658
0.9609375,0.26953125,0.73046875,63,0.5,0.5,0.6254914999008179,256.0,256.0,0.5883834362030029
0.91015625,0.322265625,0.732421875,64,0.5546875,0.5,0.603148341178894,256.0,256.0,0.5454772710800171
0.84765625,0.337890625,0.685546875,65,0.5234375,0.5,0.5931685566902161,256.0,256.0,0.5591205358505249
0.85546875,0.380859375,0.736328125,66,0.6171875,0.5,0.5795085430145264,256.0,256.0,0.5025728940963745
0.8515625,0.361328125,0.712890625,67,0.57421875,0.5,0.5479831099510193,256.0,256.0,0.47326576709747314
0.8671875,0.404296875,0.771484375,68,0.67578125,0.5,0.5097875595092773,256.0,256.0,0.4107806086540222
0.84375,0.392578125,0.736328125,69,0.62890625,0.5,0.48071715235710144,256.0,256.0,0.4354493319988251
0.83984375,0.408203125,0.748046875,70,0.65625,0.5,0.4553315043449402,256.0,256.0,0.44256195425987244
0.8203125,0.421875,0.7421875,71,0.6640625,0.5,0.43143898248672485,256.0,256.0,0.4387326240539551
0.765625,0.439453125,0.705078125,72,0.64453125,0.5,0.4450437128543854,256.0,256.0,0.461209774017334
0.8515625,0.384765625,0.736328125,73,0.62109375,0.5,0.44428399205207825,256.0,256.0,0.4145547151565552
0.79296875,0.435546875,0.728515625,74,0.6640625,0.5,0.45953696966171265,256.0,256.0,0.4502844214439392
0.765625,0.421875,0.6875,75,0.609375,0.5,0.4615335166454315,256.0,256.0,0.5165797472000122
0.78125,0.416015625,0.697265625,76,0.61328125,0.5,0.46423155069351196,256.0,256.0,0.46829915046691895
0.796875,0.3984375,0.6953125,77,0.59375,0.5,0.49842286109924316,256.0,256.0,0.44564974308013916
0.8203125,0.396484375,0.716796875,78,0.61328125,0.5,0.5092340707778931,256.0,256.0,0.4432482421398163
0.83203125,0.373046875,0.705078125,79,0.578125,0.5,0.5285210609436035,256.0,256.0,0.45836538076400757
0.90625,0.37109375,0.77734375,80,0.6484375,0.5,0.5352566242218018,256.0,256.0,0.4360184073448181
0.87890625,0.37109375,0.75,81,0.62109375,0.5,0.5403507947921753,256.0,256.0,0.44673579931259155
0.8984375,0.33984375,0.73828125,82,0.578125,0.5,0.5577051043510437,256.0,256.0,0.4933832585811615
0.8515625,0.3828125,0.734375,83,0.6171875,0.5,0.566197395324707,256.0,256.0,0.5173888206481934
0.828125,0.3671875,0.6953125,84,0.5625,0.5,0.5808416604995728,256.0,256.0,0.5470958352088928
0.6953125,0.4140625,0.609375,85,0.5234375,0.5,0.589302659034729,256.0,256.0,0.5992583632469177
0.77734375,0.353515625,0.630859375,86,0.484375,0.5,0.5874416828155518,256.0,256.0,0.6173883080482483
0.7734375,0.380859375,0.654296875,87,0.53515625,0.5,0.5914806127548218,256.0,256.0,0.5997157692909241
0.8046875,0.32421875,0.62890625,88,0.453125,0.5,0.6105408668518066,256.0,256.0,0.6245595812797546
0.87109375,0.306640625,0.677734375,89,0.484375,0.5,0.60713130235672,256.0,256.0,0.5881323218345642
0.84765625,0.302734375,0.650390625,90,0.453125,0.5,0.6169207692146301,256.0,256.0,0.6172500252723694
0.765625,0.38671875,0.65234375,91,0.5390625,0.5,0.6081753969192505,256.0,256.0,0.640781044960022
0.7578125,0.412109375,0.669921875,92,0.58203125,0.5,0.612267255783081,256.0,256.0,0.627944827079773
0.796875,0.3828125,0.6796875,93,0.5625,0.5,0.6205025315284729,256.0,256.0,0.6164989471435547
0.75390625,0.427734375,0.681640625,94,0.609375,0.5,0.6053470969200134,256.0,256.0,0.6357912421226501
0.80078125,0.40234375,0.703125,95,0.60546875,0.5,0.6058196425437927,256.0,256.0,0.5994130373001099
0.73828125,0.41796875,0.65625,96,0.57421875,0.5,0.6036362648010254,256.0,256.0,0.6043885946273804
0.76171875,0.45703125,0.71875,97,0.67578125,0.5,0.5905973315238953,256.0,256.0,0.5994299650192261
0.7734375,0.416015625,0.689453125,98,0.60546875,0.5,0.5943343639373779,256.0,256.0,0.5943654775619507
0.83203125,0.37109375,0.703125,99,0.57421875,0.5,0.601670503616333,256.0,256.0,0.567527174949646
0.81640625,0.3671875,0.68359375,100,0.55078125,0.5,0.6064412593841553,256.0,256.0,0.6115484833717346
0.86328125,0.318359375,0.681640625,101,0.5,0.5,0.6033838987350464,256.0,256.0,0.5830042958259583
0.84375,0.28515625,0.62890625,102,0.4140625,0.5,0.601950466632843,256.0,256.0,0.656080961227417
0.8515625,0.275390625,0.626953125,103,0.40234375,0.5,0.5946139097213745,256.0,256.0,0.6348893642425537
0.859375,0.3359375,0.6953125,104,0.53125,0.5,0.5934945344924927,256.0,256.0,0.5959881544113159
0.86328125,0.291015625,0.654296875,105,0.4453125,0.5,0.6005399227142334,256.0,256.0,0.6437153220176697
0.8671875,0.30859375,0.67578125,106,0.484375,0.5,0.5924593210220337,256.0,256.0,0.6247220039367676
0.81640625,0.375,0.69140625,107,0.56640625,0.5,0.5922346115112305,256.0,256.0,0.6184313297271729
0.76171875,0.392578125,0.654296875,108,0.546875,0.5,0.5931791067123413,256.0,256.0,0.6214458346366882
0.71484375,0.3984375,0.61328125,109,0.51171875,0.5,0.5937844514846802,256.0,256.0,0.6065540909767151
0.1640625,0.84765625,0.51171875,110,0.859375,0.5,0.5972668528556824,256.0,256.0,0.6196253299713135
0.48828125,0.716796875,0.705078125,111,0.921875,0.5,0.5855028033256531,256.0,256.0,0.594523549079895
0.54296875,0.681640625,0.724609375,112,0.90625,0.5,0.5670064091682434,256.0,256.0,0.5704631805419922
0.6640625,0.640625,0.8046875,113,0.9453125,0.5,0.5568394660949707,256.0,256.0,0.49423736333847046
0.6953125,0.619140625,0.814453125,114,0.93359375,0.5,0.5379630923271179,256.0,256.0,0.43724140524864197
0.7578125,0.599609375,0.857421875,115,0.95703125,0.5,0.5178447961807251,256.0,256.0,0.3936387002468109
0.83203125,0.544921875,0.876953125,116,0.921875,0.5,0.4826727509498596,256.0,256.0,0.35893693566322327
0.84765625,0.53515625,0.8828125,117,0.91796875,0.5,0.47466400265693665,256.0,256.0,0.3740297853946686
0.94140625,0.34375,0.78515625,118,0.62890625,0.5,0.4259083867073059,256.0,256.0,0.33799633383750916
0.875,0.380859375,0.755859375,119,0.63671875,0.5,0.4000820219516754,256.0,256.0,0.37871021032333374
0.84375,0.353515625,0.697265625,120,0.55078125,0.5,0.4056919813156128,256.0,256.0,0.48313266038894653
0.828125,0.41015625,0.73828125,121,0.6484375,0.5,0.3857586979866028,256.0,256.0,0.44653305411338806
0.94921875,0.318359375,0.767578125,122,0.5859375,0.5,0.3902846574783325,256.0,256.0,0.36559349298477173
0.93359375,0.349609375,0.783203125,123,0.6328125,0.5,0.40698665380477905,256.0,256.0,0.33664679527282715
0.94140625,0.35546875,0.796875,124,0.65234375,0.5,0.396746963262558,256.0,256.0,0.3251931667327881
0.78125,0.58984375,0.87109375,125,0.9609375,0.5,0.427900493144989,256.0,256.0,0.3897870182991028
0.78515625,0.5703125,0.85546875,126,0.92578125,0.5,0.45313912630081177,256.0,256.0,0.4027082324028015
0.70703125,0.625,0.83203125,127,0.95703125,0.5,0.45801419019699097,256.0,256.0,0.44528090953826904
0.734375,0.6015625,0.8359375,128,0.9375,0.5,0.462127149105072,256.0,256.0,0.4213062822818756
0.765625,0.583984375,0.849609375,129,0.93359375,0.5,0.4769417941570282,256.0,256.0,0.43696171045303345
0.7578125,0.576171875,0.833984375,130,0.91015625,0.5,0.4915687143802643,256.0,256.0,0.4296865463256836
0.7109375,0.603515625,0.814453125,131,0.91796875,0.5,0.5098720788955688,256.0,256.0,0.45772650837898254
0.734375,0.5859375,0.8203125,132,0.90625,0.5,0.5349023342132568,256.0,256.0,0.45671069622039795
0.89453125,0.330078125,0.724609375,133,0.5546875,0.5,0.5436945557594299,256.0,256.0,0.4873512387275696
0.89453125,0.34375,0.73828125,134,0.58203125,0.5,0.54314124584198,256.0,256.0,0.4982966482639313
0.84765625,0.380859375,0.728515625,135,0.609375,0.5,0.5478801727294922,256.0,256.0,0.5267361402511597
0.85546875,0.349609375,0.705078125,136,0.5546875,0.5,0.5673530101776123,256.0,256.0,0.5934368968009949
0.671875,0.427734375,0.599609375,137,0.52734375,0.5,0.5591437816619873,256.0,256.0,0.6041092872619629
0.765625,0.384765625,0.650390625,138,0.53515625,0.5,0.541154146194458,256.0,256.0,0.5947691202163696
0.7734375,0.37890625,0.65234375,139,0.53125,0.5,0.5364460945129395,256.0,256.0,0.6154099702835083
0.8125,0.349609375,0.662109375,140,0.51171875,0.5,0.5477131009101868,256.0,256.0,0.630138635635376
0.84375,0.361328125,0.705078125,141,0.56640625,0.5,0.5388854742050171,256.0,256.0,0.5400099754333496
0.85546875,0.341796875,0.697265625,142,0.5390625,0.5,0.5310120582580566,256.0,256.0,0.5968170762062073
0.87890625,0.359375,0.73828125,143,0.59765625,0.5,0.537926971912384,256.0,256.0,0.5206278562545776
0.89453125,0.33203125,0.7265625,144,0.55859375,0.5,0.541912317276001,256.0,256.0,0.5337879657745361
0.90625,0.3203125,0.7265625,145,0.546875,0.5,0.5416380167007446,256.0,256.0,0.5160530805587769
0.8828125,0.314453125,0.697265625,146,0.51171875,0.5,0.5396757125854492,256.0,256.0,0.5569667816162109
0.92578125,0.291015625,0.716796875,147,0.5078125,0.5,0.5527344942092896,256.0,256.0,0.5052631497383118
0.9140625,0.322265625,0.736328125,148,0.55859375,0.5,0.5443533658981323,256.0,256.0,0.4998488426208496
0.94140625,0.298828125,0.740234375,149,0.5390625,0.5,0.5403255224227905,256.0,256.0,0.47657909989356995
0.64453125,0.60546875,0.75,150,0.85546875,0.5,0.5374029278755188,256.0,256.0,0.48392796516418457
0.5546875,0.662109375,0.716796875,151,0.87890625,0.5,0.5577788949012756,256.0,256.0,0.5086843371391296
0.41796875,0.705078125,0.623046875,152,0.828125,0.5,0.566871166229248,256.0,256.0,0.5663628578186035
0.3828125,0.75390625,0.63671875,153,0.890625,0.5,0.5713852047920227,256.0,256.0,0.5467205047607422
0.4453125,0.71484375,0.66015625,154,0.875,0.5,0.5721247792243958,256.0,256.0,0.5786678791046143
0.87890625,0.3125,0.69140625,155,0.50390625,0.5,0.5786718130111694,256.0,256.0,0.5903084874153137
0.90234375,0.3125,0.71484375,156,0.52734375,0.5,0.5694036483764648,256.0,256.0,0.5667598843574524
0.88671875,0.318359375,0.705078125,157,0.5234375,0.5,0.5738118886947632,256.0,256.0,0.5636256337165833
0.88671875,0.30859375,0.6953125,158,0.50390625,0.5,0.5700501203536987,256.0,256.0,0.5893722772598267
0.89453125,0.294921875,0.689453125,159,0.484375,0.5,0.5698179006576538,256.0,256.0,0.5932704210281372
0.88671875,0.296875,0.68359375,160,0.48046875,0.5,0.5600499510765076,256.0,256.0,0.5736758708953857
0.875,0.326171875,0.701171875,161,0.52734375,0.5,0.5462652444839478,256.0,256.0,0.5611360669136047
0.8203125,0.337890625,0.658203125,162,0.49609375,0.5,0.5499522686004639,256.0,256.0,0.5949825048446655
0.8125,0.365234375,0.677734375,163,0.54296875,0.5,0.5358304381370544,256.0,256.0,0.583849310874939
0.7734375,0.326171875,0.599609375,164,0.42578125,0.5,0.558858335018158,256.0,256.0,0.665845513343811
0.71875,0.3984375,0.6171875,165,0.515625,0.5,0.5385589599609375,256.0,256.0,0.6244239211082458
0.78125,0.365234375,0.646484375,166,0.51171875,0.5,0.5389668345451355,256.0,256.0,0.5902592539787292
0.7734375,0.349609375,0.623046875,167,0.47265625,0.5,0.5559090375900269,256.0,256.0,0.6266767978668213
0.73046875,0.39453125,0.625,168,0.51953125,0.5,0.5532336235046387,256.0,256.0,0.571935772895813
0.69140625,0.43359375,0.625,169,0.55859375,0.5,0.5551837086677551,256.0,256.0,0.5776132941246033
0.90234375,0.3515625,0.75390625,170,0.60546875,0.5,0.5485407710075378,256.0,256.0,0.5400078296661377
0.875,0.39453125,0.76953125,171,0.6640625,0.5,0.5404216647148132,256.0,256.0,0.5241225361824036
0.796875,0.38671875,0.68359375,172,0.5703125,0.5,0.556840717792511,256.0,256.0,0.6031777858734131
0.765625,0.427734375,0.693359375,173,0.62109375,0.5,0.5395634770393372,256.0,256.0,0.5881448984146118
0.796875,0.3984375,0.6953125,174,0.59375,0.5,0.5210169553756714,256.0,256.0,0.5758873224258423
0.7890625,0.423828125,0.712890625,175,0.63671875,0.5,0.5164613723754883,256.0,256.0,0.5510004162788391
0.8671875,0.35546875,0.72265625,176,0.578125,0.5,0.510580837726593,256.0,256.0,0.5461925268173218
0.8359375,0.390625,0.7265625,177,0.6171875,0.5,0.5054894089698792,256.0,256.0,0.5413639545440674
0.86328125,0.36328125,0.7265625,178,0.58984375,0.5,0.5057952404022217,256.0,256.0,0.574424684047699
0.85546875,0.34765625,0.703125,179,0.55078125,0.5,0.516157329082489,256.0,256.0,0.5914180874824524
0.8046875,0.357421875,0.662109375,180,0.51953125,0.5,0.512360692024231,256.0,256.0,0.6619919538497925
0.77734375,0.349609375,0.626953125,181,0.4765625,0.5,0.5390716195106506,256.0,256.0,0.6823932528495789
0.640625,0.447265625,0.587890625,182,0.53515625,0.5,0.5323837995529175,256.0,256.0,0.6464362144470215
0.796875,0.353515625,0.650390625,183,0.50390625,0.5,0.555823028087616,256.0,256.0,0.6066430807113647
0.80859375,0.326171875,0.634765625,184,0.4609375,0.5,0.5696510076522827,256.0,256.0,0.6426880359649658
0.81640625,0.3203125,0.63671875,185,0.45703125,0.5,0.5664225816726685,256.0,256.0,0.6229743361473083
0.80078125,0.35546875,0.65625,186,0.51171875,0.5,0.5615461468696594,256.0,256.0,0.5975686311721802
0.7890625,0.37109375,0.66015625,187,0.53125,0.5,0.5460448861122131,256.0,256.0,0.6082916855812073
0.8125,0.353515625,0.666015625,188,0.51953125,0.5,0.5597810745239258,256.0,256.0,0.622011661529541
0.8125,0.33984375,0.65234375,189,0.4921875,0.5,0.5612807273864746,256.0,256.0,0.5763168931007385
0.8125,0.38671875,0.69921875,190,0.5859375,0.5,0.5261614322662354,256.0,256.0,0.5362916588783264
0.8984375,0.31640625,0.71484375,191,0.53125,0.5,0.5429583191871643,256.0,256.0,0.5253992080688477
0.875,0.314453125,0.689453125,192,0.50390625,0.5,0.5411756038665771,256.0,256.0,0.5951311588287354
0.953125,0.251953125,0.705078125,193,0.45703125,0.5,0.558672308921814,256.0,256.0,0.5444213151931763
0.8984375,0.314453125,0.712890625,194,0.52734375,0.5,0.5302809476852417,256.0,256.0,0.5352683663368225
0.875,0.349609375,0.724609375,195,0.57421875,0.5,0.5144769549369812,256.0,256.0,0.549188494682312
0.859375,0.318359375,0.677734375,196,0.49609375,0.5,0.5321913957595825,256.0,256.0,0.5663917064666748
0.85546875,0.330078125,0.685546875,197,0.515625,0.5,0.5495288372039795,256.0,256.0,0.5565266609191895
0.87109375,0.34765625,0.71875,198,0.56640625,0.5,0.5362865328788757,256.0,256.0,0.530707597732544
0.859375,0.298828125,0.658203125,199,0.45703125,0.5,0.5506229400634766,256.0,256.0,0.5994235277175903
0.8828125,0.328125,0.7109375,200,0.5390625,0.5,0.5386031270027161,256.0,256.0,0.5425180792808533
0.84375,0.345703125,0.689453125,201,0.53515625,0.5,0.5477442741394043,256.0,256.0,0.5864435434341431
0.8671875,0.3203125,0.6875,202,0.5078125,0.5,0.5373075604438782,256.0,256.0,0.5875808596611023
0.8828125,0.30078125,0.68359375,203,0.484375,0.5,0.5470098257064819,256.0,256.0,0.5918136835098267
0.9140625,0.322265625,0.736328125,204,0.55859375,0.5,0.5297209024429321,256.0,256.0,0.5596880912780762
0.89453125,0.322265625,0.716796875,205,0.5390625,0.5,0.5417666435241699,256.0,256.0,0.561713695526123
0.91796875,0.328125,0.74609375,206,0.57421875,0.5,0.5386965274810791,256.0,256.0,0.5237618684768677
0.890625,0.349609375,0.740234375,207,0.58984375,0.5,0.5340190529823303,256.0,256.0,0.5272395014762878
0.9375,0.318359375,0.755859375,208,0.57421875,0.5,0.5357121229171753,256.0,256.0,0.49187296628952026
0.89453125,0.333984375,0.728515625,209,0.5625,0.5,0.5178859233856201,256.0,256.0,0.5356611013412476
0.91015625,0.32421875,0.734375,210,0.55859375,0.5,0.5250851511955261,256.0,256.0,0.5327481627464294
0.8671875,0.3359375,0.703125,211,0.5390625,0.5,0.5226686000823975,256.0,256.0,0.5850515365600586
0.8984375,0.345703125,0.744140625,212,0.58984375,0.5,0.511570394039154,256.0,256.0,0.5255736112594604
0.91015625,0.302734375,0.712890625,213,0.515625,0.5,0.5253859758377075,256.0,256.0,0.5521591901779175
0.9453125,0.265625,0.7109375,214,0.4765625,0.5,0.5499799251556396,256.0,256.0,0.5474978685379028
0.91796875,0.30078125,0.71875,215,0.51953125,0.5,0.5273589491844177,256.0,256.0,0.578393816947937
0.85546875,0.326171875,0.681640625,216,0.5078125,0.5,0.5359795689582825,256.0,256.0,0.5809747576713562
0.875,0.31640625,0.69140625,217,0.5078125,0.5,0.5483042001724243,256.0,256.0,0.5930308103561401
0.8515625,0.33203125,0.68359375,218,0.515625,0.5,0.5627121329307556,256.0,256.0,0.5908381938934326
0.78515625,0.3828125,0.66796875,219,0.55078125,0.5,0.5661380290985107,256.0,256.0,0.5771321058273315
0.6640625,0.458984375,0.623046875,220,0.58203125,0.5,0.577019453048706,256.0,256.0,0.5705156326293945
0.48828125,0.70703125,0.6953125,221,0.90234375,0.5,0.5704857110977173,256.0,256.0,0.5569175481796265
0.609375,0.66796875,0.77734375,222,0.9453125,0.5,0.5603243708610535,256.0,256.0,0.5075767636299133
0.58984375,0.6875,0.77734375,223,0.96484375,0.5,0.5222512483596802,256.0,256.0,0.4957279562950134
0.69921875,0.62109375,0.8203125,224,0.94140625,0.5,0.5057546496391296,256.0,256.0,0.43338000774383545
0.82421875,0.3984375,0.72265625,225,0.62109375,0.5,0.4991758465766907,256.0,256.0,0.4766632616519928
0.83984375,0.4140625,0.75390625,226,0.66796875,0.5,0.45669472217559814,256.0,256.0,0.4170478582382202
0.86328125,0.357421875,0.720703125,227,0.578125,0.5,0.4411948323249817,256.0,256.0,0.4173756539821625
0.9140625,0.330078125,0.744140625,228,0.57421875,0.5,0.4245752692222595,256.0,256.0,0.3878647983074188
0.9375,0.3046875,0.7421875,229,0.546875,0.5,0.41715508699417114,256.0,256.0,0.3581849932670593
0.84375,0.54296875,0.88671875,230,0.9296875,0.5,0.4127269387245178,256.0,256.0,0.33627310395240784
0.86328125,0.5078125,0.87109375,231,0.87890625,0.5,0.41289180517196655,256.0,256.0,0.34530213475227356
0.81640625,0.546875,0.86328125,232,0.91015625,0.5,0.39761781692504883,256.0,256.0,0.3620658218860626
0.76171875,0.572265625,0.833984375,233,0.90625,0.5,0.40665578842163086,256.0,256.0,0.3823757767677307
0.80859375,0.576171875,0.884765625,234,0.9609375,0.5,0.4210238754749298,256.0,256.0,0.3436453938484192
0.83984375,0.548828125,0.888671875,235,0.9375,0.5,0.42108166217803955,256.0,256.0,0.3121180236339569
0.85546875,0.548828125,0.904296875,236,0.953125,0.5,0.41818809509277344,256.0,256.0,0.2857624888420105
0.80859375,0.552734375,0.861328125,237,0.9140625,0.5,0.43766582012176514,256.0,256.0,0.35788050293922424
0.828125,0.55859375,0.88671875,238,0.9453125,0.5,0.45632845163345337,256.0,256.0,0.33480411767959595
0.76953125,0.58203125,0.8515625,239,0.93359375,0.5,0.46600180864334106,256.0,256.0,0.3642439842224121
0.76171875,0.58984375,0.8515625,240,0.94140625,0.5,0.47330233454704285,256.0,256.0,0.38219624757766724
0.72265625,0.60546875,0.828125,241,0.93359375,0.5,0.49730348587036133,256.0,256.0,0.42816483974456787
0.82421875,0.419921875,0.744140625,242,0.6640625,0.5,0.4922531247138977,256.0,256.0,0.39956170320510864
0.83203125,0.369140625,0.701171875,243,0.5703125,0.5,0.5049023032188416,256.0,256.0,0.4786421060562134
0.87109375,0.353515625,0.724609375,244,0.578125,0.5,0.5170214772224426,256.0,256.0,0.49264490604400635
0.82421875,0.39453125,0.71875,245,0.61328125,0.5,0.5301076769828796,256.0,256.0,0.5503266453742981
0.84375,0.3671875,0.7109375,246,0.578125,0.5,0.5243774652481079,256.0,256.0,0.5633786916732788
0.90234375,0.359375,0.76171875,247,0.62109375,0.5,0.5281487107276917,256.0,256.0,0.5468220710754395
0.89453125,0.357421875,0.751953125,248,0.609375,0.5,0.5417867302894592,256.0,256.0,0.560198187828064
0.71484375,0.412109375,0.626953125,249,0.5390625,0.5,0.5540173649787903,256.0,256.0,0.6049505472183228
0.80078125,0.38671875,0.6875,250,0.57421875,0.5,0.5464858412742615,256.0,256.0,0.5709846019744873
