raw/gen/rollout/ep_rew_mean,raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/rollout/ep_len_mean,raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/train/approx_kl,raw/gen/train/loss,raw/gen/train/value_loss,raw/gen/train/explained_variance,raw/gen/train/learning_rate,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_range,raw/gen/train/entropy_loss,raw/gen/train/clip_fraction,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/n_updates
-488.5,2638,0,45.0,5632,1,0.00035303226,10.016157150268555,36.426502138376236,0.2793331742286682,0.0001,-0.0015847325994400308,0.2,-1.5256879134103656,0.0,-24.200373814255,80
-504.0,2563,0,45.0,6144,1,2.4954556e-05,14.969173431396484,56.473993837833405,0.05955076217651367,0.0001,-0.0003796830351348035,0.2,-1.5340355252847075,0.0,-29.74080456137657,88
-526.0,2434,0,45.0,6656,1,1.6088947e-05,26.29201316833496,81.25272798538208,0.020896077156066895,0.0001,-0.0002489131220499985,0.2,-1.5370723977684975,0.0,-35.02852682381868,96
-538.5,1937,0,45.0,7168,1,6.5255444e-05,42.68259811401367,118.37994813919067,0.01599639654159546,0.0001,-0.0007532554882345721,0.2,-1.530025134794414,0.0,-40.749236485362054,104
-551.5,2430,0,45.0,7680,1,2.9990333e-05,45.696922302246094,137.19041007757187,0.007158160209655762,0.0001,-0.0003877064991684165,0.2,-1.5172068979591131,0.0,-47.094940256178376,112
-567.5,2472,0,45.0,8192,1,1.1291704e-05,74.66140747070312,175.4452207684517,0.003975033760070801,0.0001,-0.00025392240786459297,0.2,-1.5347264939919114,0.0,-53.05159466892481,120
-569.0,2388,0,45.0,8704,1,1.196831e-05,80.15001678466797,198.99140071868896,0.001934826374053955,0.0001,-0.0003022356249857694,0.2,-1.5308622773736715,0.0,-59.16544338107109,128
-557.0,2441,0,45.0,9216,1,1.927896e-05,66.39775848388672,217.93592417240143,0.0007892847061157227,0.0001,-0.0004442865538294427,0.2,-1.5229013822972775,0.0,-64.72660690337419,136
-561.0,2468,0,45.0,9728,1,9.65246e-06,89.29823303222656,245.6681625843048,-0.0008882284164428711,0.0001,-0.0002504647163732443,0.2,-1.5189198292791843,0.0,-69.75486961886287,144
-559.0,2632,0,45.0,10240,1,1.1714525e-05,121.24577331542969,318.09495735168457,0.00016492605209350586,0.0001,-0.00019963856902904809,0.2,-1.5263634975999594,0.0,-75.66649890139699,152
-561.5,2248,0,45.0,10752,1,1.835823e-05,176.0343780517578,365.6266987323761,0.0003682374954223633,0.0001,-0.0003485683446342591,0.2,-1.5331652956083417,0.0,-81.1140230192244,160
-561.5,2396,0,45.0,11264,1,7.210346e-05,119.1286849975586,280.92004203796387,-0.001077413558959961,0.0001,-0.0009018302516778931,0.2,-1.51654642354697,0.0,-83.34413620939478,168
-554.0,2408,0,45.0,11776,1,2.7224422e-05,140.9185791015625,379.15847611427307,-0.0007017850875854492,0.0001,-0.0005052771011833102,0.2,-1.53591925278306,0.0,-87.45202829507645,176
-553.5,2576,0,45.0,12288,1,9.5662544e-05,141.99330139160156,331.1953076124191,-0.0006754398345947266,0.0001,-0.0011046524596167728,0.2,-1.5334797641262412,0.0,-89.31819961612578,184
-557.5,2540,0,45.0,12800,1,6.798364e-05,184.6693115234375,430.3963979482651,-0.00027871131896972656,0.0001,-0.0008059356987359934,0.2,-1.5333144897595048,0.0,-93.28391198039986,192
-549.0,2491,0,45.0,13312,1,9.356998e-06,194.72265625,409.7737810611725,-0.00018846988677978516,0.0001,-0.00016459055495943176,0.2,-1.529815560206771,0.0,-96.32562023592646,200
-561.0,2352,0,45.0,13824,1,5.7378784e-05,121.45358276367188,361.59683990478516,-0.00046896934509277344,0.0001,-0.0007115785774658434,0.2,-1.524789908900857,0.0,-97.65294047506991,208
-560.0,2362,0,45.0,14336,1,0.0001562892,142.30218505859375,335.303871512413,-0.00033020973205566406,0.0001,-0.0013738343841396272,0.2,-1.5255201496183872,0.0,-99.72219930390362,216
-560.0,2559,0,45.0,14848,1,0.00014056545,139.7292938232422,327.2270060777664,-0.00020205974578857422,0.0001,-0.0015535315542365424,0.2,-1.5345165757462382,0.0,-100.28982971107122,224
-556.5,2304,0,45.0,15360,1,8.0726575e-05,161.95518493652344,335.4918261766434,-4.220008850097656e-05,0.0001,-0.0007029647895251401,0.2,-1.533117476850748,0.0,-101.07803423885257,232
-549.0,2535,0,45.0,15872,1,0.00017272425,114.84149932861328,253.722106218338,-0.0003020763397216797,0.0001,-0.0014710647810716182,0.2,-1.5261975592002273,0.0,-102.42708122322335,240
-553.5,2500,0,45.0,16384,1,0.00013150938,118.2308120727539,263.8436850309372,-0.00022101402282714844,0.0001,-0.0012245513935340568,0.2,-1.5245297886431217,0.0,-102.53195578723215,248
-552.0,2487,0,45.0,16896,1,7.079169e-05,109.78116607666016,269.3245449066162,-0.00015032291412353516,0.0001,-0.0007093143321981188,0.2,-1.5222984850406647,0.0,-104.11768136472907,256
-552.0,2734,0,45.0,17408,1,0.00025391323,118.45050811767578,252.97767281532288,-0.00018417835235595703,0.0001,-0.001671358862950001,0.2,-1.5259272372350097,0.0,-103.00542697057128,264
-552.5,2375,0,45.0,17920,1,0.00041363772,93.94424438476562,264.25548589229584,7.450580596923828e-05,0.0001,-0.00218630995368585,0.2,-1.522682243026793,0.0,-104.0375101606641,272
-552.5,2366,0,45.0,18432,1,0.0016418635,78.35623931884766,195.00780177116394,-0.0002092123031616211,0.0001,-0.0052778782119276,0.2,-1.5058426354080439,0.001953125,-103.14781067788135,280
-555.5,2696,0,45.0,18944,1,0.002047368,110.05089569091797,196.9206690788269,-6.628036499023438e-05,0.0001,-0.009966850040655117,0.2,-1.5093638813123107,0.001953125,-103.493170541008,288
-555.5,2434,0,45.0,19456,1,0.0029476373,84.02019500732422,195.5560354590416,5.441904067993164e-05,0.0001,-0.007753006699203979,0.2,-1.5001089125871658,0.0,-103.76773579229135,296
-542.5,2282,0,45.0,19968,1,0.0037956838,59.72675323486328,145.18107199668884,2.956390380859375e-05,0.0001,-0.007595557675813325,0.2,-1.4656409239396453,0.0,-103.62236633289605,304
-527.5,2170,0,45.0,20480,1,0.012702962,63.03428268432617,147.65619492530823,-0.00012171268463134766,0.0001,-0.01831470821343828,0.2,-1.4104425804689527,0.038818359375,-101.77657961331307,312
-528.0,2441,0,45.0,20992,1,0.02354122,40.13685607910156,73.10958728194237,-0.00018131732940673828,0.0001,-0.012351273413514718,0.2,-1.300933581776917,0.168701171875,-98.44122505029198,320
-521.0,2420,0,45.0,21504,1,0.016945992,21.37372398376465,39.85598312318325,-9.834766387939453e-05,0.0001,-0.025506983838567976,0.2,-1.1414398672059178,0.134765625,-95.95148547853809,328
-513.0,2766,0,45.0,22016,1,0.01111852,21.890777587890625,23.555199153721333,-9.310245513916016e-05,0.0001,-0.032304414417012595,0.2,-0.922161940485239,0.231201171875,-91.42595096123405,336
-509.0,2671,0,45.0,22528,1,0.017298672,7.083562850952148,16.47580387070775,-5.9604644775390625e-05,0.0001,-0.03246944174316013,0.2,-0.7331043644808233,0.231689453125,-86.50252582664136,344
-479.0,2333,0,45.0,23040,1,0.0066992305,5.797036170959473,17.76944910362363,-0.00016438961029052734,0.0001,-0.01953499911178369,0.2,-0.6582675939425826,0.119873046875,-81.68332324028947,352
-476.5,2744,0,45.0,23552,1,0.004895663,23.382963180541992,62.52619092166424,-0.00010967254638671875,0.0001,-0.009519186576653738,0.2,-0.621511262608692,0.069091796875,-74.26526898982003,360
-470.5,2490,0,45.0,24064,1,0.009877466,17.532405853271484,29.26436025649309,-5.8650970458984375e-05,0.0001,-0.019426545335591072,0.2,-0.47660092543810606,0.103515625,-67.39073711437173,368
-451.0,2319,0,45.0,24576,1,0.003981088,29.654001235961914,63.552049934864044,-9.298324584960938e-05,0.0001,-0.0009453275342821144,0.2,-0.4574606593232602,0.0634765625,-61.33886059530545,376
-359.0,1665,0,45.0,25088,1,0.005900465,96.88838958740234,97.54766137897968,-6.842613220214844e-05,0.0001,-0.006942646316019818,0.2,-0.43553879810497165,0.033935546875,-55.94508819191251,384
-346.0,2508,0,45.0,25600,1,0.0023195029,127.60220336914062,127.62175360321999,-9.047985076904297e-05,0.0001,-0.004819013993255794,0.2,-0.4366688784211874,0.022705078125,-50.76848921050783,392
-306.5,2492,0,45.0,26112,1,0.006394293,5.277278423309326,33.17998078837991,-9.059906005859375e-05,0.0001,-0.007860184297896922,0.2,-0.2975210353033617,0.05419921875,-46.771422301135026,400
-256.0,2535,0,45.0,26624,1,0.011874549,12.632984161376953,28.624956391751766,-7.092952728271484e-05,0.0001,-0.016280896568787284,0.2,-0.2176891752751544,0.090576171875,-44.61271299889311,408
-221.0,2358,0,45.0,27136,1,0.0071982006,25.03092384338379,31.449265208095312,-2.968311309814453e-05,0.0001,-0.004009481173852691,0.2,-0.18459681083913893,0.023193359375,-41.59943490935955,416
-216.0,2569,0,45.0,27648,1,0.0009253005,40.49699020385742,73.69639958441257,-5.0067901611328125e-05,0.0001,6.61077065160498e-05,0.2,-0.18303743877913803,0.007080078125,-39.388134890259245,424
-206.5,2583,0,45.0,28160,1,0.0026518262,7.306224346160889,15.226618951186538,-5.1856040954589844e-05,0.0001,-0.00521285024296958,0.2,-0.1525125418556854,0.0126953125,-38.95061044921167,432
-180.5,2183,0,45.0,28672,1,0.0029138245,5.133039951324463,17.914451152086258,-6.461143493652344e-05,0.0001,-0.006718597280269023,0.2,-0.12242465745657682,0.03857421875,-37.78123153073713,440
-196.5,2174,0,45.0,29184,1,0.0005472583,31.713085174560547,58.130898863077164,-6.377696990966797e-05,0.0001,-0.0021210682798482594,0.2,-0.14043914648937061,0.005615234375,-36.60115046510473,448
-148.5,1830,0,45.0,29696,1,0.00077133195,22.371715545654297,67.04715694487095,-0.00011217594146728516,0.0001,-0.0038575814469368197,0.2,-0.1578268324956298,0.009033203125,-36.44486955070403,456
-115.0,2135,0,45.0,30208,1,0.0038750058,13.803801536560059,33.620201472193,0.00046628713607788086,0.0001,-0.009151543243206106,0.2,-0.16614997334545478,0.0322265625,-36.2005035271449,464
-87.0,2280,0,45.0,30720,1,0.008504815,40.8780632019043,50.48823840916157,6.508827209472656e-05,0.0001,-0.0066582592990016565,0.2,-0.15128830529283732,0.06640625,-36.99671346178278,472
-95.5,2349,0,45.0,31232,1,0.010140461,12.735170364379883,39.43000200390816,-0.20931673049926758,0.0001,-0.00496054933682899,0.2,-0.1375494438689202,0.025634765625,-36.180299166478214,480
-95.5,2464,0,45.0,31744,1,0.004444658,5.860487461090088,27.517862673848867,-0.0005667209625244141,0.0001,-0.010643878820701502,0.2,-0.1267581574502401,0.025146484375,-37.30674731718376,488
-98.5,2289,0,45.0,32256,1,0.0028955229,7.477685928344727,29.395550049841404,0.14466780424118042,0.0001,-0.008962682593846694,0.2,-0.16049737390130758,0.021728515625,-39.1374545199424,496
-111.5,2739,0,45.0,32768,1,0.0075816736,9.820088386535645,52.96515529602766,0.32601988315582275,0.0001,-0.011768066615331918,0.2,-0.18459591985447332,0.04736328125,-41.21421744927298,504
-132.0,1672,0,45.0,33280,1,0.00149566,1.35267972946167,6.447641335427761,0.5114259421825409,0.0001,-0.005463521854835562,0.2,-0.11490979450172745,0.01220703125,-40.62241159095895,512
-163.5,2509,0,45.0,33792,1,0.0012296356,19.248790740966797,34.24355621263385,0.4186086058616638,0.0001,-0.002895436067774426,0.2,-0.1785149333300069,0.01220703125,-43.766009437185716,520
-190.0,2400,0,45.0,34304,1,0.0012649863,5.960219383239746,16.06566609069705,0.00655972957611084,0.0001,-0.003966604508605087,0.2,-0.13073487428482622,0.010498046875,-43.688407688890585,528
-215.5,2678,0,45.0,34816,1,0.0055629485,7.170739650726318,10.9903803197667,0.06752389669418335,0.0001,-0.013418842194369063,0.2,-0.1420830658171326,0.037353515625,-42.83383318644483,536
-294.5,2647,0,45.0,35328,1,0.0048262523,1.9573348760604858,4.179590907646343,0.28170955181121826,0.0001,-0.007472321656678105,0.2,-0.09896266888245009,0.027099609375,-40.900472780577836,544
-322.5,2730,0,45.0,35840,1,0.011035769,1.2033662796020508,3.800100752618164,0.2746555209159851,0.0001,-0.006916851845744532,0.2,-0.10902172545320354,0.04296875,-39.68849729333073,552
-335.0,2465,0,45.0,36352,1,0.008151977,0.06093898415565491,2.126480697392253,0.560929536819458,0.0001,-0.020475266297580674,0.2,-0.13752709908294491,0.05224609375,-38.53622279379517,560
-310.0,2405,0,45.0,36864,1,0.0009624228,3.094114065170288,14.877356960438192,-0.0668872594833374,0.0001,-0.0043596930936473655,0.2,-0.18566976179135963,0.01708984375,-36.54649098101072,568
-287.0,2447,0,45.0,37376,1,0.0026369435,19.246095657348633,27.65406833589077,0.26172029972076416,0.0001,-0.007717598986346275,0.2,-0.20759764401009306,0.026123046875,-35.39248691847548,576
-313.0,2380,0,45.0,37888,1,0.0016713704,3.897961378097534,10.02411538362503,0.4478462338447571,0.0001,-0.006564206836628728,0.2,-0.14602248405572027,0.015380859375,-35.88233951145783,584
-339.0,2321,0,45.0,38400,1,0.0015264659,1.9589077234268188,9.73079480510205,0.07703608274459839,0.0001,-0.005277890610159375,0.2,-0.15846269071334973,0.02099609375,-35.83121989313513,592
-336.5,2538,0,45.0,38912,1,0.00077132124,4.9382147789001465,10.881823431700468,0.24739974737167358,0.0001,-0.005213362786889775,0.2,-0.18954839394427836,0.03564453125,-36.9445338848047,600
-345.5,2336,0,45.0,39424,1,0.0019492125,2.217301607131958,6.542851961683482,0.4312191605567932,0.0001,-0.0029141482409613673,0.2,-0.14462745684431866,0.0205078125,-38.45618038223125,608
-312.0,2614,0,45.0,39936,1,0.00259078,9.921119689941406,13.2492834655568,0.3616434335708618,0.0001,-0.008545970538762049,0.2,-0.19064797210739926,0.028564453125,-40.10351311879233,616
-298.0,2640,0,45.0,40448,1,0.0014963759,2.7002639770507812,11.377280189655721,0.3129565715789795,0.0001,-0.005466258793603629,0.2,-0.170809579489287,0.011962890625,-41.39151663638651,624
-313.0,2346,0,45.0,40960,1,0.0010555794,1.5658091306686401,5.05380888376385,0.4862096905708313,0.0001,-0.003584362544643227,0.2,-0.1509036386560183,0.01904296875,-42.16426986442879,632
-304.5,2414,0,45.0,41472,1,0.0054584728,1.3948595523834229,9.188635158818215,0.3957100510597229,0.0001,-0.01736672815604834,0.2,-0.2159772752202116,0.050537109375,-43.6850612291228,640
-323.0,2367,0,45.0,41984,1,0.004284546,1.7340490818023682,4.812129643280059,0.5165993869304657,0.0001,-0.01910701734595932,0.2,-0.2000073916860856,0.07666015625,-44.162763867089524,648
-317.0,2562,0,45.0,42496,1,0.0017244719,3.3215482234954834,7.239268617238849,0.3614557385444641,0.0001,-0.004758310922625242,0.2,-0.1988163801142946,0.015625,-44.30376484084874,656
-322.0,1707,0,45.0,43008,1,0.0057701916,0.06905262917280197,2.304791948874481,0.4715835452079773,0.0001,-0.014781854988541454,0.2,-0.1833706090110354,0.058349609375,-44.03854039531201,664
-335.5,2509,0,45.0,43520,1,0.0028824992,2.885091543197632,5.048493466805667,0.2585097551345825,0.0001,-0.007490341202355921,0.2,-0.2819580843206495,0.015869140625,-44.16869405777194,672
-336.5,2512,0,45.0,44032,1,0.0026315756,1.630933403968811,4.19833898008801,0.37344807386398315,0.0001,-0.016850056268594926,0.2,-0.22798932762816548,0.051025390625,-43.5839091847837,680
-354.0,2563,0,45.0,44544,1,0.002367892,1.5742144584655762,4.184628578834236,0.22997575998306274,0.0001,-0.007263461298862239,0.2,-0.21470010426128283,0.02880859375,-43.30436925874092,688
-368.0,2520,0,45.0,45056,1,0.0019206537,1.8798648118972778,4.741813849424943,0.08571094274520874,0.0001,-0.00487885927213938,0.2,-0.17857509391615167,0.0146484375,-42.186766234827225,696
-368.0,2241,0,45.0,45568,1,0.0021189272,0.24018582701683044,2.0983143859775737,0.49447762966156006,0.0001,-0.0038309001611196436,0.2,-0.17255308793392032,0.030517578125,-41.56718518123031,704
-391.5,2711,0,45.0,46080,1,0.0033311502,2.6573610305786133,6.582407144829631,0.5849639475345612,0.0001,-0.011249659379245713,0.2,-0.2605133823817596,0.036376953125,-41.09078502719291,712
-410.0,2525,0,45.0,46592,1,0.00304833,0.15165773034095764,1.992161485075485,0.2912876605987549,0.0001,-0.009557006567774806,0.2,-0.14260447258129716,0.023193359375,-40.36825036596507,720
-378.0,2284,0,45.0,47104,1,0.0019977088,4.641328811645508,7.135550605831668,0.24183249473571777,0.0001,-0.007161863384681055,0.2,-0.20656573126325384,0.045654296875,-40.379623041218146,728
-366.5,2213,0,45.0,47616,1,0.001967123,0.8864054083824158,5.425267550628632,-0.14248669147491455,0.0001,-0.006857286403828766,0.2,-0.27698970027267933,0.017333984375,-39.82753087941557,736
-378.5,2432,0,45.0,48128,1,0.0038471445,2.116853713989258,8.302069997414947,0.4273274540901184,0.0001,-0.010054227179352893,0.2,-0.33024570893030614,0.029052734375,-39.74420155011117,744
-382.0,2358,0,45.0,48640,1,0.0065579372,4.262565612792969,9.857413355028257,0.3346782326698303,0.0001,-0.016816655417642323,0.2,-0.23825282487086952,0.0478515625,-40.371098553519694,752
-384.5,2741,0,45.0,49152,1,0.004498059,1.9391223192214966,3.7779324213042855,-0.3596663475036621,0.0001,-0.006620153446419863,0.2,-0.2440749031957239,0.03857421875,-40.31105257674586,760
-393.5,2724,0,45.0,49664,1,0.0041533657,0.6571528911590576,1.241276981170813,0.5545767247676849,0.0001,-0.011923065954761114,0.2,-0.206160761998035,0.03125,-41.11554605194833,768
-395.0,2673,0,45.0,50176,1,0.016423404,0.9481211304664612,2.424604088650085,0.2728325128555298,0.0001,-0.020189794959151186,0.2,-0.25151138298679143,0.0859375,-41.2432951144129,776
-392.5,2508,0,45.0,50688,1,0.003219635,0.16878753900527954,1.1003552848123945,0.3381826877593994,0.0001,-0.014511937493807636,0.2,-0.29813890834338963,0.048095703125,-41.59076425037347,784
-392.0,2706,0,45.0,51200,1,0.015607704,0.11353447288274765,0.8951266296789981,0.47723108530044556,0.0001,-0.011005712192854844,0.2,-0.3905501456465572,0.054443359375,-41.81351624536328,792
-447.5,2645,0,45.0,51712,1,0.004872949,0.26704901456832886,1.3347097053192556,0.4061482548713684,0.0001,-0.019209137572033796,0.2,-0.5024463348090649,0.131591796875,-41.957552321190015,800
-395.5,2332,0,45.0,52224,1,0.071972564,0.21141940355300903,1.0565809411928058,0.39077264070510864,0.0001,-0.026218232764222194,0.2,-0.6148980560246855,0.37109375,-42.087008554032074,808
-417.5,2677,0,45.0,52736,1,0.025872525,3.9208598136901855,24.83096049539745,0.19591933488845825,0.0001,-0.011088665662100539,0.2,-0.6550367618910968,0.194091796875,-41.170562740741296,816
-398.5,1802,0,45.0,53248,1,0.017540477,0.9091880917549133,3.4899343696888536,0.3823040723800659,0.0001,-0.023064881990649155,0.2,-0.6766807399690151,0.365966796875,-40.36806270336732,824
-411.0,2583,0,45.0,53760,1,0.020345297,0.44467300176620483,5.607133956160396,0.058482348918914795,0.0001,-0.022026657345122658,0.2,-0.6291188756003976,0.3896484375,-40.192949907365254,832
-412.0,2318,0,45.0,54272,1,0.032197684,1.202454686164856,2.489548997953534,0.02972233295440674,0.0001,-0.024470412921800744,0.2,-0.554557332303375,0.305419921875,-40.40590256493073,840
-389.5,2419,0,45.0,54784,1,0.01494378,2.0205748081207275,3.799186322838068,0.44113725423812866,0.0001,-0.01727499646221986,0.2,-0.47014363831840456,0.14990234375,-41.38572124611121,848
-393.0,2793,0,45.0,55296,1,0.0049091037,2.017359972000122,13.586049085482955,0.6645342707633972,0.0001,-0.006292229933023918,0.2,-0.4536934101488441,0.048583984375,-42.56780511055607,856
-379.5,2413,0,45.0,55808,1,0.0033806893,2.5248429775238037,13.390149718150496,0.04925435781478882,0.0001,-0.004347425237938296,0.2,-0.38339316146448255,0.028076171875,-45.36428437056485,864
-427.5,2382,0,45.0,56320,1,0.0027796945,7.210611343383789,21.893791504204273,0.11849749088287354,0.0001,-0.004026591406727675,0.2,-0.37214487767778337,0.011962890625,-48.863045579134486,872
-429.5,2340,0,45.0,56832,1,0.00051794003,15.631303787231445,51.16812215745449,0.10433495044708252,0.0001,-0.0017524441027489956,0.2,-0.36444810940884054,0.000244140625,-54.075726931602695,880
-418.5,2352,0,45.0,57344,1,0.0009801928,17.360511779785156,110.09238442778587,0.22221136093139648,0.0001,-0.006893324411066715,0.2,-0.36118291690945625,0.001220703125,-58.202870672238056,888
-393.0,2323,0,45.0,57856,1,0.00019430963,25.4339542388916,100.17783510684967,0.376711368560791,0.0001,-0.0007479601699742489,0.2,-0.3283434940967709,0.0,-64.69899067773018,896
-383.0,2645,0,45.0,58368,1,0.00038896955,42.3369140625,116.77628737688065,0.2994595170021057,0.0001,-0.0014270323954406194,0.2,-0.3329361181240529,0.0,-70.72487612955506,904
-390.0,2795,0,45.0,58880,1,0.00043910218,39.9925537109375,133.66696697473526,0.09598737955093384,0.0001,-0.0007155235653044656,0.2,-0.28136023972183466,0.0,-77.6966385752731,912
-393.0,2352,0,45.0,59392,1,8.6265616e-05,56.810001373291016,143.0912407040596,-0.0017266273498535156,0.0001,-0.0006468830761150457,0.2,-0.2709930060664192,0.00048828125,-83.90384070242057,920
-381.0,2648,0,45.0,59904,1,9.355368e-05,41.09008026123047,104.01631140708923,0.17600089311599731,0.0001,-0.0006761858894606121,0.2,-0.33243013289757073,0.0,-88.35879010054515,928
-377.5,2303,0,45.0,60416,1,0.0017481165,37.997711181640625,104.5398540198803,0.168218731880188,0.0001,-0.0037310763873392716,0.2,-0.3269662521779537,0.008056640625,-92.3845266529941,936
-351.5,2277,0,45.0,60928,1,0.0006092094,39.74900436401367,122.43645259737968,0.2993619441986084,0.0001,-0.0011020207275578286,0.2,-0.3985175297129899,0.0,-92.6305033337255,944
-375.0,2549,0,45.0,61440,1,0.0019353456,64.45465087890625,150.75333219766617,0.5207901000976562,0.0001,-0.0031587081466568634,0.2,-0.4105623350478709,0.000244140625,-91.8960433787643,952
-356.0,2265,0,45.0,61952,1,0.0001428714,30.954883575439453,87.78426450490952,0.3887935280799866,0.0001,-0.0017826381408667658,0.2,-0.380183081375435,0.000244140625,-93.45156202303944,960
-375.0,2284,0,45.0,62464,1,0.0023342352,20.656705856323242,87.75720176100731,0.4264906644821167,0.0001,-0.003007050974701997,0.2,-0.39982997719198465,0.002685546875,-91.76056258826284,968
-372.5,2742,0,45.0,62976,1,0.002190327,22.080984115600586,70.91029074788094,0.5101168751716614,0.0001,-0.004983882055967115,0.2,-0.35357532068155706,0.010009765625,-90.27788031620439,976
-370.0,2558,0,45.0,63488,1,0.0012905519,10.418269157409668,46.56957447528839,0.010718762874603271,0.0001,-0.0029931454082543496,0.2,-0.32168499496765435,0.008056640625,-88.56360551757273,984
-366.5,2634,0,45.0,64000,1,0.0058077197,13.520569801330566,46.337911292910576,0.6005327999591827,0.0001,-0.017304866007179953,0.2,-0.37976439483463764,0.080322265625,-87.08816289423034,992
-373.0,2320,0,45.0,64512,1,0.0024319708,10.250527381896973,42.30469872802496,0.6007455885410309,0.0001,-0.006320581753243459,0.2,-0.42529195663519204,0.0107421875,-84.32884640259668,1000
-392.5,2186,0,45.0,65024,1,0.0060541304,36.7321662902832,71.69541316479445,0.6420031189918518,0.0001,-0.007754379814286949,0.2,-0.47638431028462946,0.040283203125,-82.10742370369844,1008
-423.0,2198,0,45.0,65536,1,0.0033534234,14.332559585571289,66.92635197937489,0.5495492815971375,0.0001,-0.008653453194710892,0.2,-0.5089474637061357,0.03759765625,-80.66011174896266,1016
-423.0,2434,0,45.0,66048,1,0.0055311923,16.022361755371094,59.74925124645233,0.6241985857486725,0.0001,-0.004019072861410677,0.2,-0.49938915972597897,0.048583984375,-80.17647767491172,1024
-470.5,2228,0,45.0,66560,1,0.0056899996,3.5395641326904297,19.216959539800882,0.3590295910835266,0.0001,-0.013717416222789325,0.2,-0.5845931824296713,0.075439453125,-79.23581158614252,1032
-470.5,2257,0,45.0,67072,1,0.007824702,6.095618724822998,34.517996314913034,0.3151717185974121,0.0001,-0.00847608303593006,0.2,-0.5696682943962514,0.11865234375,-78.41762262904318,1040
-458.5,2135,0,45.0,67584,1,0.022298701,3.7619736194610596,20.367148894816637,0.5213137269020081,0.0001,-0.013503642127034254,0.2,-0.6109901764430106,0.14501953125,-77.9679617835884,1048
-476.0,2195,0,45.0,68096,1,0.011364088,9.738664627075195,43.95042062550783,0.5082558393478394,0.0001,-0.015001457686594222,0.2,-0.5981553192250431,0.0615234375,-74.87830676042708,1056
-464.0,1891,0,45.0,68608,1,0.012212379,16.848447799682617,42.98866131901741,0.7432388961315155,0.0001,-0.01477504736976698,0.2,-0.5889144360553473,0.1533203125,-72.44609159276588,1064
-436.5,1602,0,45.0,69120,1,0.0094775455,45.487091064453125,90.86602379381657,0.5839210450649261,0.0001,-0.017140256830316503,0.2,-0.5581375099718571,0.07763671875,-69.67894897430436,1072
-414.5,1906,0,45.0,69632,1,0.0039139315,11.422155380249023,48.1115795224905,0.4357151389122009,0.0001,-0.005660703682224266,0.2,-0.5248017804697156,0.019287109375,-67.5971954613342,1080
-399.0,2020,0,45.0,70144,1,0.0029972694,40.28078079223633,109.73629957437515,0.7930948436260223,0.0001,-0.01156103749963222,0.2,-0.5181235405616462,0.031005859375,-64.66154459195212,1088
