raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/time/fps,raw/gen/rollout/ep_rew_mean,raw/gen/time/time_elapsed,raw/gen/rollout/ep_len_mean,raw/gen/train/clip_range,raw/gen/train/learning_rate,raw/gen/train/policy_gradient_loss,raw/gen/train/approx_kl,raw/gen/train/entropy_loss,raw/gen/train/n_updates,raw/gen/train/loss,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/explained_variance,raw/gen/train/value_loss,raw/gen/train/clip_fraction
13824,1,1088,-240.0,0,6.04,0.2,0.0001,-0.0036907978719682433,0.0013379663,-0.05760415158874821,208,5.302699565887451,-11.317136038728059,0.02285623550415039,15.385397542268038,0.019775390625
14336,1,1232,-274.5,0,6.21,0.2,0.0001,-0.00244045957151684,0.0012000216,-0.05497424807981588,216,2.5901896953582764,-8.95130665158853,0.2809004783630371,9.696764700114727,0.010986328125
14848,1,1163,-312.5,0,5.75,0.2,0.0001,-0.0022036770824342966,0.0013240058,-0.05117769874050282,224,5.943174839019775,-9.415292000696063,0.3685016632080078,11.48173039034009,0.0107421875
15360,1,1174,-355.0,0,5.55,0.2,0.0001,-0.0017327044224657584,0.00092322845,-0.03721623864839785,232,6.2119245529174805,-10.175194521285594,0.3967108726501465,8.961120694875717,0.005126953125
15872,1,980,-252.5,0,5.98,0.2,0.0001,-0.0019016910009668209,0.0005746612,-0.040814473846694455,240,4.06964111328125,-10.660002199560404,0.358085036277771,9.617181353271008,0.0087890625
16384,1,1196,-279.0,0,6.39,0.2,0.0001,-0.002467491816787515,0.0012577845,-0.04136737832595827,248,3.668644428253174,-10.167243370916694,0.3569387197494507,11.334429413080215,0.010986328125
16896,1,1159,-225.5,0,6.46,0.2,0.0001,-0.0009610167835489847,0.00036947196,-0.026885423314524814,256,4.31622838973999,-9.069047920666636,0.3107830882072449,9.43482081219554,0.0107421875
17408,1,1046,-321.0,0,6.2,0.2,0.0001,-0.0005870939494343475,0.0002399938,-0.022859985365357716,264,4.495299816131592,-7.855843757558614,0.4263485074043274,8.535988537594676,0.00341796875
17920,1,1023,-317.0,0,6.2,0.2,0.0001,-0.00048370335571235046,0.0002487261,-0.02896206738660112,272,3.645368814468384,-8.581847445648163,0.3064250946044922,8.373310465365648,0.0029296875
18432,1,993,-378.0,0,5.98,0.2,0.0001,-0.0014564103621523827,0.00061476615,-0.023241500537551474,280,7.068950653076172,-10.194197147004306,0.30219799280166626,11.050887446850538,0.006103515625
18944,1,994,-320.0,0,5.09,0.2,0.0001,-0.0004570866658468731,0.00025799172,-0.020238688946847105,288,7.380384922027588,-11.143998312465847,0.35843223333358765,15.065653037279844,0.001708984375
19456,1,1062,-332.5,0,5.97,0.2,0.0001,-0.0007585191196994856,0.0006344399,-0.021556432784564095,296,5.813156604766846,-10.629851253926754,0.3950229287147522,12.051014740020037,0.004150390625
19968,1,1132,-369.5,0,6.08,0.2,0.0001,-0.0013493990118149668,0.00047087902,-0.016426469839643687,304,4.30499267578125,-11.315289016440511,0.44218283891677856,13.330127645283937,0.004638671875
20480,1,1143,-385.5,0,5.46,0.2,0.0001,-0.0019896478042937815,0.00051666284,-0.029840364604751812,312,10.39989185333252,-10.109139106404037,0.29055696725845337,14.472140282392502,0.005615234375
20992,1,1123,-376.5,0,5.52,0.2,0.0001,-0.0004627366506610997,0.00025955238,-0.018611185187182855,320,3.3490779399871826,-8.873321802094578,0.4040104150772095,7.78631579130888,0.00439453125
21504,1,934,-320.5,0,5.6,0.2,0.0001,-0.0016242415804299526,0.002858616,-0.023938213471410563,328,3.739326000213623,-9.14348350007087,0.42196446657180786,7.452848561108112,0.010986328125
22016,1,1137,-369.5,0,5.5,0.2,0.0001,-0.0032326544969691895,0.0008290766,-0.018906745746789966,336,3.5877890586853027,-10.27852015491575,0.418765127658844,16.944084592163563,0.007080078125
22528,1,1146,-284.0,0,6.49,0.2,0.0001,-0.0024092604071483947,0.00063845946,-0.02329261847262387,344,5.865434646606445,-12.739111555144191,0.4217042326927185,15.638111121952534,0.008544921875
23040,1,1099,-333.5,0,6.59,0.2,0.0001,-0.00047111298772506416,7.736415e-05,-0.014657800322311232,352,8.247119903564453,-13.357815101873129,0.3567616939544678,19.474189043045044,0.002197265625
23552,1,1191,-279.0,0,5.93,0.2,0.0001,-0.0014409892391995527,0.0011488114,-0.027821416329970816,360,8.36161994934082,-13.700644285678864,0.4433159828186035,19.550520576536655,0.00830078125
24064,1,914,-309.5,0,5.92,0.2,0.0001,-0.0009232070588041097,0.0012187274,-0.02469569679669803,368,5.619511127471924,-12.153083272688091,0.3946921229362488,13.120064925402403,0.005859375
24576,1,1177,-327.5,0,6.24,0.2,0.0001,-0.0005902266202610917,0.000309558,-0.023331815096753417,376,5.964258193969727,-10.616368313189597,0.3953642249107361,13.24892108142376,0.005859375
25088,1,1054,-377.5,0,5.34,0.2,0.0001,-0.0009297697470174171,0.0010089885,-0.020127867985138437,384,4.131588935852051,-11.766613745428621,0.3841690421104431,12.806310411542654,0.00537109375
25600,1,1185,-343.5,0,5.75,0.2,0.0001,-0.0005926082594669424,0.00055785186,-0.0167186075632344,392,5.5524821281433105,-12.242433236166836,0.48938125371932983,12.521435514092445,0.0009765625
26112,1,1076,-378.5,0,5.45,0.2,0.0001,-0.0022448425224865787,0.00036392768,-0.023910250449262094,400,9.026405334472656,-13.663589666634799,0.4957159161567688,17.27387399226427,0.0068359375
26624,1,1222,-235.0,0,6.55,0.2,0.0001,-0.0003522149781929329,0.00021812145,-0.01835814398509683,408,11.312972068786621,-13.561428289562464,0.41688400506973267,17.3536887280643,0.003662109375
27136,1,897,-321.0,0,5.56,0.2,0.0001,-0.0018243330996483564,0.0005069978,-0.02336600467970129,416,6.481306076049805,-14.121766796298324,0.41373389959335327,17.30792247503996,0.005859375
27648,1,1178,-335.0,0,5.68,0.2,0.0001,-0.00044969609734835103,0.000610693,-0.021553316026256653,424,8.151226043701172,-11.133226522840559,0.3207480311393738,13.485738269984722,0.0029296875
28160,1,1117,-352.5,0,5.77,0.2,0.0001,-0.0003434279642533511,0.00018571177,-0.019740245305001736,432,4.852505683898926,-9.654817714653909,0.3831259608268738,10.632210562005639,0.0029296875
28672,1,1195,-211.5,0,6.07,0.2,0.0001,-0.0006035914229869377,0.00025078724,-0.016330189842847176,440,4.642298221588135,-11.72604031443596,0.41165482997894287,12.09446655958891,0.00146484375
29184,1,1127,-370.5,0,5.42,0.2,0.0001,-0.0007562264363514259,0.0001541836,-0.017988375075219665,448,8.257431983947754,-14.026574012041092,0.4656769037246704,20.513507373631,0.00341796875
29696,1,937,-318.5,0,5.84,0.2,0.0001,-0.002903404150856659,0.004886099,-0.025705087497044588,456,6.112501621246338,-13.737237645462155,0.3550081253051758,18.93906920403242,0.014404296875
30208,1,985,-386.0,0,5.69,0.2,0.0001,-0.0006031443663232494,0.0004548682,-0.024181449152820278,464,6.622223377227783,-13.86143605619669,0.41651445627212524,16.92477982863784,0.00244140625
30720,1,1069,-461.0,0,4.78,0.2,0.0001,-0.001982454075914575,0.0013621162,-0.030192081449058605,472,7.93519401550293,-13.373123833984137,0.43984490633010864,11.69616299122572,0.0087890625
31232,1,1139,-459.5,0,5.73,0.2,0.0001,-0.0016915777669055387,0.0019476848,-0.029203455975221004,480,6.296530246734619,-11.445562263131142,0.39392155408859253,13.551538482308388,0.009521484375
31744,1,1178,-373.5,0,5.38,0.2,0.0001,-0.0007038635303615592,0.0004444163,-0.024174844402296003,488,7.774325847625732,-12.235027237161994,0.3671960234642029,14.955989103764296,0.004150390625
32256,1,1187,-397.5,0,5.86,0.2,0.0001,-0.0014952149431337602,0.0019651237,-0.027940478365053423,496,5.7857818603515625,-13.25709685254842,0.4125123620033264,14.416028968989849,0.01171875
32768,1,986,-349.5,0,6.07,0.2,0.0001,-0.0003132244310108945,0.00023677631,-0.025711289963510353,504,8.44161319732666,-12.966840724535286,0.43482911586761475,18.164548374712467,0.001953125
33280,1,1163,-258.0,0,6.61,0.2,0.0001,-0.0011162838563905098,0.00077810034,-0.029177624834119342,512,7.213985443115234,-13.198890222758054,0.4313477873802185,17.248361501842737,0.005859375
33792,1,1174,-365.0,0,5.59,0.2,0.0001,-0.0009197540712193586,0.00030169357,-0.030878934572683647,520,14.535701751708984,-13.802160957157612,0.43174564838409424,22.021985039114952,0.003173828125
34304,1,1151,-370.5,0,6.49,0.2,0.0001,-0.0021696529438486323,0.0022012582,-0.03159263724228367,528,10.83189868927002,-13.97229263626039,0.36986351013183594,23.301628187298775,0.006591796875
34816,1,1159,-392.0,0,5.78,0.2,0.0001,-0.0008020365858101286,0.00037820474,-0.034969719577929936,536,18.590139389038086,-16.40370273116976,0.36539894342422485,35.18839165568352,0.004150390625
35328,1,964,-394.5,0,5.9,0.2,0.0001,-0.0030780421584495343,0.005618034,-0.02781557622802211,544,9.612211227416992,-13.441238810047507,0.3087834119796753,24.200995214283466,0.021728515625
35840,1,1204,-339.5,0,6.67,0.2,0.0001,-0.0019458543938526418,0.0041529536,-0.03071866223763209,552,7.989681243896484,-12.375389447808265,0.2573286294937134,25.877528220415115,0.008544921875
36352,1,1116,-397.5,0,4.85,0.2,0.0001,-0.0006444132668548264,0.0031335498,-0.03368545216653729,560,14.097634315490723,-12.20395562876016,0.3087318539619446,21.790955424308777,0.0078125
36864,1,1111,-274.0,0,5.93,0.2,0.0001,-0.001578172974404879,0.00036390533,-0.025758383257198147,568,4.722536087036133,-11.513775028549135,0.4109272360801697,15.392146814614534,0.003662109375
37376,1,1106,-263.0,0,6.64,0.2,0.0001,-0.0008517045971530024,0.00078729424,-0.015138114977162331,576,9.074217796325684,-13.18392015002668,0.4879719614982605,16.333144634962082,0.001708984375
37888,1,1189,-290.0,0,6.92,0.2,0.0001,-0.002649493981152773,0.0013646393,-0.019507726712618023,584,9.541679382324219,-14.707690537050366,0.4634472131729126,21.736127208918333,0.01025390625
38400,1,974,-402.0,0,5.9,0.2,0.0001,-0.0011697653390001506,0.0009835572,-0.025995167714427225,592,7.2159528732299805,-15.200701637733728,0.42307496070861816,15.881284855306149,0.004638671875
38912,1,1151,-430.5,0,5.82,0.2,0.0001,-0.0023755690490361303,0.0064358455,-0.03061174738104455,600,5.213616847991943,-13.905698848254978,0.4460194706916809,12.06687954440713,0.01025390625
39424,1,1148,-445.5,0,5.19,0.2,0.0001,-0.0028060818294761702,0.0011561363,-0.04069418236031197,608,9.166987419128418,-14.599288871139288,0.39076173305511475,19.74356798827648,0.011474609375
39936,1,1159,-461.0,0,5.0,0.2,0.0001,-0.0019891795818693936,0.0020454135,-0.05166986589028966,616,5.867587566375732,-13.16527460977435,0.4326852560043335,18.788158360868692,0.01611328125
40448,1,1141,-405.5,0,5.51,0.2,0.0001,-0.002592151729913894,0.0021946658,-0.05547627933265176,624,7.618248462677002,-12.282189482823014,0.4359075427055359,15.71291048079729,0.01220703125
40960,1,1099,-333.5,0,5.49,0.2,0.0001,-0.0036869852447125595,0.0013650387,-0.06900909633259289,632,9.011408805847168,-12.668382284492255,0.43277132511138916,24.724433671683073,0.01416015625
41472,1,1119,-352.5,0,5.56,0.2,0.0001,-0.004445806029252708,0.0056757308,-0.10876479724538513,640,10.055005073547363,-12.29825583655387,0.35547924041748047,37.163774602115154,0.017822265625
41984,1,1179,-400.5,0,5.78,0.2,0.0001,-0.005581082725257147,0.010424686,-0.1864679228165187,648,16.95786476135254,-11.469294552206993,0.38522982597351074,22.337484281510115,0.027099609375
42496,1,1185,-452.5,0,5.78,0.2,0.0001,-0.015427805330546107,0.021405514,-0.3090731701813638,656,37.61469268798828,-9.048276297934354,0.4414675235748291,45.09063333272934,0.0615234375
43008,1,1211,-383.5,0,7.01,0.2,0.0001,-0.02133263085852377,0.08237176,-0.5716579174622893,664,33.913028717041016,-11.94449691735208,0.43148088455200195,117.98470552265644,0.150146484375
43520,1,1148,-402.5,0,7.37,0.2,0.0001,-0.02655275694996817,0.008285055,-0.6633172049187124,672,188.65689086914062,-0.7641228494234383,0.403803288936615,469.4695179462433,0.208984375
44032,1,955,-428.0,0,8.67,0.2,0.0001,-0.02439758048421936,0.011082598,-0.6986598861403763,680,97.68028259277344,0.18218791130930184,0.4035753607749939,447.0420010089874,0.2353515625
44544,1,1248,-466.5,0,8.85,0.2,0.0001,-0.0226899785338901,0.018134892,-0.6975616733543575,688,690.22021484375,1.6406566278636456,0.36821210384368896,1578.9086875915527,0.293212890625
45056,1,1251,-493.0,0,11.2,0.2,0.0001,-0.045648648505448364,0.019397836,-0.6907343729399145,696,116.63297271728516,-2.0997235871478916,0.30500364303588867,483.45528388023376,0.45263671875
45568,1,1114,-529.0,0,12.2,0.2,0.0001,-0.019629125214123633,0.012301702,-0.660160284023732,704,149.6038360595703,2.8873723324388267,0.3838489055633545,329.34208023548126,0.1455078125
46080,1,1259,-559.0,0,12.27,0.2,0.0001,-0.01678744216769701,0.0097593,-0.5865144249983132,712,65.90425872802734,-3.85542196393013,0.2889377474784851,138.59349831938744,0.168701171875
46592,1,1074,-522.0,0,14.62,0.2,0.0001,-0.0064687137892178725,0.009844795,-0.460208494681865,720,10.86283016204834,-16.16359483100474,-0.6294971704483032,83.22763735055923,0.108154296875
47104,1,1137,-490.5,0,16.8,0.2,0.0001,-0.0046413208765443414,0.0026376476,-0.575298888143152,728,78.69994354248047,-28.209085552860053,0.06800955533981323,296.03396648168564,0.0595703125
47616,1,1131,-445.5,0,16.91,0.2,0.0001,-0.007866586805903353,0.005155343,-0.5031988851260394,736,41.69248962402344,-34.89066540932283,0.11106860637664795,85.61403292417526,0.05078125
48128,1,1161,-407.0,0,16.65,0.2,0.0001,-0.01476473133516265,0.0076480093,-0.6011645449325442,744,34.787906646728516,-37.81546408722177,0.13219702243804932,251.01167476177216,0.132080078125
48640,1,1232,-366.5,0,15.1,0.2,0.0001,-0.008924796667997725,0.009651354,-0.6483676824718714,752,111.44578552246094,-36.845570866949856,0.36928218603134155,251.8770443201065,0.102783203125
49152,1,956,-436.0,0,12.63,0.2,0.0001,-0.008425137944868766,0.0045225387,-0.6634737807326019,760,29.592893600463867,-28.7796492360346,0.32481157779693604,77.24527122080326,0.150146484375
49664,1,1038,-427.5,0,10.52,0.2,0.0001,-0.025177264888043283,0.02220558,-0.6984113999642432,768,5.865243911743164,-16.916884952988475,0.009489715099334717,18.87831547856331,0.238525390625
50176,1,1224,-400.0,0,9.01,0.2,0.0001,-0.015935417934088036,0.017663738,-0.7250386355444789,776,14.631247520446777,-9.899373008757829,0.26566118001937866,31.41722183674574,0.135986328125
50688,1,1240,-406.0,0,8.08,0.2,0.0001,-0.044365132867824286,0.023837442,-0.7055141949094832,784,2.1024632453918457,-6.939247400201857,-0.4577016830444336,7.5790868774056435,0.395263671875
51200,1,1143,-460.5,0,6.5,0.2,0.0001,-0.04385182692203671,0.021985669,-0.617577884811908,792,2.7706189155578613,-5.416075283233076,0.28537338972091675,4.986759373918176,0.361328125
51712,1,1063,-460.0,0,6.42,0.2,0.0001,-0.03686952907446539,0.025848966,-0.5412342632189393,800,1.2801694869995117,-5.116326799616218,0.3279203772544861,4.605098843574524,0.227783203125
52224,1,934,-413.0,0,6.39,0.2,0.0001,-0.03507325641839998,0.028670093,-0.4623026333283633,808,3.838902711868286,-6.075428888350725,0.27641868591308594,10.10527852550149,0.23291015625
52736,1,1158,-429.5,0,5.58,0.2,0.0001,-0.020389521967445035,0.036387883,-0.40163274365477264,816,1.5172905921936035,-6.782490195613354,0.3110940456390381,4.4881146140396595,0.127197265625
53248,1,1090,-412.5,0,4.75,0.2,0.0001,-0.01795911995577626,0.008847028,-0.32080112770199776,824,2.4570887088775635,-7.538398546259851,0.4033268690109253,6.60889209061861,0.114013671875
53760,1,1069,-503.0,0,4.57,0.2,0.0001,-0.018113868129148614,0.009763334,-0.28018464893102646,832,6.734189510345459,-8.203084653690457,0.4170929193496704,7.499755760654807,0.091552734375
54272,1,1116,-520.5,0,5.04,0.2,0.0001,-0.010359130385040771,0.00795568,-0.21104300196748227,840,2.833848714828491,-8.253795159868895,0.527692973613739,5.593767551705241,0.07080078125
54784,1,1097,-477.0,0,4.95,0.2,0.0001,-0.016722067277441965,0.008054906,-0.18920489377342165,848,3.1132705211639404,-9.571849560700358,0.47696006298065186,8.594628520309925,0.077880859375
55296,1,876,-460.5,0,4.96,0.2,0.0001,-0.0067840730989701115,0.0035114328,-0.15124436537735164,856,3.1401865482330322,-9.092214212883263,0.4661349654197693,7.619477957487106,0.03076171875
55808,1,1057,-434.0,0,4.55,0.2,0.0001,-0.0047341853569378145,0.0077032386,-0.13200518256053329,864,3.385280132293701,-9.04014312684536,0.5249142646789551,6.175334073603153,0.03515625
56320,1,1131,-396.0,0,5.25,0.2,0.0001,-0.007538080339145381,0.0062098987,-0.10600980537128635,872,3.1886167526245117,-8.172548958584667,0.373096764087677,6.152881244197488,0.0302734375
56832,1,1043,-498.5,0,4.79,0.2,0.0001,-0.007269503686984535,0.0063144043,-0.0767024569795467,880,3.160613536834717,-8.17409686004743,0.44637519121170044,6.406634433194995,0.0439453125
57344,1,999,-474.5,0,4.67,0.2,0.0001,-0.00677339980029501,0.03807638,-0.06452620973868761,888,2.7260560989379883,-7.425855320245027,0.32760679721832275,6.856785949319601,0.0458984375
57856,1,1055,-383.5,0,4.95,0.2,0.0001,-0.001711066608550027,0.00109233,-0.044407645327737555,896,3.3895981311798096,-6.419908059518784,0.45413732528686523,5.207705296576023,0.014404296875
58368,1,1199,-349.5,0,5.6,0.2,0.0001,-0.0027833887761516962,0.0010114927,-0.04090993362478912,904,3.49853777885437,-7.286128934379667,0.337979793548584,8.993371393531561,0.018310546875
58880,1,1106,-477.5,0,5.43,0.2,0.0001,-0.0033568610379006714,0.0032088566,-0.03782216367108049,912,5.359577178955078,-8.002083695828915,0.3098587989807129,11.224906839430332,0.01171875
59392,1,1160,-487.0,0,5.4,0.2,0.0001,-0.003014484354935121,0.0038062285,-0.04499025589757366,920,5.769857406616211,-9.575360700003802,0.30034106969833374,11.936767095699906,0.015625
59904,1,1142,-455.0,0,4.81,0.2,0.0001,-0.0024995108069560956,0.0061405376,-0.03342570685344981,928,3.040834665298462,-10.494516890570521,0.33552032709121704,7.558029301464558,0.010986328125
60416,1,1141,-434.0,0,4.44,0.2,0.0001,-0.0023879859945736825,0.0029178683,-0.03134526698704576,936,5.233875274658203,-10.733732803296299,0.49042224884033203,8.12463441118598,0.01416015625
60928,1,880,-427.5,0,5.39,0.2,0.0001,-0.001720041414955631,0.0029900218,-0.026771731063490734,944,4.61488151550293,-10.715203092508018,0.3847350478172302,9.462150122970343,0.010009765625
61440,1,1074,-444.5,0,5.42,0.2,0.0001,-0.0027636544982669875,0.0073818658,-0.03847719276382122,952,6.522225379943848,-11.0645020788908,0.47951704263687134,9.86991821974516,0.0166015625
61952,1,1097,-348.0,0,5.32,0.2,0.0001,-0.0021098251454532146,0.0008725156,-0.032107025806908496,960,2.2672131061553955,-10.422866441085935,0.41657555103302,7.086560083553195,0.009521484375
62464,1,1080,-307.0,0,5.5,0.2,0.0001,-0.0009607874253561022,0.0007406729,-0.03157341523183277,968,5.154414653778076,-10.580974411293864,0.3975984454154968,10.597256150096655,0.00439453125
62976,1,1027,-428.5,0,4.81,0.2,0.0001,-0.0013955504582554568,0.0009775226,-0.04400314198574051,976,4.227212429046631,-10.765675382390619,0.2859681248664856,11.424449644982815,0.011474609375
63488,1,1125,-396.0,0,5.55,0.2,0.0001,-0.00153165989468107,0.0015012182,-0.03727047946449602,984,3.0301239490509033,-9.503249621912836,0.33993542194366455,9.461398910731077,0.004638671875
64000,1,1128,-439.0,0,5.83,0.2,0.0001,-0.0010251108833472244,0.0008004386,-0.03099490577733377,992,3.052380084991455,-9.989297926351428,0.43383073806762695,10.625485062599182,0.0068359375
64512,1,1057,-410.0,0,5.11,0.2,0.0001,-0.001593222101291758,0.0008005779,-0.033001456802594475,1000,7.19802713394165,-9.806987751163541,0.4186009168624878,9.849291542544961,0.00732421875
65024,1,1143,-282.0,0,5.5,0.2,0.0001,-0.0017923028790391982,0.0018824621,-0.03061383277963614,1008,4.510602951049805,-10.274017222765833,0.31348854303359985,9.15948785841465,0.008056640625
65536,1,1172,-510.5,0,5.35,0.2,0.0001,-0.0012936531566083431,0.0014030423,-0.02473282782739261,1016,4.007928371429443,-9.5949262563698,0.4820150136947632,6.520239535719156,0.009033203125
66048,1,1171,-405.0,0,5.48,0.2,0.0001,-0.0010929960662906524,0.001030419,-0.028589459805516526,1024,3.1963255405426025,-11.738764800783247,0.4530755281448364,8.938984518870711,0.005615234375
66560,1,902,-434.0,0,5.61,0.2,0.0001,-0.0014435805060202256,0.0016820973,-0.03384462322719628,1032,5.683534145355225,-12.119952993504704,0.4798784852027893,8.437605921179056,0.0078125
67072,1,1082,-385.5,0,4.98,0.2,0.0001,-0.0006882971538288984,0.00043126254,-0.030536761274561286,1040,2.7368111610412598,-12.313055211491882,0.4539717435836792,10.929852712899446,0.00341796875
67584,1,1081,-390.0,0,5.61,0.2,0.0001,-0.0029320256544451695,0.0071381517,-0.03405786539951805,1048,3.7352793216705322,-10.80830536171794,0.4315685033798218,9.853848366066813,0.014404296875
68096,1,1146,-361.0,0,5.48,0.2,0.0001,-0.002471637344569899,0.00090319186,-0.02856800620793365,1056,7.213575839996338,-11.44818289257586,0.29871463775634766,10.431325931102037,0.00830078125
68608,1,1063,-523.5,0,4.81,0.2,0.0001,-0.001220425358042121,0.009578417,-0.028323155580437742,1064,1.4991095066070557,-10.403842710331082,0.4485604763031006,7.063253043219447,0.01318359375
69120,1,901,-380.5,0,4.68,0.2,0.0001,-0.0023720185927231796,0.0025655357,-0.02825981582282111,1072,3.196084976196289,-9.758732053637505,0.4196767807006836,6.7685897052288055,0.010986328125
69632,1,1057,-482.5,0,5.02,0.2,0.0001,-0.0012315215135458857,0.0011665801,-0.022979937290074304,1080,2.6545002460479736,-9.803609500564635,0.37372738122940063,5.8516819681972265,0.007080078125
70144,1,1119,-427.5,0,4.93,0.2,0.0001,-0.004120669131225441,0.009771399,-0.03803754469845444,1088,5.435433387756348,-9.542208251729608,0.33727872371673584,8.906254073604941,0.021484375
