mean/gen/train/loss,mean/gen/rollout/ep_rew_mean,mean/gen/time/iterations,mean/disc/disc_acc_expert,mean/gen/train/clip_range,mean/disc/disc_acc_gen,mean/disc/disc_entropy,eval/std_reward,mean/gen/train/clip_fraction,mean/disc/disc_loss,mean/gen/train/learning_rate,mean/disc/disc_proportion_expert_pred,mean/gen/rollout/ep_len_mean,mean/disc/disc_acc,mean/gen/time/time_elapsed,mean/gen/train/value_loss,mean/disc/disc_proportion_expert_true,mean/disc/n_generated,mean/gen/train/policy_gradient_loss,mean/gen/train/explained_variance,eval/mean_reward,mean/gen/time/fps,mean/gen/time/total_timesteps,mean/disc/n_expert,mean/gen/train/approx_kl,mean/gen/train/n_updates,mean/gen/train/entropy_loss,mean/disc/global_step,mean/gen/rollout/ep_rew_wrapped_mean
-0.035142235457897186,-472.7848205566406,1.0,1.0,0.2,0.0,0.45602700114250183,597.2018084366456,0.1328125,0.9723744094371796,0.0001,1.0,45.0,0.5,0.0,0.020841923040279653,0.5,256.0,-0.02083459109417163,0.589203804731369,-370.0,2891.0,3584.0,256.0,0.01323370635509491,56.0,-1.4321496104821563,7.0,0.6160088649074382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010912567377090454,-470.8791198730469,1.0,1.0,0.2,0.0,0.47483187913894653,633.4546155803113,0.0693359375,0.9438489079475403,0.0001,1.0,45.0,0.5,0.0,0.0389431001531193,0.5,256.0,-0.01052983445697464,0.5637216567993164,-360.5,2912.0,4096.0,256.0,0.00997037161141634,64.0,-1.3955647991970181,8.0,0.33735925390656235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01851879432797432,-485.5,1.0,1.0,0.2,0.0,0.47112923860549927,544.6969340835324,0.184326171875,0.9406634867191315,0.0001,1.0,45.0,0.5,0.0,0.06403395447705407,0.5,256.0,-0.02509515928250039,0.6019847393035889,-394.5,1792.0,4608.0,256.0,0.01137670036405325,72.0,-1.3115330561995506,9.0,0.021857858338690066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001913607120513916,-515.5,1.0,1.0,0.2,0.0,0.4825013428926468,489.06952470993326,0.025146484375,0.8851719200611115,0.0001,1.0,45.0,0.5,0.0,0.0777014607010642,0.5,256.0,-0.006794747205276508,0.5082847774028778,-419.0,2986.0,5120.0,256.0,0.0038591448683291674,80.0,-1.2693772036582232,10.0,-0.35172213284298776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03441162034869194,-524.5,1.0,1.0,0.2,0.0,0.47985266149044037,480.71067181829864,0.137939453125,0.8818206787109375,0.0001,1.0,45.0,0.5,0.0,0.11706015348318033,0.5,256.0,-0.016768350265920162,0.2741047739982605,-431.5,2979.0,5632.0,256.0,0.014445691369473934,88.0,-1.234726620838046,11.0,-0.9670032804459333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029157740995287895,-518.0,1.0,1.0,0.2,0.0,0.4842385947704315,409.34429274145253,0.034912109375,0.8458479940891266,0.0001,1.0,45.0,0.5,0.0,0.1306911009014584,0.5,256.0,-0.007666134981263895,0.3993033766746521,-478.5,2789.0,6144.0,256.0,0.008046327158808708,96.0,-1.2211933052167296,12.0,-1.6082443024031818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.019667595624923706,-491.0,1.0,1.0,0.2,0.0,0.47855716943740845,375.26124233658874,0.116455078125,0.8164319097995758,0.0001,1.0,45.0,0.5,0.0,0.14778482675319538,0.5,256.0,-0.018332924977585208,0.42820245027542114,-523.0,2844.0,6656.0,256.0,0.008850347250699997,104.0,-1.1720170062035322,13.0,-2.2350041325204075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00903567299246788,-508.0,1.0,0.998046875,0.2,0.0,0.477787047624588,376.06482154011695,0.03759765625,0.7882766127586365,0.0001,0.9990234375,45.0,0.4990234375,0.0,0.18269571362179704,0.5,256.0,-0.008475404152704868,0.48391664028167725,-525.5,2748.0,7168.0,256.0,0.007798499893397093,112.0,-1.1594943860545754,14.0,-2.8669601386785506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08915536850690842,-509.0,1.0,1.0,0.2,0.0,0.46827204525470734,371.30984366159754,0.086181640625,0.8322943449020386,0.0001,1.0,45.0,0.5,0.0,0.23771287087583914,0.5,256.0,-0.01296152109716786,0.38734084367752075,-523.0,2900.0,7680.0,256.0,0.007737829815596342,120.0,-1.1812509279698133,15.0,-3.557575080431998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.058011069893836975,-503.0,1.0,0.998046875,0.2,0.01171875,0.48137184977531433,352.1562153363192,0.078125,0.8095262050628662,0.0001,0.9931640625,45.0,0.5048828125,0.0,0.2410954260849394,0.5,256.0,-0.01073221272235969,0.5486674904823303,-544.0,2654.0,8192.0,256.0,0.01249226275831461,128.0,-1.1526705557480454,16.0,-4.217330245114863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12265105545520782,-508.5,1.0,0.982421875,0.2,0.021484375,0.4876902848482132,364.1085003127502,0.083984375,0.7915373146533966,0.0001,0.98046875,45.0,0.501953125,0.0,0.3870173756731674,0.5,256.0,-0.017503859184216708,0.4552905559539795,-525.0,2811.0,8704.0,256.0,0.010088319890201092,136.0,-1.0757394218817353,17.0,-4.9767402839288115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08610985428094864,-521.5,1.0,0.94921875,0.2,0.05078125,0.49655696749687195,360.7391717016604,0.0263671875,0.7922413349151611,0.0001,0.94921875,45.0,0.5,0.0,0.40124127408489585,0.5,256.0,-0.003970167215811671,0.2770099639892578,-531.5,3205.0,9216.0,256.0,0.00405894173309207,144.0,-1.1082377033308148,18.0,-5.762260212861001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15309789776802063,-514.0,1.0,0.9453125,0.2,0.037109375,0.5081769824028015,385.1866430706028,0.01318359375,0.7622936367988586,0.0001,0.9541015625,45.0,0.4912109375,0.0,0.45053492730949074,0.5,256.0,-0.004682314400270116,0.29247570037841797,-497.5,3015.0,9728.0,256.0,0.0035262813325971365,152.0,-1.1094599850475788,19.0,-6.498260918818414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17467625439167023,-516.0,1.0,0.912109375,0.2,0.037109375,0.49378518760204315,377.5245025160619,0.093505859375,0.7716765999794006,0.0001,0.9375,45.0,0.474609375,0.0,0.5456598663004115,0.5,256.0,-0.010582233764580451,0.2043488621711731,-500.5,3129.0,10240.0,256.0,0.010720795020461082,160.0,-1.1064977077767253,20.0,-7.374874400869012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09838304668664932,-523.0,1.0,0.892578125,0.2,0.041015625,0.48898279666900635,403.38412214662094,0.111328125,0.7942875325679779,0.0001,0.92578125,45.0,0.466796875,0.0,0.6068751530256122,0.5,256.0,-0.011768114920414519,0.3989608883857727,-457.5,2917.0,10752.0,256.0,0.010623515583574772,168.0,-0.9805068555288017,21.0,-8.233088885396718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1769900918006897,-536.5,1.0,0.919921875,0.2,0.6328125,0.5030217468738556,396.2508675069368,0.032470703125,0.7171296775341034,0.0001,0.6435546875,45.0,0.7763671875,0.0,0.7660846600774676,0.5,256.0,-0.005970567995973397,0.22475910186767578,-464.5,2933.0,11264.0,256.0,0.0051038749516010284,176.0,-0.9042187030427158,22.0,-9.105338285341858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20888593792915344,-526.0,1.0,0.88671875,0.2,0.7265625,0.5069186091423035,541.5025392368904,0.024169921875,0.6656880080699921,0.0001,0.580078125,45.0,0.806640625,0.0,0.8527646500151604,0.5,256.0,-0.004545807423710357,0.20625394582748413,-395.0,2874.0,11776.0,256.0,0.006374029442667961,184.0,-0.8351767589338124,23.0,-10.097107230052352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22889329493045807,-537.5,1.0,0.857421875,0.2,0.71484375,0.49923254549503326,485.44077908638866,0.018310546875,0.667095273733139,0.0001,0.5712890625,45.0,0.7861328125,0.0,1.3277841405943036,0.5,256.0,-0.0031755994059494697,0.1310286521911621,-416.5,2988.0,12288.0,256.0,0.003502713982015848,192.0,-0.821215636562556,24.0,-11.056823970228434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2567821443080902,-525.0,1.0,0.85546875,0.2,0.6875,0.5041505098342896,485.23679786265177,0.0322265625,0.6621372997760773,0.0001,0.583984375,45.0,0.771484375,0.0,1.4386793763842434,0.5,256.0,-0.004564423652482219,0.053827524185180664,-420.5,2850.0,12800.0,256.0,0.0033954917453229427,200.0,-0.804354409687221,25.0,-12.164806480184197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.358198881149292,-518.0,1.0,0.89453125,0.2,0.79296875,0.5076471716165543,402.58508417476173,0.013427734375,0.6102567613124847,0.0001,0.55078125,45.0,0.84375,0.0,2.062843788648024,0.5,256.0,-0.0010615900973789394,0.07657384872436523,-449.5,3142.0,13312.0,256.0,0.002879538806155324,208.0,-0.7675763815641403,26.0,-13.20213549658656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4060288667678833,-515.0,1.0,0.904296875,0.2,0.689453125,0.5048743337392807,460.7059799915777,0.0068359375,0.6573798656463623,0.0001,0.607421875,45.0,0.796875,0.0,2.6012714114040136,0.5,256.0,-0.0013683068245882168,0.04855823516845703,-450.0,2949.0,13824.0,256.0,0.0032583558931946754,216.0,-0.817482310347259,27.0,-14.311234581619502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.603509783744812,-514.0,1.0,0.91796875,0.2,0.693359375,0.5190468430519104,588.1961832586131,0.007568359375,0.650419682264328,0.0001,0.6123046875,45.0,0.8056640625,0.0,3.0819532116875052,0.5,256.0,-0.0019236022744735237,0.026963651180267334,-375.5,2839.0,14336.0,256.0,0.0019806246273219585,224.0,-0.8650238169357181,28.0,-15.620583351179958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.572374165058136,-510.0,1.0,0.94140625,0.2,0.708984375,0.5344002544879913,538.3158923903325,0.01025390625,0.6431472897529602,0.0001,0.6162109375,45.0,0.8251953125,0.0,3.7235571164637804,0.5,256.0,-0.002458575436321553,0.005880892276763916,-404.0,2927.0,14848.0,256.0,0.0035535336937755346,232.0,-0.8505160300992429,29.0,-16.871929213255644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9140625596046448,-512.0,1.0,0.9765625,0.2,0.5703125,0.5259684920310974,544.8265779126418,0.00927734375,0.6701776683330536,0.0001,0.703125,45.0,0.7734375,0.0,4.254814359359443,0.5,256.0,-0.003037547125131823,-0.009958028793334961,-392.0,2691.0,15360.0,256.0,0.003414063947275281,240.0,-0.9156858515925705,30.0,-18.21997107103467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6733413934707642,-502.0,1.0,0.9765625,0.2,0.65625,0.5328686535358429,531.4132102234569,0.0,0.6222881078720093,0.0001,0.66015625,45.0,0.81640625,0.0,5.7767381481826305,0.5,256.0,-0.001343531439488288,0.001041412353515625,-410.0,2924.0,15872.0,256.0,0.001471113064326346,248.0,-0.9145477381534874,31.0,-19.60183263771236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9530045986175537,-509.5,1.0,0.984375,0.2,0.712890625,0.5487522780895233,534.8747516942635,0.0009765625,0.5637934803962708,0.0001,0.6357421875,45.0,0.8486328125,0.0,7.8720081225037575,0.5,256.0,-0.0006218941634870134,0.0032872557640075684,-403.0,1901.0,16384.0,256.0,0.0008948122849687934,256.0,-0.9295604727230966,32.0,-21.104840173348784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.570456624031067,-499.0,1.0,0.984375,0.2,0.572265625,0.5396652817726135,534.485734140772,0.00634765625,0.6239595711231232,0.0001,0.7060546875,45.0,0.7783203125,0.0,7.3228361662477255,0.5,256.0,-0.004186621954431757,-0.005040168762207031,-415.0,2516.0,16896.0,256.0,0.0033217729069292545,264.0,-1.0107861733995378,33.0,-23.030892842411994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9834952354431152,-496.0,1.0,0.994140625,0.2,0.5859375,0.5524424910545349,585.5550785365967,0.0,0.6064503788948059,0.0001,0.7041015625,45.0,0.7900390625,0.0,10.227783726528287,0.5,256.0,-0.0014278693706728518,-0.003248929977416992,-399.5,2827.0,17408.0,256.0,0.0006694330368191004,272.0,-1.0404381640255451,34.0,-24.59508542597294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5561938285827637,-508.0,1.0,0.982421875,0.2,0.642578125,0.547439694404602,641.4941542991643,0.0,0.5769021511077881,0.0001,0.669921875,45.0,0.8125,0.0,13.474399626255035,0.5,256.0,-0.0011701639305101708,-0.0007597208023071289,-360.5,2055.0,17920.0,256.0,0.0004254839150235057,280.0,-1.0286934589967132,35.0,-26.42407752898522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3893895149230957,-512.5,1.0,0.994140625,0.2,0.53125,0.5466758608818054,681.4022306978457,0.0,0.6169621646404266,0.0001,0.7314453125,45.0,0.7626953125,0.0,15.312143366783857,0.5,256.0,-0.002056081259070197,0.00022351741790771484,-329.0,2909.0,18432.0,256.0,0.0005280073964968324,288.0,-1.0709970584139228,36.0,-28.62718118329998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.576180458068848,-499.5,1.0,0.98046875,0.2,0.5390625,0.5554116666316986,600.1758075764134,0.00048828125,0.576284259557724,0.0001,0.720703125,45.0,0.759765625,0.0,18.90586655586958,0.5,256.0,-0.003984923205280211,-0.0009139776229858398,-367.0,2672.0,18944.0,256.0,0.000637876451946795,296.0,-1.0935797719284892,37.0,-30.74923418188002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.164572715759277,-491.5,1.0,0.984375,0.2,0.51953125,0.5541034042835236,551.148573435512,0.0,0.5913240015506744,0.0001,0.732421875,45.0,0.751953125,0.0,23.71859910339117,0.5,256.0,-0.0025459201133344322,-0.0011823177337646484,-389.5,2732.0,19456.0,256.0,0.0005377731285989285,304.0,-1.0609665531665087,38.0,-32.92100649862783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.258562088012695,-493.0,1.0,0.98828125,0.2,0.541015625,0.5577377676963806,714.7900041270863,0.000732421875,0.5598951578140259,0.0001,0.7236328125,45.0,0.7646484375,0.0,32.13450177758932,0.5,256.0,-0.004207895246508997,-0.0009505748748779297,-250.5,2564.0,19968.0,256.0,0.0014310732949525118,312.0,-1.0743801081553102,39.0,-35.46987365348032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.62602710723877,-452.5,1.0,0.98046875,0.2,0.49609375,0.5626709759235382,729.361878630903,0.0,0.5602761507034302,0.0001,0.7421875,45.0,0.73828125,0.0,31.453397303819656,0.5,256.0,-0.0024792573476588586,-0.0008178949356079102,-152.5,2478.0,20480.0,256.0,0.0006184828234836459,320.0,-1.1190675431862473,40.0,-37.80726682362845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.287389755249023,-444.0,1.0,0.98828125,0.2,0.458984375,0.5641971528530121,692.3691212063114,0.0,0.5726282894611359,0.0001,0.7646484375,45.0,0.7236328125,0.0,41.48635822534561,0.5,256.0,-0.001183605992991943,-0.00034880638122558594,-195.0,2506.0,20992.0,256.0,0.0002565709874033928,328.0,-1.13444987218827,41.0,-40.198877606734165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.809280395507812,-450.0,1.0,0.970703125,0.2,0.55078125,0.5550920367240906,769.5817045642392,0.0,0.5089560449123383,0.0001,0.7099609375,45.0,0.7607421875,0.0,51.84131017327309,0.5,256.0,-0.0016928850709518883,-0.00032150745391845703,-112.0,2536.0,21504.0,256.0,0.00031022506300359964,336.0,-1.1224187184125185,42.0,-42.88911831867648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.82099151611328,-445.5,1.0,0.9765625,0.2,0.615234375,0.5594951510429382,702.2029621128069,0.0,0.46148835122585297,0.0001,0.6806640625,45.0,0.7958984375,0.0,69.09911960363388,0.5,256.0,-0.0009206970062223263,-0.00015425682067871094,-131.0,2311.0,22016.0,256.0,0.00011860963422805071,344.0,-1.101252257823944,43.0,-45.80843735335162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.88899040222168,-417.5,1.0,0.951171875,0.2,0.572265625,0.5615089535713196,706.5725369698429,0.0,0.4832477569580078,0.0001,0.689453125,45.0,0.76171875,0.0,81.18267276883125,0.5,256.0,-0.0024991923273773864,-0.0003170967102050781,-130.5,2418.0,22528.0,256.0,0.00048458261881023645,352.0,-1.1189837325364351,44.0,-49.58564183216309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.066123962402344,-395.0,1.0,0.94140625,0.2,0.5,0.5696213245391846,736.8439454864239,0.0,0.5155210942029953,0.0001,0.720703125,45.0,0.720703125,0.0,82.8172367811203,0.5,256.0,-0.00422415736829862,-0.0002955198287963867,-69.0,2380.0,23040.0,256.0,0.0013902898645028472,360.0,-1.1631131209433079,45.0,-52.41694263836602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.40382766723633,-376.0,1.0,0.953125,0.2,0.693359375,0.5673218071460724,586.8483620152654,0.0,0.4599303901195526,0.0001,0.6298828125,45.0,0.8232421875,0.0,112.06087672710419,0.5,256.0,-0.003530810361553449,-0.0002467632293701172,-103.0,2584.0,23552.0,256.0,0.0007049673004075885,368.0,-1.172088760882616,46.0,-55.91327459994005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.69472885131836,-380.5,1.0,0.9453125,0.2,0.734375,0.5576827824115753,577.107225738857,0.0,0.4795091599225998,0.0001,0.60546875,45.0,0.83984375,0.0,126.7732002735138,0.5,256.0,-0.0014268954691942781,-7.724761962890625e-05,-108.5,2621.0,24064.0,256.0,0.00014785060193389654,376.0,-1.1638267589733005,47.0,-59.36414737745654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.74920654296875,-397.5,1.0,0.935546875,0.2,0.853515625,0.5468679666519165,582.6394682820586,0.0,0.4042266458272934,0.0001,0.541015625,45.0,0.89453125,0.0,168.43608838319778,0.5,256.0,-0.0012682341402978636,6.884336471557617e-05,-127.5,2725.0,24576.0,256.0,0.00017474405467510223,384.0,-1.1660032887011766,48.0,-63.19962361877784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.23632049560547,-415.5,1.0,0.939453125,0.2,0.720703125,0.5589677095413208,603.8665001471766,0.0,0.46342574059963226,0.0001,0.609375,45.0,0.830078125,0.0,154.13501125574112,0.5,256.0,-0.0010730518260970712,-0.00010371208190917969,-95.5,2511.0,25088.0,256.0,0.00011664710473269224,392.0,-1.1848367024213076,49.0,-68.34254115576856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.26486206054688,-405.5,1.0,0.94140625,0.2,0.74609375,0.5567301511764526,590.9354871726692,0.0,0.4459829330444336,0.0001,0.59765625,45.0,0.84375,0.0,167.16195660829544,0.5,256.0,-0.0013230980839580297,-3.039836883544922e-05,-129.5,2466.0,25600.0,256.0,0.00011611264199018478,400.0,-1.2070001531392336,50.0,-72.41141490464099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.51173400878906,-408.0,1.0,0.91796875,0.2,0.8203125,0.5453241467475891,590.1872584188852,0.0,0.399037629365921,0.0001,0.548828125,45.0,0.869140625,0.0,233.2720605134964,0.5,256.0,-0.0007475934544345364,4.351139068603516e-06,-127.0,2649.0,26112.0,256.0,0.00011425442062318325,408.0,-1.178147315979004,51.0,-77.01085518145003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.52610778808594,-400.5,1.0,0.95703125,0.2,0.72265625,0.5434737801551819,623.8932200304793,0.0,0.4391320049762726,0.0001,0.6171875,45.0,0.83984375,0.0,219.3632590174675,0.5,256.0,-0.0017780709749786183,-7.331371307373047e-05,-86.5,2663.0,26624.0,256.0,0.00027263141237199306,416.0,-1.1809655260294676,52.0,-81.44144884566776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.40352630615234,-431.5,1.0,0.947265625,0.2,0.734375,0.5311492085456848,611.4448053585867,0.0,0.43073202669620514,0.0001,0.6064453125,45.0,0.8408203125,0.0,235.94899451732635,0.5,256.0,-0.001159578390797833,-8.094310760498047e-05,-89.5,2625.0,27136.0,256.0,0.00021749932784587145,424.0,-1.1761983903124928,53.0,-84.99492322747595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.17152404785156,-449.0,1.0,0.951171875,0.2,0.78515625,0.5182135999202728,669.0805257964097,0.0,0.3915821760892868,0.0001,0.5830078125,45.0,0.8681640625,0.0,270.86701464653015,0.5,256.0,-0.0010490626082173549,-7.104873657226562e-05,-27.5,2656.0,27648.0,256.0,0.00024654832668602467,432.0,-1.2007752386853099,54.0,-89.32772927977145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.6028594970703,-461.5,1.0,0.939453125,0.2,0.77734375,0.5197681784629822,639.237045234395,0.0,0.4002542644739151,0.0001,0.5810546875,45.0,0.8583984375,0.0,269.64917027950287,0.5,256.0,-0.002088612505758647,-2.8014183044433594e-05,-74.0,2610.0,28160.0,256.0,0.00043861696030944586,440.0,-1.2216125912964344,55.0,-93.63823538393713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.6624755859375,-460.0,1.0,0.94140625,0.2,0.7265625,0.5179388225078583,640.6424509818249,0.0,0.4139493852853775,0.0001,0.607421875,45.0,0.833984375,0.0,278.52145659923553,0.5,256.0,-0.002136744762538001,-4.291534423828125e-05,-26.5,2555.0,28672.0,256.0,0.0005561941070482135,448.0,-1.2235211879014969,56.0,-97.09839177196845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.94402313232422,-455.5,1.0,0.947265625,0.2,0.771484375,0.5052565634250641,620.3426472523068,0.0,0.39164838194847107,0.0001,0.587890625,45.0,0.859375,0.0,294.65192806720734,0.5,256.0,-0.0022632375694229268,-3.7670135498046875e-05,25.0,2630.0,29184.0,256.0,0.0005370870931074023,456.0,-1.2322359448298812,57.0,-100.43771730979904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.50382995605469,-437.5,1.0,0.951171875,0.2,0.580078125,0.5444046556949615,538.6397218921011,0.019775390625,0.5060756951570511,0.0001,0.685546875,45.0,0.765625,0.0,164.33847451210022,0.5,256.0,-0.008916881968616508,-8.0108642578125e-05,-43.5,2035.0,29696.0,256.0,0.0055199372582137585,464.0,-1.2669505393132567,58.0,-102.91892551450991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.9620819091797,-447.5,1.0,0.916015625,0.2,0.849609375,0.5023172199726105,525.1428377117982,0.0,0.3704196363687515,0.0001,0.533203125,45.0,0.8828125,0.0,348.9677537679672,0.5,256.0,-0.001680854315054603,2.3066997528076172e-05,5.0,2660.0,30208.0,256.0,0.00028010515961796045,472.0,-1.2223294246941805,59.0,-102.59215134536848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.89732360839844,-437.0,1.0,0.921875,0.2,0.7734375,0.49861443042755127,471.0825299244284,0.0,0.4085335284471512,0.0001,0.57421875,45.0,0.84765625,0.0,304.00705885887146,0.5,256.0,-0.002720375341596082,-4.410743713378906e-05,22.5,2529.0,30720.0,256.0,0.000668630818836391,480.0,-1.2028729263693094,60.0,-106.37331369293854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.4767074584961,-433.5,1.0,0.912109375,0.2,0.765625,0.5078486353158951,306.1907085461608,0.0107421875,0.42274998128414154,0.0001,0.5732421875,45.0,0.8388671875,0.0,272.8815014362335,0.5,256.0,-0.0077253676354303025,-6.270408630371094e-05,66.5,2341.0,31232.0,256.0,0.002796970307826996,488.0,-1.210661580786109,61.0,-108.1401037089713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0403594970703,-414.0,1.0,0.921875,0.2,0.822265625,0.4823460429906845,175.2676524633111,0.002685546875,0.37229204177856445,0.0001,0.5498046875,45.0,0.8720703125,0.0,319.72209072113037,0.5,256.0,-0.006471916152804624,-5.078315734863281e-05,32.5,2167.0,31744.0,256.0,0.002608348149806261,496.0,-1.1932755671441555,62.0,-108.60934965159744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
