mean/gen/time/iterations,mean/disc/n_expert,mean/gen/train/n_updates,mean/gen/rollout/ep_rew_mean,mean/disc/global_step,mean/disc/disc_acc_gen,mean/gen/train/policy_gradient_loss,mean/disc/disc_proportion_expert_pred,mean/gen/train/value_loss,mean/gen/time/time_elapsed,mean/disc/disc_proportion_expert_true,mean/gen/train/clip_fraction,mean/gen/train/clip_range,mean/gen/time/total_timesteps,mean/gen/train/learning_rate,mean/disc/disc_loss,mean/gen/train/approx_kl,mean/gen/train/loss,mean/gen/rollout/ep_len_mean,mean/gen/train/entropy_loss,mean/gen/train/explained_variance,mean/disc/disc_entropy,mean/disc/disc_acc_expert,mean/disc/disc_acc,mean/disc/n_generated,mean/gen/time/fps,mean/gen/rollout/ep_rew_wrapped_mean
1.0,256.0,144.0,-501.5,18.0,0.8515625,-0.00034497712476877496,0.439453125,546.0401945114136,0.0,0.5,0.0,0.2,9216.0,0.0001,0.40886828303337097,8.519389666616917e-06,259.17919921875,45.0,-1.5947347562760115,0.0014235973358154297,0.4841133803129196,0.73046875,0.791015625,256.0,1622.0,-101.41225807018579
1.0,256.0,152.0,-502.5,19.0,0.6953125,-0.0004619426836143248,0.599609375,369.5172052383423,0.0,0.5,0.0,0.2,9728.0,0.0001,0.4789799898862839,9.123701602220535e-06,154.87913513183594,45.0,-1.5966721512377262,0.00013828277587890625,0.49640218913555145,0.89453125,0.794921875,256.0,2090.0,-104.62406640388072
1.0,256.0,160.0,-502.5,20.0,0.791015625,-0.00032730179918871727,0.5576171875,464.218558549881,0.0,0.5,0.0,0.2,10240.0,0.0001,0.3983020782470703,8.1709586083889e-06,245.83737182617188,45.0,-1.5955869425088167,0.0009301304817199707,0.46601712703704834,0.90625,0.8486328125,256.0,2236.0,-106.61418684074656
1.0,256.0,168.0,-505.0,21.0,0.76171875,-0.0009699789225123823,0.5673828125,405.04596495628357,0.0,0.5,0.0,0.2,10752.0,0.0001,0.4659230411052704,3.059243317693472e-05,187.9001007080078,45.0,-1.595402155071497,0.0005521774291992188,0.4456896036863327,0.896484375,0.8291015625,256.0,2319.0,-109.89891100624577
1.0,256.0,176.0,-500.0,22.0,0.73828125,-0.000637833905784646,0.59375,485.4376964569092,0.0,0.5,0.0,0.2,11264.0,0.0001,0.47247374057769775,1.4964607544243336e-05,199.22543334960938,45.0,-1.5968484124168754,0.0002657771110534668,0.4263838082551956,0.92578125,0.83203125,256.0,2204.0,-112.82053525101394
1.0,256.0,184.0,-493.0,23.0,0.71484375,-0.0007653716675122268,0.6015625,427.62229013442993,0.0,0.5,0.0,0.2,11776.0,0.0001,0.46467602252960205,2.539786510169506e-05,153.16506958007812,45.0,-1.5979270432144403,-8.702278137207031e-06,0.4346887171268463,0.91796875,0.81640625,256.0,1945.0,-115.15357632145286
1.0,256.0,192.0,-491.5,24.0,0.751953125,-0.0012667068440350704,0.56640625,563.3069705963135,0.0,0.5,0.0,0.2,12288.0,0.0001,0.46968214213848114,4.4481479562819004e-05,199.6289520263672,45.0,-1.5969411954283714,2.8431415557861328e-05,0.42484916746616364,0.884765625,0.818359375,256.0,2029.0,-116.13002656543627
1.0,256.0,200.0,-490.0,25.0,0.74609375,-0.0013853382661181968,0.5537109375,725.0866756439209,0.0,0.5,0.0,0.2,12800.0,0.0001,0.4646826237440109,4.927779082208872e-05,394.7760925292969,45.0,-1.5962918372824788,0.0003331899642944336,0.44769056141376495,0.853515625,0.7998046875,256.0,2107.0,-118.24912108985707
1.0,256.0,208.0,-501.0,26.0,0.7734375,-0.0011220922388019972,0.55859375,651.8264248371124,0.0,0.5,0.0,0.2,13312.0,0.0001,0.41044385731220245,3.687804564833641e-05,260.6491394042969,45.0,-1.5956278070807457,0.00026041269302368164,0.42264966666698456,0.890625,0.83203125,256.0,2095.0,-121.2994856741093
1.0,256.0,216.0,-501.0,27.0,0.75,-0.0008707352681085467,0.5849609375,598.0698366165161,0.0,0.5,0.0,0.2,13824.0,0.0001,0.41941037774086,2.4784239940345287e-05,208.50830078125,45.0,-1.5957493325695395,0.0002942085266113281,0.4211426228284836,0.919921875,0.8349609375,256.0,2021.0,-123.8951599167753
1.0,256.0,224.0,-487.5,28.0,0.76171875,-0.0012240081414347515,0.5771484375,511.15715742111206,0.0,0.5,0.0,0.2,14336.0,0.0001,0.39145059883594513,4.7601526603102684e-05,232.53306579589844,45.0,-1.5962087642401457,0.0002865791320800781,0.4097057282924652,0.916015625,0.8388671875,256.0,2114.0,-126.21304152966476
1.0,256.0,232.0,-500.0,29.0,0.69140625,-0.0022798149420850677,0.6171875,435.4691447019577,0.0,0.5,0.0,0.2,14848.0,0.0001,0.4679688364267349,0.00014969566836953163,229.33055114746094,45.0,-1.5938672861084342,0.00011157989501953125,0.39855438470840454,0.92578125,0.80859375,256.0,2283.0,-128.4890026043635
1.0,256.0,240.0,-486.5,30.0,0.673828125,-0.002304739013197832,0.640625,440.65504455566406,0.0,0.5,0.0,0.2,15360.0,0.0001,0.5299692749977112,0.00021692458540201187,208.06553649902344,45.0,-1.5944803468883038,-3.814697265625e-06,0.41021719574928284,0.955078125,0.814453125,256.0,1433.0,-129.65696871909313
1.0,256.0,248.0,-493.5,31.0,0.720703125,-0.0008154488969012164,0.583984375,606.5151462554932,0.0,0.5,0.0,0.2,15872.0,0.0001,0.4634130001068115,4.138774238526821e-05,279.5319519042969,45.0,-1.5919146472588181,-7.152557373046875e-05,0.4193772226572037,0.888671875,0.8046875,256.0,1935.0,-129.62848935934716
1.0,256.0,256.0,-500.5,32.0,0.7578125,-0.0010002034687204286,0.5439453125,728.6418242454529,0.0,0.5,0.0,0.2,16384.0,0.0001,0.43196703493595123,5.000818055123091e-05,327.91717529296875,45.0,-1.5903152376413345,0.0001659393310546875,0.4432859569787979,0.845703125,0.8017578125,256.0,2235.0,-131.5194099565642
1.0,256.0,264.0,-504.5,33.0,0.7890625,-0.002003371737373527,0.548828125,632.4495716094971,0.0,0.5,0.0,0.2,16896.0,0.0001,0.42987409234046936,0.00013302976731210947,244.61412048339844,45.0,-1.5899999029934406,9.375810623168945e-05,0.44794611632823944,0.88671875,0.837890625,256.0,2050.0,-135.6271310375305
1.0,256.0,272.0,-493.0,34.0,0.728515625,-0.0019546198527677916,0.58203125,381.69567465782166,0.0,0.5,0.0,0.2,17408.0,0.0001,0.4355325847864151,0.00018541642930358648,153.4763641357422,45.0,-1.5880807116627693,7.903575897216797e-05,0.4690718948841095,0.892578125,0.810546875,256.0,1872.0,-137.92128327670508
