raw/gen/time/iterations,raw/gen/time/total_timesteps,raw/gen/time/time_elapsed,raw/gen/rollout/ep_rew_mean,raw/gen/rollout/ep_len_mean,raw/gen/time/fps,raw/gen/train/explained_variance,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_fraction,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/learning_rate,raw/gen/train/approx_kl,raw/gen/train/loss,raw/gen/train/clip_range,raw/gen/train/value_loss,raw/gen/train/entropy_loss,raw/gen/train/n_updates
1,41472,0,-348.5,45.0,2241,0.3364887237548828,-0.0093023638073646,0.0556640625,-70.77322481253883,0.0001,0.009229492,5.957364082336426,0.2,26.636420093476772,-0.6752326302230358,640
1,41984,0,-330.5,45.0,1559,0.6665047407150269,-0.014594450847653206,0.206298828125,-69.23952570663532,0.0001,0.012881875,4.506900310516357,0.2,18.841034965589643,-0.6199482623487711,648
1,42496,0,-338.0,45.0,2086,0.5581599473953247,-0.006905920745339245,0.068603515625,-66.83223862608662,0.0001,0.009402441,6.749642848968506,0.2,17.387903161346912,-0.5770519142970443,656
1,43008,0,-309.5,45.0,1736,0.5369622111320496,-0.010298637120286003,0.089111328125,-63.38154468517518,0.0001,0.007081353,4.609180450439453,0.2,24.77402562648058,-0.5867745587602258,664
1,43520,0,-319.0,45.0,2193,0.14501363039016724,-0.006645145924267126,0.040771484375,-62.27363199391169,0.0001,0.012082253,18.33096694946289,0.2,42.94281770288944,-0.5657628728076816,672
1,44032,0,-326.5,45.0,2106,-0.014697909355163574,-0.017513281876745168,0.145751953125,-59.50925784858409,0.0001,0.02974218,12.72390365600586,0.2,23.247137993574142,-0.5950099609326571,680
1,44544,0,-303.5,45.0,2246,0.4443446397781372,-0.012635973092983477,0.072998046875,-57.55214531300124,0.0001,0.004983238,17.805171966552734,0.2,44.85599985718727,-0.529833747074008,688
1,45056,0,-284.5,45.0,2127,0.25500917434692383,-0.01584129544789903,0.08740234375,-54.72018347555306,0.0001,0.009252281,9.109513282775879,0.2,35.97634205967188,-0.5831065301317722,696
1,45568,0,-278.5,45.0,1975,0.34355342388153076,-0.010521528864046559,0.040771484375,-52.4905480861431,0.0001,0.0049544843,17.316099166870117,0.2,42.16244116425514,-0.5298758330754936,704
1,46080,0,-259.0,45.0,1570,0.10953778028488159,-0.011694412965880474,0.07568359375,-50.57735696882475,0.0001,0.009726716,7.985229969024658,0.2,26.761111669242382,-0.6145564923062921,712
1,46592,0,-277.5,45.0,2169,0.002005934715270996,-0.008255652282969095,0.032470703125,-48.273129593771884,0.0001,0.009402752,10.420369148254395,0.2,38.17356549948454,-0.5697334255091846,720
1,47104,0,-286.5,45.0,1908,-0.5003206729888916,-0.01895527714805212,0.105224609375,-46.360759877492676,0.0001,0.019008802,9.019600868225098,0.2,28.061565466225147,-0.5955944075249135,728
1,47616,0,-327.5,45.0,1958,-0.19051051139831543,-0.011034472328901757,0.099853515625,-45.97180432444904,0.0001,0.013784373,3.8477065563201904,0.2,19.439387779682875,-0.681744169909507,736
1,48128,0,-323.0,45.0,2142,0.2699378728866577,-0.01487756111600902,0.150146484375,-44.46456993530504,0.0001,0.013393078,6.604758262634277,0.2,21.62442411109805,-0.6086269933730364,744
1,48640,0,-342.0,45.0,2267,0.4903680086135864,-0.012713831645669416,0.058349609375,-42.15674589491449,0.0001,0.008626688,3.3936853408813477,0.2,18.78654184937477,-0.6617950387299061,752
1,49152,0,-340.0,45.0,1799,0.6458193361759186,-0.013439524875138886,0.06787109375,-41.024877471774815,0.0001,0.0064406963,3.1542301177978516,0.2,13.57132675126195,-0.5802703152876347,760
1,49664,0,-355.0,45.0,1907,0.6606556177139282,-0.017571015552675817,0.114501953125,-40.68858899652958,0.0001,0.012748629,3.108907699584961,0.2,12.749400485306978,-0.8893905445002019,768
1,50176,0,-376.5,45.0,2110,0.7293205857276917,-0.02157080626784591,0.116455078125,-40.18486561691388,0.0001,0.013152899,2.2091004848480225,0.2,11.027257673442364,-0.7731711426749825,776
1,50688,0,-406.0,45.0,1527,0.8200990408658981,-0.014839768093224848,0.063232421875,-39.812029445450754,0.0001,0.0067171394,4.455023288726807,0.2,14.598246471956372,-0.7002700062002987,784
1,51200,0,-385.0,45.0,1923,0.7703351527452469,-0.015101152326678857,0.06005859375,-40.363272170666605,0.0001,0.007243898,9.186846733093262,0.2,13.609393485821784,-0.6917691323906183,792
1,51712,0,-405.5,45.0,2209,0.7668754309415817,-0.013465200259815902,0.072509765625,-41.805376829598096,0.0001,0.007615987,2.796581268310547,0.2,27.767009042203426,-0.7877240884117782,800
1,52224,0,-408.0,45.0,2190,0.5151781737804413,-0.023998734774067998,0.106201171875,-42.48091751489788,0.0001,0.0070461314,3.308161735534668,0.2,11.744933512993157,-0.6342897536233068,808
1,52736,0,-420.0,45.0,2420,0.7439894080162048,-0.021523557203181554,0.112060546875,-45.43677243061364,0.0001,0.0070525687,2.8851795196533203,0.2,22.667977651581168,-0.7120580249466002,816
1,53248,0,-440.0,45.0,2425,0.6208577454090118,-0.022827150858574896,0.1015625,-46.94872198455036,0.0001,0.010705907,4.248394012451172,0.2,6.117165598087013,-0.610841102199629,824
1,53760,0,-465.0,45.0,2110,0.621579647064209,-0.014778536446101498,0.04150390625,-49.005174737870696,0.0001,0.005568351,8.083244323730469,0.2,18.42811801098287,-0.5804679226130247,832
1,54272,0,-488.0,45.0,2477,0.7672066688537598,-0.026384942335425876,0.09716796875,-49.63525558114052,0.0001,0.0076989504,6.489891052246094,0.2,14.547056360170245,-0.6751345619559288,840
1,54784,0,-490.5,45.0,2627,0.607160896062851,-0.026890868381087785,0.158447265625,-49.667989003956315,0.0001,0.013248114,3.9980335235595703,0.2,7.334059964865446,-0.6117371821310371,848
1,55296,0,-486.0,45.0,2627,0.2579365372657776,-0.013214431652158964,0.143310546875,-49.004519839575515,0.0001,0.009378119,1.3073041439056396,0.2,3.0129239577800035,-0.621083299163729,856
1,55808,0,-508.0,45.0,2547,0.6464218199253082,-0.026552364077360835,0.1962890625,-47.68891257955693,0.0001,0.04890348,0.6840201616287231,0.2,2.3547540449071676,-0.6610117550007999,864
1,56320,0,-510.0,45.0,2473,0.45695990324020386,-0.019853271813190077,0.29052734375,-45.09995021476411,0.0001,0.02157267,0.39269906282424927,0.2,1.1516384447459131,-0.714703188277781,872
1,56832,0,-517.0,45.0,2710,0.34897780418395996,-0.018947704156744294,0.352294921875,-42.55041191843338,0.0001,0.020210542,0.82560795545578,0.2,1.6396438837982714,-0.6948771793395281,880
1,57344,0,-527.0,45.0,2315,0.6064716875553131,-0.04583349791937508,0.481689453125,-39.744897817810994,0.0001,0.025792567,0.2270745038986206,0.2,0.6213862434960902,-0.6669298680499196,888
1,57856,0,-518.5,45.0,2936,0.31188827753067017,-0.031075982449692674,0.20947265625,-37.557187042431906,0.0001,0.016702184,0.38067907094955444,0.2,2.311254359781742,-0.637927443254739,896
1,58368,0,-524.5,45.0,2737,0.13450300693511963,-0.02178222464863211,0.16259765625,-36.77804154071957,0.0001,0.018047757,0.25733351707458496,0.2,1.0548286782577634,-0.5397812891751528,904
1,58880,0,-530.0,45.0,2735,-0.178735613822937,-0.01766667777701514,0.119140625,-35.884433610411364,0.0001,0.008538775,1.453994631767273,0.2,4.260935207828879,-0.5493186104577035,912
1,59392,0,-529.5,45.0,2459,0.07148218154907227,-0.010604236988001503,0.089111328125,-37.67229488041252,0.0001,0.011869786,2.383981704711914,0.2,12.093119859695435,-0.4813143920619041,920
1,59904,0,-526.5,45.0,2349,0.22340470552444458,-0.0047923729216563515,0.019287109375,-41.34881111981347,0.0001,0.0018026425,5.950283050537109,0.2,37.96997779607773,-0.5066464357078075,928
1,60416,0,-515.0,45.0,1894,-0.02750992774963379,-0.006973543069761945,0.027099609375,-46.641007068809124,0.0001,0.0047567375,8.138601303100586,0.2,35.731981821358204,-0.44469220633618534,936
1,60928,0,-503.5,45.0,2417,0.10974061489105225,-0.002616283221868798,0.008544921875,-52.779653178057636,0.0001,0.0015146266,12.153118133544922,0.2,60.01069396734238,-0.42019085120409727,944
1,61440,0,-496.5,45.0,2485,0.06805014610290527,-0.003990385252109263,0.00341796875,-57.19437375524547,0.0001,0.00084866537,21.626876831054688,0.2,130.17447173595428,-0.4445284763351083,952
1,61952,0,-501.5,45.0,2451,0.5839304625988007,-0.001519744808319956,0.0,-64.80656205081847,0.0001,0.00029084866,33.92458724975586,0.2,157.4947737455368,-0.43226062040776014,960
1,62464,0,-514.0,45.0,2767,0.2939413785934448,-0.002718317147810012,0.0,-71.72363349614199,0.0001,0.0004599872,33.61351013183594,0.2,126.90672940015793,-0.4655886485707015,968
1,62976,0,-514.0,45.0,2797,-0.11625587940216064,-0.0034066223524860106,0.000732421875,-80.15574215462897,0.0001,0.0012111557,33.647300720214844,0.2,133.71557757258415,-0.40255401842296124,976
1,63488,0,-516.5,45.0,2680,0.09135055541992188,-0.006145917432149872,0.01416015625,-85.59745023766067,0.0001,0.0016394455,28.513782501220703,0.2,92.09286066889763,-0.4333257370162755,984
1,64000,0,-499.0,45.0,2267,0.293750524520874,-0.005837685992446495,0.005126953125,-89.20243776374963,0.0001,0.00071039726,15.144258499145508,0.2,69.02465757727623,-0.4470520722679794,992
1,64512,0,-514.0,45.0,2491,0.3755577802658081,-0.004280163979274221,0.003173828125,-89.25852109828499,0.0001,0.001213587,24.826589584350586,0.2,88.59232585132122,-0.5041113728657365,1000
1,65024,0,-512.5,45.0,2130,0.19527071714401245,-0.009424739597307052,0.0283203125,-89.17308203059248,0.0001,0.00466647,5.18973445892334,0.2,32.799615524709225,-0.5363028664141893,1008
1,65536,0,-546.5,45.0,2400,0.5897847414016724,-0.004150686974753626,0.008056640625,-84.6926800396666,0.0001,0.0013670955,6.212475299835205,0.2,63.40851963311434,-0.5496416501700878,1016
1,66048,0,-530.0,45.0,2256,0.41480541229248047,-0.013950778993603308,0.04052734375,-83.87695742513053,0.0001,0.003687799,11.935327529907227,0.2,31.121665116399527,-0.5416675100568682,1024
1,66560,0,-528.5,45.0,2405,0.6210319101810455,-0.01713084637594875,0.05419921875,-79.86414312324952,0.0001,0.007911855,5.427114963531494,0.2,27.570471704006195,-0.5812684088014066,1032
1,67072,0,-509.5,45.0,2418,-0.7115039825439453,-0.01474911210971186,0.080078125,-75.0919871523464,0.0001,0.014000418,1.868247389793396,0.2,7.103021301794797,-0.5977007441688329,1040
1,67584,0,-494.5,45.0,2193,0.5194555819034576,-0.014523208690661704,0.068603515625,-69.30745107143652,0.0001,0.008210613,7.62392520904541,0.2,19.215113708749413,-0.6672855839133263,1048
1,68096,0,-505.5,45.0,2425,0.3640764355659485,-0.011434504292992642,0.117919921875,-64.94817293909844,0.0001,0.024232168,2.534996271133423,0.2,11.976275383494794,-0.724412034265697,1056
1,68608,0,-490.5,45.0,2089,0.3977879285812378,-0.022532015544129536,0.14794921875,-62.163949646144175,0.0001,0.015417333,2.1443333625793457,0.2,6.3046548664569855,-0.7370678083971143,1064
1,69120,0,-475.5,45.0,2289,0.34832388162612915,-0.01416927492391551,0.174560546875,-60.51209048501681,0.0001,0.017679088,8.902912139892578,0.2,16.155863612890244,-0.767205914016813,1072
1,69632,0,-485.5,45.0,2251,0.7284570336341858,-0.013877660487196408,0.173828125,-58.772625236082824,0.0001,0.014590341,5.601718425750732,0.2,13.428671091794968,-0.7408626535907388,1080
1,70144,0,-475.5,45.0,2235,0.48106324672698975,-0.024163578913430683,0.280517578125,-59.47460458657238,0.0001,0.022648681,5.089239120483398,0.2,13.001733187586069,-0.7127801175229251,1088
1,70656,0,-469.5,45.0,2105,-0.23659121990203857,-0.022635502464254387,0.168701171875,-58.008849468552505,0.0001,0.019810278,3.8755247592926025,0.2,15.836357060819864,-0.6692543500103056,1096
