raw/gen/time/total_timesteps,raw/gen/rollout/ep_len_mean,raw/gen/time/fps,raw/gen/rollout/ep_rew_mean,raw/gen/time/iterations,raw/gen/time/time_elapsed,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/learning_rate,raw/gen/train/explained_variance,raw/gen/train/approx_kl,raw/gen/train/clip_range,raw/gen/train/clip_fraction,raw/gen/train/loss,raw/gen/train/entropy_loss,raw/gen/train/n_updates,raw/gen/train/value_loss,raw/gen/train/policy_gradient_loss
311808,45.0,1142,604.5,1,0,-79.40957284575329,0.0001,0.8859453424811363,0.005192499,0.2,0.046875,16.091426849365234,-0.2614305968163535,4864,85.16372597962618,-0.010432193856104277
312320,45.0,1466,600.5,1,0,-79.07449482643977,0.0001,0.8986434563994408,0.00661608,0.2,0.060302734375,29.126262664794922,-0.32112741691526026,4872,52.228552371263504,-0.010135421689483337
312832,45.0,1456,598.5,1,0,-79.26984252799302,0.0001,0.8569253087043762,0.005854407,0.2,0.080078125,29.122140884399414,-0.26964580442290753,4880,131.64409345388412,-0.01319567694736179
313344,45.0,1381,593.5,1,0,-80.42294314144179,0.0001,0.8537821471691132,0.002237228,0.2,0.02783203125,63.0819206237793,-0.2729645805666223,4888,189.32662132382393,-0.005226686749665532
313856,45.0,1466,583.0,1,0,-81.04265234421939,0.0001,0.9104874432086945,0.0074391663,0.2,0.044189453125,11.808625221252441,-0.28037261369172484,4896,47.682399190962315,-0.009516016361885704
314368,45.0,1211,569.0,1,0,-82.13741459984332,0.0001,0.8673142939805984,0.007394271,0.2,0.0439453125,36.09054183959961,-0.2779800381977111,4904,137.04525651037693,-0.006852804610389285
314880,45.0,1423,571.5,1,0,-84.23976968705654,0.0001,0.8749676793813705,0.0067083067,0.2,0.0576171875,46.10531234741211,-0.27321164804743603,4912,126.82311455905437,-0.008793800210696645
315392,45.0,1422,579.5,1,0,-84.24238208109513,0.0001,0.8888271749019623,0.0070951437,0.2,0.05224609375,19.546838760375977,-0.2637305378448218,4920,68.0668642371893,-0.011433775391196832
315904,45.0,1549,566.5,1,0,-83.59053464259952,0.0001,0.8340200334787369,0.00364745,0.2,0.031982421875,21.373449325561523,-0.2725837389007211,4928,125.5659960359335,-0.009830762763158418
316416,45.0,1410,575.5,1,0,-84.86189925579355,0.0001,0.8401032537221909,0.003954178,0.2,0.06005859375,79.18695831298828,-0.27915825694799423,4936,180.1719284951687,-0.011910962377442047
316928,45.0,1188,581.0,1,0,-84.24185363946482,0.0001,0.836688905954361,0.0070888717,0.2,0.06640625,15.279534339904785,-0.33567338087596,4944,78.80199807882309,-0.013729059923207387
317440,45.0,1467,586.5,1,0,-83.80890380492434,0.0001,0.9262844175100327,0.0102910185,0.2,0.071533203125,8.929645538330078,-0.3087175226537511,4952,51.02049923688173,-0.01124245219034492
317952,45.0,1464,618.5,1,0,-83.40554689787328,0.0001,0.8676997274160385,0.0021605361,0.2,0.03564453125,47.7396240234375,-0.288409058121033,4960,139.80724801123142,-0.00788236441439949
318464,45.0,1529,618.5,1,0,-82.30316951058805,0.0001,0.9178954586386681,0.002301794,0.2,0.0205078125,13.087818145751953,-0.2553981568198651,4968,49.69388967752457,-0.004927142908854876
318976,45.0,1402,624.5,1,0,-83.18303907267749,0.0001,0.8582183569669724,0.004158592,0.2,0.033935546875,28.73161506652832,-0.2582939093699679,4976,163.72051325440407,-0.010427029679703992
319488,45.0,1529,619.5,1,0,-84.0855547442101,0.0001,0.7694028615951538,0.0052867127,0.2,0.042724609375,20.908599853515625,-0.2673981739208102,4984,237.81301799416542,-0.007795882655045716
320000,45.0,1199,621.0,1,0,-85.17085849300027,0.0001,0.8231489658355713,0.0029167375,0.2,0.01708984375,197.978759765625,-0.2243239716044627,4992,222.8840194940567,-0.005448499559861375
320512,45.0,1501,618.5,1,0,-85.15908452002331,0.0001,0.8406107872724533,0.00485773,0.2,0.042724609375,88.59661102294922,-0.2865545026725158,5000,162.26836735010147,-0.008171220310032368
321024,45.0,1444,599.5,1,0,-85.07986110255122,0.0001,0.8213821053504944,0.0073578213,0.2,0.054931640625,18.290599822998047,-0.30385835852939636,5008,166.20838338136673,-0.015248650230205385
321536,45.0,1449,600.5,1,0,-83.82752559175715,0.0001,0.8136118501424789,0.0026559364,0.2,0.017333984375,32.26826477050781,-0.2947539333254099,5016,179.73811048269272,-0.005286179650283884
322048,45.0,1458,595.0,1,0,-83.04636692302302,0.0001,0.9317111149430275,0.0050403574,0.2,0.0458984375,16.2850284576416,-0.232527649612166,5024,53.98446498811245,-0.009171683937893249
322560,45.0,1243,589.0,1,0,-82.60092885822058,0.0001,0.8455518633127213,0.002881901,0.2,0.02587890625,33.72245788574219,-0.2516430765390396,5032,180.53558227419853,-0.007037370189209469
323072,45.0,1420,586.5,1,0,-82.71745212411508,0.0001,0.8246668577194214,0.0077451896,0.2,0.027099609375,36.065704345703125,-0.2630284621263854,5040,128.48507218062878,-0.004412374548337539
323584,45.0,1459,592.5,1,0,-81.35648840229959,0.0001,0.9334483966231346,0.009130482,0.2,0.052734375,10.181122779846191,-0.26451068924507126,5048,44.92006680369377,-0.004834281564399134
324096,45.0,1463,585.5,1,0,-79.95523689737543,0.0001,0.858008548617363,0.0039487756,0.2,0.050048828125,57.65157699584961,-0.24648046295624226,5056,150.19247153401375,-0.008290487283375114
324608,45.0,1426,589.5,1,0,-79.76173677915708,0.0001,0.8621411919593811,0.0070332643,0.2,0.052734375,29.682353973388672,-0.29178504808805883,5064,142.26228004693985,-0.013119333758368157
325120,45.0,1199,592.0,1,0,-79.45138692159206,0.0001,0.8599120676517487,0.0052974266,0.2,0.03955078125,11.512085914611816,-0.2986498683458194,5072,50.91088855266571,-0.0112331835043733
325632,45.0,1427,611.5,1,0,-80.11204379966483,0.0001,0.8817357495427132,0.0070401276,0.2,0.068603515625,24.358760833740234,-0.2643526387400925,5080,86.90041978657246,-0.012514312787970994
326144,45.0,1461,607.0,1,0,-81.30779382841662,0.0001,0.8711704909801483,0.006561339,0.2,0.055908203125,21.27509880065918,-0.29923848260659724,5088,78.65526071190834,-0.013613185630674707
326656,45.0,1522,603.5,1,0,-82.23103600230068,0.0001,0.829005554318428,0.0023073526,0.2,0.022705078125,66.51554870605469,-0.2569115525111556,5096,184.24601691961288,-0.00681570777669549
327168,45.0,1461,607.0,1,0,-84.35367872484028,0.0001,0.8548826575279236,0.007654854,0.2,0.080810546875,30.687461853027344,-0.26010698755271733,5104,173.95407043397427,-0.012101787207939196
327680,45.0,1271,586.0,1,0,-83.70163890199736,0.0001,0.902895599603653,0.0067939498,0.2,0.04736328125,16.087223052978516,-0.24427398724947125,5112,74.03587482869625,-0.010735277974163182
328192,45.0,1447,596.0,1,0,-85.93091866675765,0.0001,0.8682348281145096,0.0033607364,0.2,0.03857421875,87.88681030273438,-0.24231352505739778,5120,177.2403315603733,-0.011627081075857859
328704,45.0,1419,602.5,1,0,-85.66016270104795,0.0001,0.8820794150233269,0.0040121404,0.2,0.034912109375,24.1904239654541,-0.25904304010327905,5128,75.33422057330608,-0.007527203531935811
329216,45.0,1319,598.5,1,0,-84.44574855102226,0.0001,0.9257130846381187,0.009356751,0.2,0.0615234375,7.144876480102539,-0.2648327926872298,5136,37.42591676861048,-0.011233981185796438
329728,45.0,1401,601.5,1,0,-83.33659227669239,0.0001,0.9089968726038933,0.0044311304,0.2,0.03564453125,6.758615970611572,-0.23992148344404995,5144,50.01089496165514,-0.006138014017778914
330240,45.0,1240,587.0,1,0,-81.47550828006119,0.0001,0.907239519059658,0.0070922994,0.2,0.04296875,19.11557388305664,-0.3043584645492956,5152,61.79192008078098,-0.006671359165920876
330752,45.0,1481,607.5,1,0,-82.01625486832113,0.0001,0.832054391503334,0.0013899175,0.2,0.009521484375,110.65949249267578,-0.22807927167741582,5160,330.44555777311325,-0.005369828009861521
331264,45.0,1466,612.5,1,0,-79.95265689225867,0.0001,0.8240494132041931,0.0051382845,0.2,0.039306640625,80.39108276367188,-0.25754326820606366,5168,154.31051595509052,-0.007162490463088034
331776,45.0,1512,614.5,1,0,-79.25094577336684,0.0001,0.8961077481508255,0.007908039,0.2,0.047119140625,25.17938804626465,-0.2926564126973972,5176,88.22357100248337,-0.012163971943664365
332288,45.0,1412,599.5,1,0,-79.86138980966061,0.0001,0.8295866400003433,0.0026383125,0.2,0.020751953125,108.15436553955078,-0.22408284130506217,5184,264.163976252079,-0.00713195368371089
332800,45.0,1213,584.5,1,0,-82.53396976916119,0.0001,0.7743950039148331,0.0037039784,0.2,0.022705078125,59.329551696777344,-0.2579953004606068,5192,327.4191786646843,-0.005540447191378917
333312,45.0,1486,578.0,1,0,-83.85515261165797,0.0001,0.8173811733722687,0.0044274894,0.2,0.034423828125,55.63813781738281,-0.2699583402136341,5200,120.1979137212038,-0.010484920159797184
333824,45.0,1398,593.5,1,0,-87.58096580773592,0.0001,0.7740710824728012,0.0021821193,0.2,0.0185546875,162.9423828125,-0.24487183330347762,5208,365.4308958053589,-0.005289549593726406
334336,45.0,1414,604.0,1,0,-89.13612991183996,0.0001,0.8767494261264801,0.0048470637,0.2,0.048583984375,58.44839859008789,-0.2649496921803802,5216,68.97270593047142,-0.01059485141740879
334848,45.0,1425,601.0,1,0,-88.82237488498912,0.0001,0.9086831361055374,0.005594248,0.2,0.037841796875,11.019919395446777,-0.2749056159518659,5224,47.32296295464039,-0.008303157504997216
335360,45.0,1442,595.5,1,0,-89.03703838979825,0.0001,0.9314844310283661,0.010840874,0.2,0.0498046875,16.37244415283203,-0.26869470020756125,5232,40.72201159596443,-0.008750076674914453
335872,45.0,1435,593.0,1,0,-91.44740286238492,0.0001,0.8420644104480743,0.0030370397,0.2,0.037109375,75.5953140258789,-0.24261320778168738,5240,187.91690123081207,-0.008535182911145967
336384,45.0,1436,590.5,1,0,-90.32186714516952,0.0001,0.9406316019594669,0.0058859102,0.2,0.03857421875,10.81249713897705,-0.28026512067299336,5248,38.159090131521225,-0.006794778360927012
336896,45.0,1457,605.5,1,0,-88.01759087756277,0.0001,0.9121883064508438,0.0038543358,0.2,0.02197265625,23.68151092529297,-0.2320849956595339,5256,87.77207089960575,-0.007681049675738905
337408,45.0,1472,590.0,1,0,-84.8915369846113,0.0001,0.8675816655158997,0.003144065,0.2,0.03759765625,37.76750183105469,-0.2612537373788655,5264,132.52740763127804,-0.008002825641597155
337920,45.0,1164,600.0,1,0,-83.80102285966277,0.0001,0.8640272915363312,0.004790591,0.2,0.043701171875,59.206268310546875,-0.2627959785750136,5272,165.80541452765465,-0.00818453807005426
338432,45.0,1553,575.5,1,0,-81.54876922354102,0.0001,0.8968213945627213,0.0083456,0.2,0.06494140625,26.993093490600586,-0.28609521605540067,5280,64.43957374989986,-0.013998529509990476
338944,45.0,1460,566.0,1,0,-82.33352554649115,0.0001,0.7530274093151093,0.0014112066,0.2,0.016845703125,44.434940338134766,-0.26161666528787464,5288,364.0021878480911,-0.004729254505946301
339456,45.0,1483,580.0,1,0,-83.52344847794622,0.0001,0.8467486351728439,0.007906521,0.2,0.049560546875,60.560489654541016,-0.3317395426565781,5296,171.62362495064735,-0.008514465509506408
339968,45.0,1423,583.0,1,0,-82.78380631452427,0.0001,0.8669409155845642,0.0030833404,0.2,0.0263671875,26.011735916137695,-0.2622085914481431,5304,122.6944245249033,-0.006204956087458413
340480,45.0,1493,577.5,1,0,-80.15464175451547,0.0001,0.8882990255951881,0.0062113497,0.2,0.0537109375,19.037595748901367,-0.3437345763668418,5312,77.09897194802761,-0.011637250769126695
340992,45.0,1249,569.5,1,0,-80.65328036680818,0.0001,0.9151227623224258,0.0035115266,0.2,0.03564453125,42.08774185180664,-0.26991143345367163,5320,123.74843835830688,-0.008258861784270266
341504,45.0,1521,574.0,1,0,-82.23501588650048,0.0001,0.899293065071106,0.003716907,0.2,0.033935546875,26.9433650970459,-0.22501964814728126,5328,150.34977217018604,-0.007708553210250102
342016,45.0,1443,584.5,1,0,-83.85569020938128,0.0001,0.8174136132001877,0.0042206175,0.2,0.033447265625,194.08480834960938,-0.2424491536221467,5336,293.1484589278698,-0.006507861322461395
342528,45.0,1466,589.0,1,0,-83.88145545748993,0.0001,0.8299071788787842,0.0032498736,0.2,0.033935546875,105.76615142822266,-0.2818702713120729,5344,163.96354576945305,-0.00944508723114268
343040,45.0,1466,620.5,1,0,-84.158605642654,0.0001,0.8554052859544754,0.002933417,0.2,0.031982421875,25.982511520385742,-0.2738392170285806,5352,155.5179822742939,-0.010887554148212075
343552,45.0,1221,631.0,1,0,-82.15608330972492,0.0001,0.88262939453125,0.007717247,0.2,0.0322265625,38.33926773071289,-0.30200986430281773,5360,135.8293343782425,-0.010350174627092201
344064,45.0,1454,644.5,1,0,-82.1956395952031,0.0001,0.8395979851484299,0.0050684474,0.2,0.037353515625,125.97422790527344,-0.297803970053792,5368,244.59423598647118,-0.007380586066574324
344576,45.0,1456,650.5,1,0,-82.0547307337448,0.0001,0.9040338918566704,0.0046256157,0.2,0.051025390625,17.880172729492188,-0.292909218755085,5376,78.46772201359272,-0.009490734482824337
345088,45.0,1521,660.5,1,0,-82.7565627527237,0.0001,0.9526835940778255,0.0051784413,0.2,0.055419921875,11.894200325012207,-0.30888764152769,5384,36.65586505830288,-0.015027337183710188
345600,45.0,1599,681.0,1,0,-84.4391517328471,0.0001,0.8687449097633362,0.0031309559,0.2,0.0244140625,78.98078155517578,-0.25826686643995345,5392,184.3234462738037,-0.004829428286029724
346112,45.0,1530,682.0,1,0,-86.51282152125611,0.0001,0.8529166132211685,0.0044640442,0.2,0.056640625,62.3441276550293,-0.24873661500168964,5400,271.11288809776306,-0.01164182019783766
346624,45.0,1238,714.0,1,0,-85.8517976799421,0.0001,0.8003051429986954,0.0038438076,0.2,0.0283203125,90.3253402709961,-0.2894456600770354,5408,278.7273991405964,-0.007865942745411303
347136,45.0,1441,709.0,1,0,-86.75028686456382,0.0001,0.8649020493030548,0.0041057835,0.2,0.02685546875,84.98564147949219,-0.30907082895282656,5416,198.77862536907196,-0.007375325898465235
347648,45.0,1464,710.0,1,0,-86.64766379475594,0.0001,0.8767806887626648,0.0044451365,0.2,0.036865234375,28.0306453704834,-0.29578681965358555,5424,93.36228862404823,-0.010061567831144203
348160,45.0,1491,707.5,1,0,-86.57268926354125,0.0001,0.8983712270855904,0.0064920145,0.2,0.052001953125,26.99588394165039,-0.3169391427654773,5432,70.98201197385788,-0.007997711822099518
348672,45.0,1475,697.5,1,0,-86.3662108875811,0.0001,0.8835045546293259,0.0073018046,0.2,0.0439453125,61.15947723388672,-0.2760323418187909,5440,172.2504199743271,-0.011825459579995368
349184,45.0,1283,693.0,1,0,-86.56339679736644,0.0001,0.9008115604519844,0.005350684,0.2,0.0361328125,107.57093048095703,-0.2759690269595012,5448,149.02235597372055,-0.0060479559579107445
349696,45.0,1475,702.0,1,0,-89.12932158246636,0.0001,0.8238968104124069,0.0031947112,0.2,0.0244140625,115.11417388916016,-0.3122234405018389,5456,319.18926906585693,-0.005731323049985804
350208,45.0,1494,704.5,1,0,-88.7031368678622,0.0001,0.8880241587758064,0.0037211224,0.2,0.04443359375,30.04520034790039,-0.33395881636533886,5464,100.69627000391483,-0.008836624911054969
350720,45.0,1437,714.5,1,0,-87.56546724481508,0.0001,0.7874422669410706,0.003746684,0.2,0.02099609375,105.80611419677734,-0.29639999382197857,5472,230.87990647554398,-0.004730745597044006
351232,45.0,1453,690.0,1,0,-88.70511692544446,0.0001,0.8497274667024612,0.0064563286,0.2,0.0693359375,64.02315521240234,-0.3057143382029608,5480,142.50171196460724,-0.011626976607658435
351744,45.0,1181,666.0,1,0,-88.51149337887765,0.0001,0.8652978837490082,0.0052916044,0.2,0.05322265625,70.56592559814453,-0.3269096508156508,5488,142.3462515771389,-0.009844764324952848
352256,45.0,1456,665.5,1,0,-90.10152072777971,0.0001,0.8566651940345764,0.0040394315,0.2,0.047119140625,92.25594329833984,-0.3112466918537393,5496,148.9248309880495,-0.010174670514970785
352768,45.0,1434,675.5,1,0,-90.30141943616792,0.0001,0.8560915291309357,0.0075194994,0.2,0.05322265625,19.058433532714844,-0.31119142344687134,5504,140.87920889258385,-0.012004577889456414
353280,45.0,1515,664.0,1,0,-90.29994005749002,0.0001,0.9001315981149673,0.006343473,0.2,0.039306640625,45.003562927246094,-0.3082884351024404,5512,137.4116957783699,-0.009955211869964842
353792,45.0,1501,656.0,1,0,-90.49531014660373,0.0001,0.8844749480485916,0.0033279052,0.2,0.03564453125,47.15815734863281,-0.25595936516765505,5520,161.71125769615173,-0.007584491591842379
354304,45.0,1399,643.0,1,0,-88.02058528728783,0.0001,0.8654153943061829,0.006221728,0.2,0.043701171875,41.4752082824707,-0.3301219743443653,5528,175.5434610247612,-0.009540347076836042
354816,45.0,1400,652.5,1,0,-87.83430161748082,0.0001,0.893039844930172,0.0021035068,0.2,0.01904296875,39.042179107666016,-0.2573757946956903,5536,173.72540816664696,-0.004569911943690386
355328,45.0,1485,628.0,1,0,-84.76468172518537,0.0001,0.9109398797154427,0.0049869954,0.2,0.039794921875,16.530797958374023,-0.33203704620245844,5544,71.46616643667221,-0.007237667352455901
355840,45.0,1455,620.0,1,0,-86.940577713307,0.0001,0.7842649966478348,0.0032639364,0.2,0.01953125,199.08119201660156,-0.3048713852185756,5552,434.95304149389267,-0.009864727275271434
356352,45.0,1425,653.5,1,0,-88.15099788403138,0.0001,0.7430709600448608,0.0051116156,0.2,0.05126953125,51.45368576049805,-0.3349804434692487,5560,248.32546642422676,-0.0097499405965209
356864,45.0,1294,652.0,1,0,-87.0389991815202,0.0001,0.9156774654984474,0.0058393124,0.2,0.056884765625,27.840925216674805,-0.3343126302352175,5568,91.93504379689693,-0.009698155263322406
357376,45.0,1219,653.0,1,0,-87.41508092196658,0.0001,0.8015957921743393,0.005772192,0.2,0.058837890625,92.68003845214844,-0.3402030923170969,5576,278.02220606803894,-0.0067019771740888245
357888,45.0,1471,656.5,1,0,-87.81227051528171,0.0001,0.8697842657566071,0.0044934447,0.2,0.03369140625,76.07952117919922,-0.32532814203295857,5584,171.80689787864685,-0.009722153547045309
358400,45.0,1459,687.0,1,0,-87.96879316376523,0.0001,0.9458498805761337,0.007727848,0.2,0.045654296875,11.338773727416992,-0.3461537449620664,5592,53.227892860770226,-0.007820161314157303
358912,45.0,1540,668.5,1,0,-87.28210078822448,0.0001,0.9229650869965553,0.0052640443,0.2,0.04931640625,28.36590003967285,-0.33016417268663645,5600,87.38192237913609,-0.009790538642846514
359424,45.0,1487,676.0,1,0,-90.49894882261754,0.0001,0.9284335747361183,0.0073613822,0.2,0.059814453125,15.493401527404785,-0.3263210713630542,5608,162.3150755763054,-0.011057618030463345
359936,45.0,1269,641.5,1,0,-90.4413686507754,0.0001,0.9152512699365616,0.0048095346,0.2,0.04443359375,20.165203094482422,-0.3194571047788486,5616,90.53666566312313,-0.00915637677826453
360448,45.0,1406,656.5,1,0,-92.62825543513522,0.0001,0.7860104739665985,0.0055062906,0.2,0.0517578125,78.36698913574219,-0.3433726398507133,5624,287.58557841181755,-0.013709327606193256
360960,45.0,1476,636.0,1,0,-90.62191604888066,0.0001,0.7571259886026382,0.006584324,0.2,0.06005859375,27.823017120361328,-0.32640148245263845,5632,112.31181635707617,-0.012981979525648057
361472,45.0,1513,650.5,1,0,-90.2315805494599,0.0001,0.9055436328053474,0.008741533,0.2,0.05810546875,9.452027320861816,-0.35403545177541673,5640,46.4999338388443,-0.008984587591839954
361984,45.0,1578,616.0,1,0,-90.32710730370134,0.0001,0.9003036245703697,0.0061589503,0.2,0.049072265625,8.869353294372559,-0.3156971528660506,5648,193.17578215897083,-0.008452052297798218
362496,45.0,1280,575.5,1,0,-92.81779418539256,0.0001,0.8960821256041527,0.002531631,0.2,0.02392578125,86.75006103515625,-0.26249690767144784,5656,245.1789380311966,-0.00831144762923941
363008,45.0,1560,542.0,1,0,-96.4239082916081,0.0001,0.8069945722818375,0.0025207547,0.2,0.0166015625,81.48371124267578,-0.26191065087914467,5664,479.179611325264,-0.007361608415521914
363520,45.0,1670,518.5,1,0,-97.26522602509708,0.0001,0.807303860783577,0.0019751969,0.2,0.0205078125,290.0303955078125,-0.30255464918445796,5672,350.66195607185364,-0.00632177420266089
364032,45.0,1513,510.5,1,0,-99.82033213606104,0.0001,0.7340758442878723,0.0016101152,0.2,0.01611328125,224.21884155273438,-0.23294114175951108,5680,742.8877265453339,-0.005313284593285061
364544,45.0,1508,537.0,1,0,-99.53093333041295,0.0001,0.7852575033903122,0.0026751799,0.2,0.018310546875,253.5247039794922,-0.2828206007834524,5688,290.17426896095276,-0.008217633068852592
365056,45.0,1391,542.0,1,0,-97.0167392646335,0.0001,0.8453372716903687,0.0056575723,0.2,0.039794921875,353.8509826660156,-0.3083927867701277,5696,228.0812979787588,-0.00836652507132385
365568,45.0,1189,547.5,1,0,-95.9744404993765,0.0001,0.9390265345573425,0.0036814688,0.2,0.031982421875,19.97113800048828,-0.25385217735311016,5704,53.75537072122097,-0.00830925595437293
366080,45.0,1559,529.5,1,0,-95.02162705089897,0.0001,0.8969040066003799,0.012534598,0.2,0.076904296875,39.159324645996094,-0.29022605426143855,5712,101.62400569021702,-0.015488806580833625
366592,45.0,1423,569.5,1,0,-95.45886931657792,0.0001,0.8451498299837112,0.004262833,0.2,0.03369140625,50.695674896240234,-0.29022219276521355,5720,417.55572026968,-0.006520387913042214
367104,45.0,1497,583.0,1,0,-91.70466024821624,0.0001,0.9165970906615257,0.0053790146,0.2,0.04736328125,17.414989471435547,-0.26831437333021313,5728,71.2656349092722,-0.007822913241398055
367616,45.0,1462,600.5,1,0,-90.96681531686336,0.0001,0.8593149781227112,0.007365969,0.2,0.05078125,103.76042175292969,-0.2778556499397382,5736,240.63684105873108,-0.014511607561871642
368128,45.0,1279,615.5,1,0,-90.43583093438298,0.0001,0.9430492334067822,0.0033590985,0.2,0.033203125,14.93596076965332,-0.282215443556197,5744,61.7573477178812,-0.007055020847474225
368640,45.0,1476,616.0,1,0,-89.40331854321063,0.0001,0.8842135220766068,0.0077930884,0.2,0.056884765625,60.629512786865234,-0.2502298067556694,5752,296.807294934988,-0.00785654405990499
369152,45.0,1519,613.5,1,0,-89.63180980509146,0.0001,0.9003152996301651,0.007716818,0.2,0.0595703125,23.515180587768555,-0.32759424939285964,5760,110.03950609266758,-0.010707983121392317
369664,45.0,1530,611.0,1,0,-91.30897418711335,0.0001,0.8295183926820755,0.0032988326,0.2,0.02783203125,45.000213623046875,-0.3085899919969961,5768,352.8704939186573,-0.006163914571516216
370176,45.0,1507,613.0,1,0,-93.70722515115514,0.0001,0.8697143346071243,0.0031937454,0.2,0.01953125,126.99833679199219,-0.2690667442511767,5776,205.63563799858093,-0.00801644201419549
370688,45.0,1200,631.0,1,0,-95.20774602945895,0.0001,0.8747054636478424,0.010584084,0.2,0.07763671875,86.4850082397461,-0.3063852757913992,5784,150.0306045114994,-0.012472675429307856
371200,45.0,1480,639.5,1,0,-91.44085341531783,0.0001,0.911907784640789,0.006858004,0.2,0.07177734375,27.814525604248047,-0.295610100729391,5792,93.50950899720192,-0.014077530489885248
371712,45.0,1345,637.0,1,0,-90.39284879112616,0.0001,0.9145162031054497,0.0064264354,0.2,0.02783203125,26.712404251098633,-0.309631924610585,5800,115.92741760611534,-0.007834039104636759
372224,45.0,1496,652.0,1,0,-89.57702631657943,0.0001,0.9303834065794945,0.0070612305,0.2,0.051513671875,19.050552368164062,-0.32442731293849647,5808,64.1346984654665,-0.006166607534396462
372736,45.0,1531,644.0,1,0,-87.46576899616048,0.0001,0.9260596185922623,0.0048663327,0.2,0.034423828125,23.139524459838867,-0.28746120969299227,5816,159.38684298098087,-0.008570932288421318
373248,45.0,1493,659.0,1,0,-88.55835099179298,0.0001,0.84906305372715,0.0020543658,0.2,0.01611328125,42.54041290283203,-0.2830367375863716,5824,291.18116211891174,-0.005205818721151445
373760,45.0,1199,665.5,1,0,-87.67904659440741,0.0001,0.7801512628793716,0.0037751566,0.2,0.031494140625,40.52336120605469,-0.30248740955721587,5832,203.85960417985916,-0.0073558426011004485
374272,45.0,1462,653.5,1,0,-86.33712832260876,0.0001,0.8800085708498955,0.0059696096,0.2,0.037109375,22.925251007080078,-0.31271719420328736,5840,123.40239337086678,-0.010943398003291804
374784,45.0,1490,646.0,1,0,-86.80973371829838,0.0001,0.96267494186759,0.010950333,0.2,0.074462890625,10.87565803527832,-0.2853146110428497,5848,34.51875162869692,-0.009522614993329626
375296,45.0,1453,657.0,1,0,-88.2464664939791,0.0001,0.9068973511457443,0.004449795,0.2,0.041748046875,29.16753578186035,-0.2805632068775594,5856,176.1627527922392,-0.00944483132843743
375808,45.0,1507,656.5,1,0,-88.78229828285053,0.0001,0.9520372115075588,0.008096151,0.2,0.077392578125,10.27573013305664,-0.2935609510168433,5864,43.42767000198364,-0.012794343208952341
376320,45.0,1256,654.0,1,0,-88.42702645743266,0.0001,0.92363640666008,0.007549377,0.2,0.05419921875,31.122072219848633,-0.28339772659819573,5872,97.21523009240627,-0.010761085941339843
376832,45.0,1564,640.5,1,0,-90.1976621282287,0.0001,0.8403921872377396,0.004383593,0.2,0.041259765625,159.3529052734375,-0.29215595684945583,5880,310.4631022512913,-0.007703989569563419
377344,45.0,1464,661.0,1,0,-90.35527126504108,0.0001,0.9027676209807396,0.0031339363,0.2,0.023193359375,594.9855346679688,-0.26305615110322833,5888,231.32183668017387,-0.00656905196592561
377856,45.0,1452,668.5,1,0,-87.51435149800032,0.0001,0.8877751603722572,0.010987656,0.2,0.063720703125,16.23601722717285,-0.28920659830328077,5896,63.657009564340115,-0.012550680803542491
378368,45.0,1460,650.5,1,0,-87.20988327160478,0.0001,0.9306955114006996,0.009172697,0.2,0.06787109375,15.6661958694458,-0.3274587616324425,5904,56.91676980257034,-0.010527003032620996
378880,45.0,1213,645.5,1,0,-88.33509036259726,0.0001,0.8381168097257614,0.0027263584,0.2,0.038330078125,197.7286376953125,-0.269448624108918,5912,262.4026956856251,-0.008550435301003745
379392,45.0,1492,638.5,1,0,-89.17837362697348,0.0001,0.9435575194656849,0.00904189,0.2,0.0625,15.969979286193848,-0.32632520666811615,5920,45.04670092463493,-0.0074273828431614675
379904,45.0,1501,634.0,1,0,-90.87343076849356,0.0001,0.8226842284202576,0.005187976,0.2,0.03662109375,86.44743347167969,-0.3098687659949064,5928,302.4851921200752,-0.008234146174800117
380416,45.0,1515,626.5,1,0,-92.4585928414017,0.0001,0.9061874747276306,0.00363521,0.2,0.03076171875,48.79862594604492,-0.27280999918002635,5936,171.84256228804588,-0.007203949950053357
380928,45.0,1469,642.5,1,0,-93.90340451670811,0.0001,0.8969450369477272,0.0046447697,0.2,0.03076171875,89.97559356689453,-0.2880577074829489,5944,134.2876206189394,-0.007510492658184376
381440,45.0,1528,641.0,1,0,-92.57678635420278,0.0001,0.9323477819561958,0.0019594855,0.2,0.016845703125,17.7301082611084,-0.2717020664131269,5952,69.05998693406582,-0.006475362679339014
381952,45.0,1548,617.0,1,0,-93.00188346084207,0.0001,0.9353846833109856,0.0046218187,0.2,0.051513671875,9.442488670349121,-0.27109380019828677,5960,140.792157843709,-0.006473233486758545
382464,45.0,1490,604.5,1,0,-96.51158495102078,0.0001,0.8108826726675034,0.001807052,0.2,0.017578125,80.2513427734375,-0.27192745613865554,5968,439.50471714138985,-0.005133703751198482
382976,45.0,1367,620.5,1,0,-96.13588278241455,0.0001,0.8161126226186752,0.0025347215,0.2,0.021728515625,23.673381805419922,-0.2934332973090932,5976,285.75103440880775,-0.006973937808652408
383488,45.0,1476,616.0,1,0,-93.99738326849416,0.0001,0.7914645820856094,0.0042246473,0.2,0.032958984375,70.19446563720703,-0.2925520761637017,5984,227.55096572637558,-0.007672508567338809
