raw/gen/time/iterations,raw/gen/time/fps,raw/gen/time/total_timesteps,raw/gen/time/time_elapsed,raw/gen/train/explained_variance,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_range,raw/gen/train/clip_fraction,raw/gen/train/entropy_loss,raw/gen/train/approx_kl,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/loss,raw/gen/train/n_updates,raw/gen/train/learning_rate,raw/gen/train/value_loss
3,681,262144,9,5.960464477539063e-08,-0.00012973872944712638,0.1,0.0,-1.6018241763114929,1.3838522e-05,-100.02917890131474,83.97406768798828,635,0.00010230769230769232,351.75341796875
4,623,264192,13,1.7881393432617188e-07,-0.000116810854524374,0.1,0.0,-1.6014156937599182,1.46828825e-05,-98.74682374179363,90.82698822021484,640,0.00010153846153846153,361.1467651367187
5,589,266240,17,0.0,-7.633374771103263e-05,0.1,0.0,-1.6006890892982484,1.1636788e-05,-98.86249113440513,85.77314758300781,645,0.00010076923076923077,354.55460357666016
1,2087,268288,0,1.7881393432617188e-07,-2.9309082310646773e-05,0.1,0.0,-1.6002932786941528,2.674613e-06,-98.11104702293873,86.15037536621094,650,0.0001,331.354296875
2,803,270336,5,5.960464477539063e-08,-5.295437294989824e-05,0.1,0.0,-1.6002024173736573,4.7231442e-06,-98.65104637384415,90.00896453857422,655,0.00010296296296296297,366.30157165527345
3,671,272384,9,0.0,-4.01471508666873e-05,0.1,0.0,-1.5998351216316222,5.5708806e-06,-99.62483315110207,100.19063568115234,660,0.00010222222222222223,398.3789581298828
4,620,274432,13,2.980232238769531e-07,-7.451538695022464e-05,0.1,0.0,-1.5993386149406432,8.802628e-06,-102.34695186495782,89.47794342041016,665,0.00010148148148148149,365.8110885620117
5,591,276480,17,0.0,-0.0001328704645857215,0.1,0.0,-1.5987387895584106,1.1418277e-05,-100.77529845774174,79.55117797851562,670,0.00010074074074074075,328.10794525146486
1,2539,278528,0,5.960464477539063e-08,8.274381980299949e-06,0.1,0.0,-1.5984975576400757,1.3168319e-06,-100.5680427134037,97.98493957519531,675,0.0001,387.09351043701173
2,825,280576,4,5.960464477539063e-08,-6.673077587038279e-05,0.1,0.0,-1.5985153377056123,4.9674127e-06,-102.3787247878313,103.27619171142578,680,0.00010285714285714286,410.3952331542969
3,664,282624,9,1.7881393432617188e-07,-6.894487887620926e-05,0.1,0.0,-1.5980062246322633,7.687893e-06,-104.49088289499282,90.79426574707031,685,0.00010214285714285715,373.1374313354492
4,610,284672,13,5.960464477539063e-08,-0.00010738755809143185,0.1,0.0,-1.5973260581493378,1.13632705e-05,-105.17059789478779,99.53237915039062,690,0.00010142857142857143,401.3475860595703
5,581,286720,17,0.0,-0.0002774866297841072,0.1,0.0,-1.5963824689388275,3.067864e-05,-104.39870009601117,93.5813217163086,695,0.00010071428571428571,385.81230010986326
1,2483,288768,0,0.0,-6.121315527707338e-05,0.1,0.0,-1.5953959584236146,1.474953e-05,-104.95194727361202,93.77037048339844,700,0.0001,385.4381607055664
2,830,290816,4,0.0,-2.1830847254022955e-05,0.1,0.0,-1.594707190990448,2.8634386e-06,-106.52247930288314,109.81404113769531,705,0.00010275862068965518,430.7621368408203
3,669,292864,9,0.0,-2.285819500684738e-05,0.1,0.0,-1.5948146164417267,3.477442e-06,-108.37259475290776,102.22532653808594,710,0.0001020689655172414,415.24874725341795
4,606,294912,13,1.1920928955078125e-07,-5.043869605287909e-05,0.1,0.0,-1.5951703906059265,7.3933334e-06,-108.1160211020708,96.71125030517578,715,0.00010137931034482759,390.74763641357424
5,581,296960,17,0.0,-1.1314020957797765e-05,0.1,0.0,-1.59538032412529,2.1755986e-06,-106.68075875997543,99.95661163330078,720,0.0001006896551724138,387.3928680419922
1,2571,299008,0,0.0,-0.00010562756797298789,0.1,0.0,-1.5948935627937317,1.4745485e-05,-107.60061751127243,111.13610076904297,725,0.0001,437.0083480834961
2,846,301056,4,1.7881393432617188e-07,-0.0001854837406426668,0.1,0.0,-1.5941353380680083,2.2327062e-05,-109.74531350612641,104.49393463134766,730,0.00010266666666666666,425.60059814453126
3,686,303104,8,0.0,-8.78447201102972e-05,0.1,0.0,-1.5941560506820678,1.0235992e-05,-111.10409194111824,108.81295776367188,735,0.00010200000000000001,425.849267578125
4,628,305152,13,1.7881393432617188e-07,-0.00014145715977065265,0.1,0.0,-1.5952553927898407,1.941956e-05,-110.67078218817711,99.71089172363281,740,0.00010133333333333333,401.00680084228514
5,596,307200,17,3.5762786865234375e-07,-0.00020226275082677603,0.1,0.0,-1.5957873940467835,2.644313e-05,-109.94884657740593,100.03978729248047,745,0.00010066666666666667,411.26175689697266
1,2090,309248,0,0.0,-0.00011310912086628377,0.1,0.0,-1.596157443523407,1.6013742e-05,-109.16348857879639,99.52934265136719,750,0.0001,405.54504241943357
2,799,311296,5,0.0,-0.00016102667432278396,0.1,0.0,-1.5958081483840942,1.7380633e-05,-109.64325127601623,100.83375549316406,755,0.00010258064516129033,392.6064727783203
3,665,313344,9,0.0,-0.0002743932884186506,0.1,0.0,-1.5954614937305451,3.2824493e-05,-109.29811119914055,95.9775390625,760,0.00010193548387096775,386.2444534301758
4,609,315392,13,0.0,-4.9420399591326714e-05,0.1,0.0,-1.5952832281589509,1.40810735e-05,-108.88560735940933,101.7750015258789,765,0.00010129032258064517,410.3285568237305
5,580,317440,17,0.0,-2.5107013061642647e-05,0.1,0.0,-1.595079481601715,3.464549e-06,-108.69411307573318,89.66925811767578,770,0.00010064516129032259,370.9438537597656
1,2518,319488,0,1.7881393432617188e-07,-0.00012846223544329404,0.1,0.0,-1.5954985678195954,1.8131104e-05,-108.51804171800613,94.61767578125,775,0.0001,383.78633575439454
2,794,321536,5,2.384185791015625e-07,-0.00011012720642611384,0.1,0.0,-1.5961165606975556,1.9656349e-05,-107.07557606339455,90.2365951538086,780,0.00010250000000000001,368.2365524291992
3,657,323584,9,2.384185791015625e-07,-2.8325850144028665e-05,0.1,0.0,-1.5972419440746308,1.2816541e-05,-107.58352399230003,92.18340301513672,785,0.00010187500000000001,375.6292388916016
4,606,325632,13,3.5762786865234375e-07,-9.556615259498357e-06,0.1,0.0,-1.5975498616695405,1.842418e-06,-107.1689824783802,92.0215072631836,790,0.00010125,364.4325439453125
5,580,327680,17,2.384185791015625e-07,-0.0002860550885088742,0.1,0.0,-1.596944946050644,4.7734444e-05,-107.10093588829041,93.79293823242188,795,0.000100625,373.0522262573242
1,2681,329728,0,2.384185791015625e-07,-0.00019370699301362037,0.1,0.0,-1.5954986333847045,3.149928e-05,-107.35491260051727,91.59181213378906,800,0.0001,365.95272064208984
2,831,331776,4,0.0,-2.303717192262411e-05,0.1,0.0,-1.595127320289612,7.3617557e-06,-106.71016283154488,88.5810775756836,805,0.00010242424242424243,355.853581237793
3,660,333824,9,1.1920928955078125e-07,-3.533530980348587e-05,0.1,0.0,-1.5954374492168426,4.5155175e-06,-106.86238527297974,90.49822998046875,810,0.00010181818181818183,358.4475952148438
4,608,335872,13,1.1920928955078125e-07,-6.457621930167079e-05,0.1,0.0,-1.5953830003738403,1.0192714e-05,-106.87086535573006,95.8300552368164,815,0.00010121212121212121,371.54896392822263
5,583,337920,17,2.384185791015625e-07,-2.5071692653000356e-05,0.1,0.0,-1.595577335357666,3.3564284e-06,-107.5272556912899,91.2867431640625,820,0.00010060606060606062,364.75886688232424
1,2661,339968,0,1.7881393432617188e-07,-1.551711466163397e-05,0.1,0.0,-1.5954650044441223,2.3905304e-06,-107.21010874986649,85.01427459716797,825,0.0001,350.38765716552734
2,845,342016,4,1.1920928955078125e-07,-8.684867061674595e-05,0.1,0.0,-1.5955052077770233,1.3455981e-05,-106.48956931233405,86.9142074584961,830,0.00010235294117647059,344.52928466796874
3,686,344064,8,0.0,-0.00010692111682146788,0.1,0.0,-1.5948125660419463,1.9627652e-05,-105.76788229107856,87.60917663574219,835,0.00010176470588235295,346.8832061767578
4,616,346112,13,2.384185791015625e-07,-2.9593054205179214e-05,0.1,0.0,-1.5944510996341705,8.390547e-06,-105.34999936819077,83.98980712890625,840,0.0001011764705882353,333.8152908325195
5,589,348160,17,1.7881393432617188e-07,-7.267904002219438e-05,0.1,0.0,-1.595721423625946,4.0460174e-05,-105.32868234872818,82.78594970703125,845,0.00010058823529411765,336.12630157470704
1,2669,350208,0,1.1920928955078125e-07,-0.0002521538408473134,0.1,0.0,-1.5965633869171143,5.1532377e-05,-104.93561410665512,86.54518127441406,850,0.0001,335.4926391601563
2,832,352256,4,0.0,-7.369967643171549e-05,0.1,0.0,-1.5957980096340179,2.6051915e-05,-105.23845007658005,85.2375259399414,855,0.00010228571428571429,337.08314056396483
3,677,354304,9,3.5762786865234375e-07,-0.00037348181940615176,0.1,0.0,-1.5956146597862244,4.9890747e-05,-104.97502833366394,82.54113006591797,860,0.00010171428571428572,326.4512115478516
4,622,356352,13,2.384185791015625e-07,-5.963623989373446e-05,0.1,0.0,-1.5961963355541229,2.5062269e-05,-105.69814909458161,84.3199462890625,865,0.00010114285714285715,349.68421325683596
5,593,358400,17,1.1920928955078125e-07,-0.00012894603423774242,0.1,0.0,-1.5957816123962403,2.647753e-05,-105.69062056303024,84.6139144897461,870,0.00010057142857142857,336.85997619628904
1,2182,360448,0,1.1920928955078125e-07,-6.89830631017685e-07,0.1,0.0,-1.5949874758720397,9.4076095e-06,-105.83417534470559,79.20469665527344,875,0.0001,329.21348571777344
2,818,362496,5,1.7881393432617188e-07,-5.1000900566577914e-05,0.1,0.0,-1.5953005611896516,1.2076751e-05,-105.83130217194557,83.7059097290039,880,0.00010222222222222223,337.31355438232424
3,676,364544,9,2.384185791015625e-07,-0.0004369712434709072,0.1,0.0,-1.5966675341129304,9.2597096e-05,-105.89328979611396,81.78321838378906,885,0.00010166666666666668,336.7382781982422
4,624,366592,13,1.1920928955078125e-07,-7.927442202344537e-05,0.1,0.0,-1.5985910534858703,4.886475e-05,-106.39351084232331,87.75894927978516,890,0.00010111111111111112,338.8279693603516
5,595,368640,17,1.7881393432617188e-07,-0.00010277321562170982,0.1,0.0,-1.5983664572238923,3.5321515e-05,-106.79629414200782,85.4227523803711,895,0.00010055555555555555,343.76190490722655
1,2533,370688,0,2.384185791015625e-07,-0.0002972744172438979,0.1,0.0,-1.5967565894126892,5.0189497e-05,-107.2458144569397,85.50508880615234,900,0.0001,344.2489501953125
2,790,372736,5,1.7881393432617188e-07,-0.0001719159190542996,0.1,0.0,-1.5962154388427734,3.7663878e-05,-107.41326232671737,82.86808776855469,905,0.00010216216216216217,338.19170532226565
3,661,374784,9,0.0,-0.00014903885312378407,0.1,0.0,-1.5972933411598205,3.2197364e-05,-107.72312876343727,86.10395812988281,910,0.00010162162162162162,346.97069549560547
4,609,376832,13,1.1920928955078125e-07,-5.3891213610768315e-06,0.1,0.0,-1.598412948846817,1.3177691e-05,-107.89582884788513,87.12448120117188,915,0.00010108108108108109,345.26500701904297
5,584,378880,17,1.1920928955078125e-07,-0.00014822252560406924,0.1,0.0,-1.5985399305820465,1.7600483e-05,-108.13808496952056,84.98187255859375,920,0.00010054054054054053,342.561540222168
1,2588,380928,0,1.1920928955078125e-07,-0.00022862398764118553,0.1,0.0,-1.5978228986263274,3.7832768e-05,-108.01974243164062,85.0142593383789,925,0.0001,341.0778472900391
2,827,382976,4,1.1920928955078125e-07,-6.450219079852104e-05,0.1,0.0,-1.5971228361129761,1.6561797e-05,-108.03312901973725,83.39442443847656,930,0.00010210526315789474,344.5032028198242
3,676,385024,9,0.0,-0.0003479951061308384,0.1,0.0,-1.5965107202529907,5.8885606e-05,-108.17567638993263,84.51251220703125,935,0.00010157894736842107,343.881640625
4,608,387072,13,0.0,5.882582627236843e-06,0.1,0.0,-1.5957074463367462,1.2243894e-05,-108.46358102321625,85.71475219726562,940,0.00010105263157894738,345.3985961914062
5,579,389120,17,0.0,-5.640089511871338e-06,0.1,0.0,-1.595395827293396,2.1093e-06,-108.68778277516365,82.56632995605469,945,0.00010052631578947369,344.9463180541992
1,2458,391168,0,1.1920928955078125e-07,-0.00022890258114784955,0.1,0.0,-1.594896274805069,3.653296e-05,-108.48202215313911,83.8243408203125,950,0.0001,338.2160888671875
2,835,393216,4,0.0,-9.952348191291093e-05,0.1,0.0,-1.5938417792320252,2.286164e-05,-108.26104952573776,82.14279174804688,955,0.00010205128205128206,337.9695388793945
3,681,395264,9,1.1920928955078125e-07,-9.779250249266624e-05,0.1,0.0,-1.5944458842277527,3.0068302e-05,-107.99225180625916,83.20708465576172,960,0.00010153846153846153,335.5591567993164
4,627,397312,13,1.1920928955078125e-07,-0.00024935253895819187,0.1,0.0,-1.5958566963672638,5.468508e-05,-108.05626129031181,83.88249206542969,965,0.00010102564102564103,336.48536987304686
5,591,399360,17,5.960464477539063e-08,-0.00070816520601511,0.1,0.0,-1.597026962041855,0.00014543592,-107.91948791265487,82.4206771850586,970,0.00010051282051282052,332.8933837890625
1,2783,401408,0,0.0,4.586478462442756e-05,0.1,0.0,-1.5976401090621948,2.4232315e-05,-107.87492479920387,82.90294647216797,975,0.0001,333.3972854614258
2,850,403456,4,5.960464477539063e-08,-6.295132916420699e-05,0.1,0.0,-1.5973345041275024,1.5947648e-05,-107.43523594856262,79.84429168701172,980,0.00010200000000000001,322.6449005126953
3,695,405504,8,5.960464477539063e-08,-0.0002880337415263057,0.1,0.0,-1.5969271183013916,4.7090085e-05,-106.89869042754174,79.50037384033203,985,0.0001015,319.80139923095703
4,634,407552,12,0.0,-0.00018030400387942792,0.1,0.0,-1.5968058466911317,5.9435755e-05,-106.45791879534721,78.5711441040039,990,0.000101,316.977278137207
5,605,409600,16,5.960464477539063e-08,-0.00031946308445185423,0.1,0.0,-1.597280615568161,7.146358e-05,-106.45334560394286,81.09089660644531,995,0.0001005,323.9611022949219
1,2565,411648,0,0.0,-9.261873783543706e-05,0.1,0.0,-1.5975459039211273,2.2196647e-05,-106.56973256230354,78.51922607421875,1000,0.0001,320.38489532470703
2,814,413696,5,1.1920928955078125e-07,-0.00010351077653467656,0.1,0.0,-1.597515767812729,3.894273e-05,-106.27529520273208,77.82624816894531,1005,0.00010195121951219512,309.9636734008789
3,662,415744,9,1.1920928955078125e-07,-0.0001022893120534718,0.1,0.0,-1.597899502515793,2.8477545e-05,-105.7263449883461,76.64341735839844,1010,0.00010146341463414635,309.8292724609375
4,613,417792,13,2.980232238769531e-07,-0.0003806528868153691,0.1,0.0,-1.597824102640152,7.038782e-05,-105.32700335621834,75.49408721923828,1015,0.00010097560975609757,308.28267059326174
5,587,419840,17,0.0,-0.00011036219075322151,0.1,0.0,-1.5985020518302917,4.336139e-05,-105.02427862763405,74.79009246826172,1020,0.00010048780487804879,302.51561279296874
1,2774,421888,0,0.0,-0.00033107184572145343,0.1,0.0,-1.5992715537548066,9.0264744e-05,-104.94145399689674,73.56150817871094,1025,0.0001,303.1983383178711
2,863,423936,4,5.960464477539063e-08,-0.00011817635968327522,0.1,0.0,-1.6005579352378845,3.8058788e-05,-104.65238990545272,73.4479751586914,1030,0.00010190476190476192,303.93343353271484
3,694,425984,8,1.7881393432617188e-07,-0.0004807554476428777,0.1,0.0,-1.5998392045497893,0.00012709084,-104.61545921325684,73.9852523803711,1035,0.00010142857142857143,302.09943237304685
4,622,428032,13,0.0,-3.0790094751864674e-05,0.1,0.0,-1.5987474203109742,3.2623182e-05,-104.61592586636543,75.0472640991211,1040,0.00010095238095238096,304.7962280273438
5,595,430080,17,0.0,-0.00012128758244216442,0.1,0.0,-1.5984025597572327,2.6880269e-05,-104.60713732719421,75.345703125,1045,0.00010047619047619048,299.79779357910155
1,2687,432128,0,0.0,-3.101779147982597e-05,0.1,0.0,-1.5979466915130616,1.2469303e-05,-104.41432197928428,70.48065185546875,1050,0.0001,295.0385177612305
2,826,434176,4,0.0,-0.0001123432070016861,0.1,0.0,-1.597676146030426,2.3912638e-05,-103.60628766894341,72.33667755126953,1055,0.00010186046511627909,287.74768218994143
3,672,436224,9,1.1920928955078125e-07,-0.00039354433538392187,0.1,0.0,-1.5984506487846375,0.00011045797,-103.21337192296981,71.39315795898438,1060,0.00010139534883720931,290.2343048095703
4,618,438272,13,1.7881393432617188e-07,-0.0002822315553203225,0.1,0.0,-1.598839008808136,9.395159e-05,-102.90551595211029,69.1761703491211,1065,0.00010093023255813953,286.0869171142578
5,589,440320,17,0.0,-9.17310593649745e-05,0.1,0.0,-1.5992199718952178,2.1120562e-05,-102.87673018157483,68.9946517944336,1070,0.00010046511627906977,287.25220184326173
1,2226,442368,0,0.0,-9.505769703537226e-05,0.1,0.0,-1.6001568138599396,4.3724518e-05,-103.39393368899822,74.2576675415039,1075,0.0001,298.8037704467773
2,825,444416,4,5.960464477539063e-08,-6.24816631898284e-05,0.1,0.0,-1.600289124250412,1.4703022e-05,-103.29938458681107,71.31074523925781,1080,0.00010181818181818183,285.14161224365233
3,678,446464,9,0.0,-0.0001271948218345642,0.1,0.0,-1.5991395950317382,4.908553e-05,-103.44673448383809,73.00848388671875,1085,0.00010136363636363637,290.9939270019531
4,622,448512,13,0.0,-0.00030668876133859156,0.1,0.0,-1.598784613609314,8.75089e-05,-103.0373999351263,70.59713745117188,1090,0.0001009090909090909,286.7797058105469
5,596,450560,17,-1.1920928955078125e-07,-0.00019887728267349304,0.1,0.0,-1.5992107629776,7.5047516e-05,-103.00178096473218,72.4806137084961,1095,0.00010045454545454546,284.9776245117188
1,2795,452608,0,0.0,-0.0002293146913871169,0.1,0.0,-1.5987578690052033,8.3701685e-05,-103.44338195383548,75.18695831298828,1100,0.0001,297.97301330566404
2,806,454656,5,0.0,-0.0002947524015326053,0.1,0.0,-1.599551945924759,0.00011431967,-104.30668685257434,75.171630859375,1105,0.00010177777777777778,306.45055236816404
3,674,456704,9,0.0,-0.0002006009337492287,0.1,0.0,-1.6004501342773438,6.916511e-05,-105.01096477389336,73.72833251953125,1110,0.00010133333333333333,300.92548828125
4,618,458752,13,0.0,-0.00023651066585443913,0.1,0.0,-1.6003398239612578,7.0521404e-05,-104.9776825672388,72.5062026977539,1115,0.00010088888888888889,296.7318969726563
5,591,460800,17,0.0,3.928027581423521e-06,0.1,0.0,-1.600432139635086,2.1086773e-05,-104.95908685147762,75.85368347167969,1120,0.00010044444444444445,302.10357666015625
1,2541,462848,0,0.0,-6.641189102083445e-05,0.1,0.0,-1.600236052274704,1.7097365e-05,-104.85980430066586,75.08092498779297,1125,0.0001,296.91749877929686
2,845,464896,4,0.0,-9.138456080108881e-05,0.1,0.0,-1.5999267995357513,2.8241047e-05,-104.78582870960236,72.30950927734375,1130,0.00010173913043478261,294.1971832275391
3,676,466944,9,0.0,-5.283334758132696e-05,0.1,0.0,-1.599807995557785,2.8941839e-05,-104.61673943281174,74.1190414428711,1135,0.00010130434782608696,297.82428588867185
4,621,468992,13,0.0,-0.00038838861510157583,0.1,0.0,-1.599101483821869,9.535262e-05,-104.74368736922742,76.68019104003906,1140,0.00010086956521739131,299.8326049804688
5,595,471040,17,0.0,-0.0001005974132567644,0.1,0.0,-1.5972943663597108,4.6368426e-05,-104.52732507050037,68.62539672851562,1145,0.00010043478260869566,291.57251129150393
1,2603,473088,0,0.0,-5.8808247558772566e-06,0.1,0.0,-1.5960036754608153,3.54801e-05,-104.49115857303143,73.33363342285156,1150,0.0001,299.20870208740234
2,838,475136,4,0.0,-0.00015110867097973825,0.1,0.0,-1.5955202877521515,5.4679113e-05,-104.62525867521762,78.04678344726562,1155,0.00010170212765957448,307.61625518798826
3,687,477184,8,0.0,-0.00029087336733937266,0.1,0.0,-1.5966574430465699,0.00011519599,-104.77936401605606,76.55938720703125,1160,0.00010127659574468085,303.7949951171875
4,622,479232,13,5.960464477539063e-08,-8.944880682975054e-05,0.1,0.0,-1.5975764274597168,4.114263e-05,-105.57614805817605,74.89629364013672,1165,0.00010085106382978724,313.2629730224609
5,593,481280,17,0.0,-6.531842518597841e-05,0.1,0.0,-1.598772007226944,3.9338716e-05,-105.30543266236782,72.26875305175781,1170,0.00010042553191489362,299.27954559326173
1,2787,483328,0,0.0,-0.0005642118863761425,0.1,0.0,-1.597580188512802,0.00016959349,-106.11396171331405,77.93984985351562,1175,0.0001,322.6497436523438
2,848,485376,4,0.0,-0.0003872716682963073,0.1,0.0,-1.594429624080658,0.00018494623,-105.96635076463222,75.31879425048828,1180,0.00010166666666666668,306.9344055175781
3,681,487424,9,0.0,4.670163616538048e-06,0.1,0.0,-1.5925367176532745,1.6903767e-05,-106.54735042273998,80.02731323242188,1185,0.00010125,317.2542221069336
4,624,489472,13,5.960464477539063e-08,-0.00035815570736303927,0.1,0.0,-1.5921204388141632,7.9755264e-05,-105.40824647128582,73.27860260009766,1190,0.00010083333333333334,300.56897125244143
5,592,491520,17,1.1920928955078125e-07,-0.0006010962184518576,0.1,0.0,-1.5893589854240417,0.00020217765,-105.47888066709042,73.14244842529297,1195,0.00010041666666666666,300.7542663574219
1,2292,493568,0,0.0,4.693616647273302e-05,0.1,0.0,-1.5867769956588744,3.3519085e-05,-103.95394364655017,70.66453552246094,1200,0.0001,286.38907318115236
2,808,495616,5,0.0,-0.00022440617904067038,0.1,0.0,-1.5851857542991639,6.19583e-05,-104.16569615215063,76.85896301269531,1205,0.00010163265306122449,306.87794342041013
3,672,497664,9,0.0,-0.0007472447352483869,0.1,0.0,-1.5808342814445495,0.00025035368,-103.3563383576274,71.16142272949219,1210,0.00010122448979591837,289.91412048339845
4,620,499712,13,0.0,-0.0003691826481372118,0.1,0.0,-1.5754512012004853,0.00017093692,-102.58625252693892,68.99603271484375,1215,0.00010081632653061225,282.03621368408204
5,593,501760,17,0.0,-0.00032512606121599675,0.1,0.0,-1.5718779623508454,0.00016815952,-102.77720240861177,75.25743865966797,1220,0.00010040816326530613,303.6170883178711
1,2659,503808,0,0.0,-0.0005433433456346392,0.1,0.0,-1.566818082332611,0.0002453398,-102.34843349397183,68.73159790039062,1225,0.0001,282.7950958251953
2,832,505856,4,0.0,-0.0005977761349640787,0.1,0.0,-1.5588657915592194,0.00030419452,-102.3666642600298,70.92254638671875,1230,0.0001016,288.38270874023436
3,686,507904,8,-1.1920928955078125e-07,-0.0004435244714841247,0.1,0.0,-1.5531421601772308,0.00021721926,-101.66027851253747,70.73624420166016,1235,0.00010120000000000001,280.00731353759767
4,627,509952,13,0.0,-0.0002578828600235283,0.1,0.0,-1.5504068613052369,0.00010154984,-102.00314725130796,75.33657836914062,1240,0.00010080000000000001,301.9605743408203
5,598,512000,17,0.0,-0.0004244747455231845,0.1,0.0,-1.550899213552475,0.00023970948,-101.41628385156393,68.59684753417969,1245,0.0001004,273.6083297729492
