mean/gen/time/total_timesteps,mean/disc/disc_acc,mean/gen/train/clip_fraction,mean/disc/disc_acc_gen,mean/gen/train/loss,mean/gen/train/n_updates,mean/gen/train/policy_gradient_loss,mean/disc/disc_entropy,mean/gen/train/learning_rate,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_expert,mean/disc/n_generated,mean/gen/train/approx_kl,mean/disc/global_step,mean/gen/rollout/ep_len_mean,mean/gen/time/fps,mean/gen/time/time_elapsed,mean/gen/time/iterations,mean/disc/disc_loss,mean/disc/n_expert,mean/gen/train/value_loss,mean/disc/disc_proportion_expert_true,mean/gen/rollout/ep_rew_mean,mean/gen/train/clip_range,mean/gen/train/explained_variance,mean/gen/train/entropy_loss,mean/gen/rollout/ep_rew_wrapped_mean
5632.0,0.703125,0.0,0.890625,174.24964904785156,88.0,-0.00027981850143987685,0.5950782895088196,0.0001,0.3125,0.515625,256.0,6.9926027208566666e-06,11.0,45.0,2139.0,0.0,1.0,0.5226752161979675,256.0,441.21420180797577,0.5,-447.0,0.2,-9.000301361083984e-05,-1.5685129258781672,-60.717618142291904
6144.0,0.7421875,0.0,0.84375,195.73472595214844,96.0,-0.00026199342391919345,0.560074508190155,0.0001,0.3984375,0.640625,256.0,6.976071745157242e-06,12.0,45.0,2205.0,0.0,1.0,0.48261675238609314,256.0,494.21346521377563,0.5,-463.5,0.2,0.00028145313262939453,-1.5687901647761464,-71.94495633804705
6656.0,0.71875,0.0,0.80859375,157.7596893310547,104.0,-0.00038518159271916375,0.5143653154373169,0.0001,0.41015625,0.62890625,256.0,1.0928953997790813e-05,13.0,45.0,1916.0,0.0,1.0,0.507713794708252,256.0,380.52396285533905,0.5,-468.5,0.2,-0.0023065805435180664,-1.5650261007249355,-81.72823283736594
7168.0,0.71484375,0.0,0.7734375,153.24497985839844,112.0,-0.0007335159898502752,0.49514061212539673,0.0001,0.44140625,0.65625,256.0,4.015187732875347e-05,14.0,45.0,1921.0,0.0,1.0,0.516677737236023,256.0,418.84363210201263,0.5,-479.5,0.2,-0.0015429258346557617,-1.5644217245280743,-88.84961750055663
7680.0,0.716796875,0.0,0.79296875,179.25450134277344,120.0,-0.0003713725382112898,0.4840325713157654,0.0001,0.423828125,0.640625,256.0,7.6016876846551895e-06,15.0,45.0,2110.0,0.0,1.0,0.5081279277801514,256.0,450.65132570266724,0.5,-480.5,0.2,-0.0008130073547363281,-1.5743586802855134,-94.63562240467407
8192.0,0.71484375,0.0,0.7890625,250.49024963378906,128.0,-0.001452587624953594,0.49166440963745117,0.0001,0.42578125,0.640625,256.0,8.781440556049347e-05,16.0,45.0,1202.0,0.0,1.0,0.5054864883422852,256.0,438.48106265068054,0.5,-479.5,0.2,-0.0010569095611572266,-1.5636364668607712,-99.49740635057911
8704.0,0.69921875,0.0,0.80859375,176.585205078125,136.0,-0.002727903542108834,0.4752348065376282,0.0001,0.390625,0.58984375,256.0,0.00030304864048957825,17.0,45.0,1893.0,0.0,1.0,0.47957509756088257,256.0,379.93548130989075,0.5,-481.5,0.2,-0.0010803937911987305,-1.561567240394652,-100.5924039214477
9216.0,0.833984375,0.0,0.7265625,194.47531127929688,144.0,-0.00166805100889178,0.47522804141044617,0.0001,0.607421875,0.94140625,256.0,6.760831456631422e-05,18.0,45.0,1309.0,0.0,1.0,0.4624788761138916,256.0,520.3673610687256,0.5,-456.5,0.2,0.00030219554901123047,-1.5604224484413862,-99.81241093333345
9728.0,0.861328125,0.0,0.8203125,255.3600311279297,152.0,-0.00033216361043741927,0.47719234228134155,0.0001,0.541015625,0.90234375,256.0,6.582704372704029e-06,19.0,45.0,2149.0,0.0,1.0,0.41098159551620483,256.0,641.4532468318939,0.5,-449.5,0.2,0.0004717707633972168,-1.5691944705322385,-100.9923961212067
10240.0,0.83984375,0.0,0.8515625,268.753173828125,160.0,-0.000325290544424206,0.4905032813549042,0.0001,0.48828125,0.828125,256.0,6.9320667535066605e-06,20.0,45.0,2241.0,0.0,1.0,0.4219083786010742,256.0,690.5069694519043,0.5,-452.5,0.2,0.0005407333374023438,-1.5730475075542927,-104.24351591182408
10752.0,0.83203125,0.0,0.859375,241.28428649902344,168.0,-0.00037265268838382326,0.48505112528800964,0.0001,0.47265625,0.8046875,256.0,1.878710463643074e-05,21.0,45.0,2019.0,0.0,1.0,0.42747554183006287,256.0,587.7751960754395,0.5,-435.0,0.2,0.00018477439880371094,-1.5612724665552378,-107.37191428145394
11264.0,0.84375,0.0,0.83203125,274.8573303222656,176.0,-0.0006627392358495854,0.47430330514907837,0.0001,0.51171875,0.85546875,256.0,2.3645348846912384e-05,22.0,45.0,2049.0,0.0,1.0,0.42321059107780457,256.0,676.0968894958496,0.5,-435.0,0.2,0.0004153251647949219,-1.5657493639737368,-110.66072866501753
11776.0,0.849609375,0.0,0.859375,334.1356201171875,184.0,-0.0008433848706772551,0.4494212865829468,0.0001,0.490234375,0.83984375,256.0,3.087380900979042e-05,23.0,45.0,1999.0,0.0,1.0,0.38321924209594727,256.0,660.8272883892059,0.5,-433.0,0.2,0.00046008825302124023,-1.5698785511776805,-115.77701095920521
12288.0,0.755859375,0.0,0.6484375,152.43592834472656,192.0,-0.0017423657554900274,0.4467981457710266,0.0001,0.607421875,0.86328125,256.0,8.60260333865881e-05,24.0,45.0,1754.0,0.0,1.0,0.4679630398750305,256.0,377.61208844184875,0.5,-424.0,0.2,-4.7326087951660156e-05,-1.5661336472257972,-120.15141293499153
12800.0,0.744140625,0.0,0.640625,142.2997589111328,200.0,-0.004503626681980677,0.43637073040008545,0.0001,0.603515625,0.84765625,256.0,0.0009066105121746659,25.0,45.0,1691.0,0.0,1.0,0.49208083748817444,256.0,280.9603443145752,0.5,-432.0,0.2,0.00014168024063110352,-1.5632411716505885,-121.11061642883811
13312.0,0.775390625,0.0,0.6875,280.0744323730469,208.0,-0.0017813036174629815,0.4349285960197449,0.0001,0.587890625,0.86328125,256.0,0.00018474820535629988,26.0,45.0,2028.0,0.0,1.0,0.4696364402770996,256.0,500.23747062683105,0.5,-436.0,0.2,0.00047016143798828125,-1.5660870987921953,-121.24738748208154
13824.0,0.75390625,0.0,0.6484375,152.17010498046875,216.0,-0.0012087246232113102,0.4417315125465393,0.0001,0.60546875,0.859375,256.0,9.674648754298687e-05,27.0,45.0,2112.0,0.0,1.0,0.4735090136528015,256.0,406.51516556739807,0.5,-476.0,0.2,0.00043326616287231445,-1.5773794706910849,-125.39280624304898
14336.0,0.810546875,0.0,0.72265625,123.93338775634766,224.0,-0.001957176864380017,0.4083457887172699,0.0001,0.587890625,0.8984375,256.0,0.00017174228560179472,28.0,45.0,2407.0,0.0,1.0,0.36801284551620483,256.0,347.4280934333801,0.5,-477.5,0.2,-6.449222564697266e-05,-1.578127732500434,-125.27448261389509
14848.0,0.7734375,0.0,0.640625,162.40406799316406,232.0,-0.0024574117596785072,0.4134048521518707,0.0001,0.6328125,0.90625,256.0,0.0002044605789706111,29.0,45.0,2270.0,0.0,1.0,0.45280343294143677,256.0,391.87392687797546,0.5,-482.0,0.2,0.00015032291412353516,-1.577836205251515,-123.7432920726575
15360.0,0.814453125,0.0,0.796875,245.746337890625,240.0,-0.0023250454833032563,0.41805046796798706,0.0001,0.517578125,0.83203125,256.0,0.00024958618450909853,30.0,45.0,1518.0,0.0,1.0,0.4533187747001648,256.0,517.3634583950043,0.5,-484.5,0.2,-0.00011861324310302734,-1.576018608175218,-121.43476296954323
15872.0,0.83984375,0.0,0.77734375,238.7584686279297,248.0,-0.0009733108126965817,0.40610969066619873,0.0001,0.5625,0.90234375,256.0,6.357044912874699e-05,31.0,45.0,2134.0,0.0,1.0,0.4275728166103363,256.0,522.4264185428619,0.5,-485.5,0.2,-8.535385131835938e-05,-1.572851768694818,-120.57904169017915
16384.0,0.814453125,0.0,0.73828125,251.91464233398438,256.0,-0.0018977476320287678,0.41806361079216003,0.0001,0.576171875,0.890625,256.0,0.00014386104885488749,32.0,45.0,2164.0,0.0,1.0,0.5038036108016968,256.0,505.2801971435547,0.5,-477.0,0.2,-0.00012362003326416016,-1.5738920755684376,-120.46772426255512
16896.0,0.8125,0.0,0.7578125,362.62518310546875,264.0,-0.0024259351193904877,0.42555004358291626,0.0001,0.5546875,0.8671875,256.0,0.00028578739147633314,33.0,45.0,2076.0,0.0,1.0,0.4664245545864105,256.0,678.1938843727112,0.5,-485.0,0.2,-4.5180320739746094e-05,-1.5724441818892956,-120.10619137443602
17408.0,0.822265625,0.0,0.734375,359.7625732421875,272.0,-0.0010007149321609177,0.4306214153766632,0.0001,0.587890625,0.91015625,256.0,8.117943070828915e-05,34.0,45.0,2353.0,0.0,1.0,0.4816047251224518,256.0,722.9001491069794,0.5,-498.0,0.2,2.0325183868408203e-05,-1.5799284260720015,-123.9058052555984
17920.0,0.814453125,0.0,0.7734375,253.75494384765625,280.0,-0.002166697297070641,0.4280816316604614,0.0001,0.541015625,0.85546875,256.0,0.00032600830309093,35.0,45.0,1954.0,0.0,1.0,0.4868772029876709,256.0,644.1258010864258,0.5,-488.0,0.2,-4.8160552978515625e-05,-1.5559883201494813,-127.65323746885639
18432.0,0.8046875,0.0,0.71484375,293.36181640625,288.0,-0.0016728650662116706,0.4332209527492523,0.0001,0.58984375,0.89453125,256.0,0.00015126739162951708,36.0,45.0,2318.0,0.0,1.0,0.517630934715271,256.0,672.3126595020294,0.5,-473.5,0.2,-0.00012063980102539062,-1.5709113981574774,-129.38705806488636
18944.0,0.8203125,0.0,0.7421875,335.9042663574219,296.0,-0.0007846873850212432,0.4359464645385742,0.0001,0.578125,0.8984375,256.0,5.222356412559748e-05,37.0,45.0,2223.0,0.0,1.0,0.4776735305786133,256.0,700.6707110404968,0.5,-478.0,0.2,-5.602836608886719e-06,-1.57282804697752,-131.5486666100053
19456.0,0.798828125,0.0,0.7109375,261.59326171875,304.0,-0.0021605424626613967,0.4437340199947357,0.0001,0.587890625,0.88671875,256.0,0.00026461901143193245,38.0,45.0,2333.0,0.0,1.0,0.49715858697891235,256.0,545.4545366764069,0.5,-483.0,0.2,-6.783008575439453e-05,-1.566849404014647,-134.1770578933088
19968.0,0.806640625,0.0,0.74609375,207.6584014892578,312.0,-0.0010590437159407884,0.4495951235294342,0.0001,0.560546875,0.8671875,256.0,0.00010397518053650856,39.0,45.0,2377.0,0.0,1.0,0.45875123143196106,256.0,454.7169098854065,0.5,-489.0,0.2,-3.3020973205566406e-05,-1.570518464781344,-136.1967539289035
20480.0,0.798828125,0.0,0.7265625,160.85337829589844,320.0,-0.004229930495057488,0.4725693464279175,0.0001,0.572265625,0.87109375,256.0,0.0014204567996785045,40.0,45.0,2086.0,0.0,1.0,0.4952146112918854,256.0,340.04253816604614,0.5,-476.5,0.2,-4.7326087951660156e-05,-1.5339826857671142,-137.41062623515725
20992.0,0.802734375,0.0009765625,0.7421875,79.78491973876953,328.0,-0.005486725822265726,0.47781944274902344,0.0001,0.560546875,0.86328125,256.0,0.002657562028616667,41.0,45.0,2062.0,0.0,1.0,0.4651554226875305,256.0,254.43766421079636,0.5,-491.0,0.2,-8.26120376586914e-05,-1.5309341261163354,-136.38528376692906
21504.0,0.8046875,0.015380859375,0.70703125,102.90299224853516,336.0,-0.006521490257000551,0.4900442957878113,0.0001,0.59765625,0.90234375,256.0,0.007753350771963596,42.0,45.0,1664.0,0.0,1.0,0.4994513690471649,256.0,231.59074783325195,0.5,-496.5,0.2,-7.104873657226562e-05,-1.5124370707198977,-136.10443573315627
22016.0,0.763671875,0.14208984375,0.63671875,61.16590881347656,344.0,-0.01466849449207075,0.500102698802948,0.0001,0.626953125,0.890625,256.0,0.013780128210783005,43.0,45.0,1998.0,0.0,1.0,0.5349255800247192,256.0,134.9974615573883,0.5,-480.5,0.2,-8.654594421386719e-05,-1.33023386541754,-131.36330190190114
22528.0,0.794921875,0.05078125,0.65625,97.16157531738281,352.0,-0.016930816636886448,0.5148770809173584,0.0001,0.638671875,0.93359375,256.0,0.01172410324215889,44.0,45.0,2371.0,0.0,1.0,0.506049633026123,256.0,178.13004791736603,0.5,-499.5,0.2,-5.841255187988281e-05,-1.3900614911690354,-123.82178634536453
23040.0,0.794921875,0.175537109375,0.65625,73.4764633178711,360.0,-0.015559922110696789,0.5302655100822449,0.0001,0.638671875,0.93359375,256.0,0.015367511659860611,45.0,45.0,2067.0,0.0,1.0,0.5345454216003418,256.0,158.50315922498703,0.5,-497.5,0.2,-6.890296936035156e-05,-1.1794815929606557,-117.92631133101881
23552.0,0.70703125,0.12158203125,0.8203125,93.73487091064453,368.0,-0.009301012134528719,0.5221233367919922,0.0001,0.38671875,0.59375,256.0,0.024376003071665764,46.0,45.0,2305.0,0.0,1.0,0.5238528251647949,256.0,121.69449704885483,0.5,-485.5,0.2,-5.507469177246094e-05,-1.240617754869163,-109.9879301904887
24064.0,0.734375,0.0546875,0.87890625,27.656105041503906,376.0,-0.007409080928482581,0.542711615562439,0.0001,0.35546875,0.58984375,256.0,0.01291600801050663,47.0,45.0,2112.0,0.0,1.0,0.5086125135421753,256.0,53.42951665818691,0.5,-471.0,0.2,-2.9206275939941406e-05,-1.0562533787451684,-103.6506412563473
24576.0,0.7265625,0.18408203125,0.91796875,9.986141204833984,384.0,-0.018234968090837356,0.5665011405944824,0.0001,0.30859375,0.53515625,256.0,0.01624978333711624,48.0,45.0,2193.0,0.0,1.0,0.5632340908050537,256.0,29.582468025386333,0.5,-460.5,0.2,2.2470951080322266e-05,-0.9842249914072454,-98.23808644213713
25088.0,0.68359375,0.1474609375,0.8984375,13.069679260253906,392.0,-0.014056801155675203,0.5542154312133789,0.0001,0.28515625,0.46875,256.0,0.02085692062973976,49.0,45.0,1986.0,0.0,1.0,0.5770968794822693,256.0,19.582816153764725,0.5,-448.5,0.2,1.6987323760986328e-05,-0.8056998900137842,-92.32270503555425
25600.0,0.6328125,0.040283203125,0.78515625,11.98847770690918,400.0,-0.008229425155150238,0.5573297739028931,0.0001,0.34765625,0.48046875,256.0,0.00574796786531806,50.0,45.0,2150.0,0.0,1.0,0.6022936701774597,256.0,28.387310810387135,0.5,-442.0,0.2,9.655952453613281e-06,-0.7837167726829648,-88.76368932326324
26112.0,0.630859375,0.08203125,0.7890625,4.57527494430542,408.0,-0.014502198551781476,0.5605465173721313,0.0001,0.341796875,0.47265625,256.0,0.007063124794512987,51.0,45.0,2159.0,0.0,1.0,0.5948098301887512,256.0,16.650750499218702,0.5,-424.0,0.2,8.14199447631836e-05,-0.8032370782457292,-83.23931938544847
26624.0,0.60546875,0.04052734375,0.78125,10.251144409179688,416.0,-0.004588584590237588,0.580935537815094,0.0001,0.32421875,0.4296875,256.0,0.0075529832392930984,52.0,45.0,2082.0,0.0,1.0,0.6275225877761841,256.0,25.138146795332432,0.5,-429.0,0.2,7.051229476928711e-05,-0.758607171010226,-80.29300628657452
27136.0,0.626953125,0.028564453125,0.75390625,15.076913833618164,424.0,-0.005668345741014491,0.564545750617981,0.0001,0.373046875,0.5,256.0,0.003958339802920818,53.0,45.0,2256.0,0.0,1.0,0.6191452741622925,256.0,37.74740286171436,0.5,-397.0,0.2,0.0001004338264465332,-0.6571457432582974,-77.09588504746556
27648.0,0.658203125,0.002685546875,0.76953125,14.666875839233398,432.0,-0.005110363577841781,0.5627375841140747,0.0001,0.388671875,0.546875,256.0,0.0014252851251512766,54.0,45.0,2260.0,0.0,1.0,0.5837300419807434,256.0,41.18064869940281,0.5,-382.0,0.2,0.00012004375457763672,-0.6670013414695859,-73.8367704792507
28160.0,0.65234375,0.019775390625,0.765625,20.190486907958984,440.0,-0.007046673832519446,0.5863169431686401,0.0001,0.38671875,0.5390625,256.0,0.0031344639137387276,55.0,45.0,2430.0,0.0,1.0,0.6030776500701904,256.0,62.96077635884285,0.5,-397.5,0.2,5.835294723510742e-05,-0.7061421656981111,-71.4336672318168
28672.0,0.646484375,0.0,0.76953125,18.29339027404785,448.0,-0.0017395856739312876,0.5962753891944885,0.0001,0.376953125,0.5234375,256.0,0.001752057345584035,56.0,45.0,2299.0,0.0,1.0,0.6220298409461975,256.0,63.14857757091522,0.5,-419.0,0.2,4.076957702636719e-05,-0.7455688542686403,-67.1308566680923
29184.0,0.66015625,0.0,0.71484375,19.2902889251709,456.0,-0.0013081473953207023,0.5872796773910522,0.0001,0.4453125,0.60546875,256.0,0.00039536983240395784,57.0,45.0,2079.0,0.0,1.0,0.6021851301193237,256.0,62.02952443063259,0.5,-401.0,0.2,3.2186508178710938e-06,-0.7172403512522578,-60.860162843121216
29696.0,0.634765625,0.0,0.67578125,27.59152603149414,464.0,-0.001489940877945628,0.5862634181976318,0.0001,0.458984375,0.59375,256.0,0.0014503371203318238,58.0,45.0,2268.0,0.0,1.0,0.6175389289855957,256.0,57.70286716520786,0.5,-381.5,0.2,8.285045623779297e-06,-0.7274057324975729,-54.763960399506615
30208.0,0.63671875,0.01806640625,0.65625,16.989702224731445,472.0,-0.0062814161501592025,0.5836889743804932,0.0001,0.48046875,0.6171875,256.0,0.0065851761028170586,59.0,45.0,2264.0,0.0,1.0,0.6175065040588379,256.0,40.23156103491783,0.5,-375.0,0.2,7.367134094238281e-05,-0.7521512727253139,-49.50120703811757
30720.0,0.591796875,0.046142578125,0.62890625,7.1185526847839355,480.0,-0.008152752532623708,0.6102192401885986,0.0001,0.462890625,0.5546875,256.0,0.00911217462271452,60.0,45.0,2369.0,0.0,1.0,0.6179317831993103,256.0,22.53341780602932,0.5,-359.5,0.2,0.00016647577285766602,-0.8068598369136453,-45.521870558494705
31232.0,0.60546875,0.051513671875,0.625,2.510108232498169,488.0,-0.00832454145711381,0.6047598123550415,0.0001,0.48046875,0.5859375,256.0,0.011824547313153744,61.0,45.0,2677.0,0.0,1.0,0.6158291101455688,256.0,14.772773250937462,0.5,-337.0,0.2,4.649162292480469e-06,-0.8191840359941125,-42.883400333602914
31744.0,0.7109375,0.07861328125,0.90625,1.5378073453903198,496.0,-0.016425585527031217,0.6174196004867554,0.0001,0.3046875,0.515625,256.0,0.011722810566425323,62.0,45.0,2791.0,0.0,1.0,0.6049683094024658,256.0,8.235630135983229,0.5,-374.5,0.2,0.0005589723587036133,-0.8020038288086653,-40.45286833809223
32256.0,0.73046875,0.135498046875,0.9609375,4.59100866317749,504.0,-0.009730287125421455,0.6254914999008179,0.0001,0.26953125,0.5,256.0,0.005091811530292034,63.0,45.0,2472.0,0.0,1.0,0.5883834362030029,256.0,8.316546926274896,0.5,-349.0,0.2,-0.0008604526519775391,-0.7669680737890303,-38.783075938387775
32768.0,0.732421875,0.414794921875,0.91015625,1.8564494848251343,512.0,-0.03298655358230462,0.603148341178894,0.0001,0.322265625,0.5546875,256.0,0.0290552768856287,64.0,45.0,2525.0,0.0,1.0,0.5454772710800171,256.0,2.23227349226363,0.5,-338.5,0.2,0.2786850929260254,-0.7050750856287777,-38.652316919802686
33280.0,0.685546875,0.052001953125,0.84765625,4.0948357582092285,520.0,-0.01589595282348455,0.5931685566902161,0.0001,0.337890625,0.5234375,256.0,0.009586242958903313,65.0,45.0,2469.0,0.0,1.0,0.5591205358505249,256.0,10.366745857521892,0.5,-331.0,0.2,0.23630547523498535,-0.6818131022155285,-40.5209984733467
33792.0,0.736328125,0.103759765625,0.85546875,0.7096039652824402,528.0,-0.010254701737721916,0.5795085430145264,0.0001,0.380859375,0.6171875,256.0,0.012131348252296448,66.0,45.0,2674.0,0.0,1.0,0.5025728940963745,256.0,6.584787053056061,0.5,-340.5,0.2,0.4518301486968994,-0.5953781409189105,-42.248654625632334
34304.0,0.712890625,0.025146484375,0.8515625,1.615691900253296,536.0,-0.008776651673542801,0.5479831099510193,0.0001,0.361328125,0.57421875,256.0,0.0023425291292369366,67.0,45.0,2622.0,0.0,1.0,0.47326576709747314,256.0,13.699327951297164,0.5,-347.5,0.2,0.1338043212890625,-0.556341590359807,-45.39288488979684
34816.0,0.771484375,0.004150390625,0.8671875,5.760296821594238,544.0,-0.007270213740412146,0.5097875595092773,0.0001,0.404296875,0.67578125,256.0,0.003866607556119561,68.0,45.0,2661.0,0.0,1.0,0.4107806086540222,256.0,25.377540223300457,0.5,-359.0,0.2,0.4095277190208435,-0.5305290166288614,-48.80414937965805
35328.0,0.736328125,0.008544921875,0.84375,10.421979904174805,552.0,-0.005226848894380964,0.48071715235710144,0.0001,0.392578125,0.62890625,256.0,0.002332418691366911,69.0,45.0,2631.0,0.0,1.0,0.4354493319988251,256.0,46.93785001337528,0.5,-370.0,0.2,0.36042559146881104,-0.5110627089161426,-52.21342545786872
35840.0,0.748046875,0.015625,0.83984375,35.648441314697266,560.0,-0.007149061370000709,0.4553315043449402,0.0001,0.408203125,0.65625,256.0,0.0028251423500478268,70.0,45.0,2604.0,0.0,1.0,0.44256195425987244,256.0,89.54461467266083,0.5,-369.0,0.2,0.44160228967666626,-0.5393890722189099,-56.015215360545554
36352.0,0.7421875,0.003662109375,0.8203125,29.715375900268555,568.0,-0.004478683356865076,0.43143898248672485,0.0001,0.421875,0.6640625,256.0,0.001722141751088202,71.0,45.0,2573.0,0.0,1.0,0.4387326240539551,256.0,75.07902774214745,0.5,-352.0,0.2,0.2176840901374817,-0.5513673755340278,-60.10405444274773
36864.0,0.705078125,0.0,0.765625,23.894489288330078,576.0,-0.0014732602721778676,0.4450437128543854,0.0001,0.439453125,0.64453125,256.0,0.0005713293794542551,72.0,45.0,2449.0,0.0,1.0,0.461209774017334,256.0,81.28303381800652,0.5,-360.5,0.2,0.4782106280326843,-0.5647697616368532,-63.82009482553345
37376.0,0.736328125,0.00634765625,0.8515625,32.2120246887207,584.0,-0.00519368308596313,0.44428399205207825,0.0001,0.384765625,0.62109375,256.0,0.0020889276638627052,73.0,45.0,2559.0,0.0,1.0,0.4145547151565552,256.0,88.16223418712616,0.5,-367.5,0.2,0.44060975313186646,-0.5488818357698619,-67.04068861415726
37888.0,0.728515625,0.019775390625,0.79296875,35.885467529296875,592.0,-0.008021796158573125,0.45953696966171265,0.0001,0.435546875,0.6640625,256.0,0.0031662096735090017,74.0,45.0,2377.0,0.0,1.0,0.4502844214439392,256.0,92.91444164514542,0.5,-360.0,0.2,0.4956898093223572,-0.5622670189477503,-70.31634451378486
38400.0,0.6875,0.00048828125,0.765625,26.600418090820312,600.0,-0.0026259653677698225,0.4615335166454315,0.0001,0.421875,0.609375,256.0,0.0007998970104381442,75.0,45.0,2306.0,0.0,1.0,0.5165797472000122,256.0,109.89081239700317,0.5,-332.0,0.2,0.5209461152553558,-0.5771745787933469,-72.40068534409977
38912.0,0.697265625,0.0078125,0.78125,31.687244415283203,608.0,-0.006098049823776819,0.46423155069351196,0.0001,0.416015625,0.61328125,256.0,0.00416569784283638,76.0,45.0,2507.0,0.0,1.0,0.46829915046691895,256.0,93.549226552248,0.5,-338.0,0.2,0.6236761808395386,-0.586108532268554,-73.16402618045802
39424.0,0.6953125,0.027587890625,0.796875,18.71608543395996,616.0,-0.00811100209466531,0.49842286109924316,0.0001,0.3984375,0.59375,256.0,0.0062041436322033405,77.0,45.0,2223.0,0.0,1.0,0.44564974308013916,256.0,76.69126737117767,0.5,-334.5,0.2,0.45432692766189575,-0.5972502734512091,-74.32406872524996
39936.0,0.716796875,0.015625,0.8203125,6.164281368255615,624.0,-0.007820289843948558,0.5092340707778931,0.0001,0.396484375,0.61328125,256.0,0.0061574713326990604,78.0,45.0,2482.0,0.0,1.0,0.4432482421398163,256.0,33.95609896630049,0.5,-322.5,0.2,0.6924928724765778,-0.6299490290693939,-74.24535024466343
