mean/gen/train/n_updates,mean/disc/disc_proportion_expert_true,mean/disc/disc_acc_expert,mean/gen/train/policy_gradient_loss,mean/gen/train/approx_kl,mean/gen/train/value_loss,mean/gen/time/total_timesteps,mean/gen/train/learning_rate,mean/disc/disc_acc,mean/gen/train/explained_variance,mean/gen/train/clip_fraction,mean/disc/disc_acc_gen,mean/gen/time/iterations,mean/disc/disc_proportion_expert_pred,mean/disc/n_generated,mean/disc/global_step,mean/gen/train/loss,mean/gen/train/clip_range,mean/disc/disc_loss,mean/gen/time/time_elapsed,mean/gen/train/entropy_loss,mean/gen/rollout/ep_rew_mean,mean/gen/time/fps,mean/gen/rollout/ep_len_mean,mean/disc/n_expert,mean/disc/disc_entropy,mean/gen/rollout/ep_rew_wrapped_mean
6336.0,0.5,0.6171875,-0.0011409141843614634,0.006484690587967634,19.295188505202532,405504.0,0.0001,0.7578125,0.8541078865528107,0.019775390625,0.8984375,1.0,0.359375,256.0,792.0,2.4303698539733887,0.2,0.5289676189422607,0.0,-0.03231934085215471,1038.5,1569.0,45.0,256.0,0.5772042870521545,-51.05092117045075
6344.0,0.5,0.62109375,-0.0048225494247162715,0.01684984564781189,24.21165106445551,406016.0,0.0001,0.736328125,0.8869075104594231,0.020263671875,0.8515625,1.0,0.384765625,256.0,793.0,24.958742141723633,0.2,0.5101677179336548,0.0,-0.03266629888003081,1008.0,1848.0,45.0,256.0,0.551932692527771,-50.13526826079935
6352.0,0.5,0.640625,-0.0028402574971551076,0.0028779751155525446,16.782328873872757,406528.0,0.0001,0.708984375,0.637281984090805,0.013916015625,0.77734375,1.0,0.431640625,256.0,794.0,1.157171607017517,0.2,0.5496517419815063,0.0,-0.028392349348905555,1090.0,1950.0,45.0,256.0,0.5629453659057617,-49.43146280474961
6360.0,0.5,0.60546875,-0.00587876929785125,0.003124997951090336,40.10229856148362,407040.0,0.0001,0.681640625,0.6314886510372162,0.01416015625,0.7578125,1.0,0.423828125,256.0,795.0,12.166261672973633,0.2,0.5653122663497925,0.0,-0.031081232126780378,1060.5,1814.0,45.0,256.0,0.5575004816055298,-49.32289497934282
6368.0,0.5,0.6484375,-0.005249718524282798,0.010124994441866875,10.621698613278568,407552.0,0.0001,0.697265625,0.7212593853473663,0.0205078125,0.74609375,1.0,0.451171875,256.0,796.0,2.9514589309692383,0.2,0.5353516340255737,0.0,-0.02613213277891191,1068.0,1815.0,45.0,256.0,0.5617772340774536,-49.20054654035717
6376.0,0.5,0.61328125,-0.004623824246664299,0.002641636412590742,15.406003369018435,408064.0,0.0001,0.728515625,0.7771642506122589,0.0126953125,0.84375,1.0,0.384765625,256.0,797.0,1.1877330541610718,0.2,0.5245180130004883,0.0,-0.023189302264199796,1047.5,2116.0,45.0,256.0,0.5650428533554077,-47.22645598627627
6384.0,0.5,0.578125,-0.006719700901157921,0.010371733456850052,6.805117576383054,408576.0,0.0001,0.712890625,0.8942614495754242,0.015380859375,0.84765625,1.0,0.365234375,256.0,798.0,3.3255138397216797,0.2,0.5497716069221497,0.0,-0.026916352372154506,1077.5,1882.0,45.0,256.0,0.5718045234680176,-47.11646235633641
6392.0,0.5,0.59765625,-0.0031789286877028644,0.0015221408102661371,10.900264611467719,409088.0,0.0001,0.71875,0.8681883215904236,0.011474609375,0.83984375,1.0,0.37890625,256.0,799.0,3.9375360012054443,0.2,0.5424509048461914,0.0,-0.023456125688426255,1062.5,2013.0,45.0,256.0,0.5637263059616089,-47.31875241331756
6400.0,0.5,0.5546875,-0.006168955282191746,0.011301249265670776,14.063994997180998,409600.0,0.0001,0.71875,0.845694825053215,0.02197265625,0.8828125,1.0,0.3359375,256.0,800.0,2.2283108234405518,0.2,0.5536426305770874,0.0,-0.03392202808663569,1062.5,2239.0,45.0,256.0,0.5785354375839233,-48.365801424458624
6408.0,0.5,0.66796875,-0.004789891092514154,0.02271832525730133,12.801027512643486,410112.0,0.0001,0.76953125,0.8212636560201645,0.020751953125,0.87109375,1.0,0.3984375,256.0,801.0,1.0469197034835815,0.2,0.4987477660179138,0.0,-0.028087886664252437,1042.0,2052.0,45.0,256.0,0.5554300546646118,-49.7026392891258
6416.0,0.5,0.66015625,-0.004658658068365185,0.012339037843048573,17.30281369946897,410624.0,0.0001,0.716796875,0.8532813787460327,0.015380859375,0.7734375,1.0,0.443359375,256.0,802.0,3.686134099960327,0.2,0.5159080624580383,0.0,-0.024621436680718034,1040.0,1506.0,45.0,256.0,0.5395863056182861,-49.65306856583804
6424.0,0.5,0.625,-0.006455134687712416,0.00507018156349659,18.40568297728896,411136.0,0.0001,0.724609375,0.5385949611663818,0.016845703125,0.82421875,1.0,0.400390625,256.0,803.0,5.498761177062988,0.2,0.5285789370536804,0.0,-0.029504967446428054,946.0,2010.0,45.0,256.0,0.5303165316581726,-49.80785967335105
6432.0,0.5,0.6328125,-0.0044309535951470025,0.004359392914921045,37.258620757609606,411648.0,0.0001,0.69921875,0.7083016633987427,0.011962890625,0.765625,1.0,0.43359375,256.0,804.0,8.028584480285645,0.2,0.546474277973175,0.0,-0.022214463745513058,968.5,1772.0,45.0,256.0,0.5339299440383911,-51.44925835028291
6440.0,0.5,0.61328125,-0.007232210769871017,0.0034918596502393484,24.128374826163054,412160.0,0.0001,0.71875,0.7876729220151901,0.01953125,0.82421875,1.0,0.39453125,256.0,805.0,10.259222030639648,0.2,0.5259853601455688,0.0,-0.029544908528805536,962.0,1775.0,45.0,256.0,0.5364202260971069,-52.453809612728655
6448.0,0.5,0.640625,-0.004305060811020667,0.003664207411929965,20.321450732648373,412672.0,0.0001,0.734375,0.800382673740387,0.010498046875,0.828125,1.0,0.40625,256.0,806.0,4.901308536529541,0.2,0.5137125253677368,0.0,-0.02298000814334955,961.5,1994.0,45.0,256.0,0.5261269807815552,-55.19197460211814
6456.0,0.5,0.53515625,-0.004614960016624536,0.006018112879246473,9.864539218135178,413184.0,0.0001,0.6875,0.8961673900485039,0.0146484375,0.83984375,1.0,0.34765625,256.0,807.0,5.192391872406006,0.2,0.5700159072875977,0.0,-0.024834832518536132,938.5,1889.0,45.0,256.0,0.562937319278717,-56.20932865120471
6464.0,0.5,0.5546875,-0.002471108416102652,0.005521778017282486,8.647985116112977,413696.0,0.0001,0.712890625,0.9131225198507309,0.01318359375,0.87109375,1.0,0.341796875,256.0,808.0,2.079893112182617,0.2,0.5362855195999146,0.0,-0.020737225249376934,910.0,2222.0,45.0,256.0,0.5538698434829712,-56.63492123838514
6472.0,0.5,0.59765625,-0.0037074014544487,0.0054847910068929195,15.94227079488337,414208.0,0.0001,0.69140625,0.7388202548027039,0.015380859375,0.78515625,1.0,0.40625,256.0,809.0,2.5689358711242676,0.2,0.5471299290657043,0.0,-0.0291127549940029,987.0,1856.0,45.0,256.0,0.5534924864768982,-56.7127721003443
6480.0,0.5,0.6484375,-0.003379199690243695,0.0013854661956429482,10.803563091903925,414720.0,0.0001,0.7734375,0.8324427157640457,0.013916015625,0.8984375,1.0,0.375,256.0,810.0,1.0639463663101196,0.2,0.5020347833633423,0.0,-0.023035907179291826,958.0,2105.0,45.0,256.0,0.5534200072288513,-55.92163066845387
6488.0,0.5,0.6171875,-0.004672861316066701,0.006165207363665104,26.90111441258341,415232.0,0.0001,0.6875,0.8186980187892914,0.016357421875,0.7578125,1.0,0.4296875,256.0,811.0,6.89617395401001,0.2,0.5342385172843933,0.0,-0.026132629869607626,986.5,1840.0,45.0,256.0,0.5270558595657349,-56.3222915731743
6496.0,0.5,0.6328125,-0.0066693180524453055,0.010397437028586864,29.09664118848741,415744.0,0.0001,0.677734375,0.6876343488693237,0.013916015625,0.72265625,1.0,0.455078125,256.0,812.0,6.072147369384766,0.2,0.556728720664978,0.0,-0.03307890405812941,971.5,1449.0,45.0,256.0,0.5382523536682129,-56.20106186319143
6504.0,0.5,0.640625,-0.004053791099067894,0.000660895137116313,28.995550179854035,416256.0,0.0001,0.7109375,0.7742148190736771,0.010986328125,0.78125,1.0,0.4296875,256.0,813.0,8.658893585205078,0.2,0.5181535482406616,0.0,-0.027480554186695372,1023.5,1821.0,45.0,256.0,0.5301363468170166,-56.388204683847725
6512.0,0.5,0.61328125,-0.0042266041946277255,0.0036272823344916105,51.54241645336151,416768.0,0.0001,0.70703125,0.6873634457588196,0.01953125,0.80078125,1.0,0.40625,256.0,814.0,5.586238861083984,0.2,0.563806414604187,0.0,-0.033049914960429305,1020.0,1947.0,45.0,256.0,0.5551128387451172,-55.867549285031856
6520.0,0.5,0.546875,-0.0029367406023084186,0.0025621014647185802,11.695935206487775,417280.0,0.0001,0.65625,0.8649617582559586,0.010498046875,0.765625,1.0,0.390625,256.0,815.0,3.6542255878448486,0.2,0.5920703411102295,0.0,-0.024724348396375717,1043.0,1940.0,45.0,256.0,0.5740544199943542,-54.358478474393486
6528.0,0.5,0.5859375,-0.0028897847296320833,0.0030772197060287,25.548443127423525,417792.0,0.0001,0.697265625,0.8176935166120529,0.020263671875,0.80859375,1.0,0.388671875,256.0,816.0,9.529779434204102,0.2,0.5412802696228027,0.0,-0.03700461436255864,1062.5,1814.0,45.0,256.0,0.5536388158798218,-54.53117220647633
6536.0,0.5,0.59765625,-0.0028794269237550907,0.007380099967122078,15.07824331521988,418304.0,0.0001,0.703125,0.8062083572149277,0.017822265625,0.80859375,1.0,0.39453125,256.0,817.0,2.5509302616119385,0.2,0.5481448769569397,0.0,-0.029434055075398646,1124.0,2035.0,45.0,256.0,0.5419690608978271,-53.12797700069845
6544.0,0.5,0.6015625,-0.0044788390878238715,0.007659800350666046,9.116505195386708,418816.0,0.0001,0.7109375,0.855360746383667,0.014404296875,0.8203125,1.0,0.390625,256.0,818.0,2.95611572265625,0.2,0.5469467043876648,0.0,-0.027567689696297748,1155.5,1869.0,45.0,256.0,0.5494486689567566,-52.86300035908818
6552.0,0.5,0.62109375,-0.0036752950145455543,0.00831648986786604,28.41184926405549,419328.0,0.0001,0.73828125,0.7976775914430618,0.020263671875,0.85546875,1.0,0.3828125,256.0,819.0,7.587776184082031,0.2,0.4952358603477478,0.0,-0.03782617027445667,1150.0,1551.0,45.0,256.0,0.5280258655548096,-52.45644307028502
6560.0,0.5,0.58984375,-0.006671136186923832,0.008478560484945774,22.581748196855187,419840.0,0.0001,0.73046875,0.8431200683116913,0.015625,0.87109375,1.0,0.359375,256.0,820.0,3.2067337036132812,0.2,0.5195639729499817,0.0,-0.03349262639312656,1118.0,1865.0,45.0,256.0,0.5431944131851196,-53.53905066683888
6568.0,0.5,0.61328125,-0.00783811663495726,0.0051884958520531654,27.83910184726119,420352.0,0.0001,0.7265625,0.8377202153205872,0.020751953125,0.83984375,1.0,0.38671875,256.0,821.0,2.1436076164245605,0.2,0.5187544822692871,0.0,-0.035663559160639124,1108.5,2020.0,45.0,256.0,0.5549671649932861,-54.15259481400251
6576.0,0.5,0.5859375,-0.004506478719122242,0.004730358254164457,22.237371399998665,420864.0,0.0001,0.669921875,0.7751434743404388,0.02001953125,0.75390625,1.0,0.416015625,256.0,822.0,1.8725078105926514,0.2,0.5419799089431763,0.0,-0.02923344658847782,1082.5,1439.0,45.0,256.0,0.5356347560882568,-55.263214784935116
6584.0,0.5,0.64453125,-0.008276457519968972,0.006880750879645348,30.20139890536666,421376.0,0.0001,0.73046875,0.7952397167682648,0.021240234375,0.81640625,1.0,0.4140625,256.0,823.0,5.859968662261963,0.2,0.5093434453010559,0.0,-0.03861684392722964,1120.0,1890.0,45.0,256.0,0.5374006628990173,-55.897861223258076
6592.0,0.5,0.578125,-0.008449861035842332,0.00607828376814723,13.624031910672784,421888.0,0.0001,0.67578125,0.8404499143362045,0.022705078125,0.7734375,1.0,0.40234375,256.0,824.0,7.912393569946289,0.2,0.5897238254547119,0.0,-0.03267992234304984,1061.0,2013.0,45.0,256.0,0.5783679485321045,-56.162912129350005
6600.0,0.5,0.5703125,-0.005525385087821633,0.0033790646120905876,23.04991796799004,422400.0,0.0001,0.71875,0.7613175511360168,0.01708984375,0.8671875,1.0,0.3515625,256.0,825.0,3.124907970428467,0.2,0.5478593111038208,0.0,-0.029745037487828085,1051.5,1989.0,45.0,256.0,0.5657566785812378,-55.97960491936654
6608.0,0.5,0.60546875,-0.004351912304628058,0.011083334684371948,11.038454143796116,422912.0,0.0001,0.728515625,0.7546285092830658,0.01025390625,0.8515625,1.0,0.376953125,256.0,826.0,3.5186400413513184,0.2,0.5352041125297546,0.0,-0.015262223894751514,990.5,2114.0,45.0,256.0,0.5690128803253174,-55.81374425355345
6616.0,0.5,0.6015625,-0.004975608109816676,0.00888931192457676,9.550806890241802,423424.0,0.0001,0.685546875,0.8184208571910858,0.02001953125,0.76953125,1.0,0.416015625,256.0,827.0,1.7335251569747925,0.2,0.5596410036087036,0.0,-0.02988503713049795,988.5,1823.0,45.0,256.0,0.5342035293579102,-55.046013376563785
6624.0,0.5,0.6171875,-0.0031624922703485936,0.0032068206928670406,10.37691735709086,423936.0,0.0001,0.70703125,0.9145622625946999,0.015625,0.796875,1.0,0.41015625,256.0,828.0,0.9070776104927063,0.2,0.5359463691711426,0.0,-0.026908428573733545,978.5,1962.0,45.0,256.0,0.5464609861373901,-55.14351211734116
6632.0,0.5,0.609375,-0.006052414399164263,0.02147926762700081,16.841720518190414,424448.0,0.0001,0.732421875,0.7544689476490021,0.01611328125,0.85546875,1.0,0.376953125,256.0,829.0,2.293013334274292,0.2,0.5396150350570679,0.0,-0.020768979105469043,970.5,2104.0,45.0,256.0,0.560677707195282,-54.03801905561239
6640.0,0.5,0.609375,-0.005650059634717763,0.0036826517898589373,25.568158579990268,424960.0,0.0001,0.681640625,0.7332819998264313,0.018798828125,0.75390625,1.0,0.427734375,256.0,830.0,8.785813331604004,0.2,0.5720548033714294,0.0,-0.0310096675875684,981.0,1893.0,45.0,256.0,0.5372474789619446,-53.077469481602314
6648.0,0.5,0.63671875,-0.005503171792952344,0.004518128465861082,16.105776336044073,425472.0,0.0001,0.732421875,0.7709917277097702,0.019287109375,0.828125,1.0,0.404296875,256.0,831.0,1.345768928527832,0.2,0.5146929025650024,0.0,-0.026513902446822613,970.5,1863.0,45.0,256.0,0.5421537160873413,-52.90485059220344
6656.0,0.5,0.62109375,-0.006072482305171434,0.006236594635993242,18.903924689628184,425984.0,0.0001,0.708984375,0.7668914943933487,0.015625,0.796875,1.0,0.412109375,256.0,832.0,0.8406527638435364,0.2,0.5410370826721191,0.0,-0.027277001307083992,924.5,1999.0,45.0,256.0,0.5542004108428955,-53.36430946651846
6664.0,0.5,0.65625,-0.0064424398660776205,0.008262374438345432,17.386572206392884,426496.0,0.0001,0.716796875,0.797201856970787,0.022216796875,0.77734375,1.0,0.439453125,256.0,833.0,2.7676756381988525,0.2,0.5428392291069031,0.0,-0.03312652970316776,1003.0,1841.0,45.0,256.0,0.5421712398529053,-52.89654806561768
6672.0,0.5,0.63671875,-0.006046612525096862,0.007205166853964329,29.11630818992853,427008.0,0.0001,0.751953125,0.7383975684642792,0.017333984375,0.8671875,1.0,0.384765625,256.0,834.0,5.155254364013672,0.2,0.5038169026374817,0.0,-0.027123231825498806,1018.5,1781.0,45.0,256.0,0.5620748996734619,-52.97699308872223
6680.0,0.5,0.66015625,-0.00543215964717092,0.0022589578293263912,10.564660563366488,427520.0,0.0001,0.736328125,0.6981043815612793,0.012451171875,0.8125,1.0,0.423828125,256.0,835.0,2.2072067260742188,0.2,0.5210607051849365,0.0,-0.028771857550509594,1023.0,1984.0,45.0,256.0,0.5559906959533691,-54.80712333187461
6688.0,0.5,0.62109375,-0.007175992632255657,0.009881977923214436,23.078588982112706,428032.0,0.0001,0.7109375,0.8012862056493759,0.021240234375,0.80078125,1.0,0.41015625,256.0,836.0,6.8643269538879395,0.2,0.5464550256729126,0.0,-0.02790623370128742,985.0,2000.0,45.0,256.0,0.5565750598907471,-54.98320235248655
6696.0,0.5,0.57421875,-0.004178816052444745,0.006143966689705849,16.72956617642194,428544.0,0.0001,0.712890625,0.8607147336006165,0.011962890625,0.8515625,1.0,0.361328125,256.0,837.0,4.050444602966309,0.2,0.5387262105941772,0.0,-0.01847184489679421,965.5,1971.0,45.0,256.0,0.557960033416748,-56.10903555367142
6704.0,0.5,0.53515625,-0.005942932972175186,0.007295611780136824,20.62537970393896,429056.0,0.0001,0.693359375,0.8434867262840271,0.014404296875,0.8515625,1.0,0.341796875,256.0,838.0,3.678152084350586,0.2,0.5406672954559326,0.0,-0.02524071737570921,951.5,1991.0,45.0,256.0,0.5500196218490601,-56.64043501757085
6712.0,0.5,0.625,-0.006906888622324914,0.005033040884882212,11.055165123194456,429568.0,0.0001,0.71875,0.7854189276695251,0.020263671875,0.8125,1.0,0.40625,256.0,839.0,0.49577152729034424,0.2,0.5455088019371033,0.0,-0.031695928625595116,912.5,2111.0,45.0,256.0,0.5350742936134338,-57.54476252868771
6720.0,0.5,0.640625,-0.004837195330765098,0.008856192231178284,38.12456080317497,430080.0,0.0001,0.716796875,0.7424853146076202,0.018310546875,0.79296875,1.0,0.423828125,256.0,840.0,9.359885215759277,0.2,0.527861475944519,0.0,-0.028631907990529726,869.5,1923.0,45.0,256.0,0.5547236204147339,-57.506860342398284
6728.0,0.5,0.703125,-0.0048424719061586075,0.0032241714652627707,12.504501448944211,430592.0,0.0001,0.779296875,0.7906171828508377,0.018310546875,0.85546875,1.0,0.423828125,256.0,841.0,4.0918755531311035,0.2,0.4938717186450958,0.0,-0.03051554807007051,863.5,2008.0,45.0,256.0,0.5485503673553467,-57.85614060141146
6736.0,0.5,0.59375,-0.0033694863104756223,0.009306497871875763,23.922687280923128,431104.0,0.0001,0.681640625,0.7683647871017456,0.024658203125,0.76953125,1.0,0.412109375,256.0,842.0,5.719658851623535,0.2,0.5559324622154236,0.0,-0.028269692473259056,813.0,1477.0,45.0,256.0,0.5628634691238403,-57.637754768058656
6744.0,0.5,0.5859375,-0.005720324246794917,0.0031537150498479605,16.959045610390604,431616.0,0.0001,0.712890625,0.8419369459152222,0.01171875,0.83984375,1.0,0.373046875,256.0,843.0,1.8444459438323975,0.2,0.5286508798599243,0.0,-0.02433781291711057,767.5,2072.0,45.0,256.0,0.5610640645027161,-56.9950322258845
6752.0,0.5,0.65625,-0.003679947603814071,0.0041338130831718445,13.814586133696139,432128.0,0.0001,0.748046875,0.7122593224048615,0.013671875,0.83984375,1.0,0.408203125,256.0,844.0,2.5200088024139404,0.2,0.5185441374778748,0.0,-0.02737979679250202,732.0,2046.0,45.0,256.0,0.5474517345428467,-56.94073245774955
6760.0,0.5,0.6015625,-0.004738655530672986,0.014847281388938427,9.650335342623293,432640.0,0.0001,0.755859375,0.8798326477408409,0.03369140625,0.91015625,1.0,0.345703125,256.0,845.0,0.6730477809906006,0.2,0.5163726806640625,0.0,-0.03195569928175246,722.5,2198.0,45.0,256.0,0.5491681098937988,-57.169190987609326
6768.0,0.5,0.64453125,-0.0035336384071342763,0.003578784177079797,7.333944345358759,433152.0,0.0001,0.7578125,0.8744091838598251,0.01171875,0.87109375,1.0,0.38671875,256.0,846.0,0.2367355227470398,0.2,0.5167787075042725,0.0,-0.018680197285902977,712.5,2169.0,45.0,256.0,0.5500372648239136,-56.8949219943583
6776.0,0.5,0.625,-0.00817522723446018,0.003932628780603409,74.88374994322658,433664.0,0.0001,0.734375,0.6106762886047363,0.02587890625,0.84375,1.0,0.390625,256.0,847.0,12.782386779785156,0.2,0.5249778032302856,0.0,-0.03875576677683057,672.5,2112.0,45.0,256.0,0.5380100011825562,-56.129407840259375
6784.0,0.5,0.6171875,-0.004950459744577529,0.002393459202721715,35.46122830361128,434176.0,0.0001,0.66796875,0.6750370562076569,0.014892578125,0.71875,1.0,0.44921875,256.0,848.0,5.9506916999816895,0.2,0.576223611831665,0.0,-0.025229388104435202,750.5,1817.0,45.0,256.0,0.5503646731376648,-56.00841063577682
6792.0,0.5,0.625,-0.007875538234657142,0.005168349016457796,22.560926612466574,434688.0,0.0001,0.697265625,0.7363922894001007,0.020751953125,0.76953125,1.0,0.427734375,256.0,849.0,4.617464542388916,0.2,0.5552791357040405,0.0,-0.044679043921860284,751.0,1957.0,45.0,256.0,0.5425838232040405,-55.5426254972443
6800.0,0.5,0.57421875,-0.009782428438484203,0.006978272460401058,59.149298418313265,435200.0,0.0001,0.71484375,0.6739552915096283,0.02587890625,0.85546875,1.0,0.359375,256.0,850.0,3.48344349861145,0.2,0.5419865846633911,0.0,-0.03526781606251461,685.0,2037.0,45.0,256.0,0.5497728586196899,-55.691499654315415
6808.0,0.5,0.61328125,-0.004893476118013496,0.004566879943013191,30.395200841128826,435712.0,0.0001,0.70703125,0.7680287659168243,0.0166015625,0.80078125,1.0,0.40625,256.0,851.0,4.6898579597473145,0.2,0.5163764357566833,0.0,-0.030452245095602848,752.5,1812.0,45.0,256.0,0.5157208442687988,-58.73953613612801
6816.0,0.5,0.59765625,-0.005021783996198792,0.01634073629975319,12.216121166944504,436224.0,0.0001,0.75,0.8322355449199677,0.015380859375,0.90234375,1.0,0.34765625,256.0,852.0,0.8327251076698303,0.2,0.49323925375938416,0.0,-0.021802232123718568,756.5,2206.0,45.0,256.0,0.5285273790359497,-58.79051217477769
6824.0,0.5,0.6015625,-0.004428059604833834,0.019717099145054817,13.574853846803308,436736.0,0.0001,0.7421875,0.8555113822221756,0.0205078125,0.8828125,1.0,0.359375,256.0,853.0,2.0900495052337646,0.2,0.4948962926864624,0.0,-0.03326759419269365,700.0,2013.0,45.0,256.0,0.5326760411262512,-59.99461766563356
6832.0,0.5,0.671875,-0.006873397378512891,0.004290888551622629,47.24409223161638,437248.0,0.0001,0.78515625,0.6911318898200989,0.0185546875,0.8984375,1.0,0.38671875,256.0,854.0,2.70835542678833,0.2,0.4762899875640869,0.0,-0.035025220289753634,741.0,2208.0,45.0,256.0,0.5267300605773926,-61.666803608983756
6840.0,0.5,0.62109375,-0.0029228296302790113,0.003443680703639984,20.58594458224252,437760.0,0.0001,0.74609375,0.7854818999767303,0.01513671875,0.87109375,1.0,0.375,256.0,855.0,2.994337558746338,0.2,0.5039218664169312,0.0,-0.02719841186171834,763.0,2181.0,45.0,256.0,0.5399112105369568,-61.71786179691553
6848.0,0.5,0.61328125,-0.00750814003549749,0.003930316772311926,33.70339919626713,438272.0,0.0001,0.71484375,0.6906189322471619,0.01904296875,0.81640625,1.0,0.3984375,256.0,856.0,6.0245232582092285,0.2,0.5244076251983643,0.0,-0.03545954273886309,771.5,1952.0,45.0,256.0,0.5456532835960388,-61.251242384761575
6856.0,0.5,0.66015625,-0.005693317398254294,0.0033993455581367016,30.848015446215868,438784.0,0.0001,0.71484375,0.6247424781322479,0.017333984375,0.76953125,1.0,0.4453125,256.0,857.0,4.8226470947265625,0.2,0.5281546115875244,0.0,-0.034258010125086,766.0,1936.0,45.0,256.0,0.5234971642494202,-60.96033701479435
6864.0,0.5,0.62890625,-0.00936134375842812,0.007123652379959822,16.863910730928183,439296.0,0.0001,0.703125,0.7857753783464432,0.023681640625,0.77734375,1.0,0.42578125,256.0,858.0,2.6339874267578125,0.2,0.5263335704803467,0.0,-0.04085338308186692,722.5,1944.0,45.0,256.0,0.5339474678039551,-59.98599658019841
6872.0,0.5,0.61328125,-0.0011332504800520837,0.015947436913847923,81.93137304112315,439808.0,0.0001,0.732421875,0.6181955933570862,0.018798828125,0.8515625,1.0,0.380859375,256.0,859.0,6.701214790344238,0.2,0.51242595911026,0.0,-0.03646032386632214,756.5,2002.0,45.0,256.0,0.5406848788261414,-60.241217705272135
6880.0,0.5,0.55078125,-0.0045233849123178516,0.003695014864206314,33.4330990742892,440320.0,0.0001,0.697265625,0.8359724581241608,0.015380859375,0.84375,1.0,0.353515625,256.0,860.0,15.339888572692871,0.2,0.5614739656448364,0.0,-0.030609661096605123,741.5,1905.0,45.0,256.0,0.5411638021469116,-60.16059996616095
6888.0,0.5,0.578125,-0.0021840062472620048,0.0013636858202517033,13.239836536347866,440832.0,0.0001,0.740234375,0.7876041978597641,0.00634765625,0.90234375,1.0,0.337890625,256.0,861.0,0.6980990767478943,0.2,0.510930597782135,0.0,-0.01732243638844011,809.0,2160.0,45.0,256.0,0.5486375093460083,-61.7469689565897
6896.0,0.5,0.65234375,-0.00695535737395403,0.011674357578158379,36.01686982065439,441344.0,0.0001,0.69140625,0.6111956238746643,0.019287109375,0.73046875,1.0,0.4609375,256.0,862.0,25.180086135864258,0.2,0.5564358234405518,0.0,-0.030201527817553142,850.0,1803.0,45.0,256.0,0.5235015749931335,-61.37360124975443
6904.0,0.5,0.6953125,-0.004375887359856279,0.003940090537071228,8.979776730760932,441856.0,0.0001,0.740234375,0.8213835507631302,0.01416015625,0.78515625,1.0,0.455078125,256.0,863.0,2.467829465866089,0.2,0.5218027830123901,0.0,-0.02482228530016073,848.5,1600.0,45.0,256.0,0.5326432585716248,-59.428234683945774
6912.0,0.5,0.66015625,-0.0009202581386489328,0.011671589687466621,11.668100309092551,442368.0,0.0001,0.712890625,0.8516508191823959,0.026611328125,0.765625,1.0,0.447265625,256.0,864.0,1.5564998388290405,0.2,0.5355618000030518,0.0,-0.030276269050773408,867.5,2030.0,45.0,256.0,0.5245333909988403,-57.81001241061836
6920.0,0.5,0.65234375,-0.004147196559642907,0.002741205273196101,26.62563812918961,442880.0,0.0001,0.75390625,0.7327689826488495,0.010009765625,0.85546875,1.0,0.3984375,256.0,865.0,4.934928894042969,0.2,0.5073711276054382,0.0,-0.025345737569296034,865.0,2150.0,45.0,256.0,0.544745922088623,-58.030024692267176
6928.0,0.5,0.5546875,0.0020908157093799673,0.006371517200022936,47.29610908776522,443392.0,0.0001,0.6953125,0.7412011623382568,0.013671875,0.8359375,1.0,0.359375,256.0,866.0,3.7859833240509033,0.2,0.539919376373291,0.0,-0.026340979563883593,895.0,1795.0,45.0,256.0,0.522382915019989,-58.47287724263966
6936.0,0.5,0.5078125,-0.007629131971043535,0.002650876995176077,27.542636888101697,443904.0,0.0001,0.69921875,0.7460102140903473,0.017822265625,0.890625,1.0,0.30859375,256.0,867.0,6.717914581298828,0.2,0.5545214414596558,0.0,-0.02914959952386198,887.5,1917.0,45.0,256.0,0.5244972705841064,-61.91009561114013
6944.0,0.5,0.53125,-0.004864534050284419,0.001282363198697567,42.5520906932652,444416.0,0.0001,0.685546875,0.7671585530042648,0.009521484375,0.83984375,1.0,0.345703125,256.0,868.0,28.177967071533203,0.2,0.5537484288215637,0.0,-0.0252981256799103,876.5,1983.0,45.0,256.0,0.5394546985626221,-63.3138155169785
6952.0,0.5,0.59765625,-0.003490375165711157,0.0023318950552493334,25.982476143166423,444928.0,0.0001,0.736328125,0.8216628283262253,0.00927734375,0.875,1.0,0.361328125,256.0,869.0,4.583587169647217,0.2,0.49446237087249756,0.0,-0.024877443470813887,846.0,2002.0,45.0,256.0,0.5315535068511963,-64.18211372055113
6960.0,0.5,0.65234375,-0.002996136958245188,0.0005626325728371739,14.098673115950078,445440.0,0.0001,0.724609375,0.5466924905776978,0.0048828125,0.796875,1.0,0.427734375,256.0,870.0,0.8814440369606018,0.2,0.5319558382034302,0.0,-0.013843600722339033,846.0,2083.0,45.0,256.0,0.5643527507781982,-62.81537342280149
6968.0,0.5,0.6328125,-0.004907812435703818,0.012230757623910904,7.422428257763386,445952.0,0.0001,0.736328125,0.8300793021917343,0.018798828125,0.83984375,1.0,0.396484375,256.0,871.0,0.6955679059028625,0.2,0.5057079792022705,0.0,-0.02397045441739465,837.0,2086.0,45.0,256.0,0.5337937474250793,-61.20555405151099
