mean/disc/disc_loss,mean/disc/n_expert,mean/gen/time/time_elapsed,mean/disc/disc_acc_expert,mean/disc/n_generated,mean/gen/train/clip_fraction,mean/gen/train/learning_rate,mean/gen/rollout/ep_rew_mean,mean/gen/train/entropy_loss,mean/gen/train/loss,mean/gen/time/total_timesteps,mean/gen/train/n_updates,mean/gen/rollout/ep_len_mean,mean/disc/disc_proportion_expert_pred,mean/disc/disc_entropy,mean/disc/disc_proportion_expert_true,mean/disc/disc_acc_gen,mean/gen/train/explained_variance,mean/gen/train/approx_kl,mean/gen/train/clip_range,mean/disc/global_step,mean/gen/train/policy_gradient_loss,mean/gen/time/fps,mean/gen/train/value_loss,mean/disc/disc_acc,mean/gen/time/iterations,mean/gen/rollout/ep_rew_wrapped_mean
0.581764817237854,256.0,0.0,0.7109375,256.0,0.118896484375,0.0001,-487.5,-0.48922230838797987,2.220466375350952,7168.0,112.0,5.45,0.53125,0.5386165380477905,0.5,0.6484375,0.31606197357177734,0.012105346657335758,0.2,14.0,-0.019849317672196776,1263.0,4.280296262353659,0.6796875,1.0,-4.963026630990207
0.5440709590911865,256.0,0.0,0.703125,256.0,0.095458984375,0.0001,-516.5,-0.42709053913131356,2.9600746631622314,7680.0,120.0,5.35,0.498046875,0.5275336503982544,0.5,0.70703125,0.34759849309921265,0.0067522721365094185,0.2,15.0,-0.01975775342725683,1024.0,5.497119765728712,0.705078125,1.0,-4.997077588606626
0.5142049193382263,256.0,0.0,0.734375,256.0,0.04736328125,0.0001,-509.5,-0.3253070992650464,2.626746416091919,8192.0,128.0,5.11,0.482421875,0.5232892036437988,0.5,0.76953125,0.4349632263183594,0.004000022541731596,0.2,16.0,-0.011355452086718287,1184.0,4.006066971458495,0.751953125,1.0,-5.581406327877193
0.5047100782394409,256.0,0.0,0.66796875,256.0,0.0537109375,0.0001,-507.5,-0.312364635290578,2.435549020767212,8704.0,136.0,5.36,0.400390625,0.5117523670196533,0.5,0.8671875,0.37939566373825073,0.002944056410342455,0.2,17.0,-0.013332554917724337,1247.0,8.185600506141782,0.767578125,1.0,-5.750646929014474
0.4459947645664215,256.0,0.0,0.69921875,256.0,0.034912109375,0.0001,-496.0,-0.2744513767538592,3.4030065536499023,9216.0,144.0,4.97,0.4140625,0.4857485294342041,0.5,0.87109375,0.40955668687820435,0.0033476599492132664,0.2,18.0,-0.009324622624262702,1221.0,8.434116626158357,0.78515625,1.0,-7.12030916981399
0.4633878171443939,256.0,0.0,0.69921875,256.0,0.0361328125,0.0001,-527.5,-0.22895732312463224,3.750978946685791,9728.0,152.0,4.76,0.404296875,0.49345484375953674,0.5,0.890625,0.42152929306030273,0.004554738290607929,0.2,19.0,-0.008763345795159694,1154.0,9.705337397754192,0.794921875,1.0,-7.397277845330536
0.4354509711265564,256.0,0.0,0.7109375,256.0,0.03369140625,0.0001,-510.0,-0.19038026354974136,5.168061256408691,10240.0,160.0,4.86,0.43359375,0.4876648485660553,0.5,0.84375,0.48253756761550903,0.004250766709446907,0.2,20.0,-0.00684530966100283,989.0,8.339980963617563,0.77734375,1.0,-7.817611048240215
0.3650343418121338,256.0,0.0,0.84765625,256.0,0.023681640625,0.0001,-471.0,-0.18961776193464175,6.064446926116943,10752.0,168.0,5.12,0.51171875,0.4657379686832428,0.5,0.82421875,0.33653050661087036,0.0029292022809386253,0.2,21.0,-0.00664029971085256,1228.0,9.409090293571353,0.8359375,1.0,-7.166869656275958
0.38901591300964355,256.0,0.0,0.85546875,256.0,0.029541015625,0.0001,-500.5,-0.1463676022249274,3.392753839492798,11264.0,176.0,4.84,0.5390625,0.47006410360336304,0.5,0.77734375,0.4366031885147095,0.0024557074066251516,0.2,22.0,-0.00763307142915437,1228.0,7.401720363646746,0.81640625,1.0,-6.341609023921191
0.36844003200531006,256.0,0.0,0.89453125,256.0,0.02880859375,0.0001,-482.5,-0.13769991058507003,7.023881912231445,11776.0,184.0,4.99,0.576171875,0.4608575701713562,0.5,0.7421875,0.4056825637817383,0.003178205108270049,0.2,23.0,-0.007030899876554031,1218.0,8.910450611263514,0.818359375,1.0,-6.2474910301342605
0.41689836978912354,256.0,0.0,0.75390625,256.0,0.0146484375,0.0001,-482.0,-0.12947823645663448,6.211812973022461,12288.0,192.0,5.0,0.44140625,0.4571133852005005,0.5,0.87109375,0.44560182094573975,0.0011542141437530518,0.2,24.0,-0.0038069516244831902,1139.0,9.763974741101265,0.8125,1.0,-7.006099740993232
0.3972921073436737,256.0,0.0,0.76953125,256.0,0.0234375,0.0001,-499.5,-0.11546899215318263,3.722858190536499,12800.0,200.0,4.82,0.458984375,0.43327587842941284,0.5,0.8515625,0.44924843311309814,0.0018858382245525718,0.2,25.0,-0.0075193715674686246,1199.0,9.562561199069023,0.810546875,1.0,-8.129602605123074
0.3376535177230835,256.0,0.0,0.83984375,256.0,0.014404296875,0.0001,-491.5,-0.10971587590756826,4.109239101409912,13312.0,208.0,4.96,0.47265625,0.41296395659446716,0.5,0.89453125,0.48966699838638306,0.0019315627869218588,0.2,26.0,-0.004536538042884786,974.0,10.246325697749853,0.8671875,1.0,-9.077909961733967
0.3450171649456024,256.0,0.0,0.82421875,256.0,0.017333984375,0.0001,-476.5,-0.10338800135650672,6.733072280883789,13824.0,216.0,5.05,0.45703125,0.41246455907821655,0.5,0.91015625,0.5191358327865601,0.0016316712135449052,0.2,27.0,-0.002906994297518395,1193.0,8.84992115572095,0.8671875,1.0,-9.318430537413805
0.3175867795944214,256.0,0.0,0.84765625,256.0,0.03369140625,0.0001,-494.5,-0.09042770962696522,2.440383195877075,14336.0,224.0,4.89,0.47265625,0.40997713804244995,0.5,0.90234375,0.5729906558990479,0.004440439864993095,0.2,28.0,-0.006069657902116887,1204.0,6.713608210906386,0.875,1.0,-9.442543054986745
0.36299359798431396,256.0,0.0,0.8125,256.0,0.0126953125,0.0001,-495.0,-0.08569485759653617,4.9370527267456055,14848.0,232.0,4.9,0.466796875,0.4076288342475891,0.5,0.87890625,0.5604493916034698,0.0011875835480168462,0.2,29.0,-0.004593570760334842,1202.0,5.757144592702389,0.845703125,1.0,-8.836576308906078
0.30587533116340637,256.0,0.0,0.83984375,256.0,0.0166015625,0.0001,-502.5,-0.08675910225429107,3.9571831226348877,15360.0,240.0,5.0,0.458984375,0.384333074092865,0.5,0.921875,0.5919988453388214,0.0012030234793201089,0.2,30.0,-0.0036105513136135414,1224.0,6.554394049569964,0.880859375,1.0,-8.694777796380222
0.31320443749427795,256.0,0.0,0.8203125,256.0,0.01611328125,0.0001,-491.5,-0.069933473598212,2.1017978191375732,15872.0,248.0,4.99,0.447265625,0.38629019260406494,0.5,0.92578125,0.5974139869213104,0.0028357345145195723,0.2,31.0,-0.004356949386419728,1019.0,6.757835851982236,0.873046875,1.0,-8.694690072629601
0.28885751962661743,256.0,0.0,0.83984375,256.0,0.011962890625,0.0001,-468.5,-0.06714145283331163,2.825515031814575,16384.0,256.0,5.15,0.453125,0.3699781894683838,0.5,0.93359375,0.6188166439533234,0.0025580539368093014,0.2,32.0,-0.0028460506146075204,1219.0,6.529234979301691,0.88671875,1.0,-8.888340744487941
0.31877127289772034,256.0,0.0,0.8203125,256.0,0.012939453125,0.0001,-493.5,-0.059297786305251066,5.562986373901367,16896.0,264.0,5.05,0.4296875,0.3662775754928589,0.5,0.9609375,0.5988479256629944,0.001980316825211048,0.2,33.0,-0.004034795107145328,1229.0,8.374655432999134,0.890625,1.0,-9.266344885639846
0.3058815896511078,256.0,0.0,0.78515625,256.0,0.02392578125,0.0001,-483.0,-0.05894916625402402,1.7908459901809692,17408.0,272.0,4.96,0.396484375,0.36643075942993164,0.5,0.9921875,0.6616665422916412,0.0023742620833218098,0.2,34.0,-0.004049876231874805,1214.0,6.375498922541738,0.888671875,1.0,-9.988849331624806
0.3028551936149597,256.0,0.0,0.80078125,256.0,0.013916015625,0.0001,-468.5,-0.05167772164713824,4.658360481262207,17920.0,280.0,5.04,0.419921875,0.350704550743103,0.5,0.9609375,0.665630966424942,0.0016660463297739625,0.2,35.0,-0.004705848594312556,1220.0,6.481354536488652,0.880859375,1.0,-10.075531958341598
0.2734229564666748,256.0,0.0,0.859375,256.0,0.017578125,0.0001,-476.0,-0.044426961154385936,2.226145029067993,18432.0,288.0,4.95,0.45703125,0.37034741044044495,0.5,0.9453125,0.6756936609745026,0.004294828046113253,0.2,36.0,-0.0034275491925654933,1032.0,4.502117712050676,0.90234375,1.0,-9.849416052624584
0.27037936449050903,256.0,0.0,0.8671875,256.0,0.014892578125,0.0001,-477.0,-0.05000090901739895,1.654210090637207,18944.0,296.0,5.09,0.470703125,0.36317408084869385,0.5,0.92578125,0.6884560883045197,0.0038368231616914272,0.2,37.0,-0.002908682497945847,983.0,4.1419961005449295,0.896484375,1.0,-8.721897105053067
0.2552545666694641,256.0,0.0,0.8671875,256.0,0.01904296875,0.0001,-468.5,-0.04612676502438262,1.2047035694122314,19456.0,304.0,5.22,0.451171875,0.32922711968421936,0.5,0.96484375,0.6581008434295654,0.0022221440449357033,0.2,38.0,-0.0034566277063277084,1220.0,4.6404094733297825,0.916015625,1.0,-8.51227438641712
0.2853959798812866,256.0,0.0,0.80078125,256.0,0.005859375,0.0001,-448.5,-0.041590245193219744,4.011577606201172,19968.0,312.0,5.1,0.41796875,0.32574906945228577,0.5,0.96484375,0.6097623705863953,0.0006397692486643791,0.2,39.0,-0.0016604388220002875,1208.0,9.337366040796041,0.8828125,1.0,-9.433669385425747
0.3042922019958496,256.0,0.0,0.78515625,256.0,0.010986328125,0.0001,-469.0,-0.04113048987346701,1.6561214923858643,20480.0,320.0,5.01,0.404296875,0.30167973041534424,0.5,0.9765625,0.7058479189872742,0.0013351860688999295,0.2,40.0,-0.003018247844011057,1217.0,7.3379342425614595,0.880859375,1.0,-11.245132884923368
0.2739698886871338,256.0,0.0,0.80078125,256.0,0.00732421875,0.0001,-464.5,-0.03787659064255422,2.961256980895996,20992.0,328.0,5.04,0.408203125,0.2995818853378296,0.5,0.984375,0.7360338866710663,0.0009960620664060116,0.2,41.0,-0.000763084135542158,1218.0,7.411941040307283,0.892578125,1.0,-12.648377992659807
0.2732712924480438,256.0,0.0,0.8359375,256.0,0.015625,0.0001,-483.0,-0.0395278964570025,2.8835747241973877,21504.0,336.0,5.0,0.4296875,0.3067765235900879,0.5,0.9765625,0.6685246229171753,0.004174577072262764,0.2,42.0,-0.006609745032619685,1024.0,7.664716187864542,0.90625,1.0,-12.517932070419192
0.28510940074920654,256.0,0.0,0.83984375,256.0,0.005615234375,0.0001,-475.5,-0.03249398774278234,1.7868613004684448,22016.0,344.0,4.96,0.439453125,0.33471229672431946,0.5,0.9609375,0.6891538798809052,0.0005927548045292497,0.2,43.0,-0.001025624977046391,1217.0,4.431171838659793,0.900390625,1.0,-11.23763215072453
0.23722335696220398,256.0,0.0,0.91796875,256.0,0.01171875,0.0001,-483.0,-0.03460296322009526,1.4073082208633423,22528.0,352.0,5.01,0.484375,0.32051706314086914,0.5,0.94921875,0.6756772100925446,0.003306075232103467,0.2,44.0,-0.003053963469938026,1219.0,4.329759760759771,0.93359375,1.0,-9.558859287686646
0.25385215878486633,256.0,0.0,0.8515625,256.0,0.01416015625,0.0001,-464.5,-0.035566442678828025,3.3897252082824707,23040.0,360.0,5.07,0.44140625,0.31164371967315674,0.5,0.96875,0.6790757179260254,0.0043618688359856606,0.2,45.0,-0.0034434803601470776,1198.0,5.45306128077209,0.91015625,1.0,-8.993174976781011
0.2558516263961792,256.0,0.0,0.81640625,256.0,0.00732421875,0.0001,-475.5,-0.0337495089697768,3.1931705474853516,23552.0,368.0,5.02,0.4140625,0.30004554986953735,0.5,0.98828125,0.7382458448410034,0.0006655005272477865,0.2,46.0,-0.0023628970884601586,1218.0,6.090975545346737,0.90234375,1.0,-10.764823766387998
0.23915253579616547,256.0,0.0,0.8125,256.0,0.0126953125,0.0001,-487.5,-0.031083187761396402,2.0579962730407715,24064.0,376.0,4.92,0.40625,0.279122531414032,0.5,1.0,0.7543389797210693,0.0011528045870363712,0.2,47.0,-0.0019126993720419705,1206.0,7.424192575737834,0.90625,1.0,-12.599596434608102
0.23923581838607788,256.0,0.0,0.83984375,256.0,0.009521484375,0.0001,-484.0,-0.02987766438673134,2.893033504486084,24576.0,384.0,4.94,0.421875,0.27094507217407227,0.5,0.99609375,0.7827150970697403,0.0016100496286526322,0.2,48.0,-0.0020905021483486053,1025.0,6.393053483217955,0.91796875,1.0,-13.063355848230422
0.22301450371742249,256.0,0.0,0.8671875,256.0,0.004638671875,0.0001,-495.0,-0.0270685853647592,2.2688839435577393,25088.0,392.0,4.88,0.4453125,0.28920093178749084,0.5,0.9765625,0.7837047725915909,0.0004080359358340502,0.2,49.0,-0.0008783281336945947,1198.0,5.121288243681192,0.921875,1.0,-12.555547689422966
0.22704942524433136,256.0,0.0,0.8828125,256.0,0.010009765625,0.0001,-487.5,-0.03699303354733274,3.0134472846984863,25600.0,400.0,4.93,0.458984375,0.30267947912216187,0.5,0.96484375,0.7726952880620956,0.0033965231850743294,0.2,50.0,-0.0026483835972612724,1198.0,4.421578322537243,0.923828125,1.0,-11.216479349285365
0.23061463236808777,256.0,0.0,0.87890625,256.0,0.01708984375,0.0001,-484.0,-0.032195060834055766,2.9115071296691895,26112.0,408.0,4.96,0.451171875,0.2919347584247589,0.5,0.9765625,0.781130775809288,0.012323272414505482,0.2,51.0,-0.0022756434700568207,1210.0,5.002805577591062,0.927734375,1.0,-10.683114403635264
0.2598992586135864,256.0,0.0,0.80859375,256.0,0.00439453125,0.0001,-487.5,-0.027033516635128763,1.6503554582595825,26624.0,416.0,4.92,0.404296875,0.28114885091781616,0.5,1.0,0.788914367556572,0.0004392586415633559,0.2,52.0,-0.0009327972729806788,1205.0,6.420633651316166,0.904296875,1.0,-11.622022594474256
0.221678227186203,256.0,0.0,0.83984375,256.0,0.004638671875,0.0001,-487.5,-0.02426010063936701,4.221546649932861,27136.0,424.0,4.92,0.421875,0.2664391100406647,0.5,0.99609375,0.8103689849376678,0.0004389664391055703,0.2,53.0,-0.001254251601494616,1199.0,6.196694592013955,0.91796875,1.0,-13.421784665733576
0.21772313117980957,256.0,0.0,0.8671875,256.0,0.0029296875,0.0001,-487.5,-0.027163966147782048,2.2032558917999268,27648.0,432.0,4.92,0.439453125,0.27204787731170654,0.5,0.98828125,0.8105115443468094,0.0005992250517010689,0.2,54.0,-0.0010927237017313018,1200.0,5.566891919821501,0.927734375,1.0,-13.73496237359941
0.2118745595216751,256.0,0.0,0.87890625,256.0,0.007568359375,0.0001,-495.0,-0.02738655759821995,1.7421506643295288,28160.0,440.0,4.89,0.443359375,0.2652468681335449,0.5,0.9921875,0.810436800122261,0.0007161982357501984,0.2,55.0,-0.0013894863150198944,1201.0,5.018232636153698,0.935546875,1.0,-12.76711912252009
0.26255327463150024,256.0,0.0,0.8125,256.0,0.0087890625,0.0001,-495.0,-0.035709900432266295,3.7742679119110107,28672.0,448.0,4.92,0.412109375,0.2832096517086029,0.5,0.98828125,0.7548356801271439,0.0010765304323285818,0.2,56.0,-0.0031092117133084685,1201.0,6.411580171436071,0.900390625,1.0,-12.143228672854603
0.21644903719425201,256.0,0.0,0.9140625,256.0,0.007568359375,0.0001,-495.0,-0.031229624910338316,3.223104476928711,29184.0,456.0,4.88,0.484375,0.28760066628456116,0.5,0.9453125,0.7800128906965256,0.0009749939199537039,0.2,57.0,-0.0009921293894876726,1202.0,4.224190789274871,0.9296875,1.0,-11.9299398060143
0.21614518761634827,256.0,0.0,0.8671875,256.0,0.004638671875,0.0001,-476.5,-0.02782915812713327,2.417189836502075,29696.0,464.0,4.96,0.4375,0.2552696466445923,0.5,0.9921875,0.8251877427101135,0.0004589419113472104,0.2,58.0,-0.0008653909608256072,1207.0,4.196878669783473,0.9296875,1.0,-10.363504997342824
0.22259874641895294,256.0,0.0,0.83984375,256.0,0.009033203125,0.0001,-496.5,-0.030050752877286868,0.8965854048728943,30208.0,472.0,4.87,0.421875,0.2546446621417999,0.5,0.99609375,0.8097647279500961,0.004951050039380789,0.2,59.0,-0.0013295014705363428,1001.0,6.211901143193245,0.91796875,1.0,-11.971604262143373
0.19769707322120667,256.0,0.0,0.875,256.0,0.009521484375,0.0001,-491.5,-0.03124189293885138,5.15683650970459,30720.0,480.0,4.94,0.4453125,0.23401886224746704,0.5,0.984375,0.6987828016281128,0.0025699820835143328,0.2,60.0,-0.002199395064963028,1203.0,11.25546544417739,0.9296875,1.0,-13.414184114597738
0.2211390733718872,256.0,0.0,0.8515625,256.0,0.004638671875,0.0001,-483.0,-0.037141781198442914,3.1104135513305664,31232.0,488.0,4.9,0.431640625,0.24668511748313904,0.5,0.98828125,0.8079904317855835,0.0019126733532175422,0.2,61.0,-0.001180742881842889,1197.0,6.263723534531891,0.919921875,1.0,-13.366389463096857
0.1927824765443802,256.0,0.0,0.8984375,256.0,0.017333984375,0.0001,-485.5,-0.05550129961920902,5.469356536865234,31744.0,496.0,4.97,0.4609375,0.24777555465698242,0.5,0.9765625,0.8101343363523483,0.010834651999175549,0.2,62.0,-0.005449388838314917,1209.0,5.375948620960116,0.9375,1.0,-13.316128825098277
0.24808725714683533,256.0,0.0,0.83984375,256.0,0.031494140625,0.0001,-492.5,-0.08270877375616692,4.108773231506348,32256.0,504.0,4.92,0.423828125,0.27262112498283386,0.5,0.9921875,0.6325430274009705,0.005277145653963089,0.2,63.0,-0.005834135157783749,1199.0,11.799034468829632,0.916015625,1.0,-12.183924033623189
0.22541120648384094,256.0,0.0,0.88671875,256.0,0.022216796875,0.0001,-498.0,-0.07023289025528356,1.8781943321228027,32768.0,512.0,4.88,0.455078125,0.2746337056159973,0.5,0.9765625,0.753030925989151,0.003573664464056492,0.2,64.0,-0.006182940764119849,1211.0,6.284334285184741,0.931640625,1.0,-12.326750015299767
0.2314583659172058,256.0,0.0,0.89453125,256.0,0.009765625,0.0001,-488.0,-0.08470223427866586,5.86585807800293,33280.0,520.0,4.98,0.47265625,0.271497905254364,0.5,0.94921875,0.6886138319969177,0.002824429888278246,0.2,65.0,-0.003304971189209027,988.0,10.350571284070611,0.921875,1.0,-11.602250963896513
0.2614175081253052,256.0,0.0,0.8203125,256.0,0.010498046875,0.0001,-459.0,-0.10692593900603242,5.6130266189575195,33792.0,528.0,5.2,0.427734375,0.22183898091316223,0.5,0.96484375,0.6415688991546631,0.0008217121940106153,0.2,66.0,-0.0018541091412771493,1220.0,23.697519082576036,0.892578125,1.0,-12.315784521922469
0.2657982409000397,256.0,0.0,0.84765625,256.0,0.0302734375,0.0001,-504.5,-0.15823571209330112,5.70604133605957,34304.0,536.0,4.92,0.462890625,0.2518640458583832,0.5,0.921875,0.6457704901695251,0.01072661578655243,0.2,67.0,-0.009272004732338246,1081.0,14.621687170118093,0.884765625,1.0,-14.595665693804621
0.24929629266262054,256.0,0.0,0.86328125,256.0,0.03759765625,0.0001,-475.5,-0.22028294077608734,6.277599334716797,34816.0,544.0,4.99,0.470703125,0.24099913239479065,0.5,0.921875,0.47446268796920776,0.002495523076504469,0.2,68.0,-0.010264622513204813,1179.0,23.512760400772095,0.892578125,1.0,-13.853505233116447
0.5610247850418091,256.0,0.0,0.8046875,256.0,0.00634765625,0.0001,-507.5,-0.2290278265136294,1170.2957763671875,35328.0,552.0,5.65,0.48046875,0.25888174772262573,0.5,0.84375,0.2764529585838318,0.0008134528761729598,0.2,69.0,-0.0016448288515675813,1158.0,1664.088395535946,0.82421875,1.0,-11.493138185311109
0.5226389169692993,256.0,0.0,0.85546875,256.0,0.078125,0.0001,-499.0,-0.31281876540742815,6.5755743980407715,35840.0,560.0,4.96,0.51171875,0.25673708319664,0.5,0.83203125,0.30952078104019165,0.010413866490125656,0.2,70.0,-0.01918582004145719,1002.0,23.996620293706656,0.84375,1.0,-5.392817350551486
0.5111949443817139,256.0,0.0,0.81640625,256.0,0.0986328125,0.0001,-532.5,-0.35145707963965833,25.414630889892578,36352.0,568.0,5.15,0.48046875,0.2747325301170349,0.5,0.85546875,0.4887198805809021,0.004484388045966625,0.2,71.0,-0.019182570533303078,1228.0,34.08452966064215,0.8359375,1.0,-11.068445200808346
0.42951589822769165,256.0,0.0,0.76171875,256.0,0.14013671875,0.0001,-507.0,-0.43884575087577105,115.56684112548828,36864.0,576.0,5.22,0.435546875,0.2705332040786743,0.5,0.890625,0.5196554064750671,0.02711048536002636,0.2,72.0,-0.016206977183173876,1152.0,346.0121829658747,0.826171875,1.0,-10.90411232613027
0.9085528254508972,256.0,0.0,0.8125,256.0,0.08251953125,0.0001,-515.5,-0.5349351223558187,1000.2353515625,37376.0,584.0,7.04,0.537109375,0.2513144314289093,0.5,0.73828125,0.5054338872432709,0.006788212340325117,0.2,73.0,-0.009674887172877789,1328.0,1786.6960968971252,0.775390625,1.0,-11.114742210954427
1.23378586769104,256.0,0.0,0.73828125,256.0,0.0673828125,0.0001,-515.0,-0.5520520426798612,593.0167236328125,37888.0,592.0,7.69,0.544921875,0.24502399563789368,0.5,0.6484375,0.5145026445388794,0.005035214126110077,0.2,74.0,-0.0074680798934423365,1270.0,1627.9961042404175,0.693359375,1.0,0.27799312721937897
1.7584877014160156,256.0,0.0,0.71875,256.0,0.058349609375,0.0001,-468.0,-0.6444031335413456,871.3282470703125,38400.0,600.0,10.52,0.638671875,0.24426335096359253,0.5,0.44140625,0.4305541515350342,0.007288175635039806,0.2,75.0,-0.009406707176822238,1349.0,1986.622971534729,0.580078125,1.0,5.510473435260355
1.3742618560791016,256.0,0.0,0.65234375,256.0,0.066162109375,0.0001,-441.0,-0.604234027210623,362.276123046875,38912.0,608.0,11.99,0.572265625,0.2587812542915344,0.5,0.5078125,0.5279847085475922,0.011690396815538406,0.2,76.0,-0.013101537679176545,1066.0,681.9046446084976,0.580078125,1.0,19.56911198683083
0.8563995957374573,256.0,0.0,0.6171875,256.0,0.04638671875,0.0001,-504.0,-0.6596443220041692,87.88859558105469,39424.0,616.0,8.64,0.45703125,0.3168385922908783,0.5,0.703125,-0.7420281171798706,0.005578229669481516,0.2,77.0,-0.007356596381214331,1319.0,348.1166572570801,0.66015625,1.0,14.1016396381706
0.7447159886360168,256.0,0.0,0.54296875,256.0,0.082275390625,0.0001,-527.5,-0.6455899141728878,146.6296844482422,39936.0,624.0,10.34,0.369140625,0.3451169729232788,0.5,0.8046875,-0.022864937782287598,0.025592004880309105,0.2,78.0,-0.002508339901396539,1302.0,522.0470238924026,0.673828125,1.0,-9.059577567391097
