subject	block	block_type	trial	t_ss	t_ll	r_ss	r_ll	resp_ss	rt	lr	mean_k	mean_tau	sd_k	sd_tau	mean_log_k	mean_tau_2	sd_log_k	sd_tau_2
900	1	ado	1	0.0	260.0	450.0	800.0	1	2.013391900807619	-1	0.1797393262386322	0.5049049854278564	0.2510012984275818	0.2887237071990967	-2.909466028213501	0.4999549388885498	1.747122883796692	0.29157987236976624
900	1	ado	2	0.0	17.200000762939453	420.0	800.0	0	2.8017028011381626	1	0.01756066456437111	0.5050946474075317	0.015738874673843384	0.2887380123138428	-4.392340183258057	0.500040590763092	0.9173529148101807	0.2916546165943146
900	1	ado	3	0.0	104.0	360.0	800.0	0	3.006030101329088	1	0.006472680252045393	0.5050868988037109	0.0034232281614094973	0.2889285683631897	-5.13649320602417	0.49982231855392456	0.5582814812660217	0.29196062684059143
900	1	ado	4	0.0	156.0	410.0	800.0	0	3.2737128995358944	-1	0.004320225678384304	0.5006757974624634	0.0011048262240365148	0.2898419499397278	-5.479090690612793	0.49553102254867554	0.4496041536331177	0.2927362620830536
900	1	ado	5	0.0	260.0	380.0	800.0	1	3.114741299301386	-1	0.005094332620501518	0.5019769668579102	0.0009727925062179565	0.28855571150779724	-5.293881893157959	0.4968179762363434	0.3691346049308777	0.2914991080760956
900	1	ado	6	0.0	156.0	440.0	800.0	0	6.554364800453186	-1	0.004731976427137852	0.5190008282661438	0.00043809416820295155	0.2839418649673462	-5.360940456390381	0.5147806406021118	0.32089585065841675	0.28660061955451965
900	1	ado	7	0.0	260.0	360.0	800.0	0	3.9111951999366283	1	0.004446536768227816	0.5180156230926514	0.0002920097322203219	0.28524765372276306	-5.42149543762207	0.5138020515441895	0.3192688822746277	0.28787052631378174
900	1	ado	8	0.0	156.0	480.0	800.0	0	8.256875798106194	-1	0.004103618208318949	0.14646773040294647	0.0006391823408193886	0.12431880831718445	-5.527635097503662	0.1402207612991333	0.7432224154472351	0.12518858909606934
900	1	ado	9	0.0	260.0	390.0	800.0	1	2.8970423974096775	-1	0.004335879813879728	0.1757076531648636	0.0004323465982452035	0.13379855453968048	-5.457197666168213	0.16969576478004456	0.6338688135147095	0.13531440496444702
900	1	ado	10	0.0	156.0	490.0	800.0	1	1.7286750972270966	1	0.004431288689374924	0.19811111688613892	0.00033695058664307	0.13820010423660278	-5.429326057434082	0.1936962753534317	0.5091807246208191	0.13974663615226746
900	1	ado	11	0.0	104.0	560.0	800.0	1	1.8864076994359493	-1	0.004474319517612457	0.21792897582054138	0.00028277034289203584	0.14069883525371552	-5.415806770324707	0.21496635675430298	0.39759933948516846	0.1420009732246399
900	1	ado	12	0.0	260.0	350.0	800.0	0	6.714783001691103	1	0.004452629014849663	0.22933298349380493	0.00019756733672693372	0.13946475088596344	-5.417768478393555	0.2276374250650406	0.29366472363471985	0.1403317004442215
900	1	ado	13	0.0	520.0	250.0	800.0	1	3.858296100050211	-1	0.004471605643630028	0.24841345846652985	0.00015466923650819808	0.1414598673582077	-5.4120917320251465	0.24730098247528076	0.22821234166622162	0.14211557805538177
900	1	ado	14	0.0	156.0	460.0	800.0	0	6.519248697906733	-1	0.004462322685867548	0.26208731532096863	0.00010782117169583216	0.14130404591560364	-5.413245677947998	0.26142847537994385	0.17109403014183044	0.1417367160320282
900	1	ado	15	0.0	52.0	660.0	800.0	0	3.9743259996175766	1	0.004425347317010164	0.15225468575954437	0.0002161250595236197	0.08075975626707077	-5.425708293914795	0.15042562782764435	0.37331804633140564	0.08196940273046494
900	1	ado	16	0.0	520.0	260.0	800.0	1	8.589687999337912	1	0.004449913278222084	0.16165494918823242	0.00016609254817012697	0.07996659725904465	-5.417922496795654	0.1605404019355774	0.28271016478538513	0.08080579340457916
900	1	ado	17	0.0	104.0	570.0	800.0	1	1.7911313995718956	1	0.004459979012608528	0.16755163669586182	0.00013739033602178097	0.07888347655534744	-5.414343357086182	0.16692869365215302	0.20798221230506897	0.07939475774765015
900	1	ado	18	0.0	156.0	500.0	800.0	0	4.150827698409557	-1	0.004342035390436649	0.08084819465875626	0.00034276299993507564	0.04266225919127464	-5.455923080444336	0.07739873230457306	0.7005836367607117	0.04482656344771385
900	1	ado	19	0.0	260.0	400.0	800.0	0	6.6811289973556995	1	0.004157043062150478	0.05910930037498474	0.0004246407770551741	0.03530897945165634	-5.516230583190918	0.052941542118787766	1.0918246507644653	0.037989165633916855
900	1	ado	20	0.0	260.0	430.0	800.0	1	1.4378792010247707	1	0.004189224913716316	0.06316644698381424	0.0003835258539766073	0.03525661677122116	-5.496706485748291	0.05920001491904259	0.8482997417449951	0.037413883954286575
