mean/gen/time/iterations,mean/gen/train/value_loss,mean/gen/train/n_updates,mean/disc/n_expert,mean/disc/disc_acc_gen,mean/disc/disc_acc,mean/disc/disc_entropy,mean/disc/global_step,mean/gen/train/explained_variance,mean/gen/train/policy_gradient_loss,mean/gen/time/total_timesteps,mean/gen/time/time_elapsed,mean/gen/train/clip_range,mean/gen/train/entropy_loss,mean/gen/rollout/ep_len_mean,mean/disc/disc_proportion_expert_true,mean/gen/time/fps,mean/disc/disc_loss,mean/gen/train/approx_kl,mean/gen/train/clip_fraction,mean/disc/n_generated,mean/disc/disc_acc_expert,mean/gen/train/loss,mean/gen/train/learning_rate,mean/disc/disc_proportion_expert_pred,mean/gen/rollout/ep_rew_mean,mean/gen/rollout/ep_rew_wrapped_mean
1.0,2.9556501887273043,5496.0,256.0,0.83203125,0.75390625,0.5318291187286377,687.0,0.369054913520813,-0.006414470222807722,351744.0,0.0,0.2,-0.08414503824315034,45.0,0.5,2404.0,0.493679016828537,0.0059363218024373055,0.0263671875,256.0,0.67578125,0.4388657808303833,0.0001,0.421875,82.0,-34.1728813049011
1.0,8.817869384773076,5504.0,256.0,0.83203125,0.72265625,0.5359068512916565,688.0,0.20075678825378418,-0.009101201332669007,352256.0,0.0,0.2,-0.09632312800385989,45.0,0.5,2420.0,0.5265231132507324,0.0028325612656772137,0.023681640625,256.0,0.61328125,3.4246511459350586,0.0001,0.390625,49.5,-33.515073916874826
1.0,33.40832559019327,5512.0,256.0,0.61328125,0.626953125,0.49586111307144165,689.0,0.20184260606765747,-0.018968221193063073,352768.0,0.0,0.2,-0.1870633516809903,45.0,0.5,1831.0,0.613531231880188,0.007808607071638107,0.076416015625,256.0,0.640625,3.4337995052337646,0.0001,0.513671875,43.0,-33.369076681486334
1.0,3.7684652028838173,5520.0,256.0,0.80859375,0.75,0.5203897356987,690.0,0.3981330990791321,-0.010676085372324451,353280.0,0.0,0.2,-0.0800025480275508,45.0,0.5,2490.0,0.5106459259986877,0.00513644702732563,0.03662109375,256.0,0.69140625,0.09419553726911545,0.0001,0.44140625,37.0,-33.66982697835192
1.0,5.616436194861308,5528.0,256.0,0.87890625,0.736328125,0.5567195415496826,691.0,0.439397394657135,-0.007650247069250327,353792.0,0.0,0.2,-0.07727665739002987,45.0,0.5,2483.0,0.5242615938186646,0.002803473500534892,0.023681640625,256.0,0.59375,0.5559530854225159,0.0001,0.357421875,16.5,-32.9137845178158
1.0,3.87253954121843,5536.0,256.0,0.78125,0.6953125,0.5462226867675781,692.0,0.43392831087112427,-0.007890702563599916,354304.0,0.0,0.2,-0.07727250721654855,45.0,0.5,2381.0,0.5530911684036255,0.006516551598906517,0.026611328125,256.0,0.609375,0.9770424365997314,0.0001,0.4140625,60.0,-32.57463199767517
1.0,2.660467291716486,5544.0,256.0,0.875,0.72265625,0.5544739365577698,693.0,-0.19802939891815186,-0.004733561319881119,354816.0,0.0,0.2,-0.04784733273118036,45.0,0.5,2604.0,0.5342733860015869,0.004460433963686228,0.01708984375,256.0,0.5703125,0.13080772757530212,0.0001,0.34765625,61.0,-32.26079079380026
1.0,6.213648469187319,5552.0,256.0,0.890625,0.7578125,0.5384443998336792,694.0,0.3300629258155823,-0.005199314746278105,355328.0,0.0,0.2,-0.08750725847494323,45.0,0.5,2521.0,0.4997981786727905,0.007044211030006409,0.041015625,256.0,0.625,1.175613284111023,0.0001,0.3671875,18.0,-32.094249455851966
1.0,4.742472852114588,5560.0,256.0,0.8203125,0.71484375,0.5239555239677429,695.0,0.3361749053001404,-0.00967014572233893,355840.0,0.0,0.2,-0.09291849884903058,45.0,0.5,2365.0,0.5258115530014038,0.006456583272665739,0.035400390625,256.0,0.609375,0.2908281683921814,0.0001,0.39453125,7.5,-33.181675880157854
1.0,4.013607470260467,5568.0,256.0,0.84765625,0.7265625,0.5308504104614258,696.0,0.24698662757873535,-0.01463895000233606,356352.0,0.0,0.2,-0.08100866517634131,45.0,0.5,2498.0,0.5216202735900879,0.009254938922822475,0.041259765625,256.0,0.60546875,1.2895673513412476,0.0001,0.37890625,-4.0,-33.22747628914891
1.0,5.065432219300419,5576.0,256.0,0.80078125,0.734375,0.5295161008834839,697.0,-0.0705256462097168,-0.006777609858545475,356864.0,0.0,0.2,-0.0546420114551438,45.0,0.5,2406.0,0.5133320093154907,0.004043340217322111,0.021484375,256.0,0.66796875,0.6170247793197632,0.0001,0.43359375,-16.5,-34.09421370048774
1.0,7.081326324492693,5584.0,256.0,0.796875,0.7109375,0.5305199027061462,698.0,0.5750231444835663,-0.00986043874945608,357376.0,0.0,0.2,-0.06845603950205259,45.0,0.5,2366.0,0.5508482456207275,0.0021434470545500517,0.02197265625,256.0,0.625,1.1312004327774048,0.0001,0.4140625,-10.0,-34.3257213011221
1.0,8.260937272105366,5592.0,256.0,0.703125,0.66796875,0.5277430415153503,699.0,0.41857773065567017,-0.011153572460898431,357888.0,0.0,0.2,-0.054340755406883545,45.0,0.5,2293.0,0.5810445547103882,0.007559235207736492,0.030029296875,256.0,0.6328125,1.4961673021316528,0.0001,0.46484375,29.5,-34.025819935987236
1.0,2.119133805303136,5600.0,256.0,0.8671875,0.74609375,0.5382237434387207,700.0,0.6794798076152802,-0.00457092701253714,358400.0,0.0,0.2,-0.03944093066093046,45.0,0.5,2638.0,0.5084584951400757,0.0053342245519161224,0.014404296875,256.0,0.625,0.18576636910438538,0.0001,0.37890625,19.5,-33.90304211129435
1.0,6.935284347971901,5608.0,256.0,0.8203125,0.724609375,0.5117540955543518,701.0,0.4409800171852112,-0.004716834657301661,358912.0,0.0,0.2,-0.08247649266559165,45.0,0.5,2259.0,0.5064365863800049,0.001989983022212982,0.015869140625,256.0,0.62890625,1.3438224792480469,0.0001,0.404296875,-4.5,-34.275590318916365
1.0,2.2675227175059263,5616.0,256.0,0.88671875,0.76953125,0.5297868847846985,702.0,0.22254925966262817,-0.006199822917551501,359424.0,0.0,0.2,-0.047806389033212326,45.0,0.5,2629.0,0.4762301445007324,0.04016583040356636,0.013916015625,256.0,0.65234375,0.022474922239780426,0.0001,0.3828125,7.5,-34.27763086149003
1.0,3.9773160985205323,5624.0,256.0,0.8046875,0.7421875,0.5258725881576538,703.0,0.3981214165687561,-0.009816725505515933,359936.0,0.0,0.2,-0.0785114124591928,45.0,0.5,2367.0,0.5058112144470215,0.012344112619757652,0.03125,256.0,0.6796875,0.3041413724422455,0.0001,0.4375,38.0,-34.47428639031481
1.0,4.22408879903378,5632.0,256.0,0.83984375,0.7265625,0.545809268951416,704.0,0.622696727514267,-0.004941736715409206,360448.0,0.0,0.2,-0.04686631606455194,45.0,0.5,2405.0,0.5448323488235474,0.0021133669652044773,0.012939453125,256.0,0.61328125,0.08271388709545135,0.0001,0.38671875,79.0,-33.55589890442556
1.0,7.499969407566823,5640.0,256.0,0.765625,0.697265625,0.5417605042457581,705.0,0.5265730023384094,-0.009108762662435765,360960.0,0.0,0.2,-0.07871356475516222,45.0,0.5,2277.0,0.5521145462989807,0.007940283045172691,0.026123046875,256.0,0.62890625,0.6543132066726685,0.0001,0.431640625,124.0,-33.05275187438121
1.0,4.077277429634705,5648.0,256.0,0.890625,0.748046875,0.5335030555725098,706.0,0.563552588224411,-0.004229637321259361,361472.0,0.0,0.2,-0.042951473682478536,45.0,0.5,2371.0,0.4953657388687134,0.0016066289972513914,0.009521484375,256.0,0.60546875,1.8346350193023682,0.0001,0.357421875,124.0,-32.47974861008814
1.0,2.9934550458565354,5656.0,256.0,0.8359375,0.736328125,0.516027569770813,707.0,0.5334853529930115,-0.006111161972512491,361984.0,0.0,0.2,-0.05903314837269136,45.0,0.5,2395.0,0.5059354305267334,0.0017001463565975428,0.01611328125,256.0,0.63671875,0.9966570734977722,0.0001,0.400390625,110.5,-32.44261977118906
1.0,6.148093554191291,5664.0,256.0,0.71875,0.666015625,0.5317264199256897,708.0,-0.09805703163146973,-0.006266443131607957,362496.0,0.0,0.2,-0.06386049003049266,45.0,0.5,2214.0,0.5609951615333557,0.0021544485352933407,0.014892578125,256.0,0.61328125,0.6987928748130798,0.0001,0.447265625,90.5,-32.71521521204617
1.0,9.799480600151583,5672.0,256.0,0.8828125,0.763671875,0.5441579818725586,709.0,0.5320692658424377,-0.0035309157358369703,363008.0,0.0,0.2,-0.055152790155261755,45.0,0.5,2427.0,0.49859142303466797,0.0006648822454735637,0.006591796875,256.0,0.64453125,0.9315922856330872,0.0001,0.380859375,90.5,-33.28316097598057
1.0,5.429776703123935,5680.0,256.0,0.87109375,0.759765625,0.5376790165901184,710.0,0.4405198097229004,-0.002440578760797507,363520.0,0.0,0.2,-0.035328677269717446,45.0,0.5,2535.0,0.5090364217758179,0.005099582020193338,0.017578125,256.0,0.6484375,1.7924052476882935,0.0001,0.388671875,64.5,-33.21470699860249
1.0,2.043840328176884,5688.0,256.0,0.875,0.76953125,0.5296592712402344,711.0,-0.02301609516143799,-0.006511343599413522,364032.0,0.0,0.2,-0.03752059440375888,45.0,0.5,2645.0,0.47774773836135864,0.0033196581061929464,0.013427734375,256.0,0.6640625,0.23980483412742615,0.0001,0.39453125,42.0,-33.24928597333841
1.0,7.572586536989547,5696.0,256.0,0.87109375,0.748046875,0.5259788036346436,712.0,-0.40653979778289795,-0.005208038033742923,364544.0,0.0,0.2,-0.047888041346595855,45.0,0.5,2471.0,0.4954850673675537,0.004650208167731762,0.01904296875,256.0,0.625,1.0028351545333862,0.0001,0.376953125,47.0,-33.34728321252158
1.0,8.839833482168615,5704.0,256.0,0.73828125,0.681640625,0.5315584540367126,713.0,0.4924272894859314,-0.010555222688708454,365056.0,0.0,0.2,-0.08080952716409229,45.0,0.5,2223.0,0.581735372543335,0.005917549133300781,0.028564453125,256.0,0.625,2.660489320755005,0.0001,0.443359375,19.0,-33.32179522031685
1.0,3.2604516797000542,5712.0,256.0,0.84375,0.720703125,0.5288867354393005,714.0,0.4756910800933838,-0.003789857935771579,365568.0,0.0,0.2,-0.03509866518288618,45.0,0.5,2593.0,0.5385057330131531,0.006275668274611235,0.01318359375,256.0,0.59765625,0.41007208824157715,0.0001,0.376953125,14.0,-33.8581373810349
1.0,13.886407350189984,5720.0,256.0,0.71484375,0.6796875,0.511100172996521,715.0,0.39777565002441406,-0.00954970387465437,366080.0,0.0,0.2,-0.09695293998811394,45.0,0.5,2056.0,0.5787541270256042,0.0039050010964274406,0.031005859375,256.0,0.64453125,9.118906021118164,0.0001,0.46484375,45.5,-33.80369092060253
1.0,12.426290174713358,5728.0,256.0,0.77734375,0.689453125,0.5386320948600769,716.0,0.5364563763141632,-0.006540309401316335,366592.0,0.0,0.2,-0.048996986475685844,45.0,0.5,2444.0,0.5704114437103271,0.007336619310081005,0.015380859375,256.0,0.6015625,0.860673189163208,0.0001,0.412109375,39.0,-32.911182282455265
1.0,21.6239811796695,5736.0,256.0,0.7265625,0.6953125,0.5280848145484924,717.0,0.618952751159668,-0.00578180461525335,367104.0,0.0,0.2,-0.08524417743319646,45.0,0.5,2008.0,0.5654501914978027,0.0025904891081154346,0.02294921875,256.0,0.6640625,5.363877773284912,0.0001,0.46875,70.0,-32.62160638345406
1.0,19.01554804481566,5744.0,256.0,0.8359375,0.71875,0.5221870541572571,718.0,0.27914130687713623,-0.00787795333599206,367616.0,0.0,0.2,-0.06847709198700613,45.0,0.5,2245.0,0.5245749354362488,0.0019247555173933506,0.017578125,256.0,0.6015625,5.037691593170166,0.0001,0.3828125,100.5,-31.755807427200487
1.0,8.846477110870183,5752.0,256.0,0.84765625,0.701171875,0.5361912846565247,719.0,0.3181426525115967,-0.004375429256469943,368128.0,0.0,0.2,-0.0572266830567969,45.0,0.5,2339.0,0.5304621458053589,0.0036663804203271866,0.013427734375,256.0,0.5546875,5.3570404052734375,0.0001,0.353515625,155.0,-30.94393584112171
1.0,5.391589688137174,5760.0,256.0,0.875,0.720703125,0.5568149089813232,720.0,0.5778609812259674,-0.006437550167902373,368640.0,0.0,0.2,-0.056743552784610074,45.0,0.5,2302.0,0.5479882955551147,0.0023351542185992002,0.01611328125,256.0,0.56640625,1.9048762321472168,0.0001,0.345703125,208.0,-30.4707953893533
1.0,3.9928546634037048,5768.0,256.0,0.859375,0.71484375,0.5500087141990662,721.0,0.22415900230407715,-0.009210712254571263,369152.0,0.0,0.2,-0.07568868567614118,45.0,0.5,2196.0,0.5359780788421631,0.006303856149315834,0.03369140625,256.0,0.5703125,1.4342081546783447,0.0001,0.35546875,234.5,-29.706668555457146
1.0,2.9615826085209846,5776.0,256.0,0.91015625,0.71875,0.5842504501342773,722.0,0.4261630177497864,-0.011213084113478544,369664.0,0.0,0.2,-0.03540403060105746,45.0,0.5,2512.0,0.5486291646957397,0.016456028446555138,0.023193359375,256.0,0.52734375,0.47470563650131226,0.0001,0.30859375,208.5,-29.20015064563835
1.0,4.9952506113331765,5784.0,256.0,0.87890625,0.7578125,0.561007022857666,723.0,0.6067829132080078,-0.003699126431456534,370176.0,0.0,0.2,-0.02752421786681225,45.0,0.5,2563.0,0.5294804573059082,0.0015812825877219439,0.00732421875,256.0,0.63671875,0.39728957414627075,0.0001,0.37890625,191.5,-28.798150698544923
1.0,4.117469654884189,5792.0,256.0,0.76953125,0.712890625,0.5362372994422913,724.0,-0.13118469715118408,-0.004518747940892354,370688.0,0.0,0.2,-0.03721029522785102,45.0,0.5,2315.0,0.514459490776062,0.003317232709378004,0.017578125,256.0,0.65625,0.308411568403244,0.0001,0.443359375,189.5,-27.989694100464693
1.0,13.48601155448705,5800.0,256.0,0.7734375,0.705078125,0.543057382106781,725.0,0.6185965538024902,-0.0050181065234937705,371200.0,0.0,0.2,-0.05357729828392621,45.0,0.5,2272.0,0.575171947479248,0.0019103531958535314,0.026123046875,256.0,0.63671875,2.4912164211273193,0.0001,0.431640625,230.5,-27.816502721714787
1.0,15.149864064063877,5808.0,256.0,0.69140625,0.63671875,0.5433351993560791,726.0,0.21489381790161133,-0.008447655858617509,371712.0,0.0,0.2,-0.06707978578924667,45.0,0.5,2181.0,0.604070782661438,0.002987970830872655,0.023193359375,256.0,0.58203125,6.834628582000732,0.0001,0.4453125,203.0,-27.24458457728382
1.0,17.334760828875005,5816.0,256.0,0.765625,0.724609375,0.5189340114593506,727.0,0.6207364797592163,-0.008447109918051865,372224.0,0.0,0.2,-0.0451219459209824,45.0,0.5,2447.0,0.5687780380249023,0.002232201397418976,0.017822265625,256.0,0.68359375,5.724600791931152,0.0001,0.458984375,215.5,-27.44907073123846
1.0,6.461366183124483,5824.0,256.0,0.83203125,0.734375,0.5191024541854858,728.0,-0.16231727600097656,-0.0015436186113220174,372736.0,0.0,0.2,-0.043972296225547325,45.0,0.5,2454.0,0.5199451446533203,0.004672124050557613,0.0146484375,256.0,0.63671875,0.8511447310447693,0.0001,0.40234375,166.5,-27.352404337297195
1.0,7.513046022504568,5832.0,256.0,0.78515625,0.6875,0.5368956923484802,729.0,0.6553868353366852,-0.007308513711905107,373248.0,0.0,0.2,-0.0656913598504616,45.0,0.5,2326.0,0.6080936789512634,0.019948739558458328,0.030029296875,256.0,0.58984375,2.476466178894043,0.0001,0.40234375,140.0,-27.788078185524792
1.0,11.83969249483198,5840.0,256.0,0.78515625,0.6953125,0.5271589756011963,730.0,0.536778450012207,-0.006709203196805902,373760.0,0.0,0.2,-0.0604277274251217,45.0,0.5,2074.0,0.5822217464447021,0.001983606955036521,0.013916015625,256.0,0.60546875,2.3012278079986572,0.0001,0.41015625,159.0,-27.668315599055497
1.0,7.721188860945404,5848.0,256.0,0.80859375,0.70703125,0.5451859831809998,731.0,0.6682930588722229,-0.004133762689889409,374272.0,0.0,0.2,-0.04634871551388642,45.0,0.5,2345.0,0.5543190240859985,0.00203108973801136,0.01171875,256.0,0.60546875,2.3533692359924316,0.0001,0.3984375,165.5,-27.37023483915953
1.0,3.475959214498289,5856.0,256.0,0.84375,0.734375,0.5441380739212036,732.0,-1.090958595275879,-0.01050715112069156,374784.0,0.0,0.2,-0.08103169997048099,45.0,0.5,2375.0,0.5428162813186646,0.01968466117978096,0.035400390625,256.0,0.625,0.662428617477417,0.0001,0.390625,178.5,-27.52011586999288
1.0,21.826550118625164,5864.0,256.0,0.8046875,0.697265625,0.5361395478248596,733.0,0.34870386123657227,-0.012707230780506507,375296.0,0.0,0.2,-0.1514999697683379,45.0,0.5,1599.0,0.5699238181114197,0.005303576122969389,0.054443359375,256.0,0.58984375,3.929237127304077,0.0001,0.392578125,116.5,-28.05110161198536
1.0,9.99488289654255,5872.0,256.0,0.8359375,0.708984375,0.5482685565948486,734.0,0.7396661341190338,-0.010503220255486667,375808.0,0.0,0.2,-0.11576824518851936,45.0,0.5,2147.0,0.5839376449584961,0.006416730582714081,0.03173828125,256.0,0.58203125,2.444927453994751,0.0001,0.373046875,43.5,-29.120466546181124
1.0,26.57335841283202,5880.0,256.0,0.8203125,0.669921875,0.5561316013336182,735.0,0.4393141269683838,-0.012517675837443676,376320.0,0.0,0.2,-0.14069425655179657,45.0,0.5,2105.0,0.5416324138641357,0.005580558441579342,0.058837890625,256.0,0.51953125,4.785348415374756,0.0001,0.349609375,-8.5,-30.036644975019154
1.0,24.554818142205477,5888.0,256.0,0.859375,0.681640625,0.5518202781677246,736.0,0.4644717574119568,-0.010518135324673494,376832.0,0.0,0.2,-0.10521986149251461,45.0,0.5,2075.0,0.5580844879150391,0.0028848391957581043,0.03759765625,256.0,0.50390625,6.785557746887207,0.0001,0.322265625,-11.5,-32.26224070850527
1.0,28.99057211354375,5896.0,256.0,0.82421875,0.662109375,0.5553319454193115,737.0,0.6630295217037201,-0.011715637774614152,377344.0,0.0,0.2,-0.14939232126926072,45.0,0.5,1971.0,0.5819292068481445,0.0036689266562461853,0.053466796875,256.0,0.5,10.403642654418945,0.0001,0.337890625,80.0,-32.80205448193243
1.0,25.27639152109623,5904.0,256.0,0.859375,0.669921875,0.5576432943344116,738.0,0.5034717619419098,-0.012013822211883962,377856.0,0.0,0.2,-0.12893364421324804,45.0,0.5,2076.0,0.5726180076599121,0.003649927908554673,0.044677734375,256.0,0.48046875,4.606074333190918,0.0001,0.310546875,135.5,-33.058636690822894
1.0,9.011430151760578,5912.0,256.0,0.89453125,0.712890625,0.5782720446586609,739.0,0.4081929326057434,-0.013135330125805922,378368.0,0.0,0.2,-0.0776973919273587,45.0,0.5,1857.0,0.5591601133346558,0.007841306738555431,0.028564453125,256.0,0.53125,1.1433446407318115,0.0001,0.318359375,107.5,-32.48204466429539
1.0,16.007564034312963,5920.0,256.0,0.8828125,0.7109375,0.5913886427879333,740.0,0.5143216252326965,-0.007693396411923459,378880.0,0.0,0.2,-0.0699193244217895,45.0,0.5,2218.0,0.5848939418792725,0.0092332623898983,0.03466796875,256.0,0.5390625,3.1425249576568604,0.0001,0.328125,105.5,-33.2349112446513
1.0,6.778965326957405,5928.0,256.0,0.80859375,0.66796875,0.5798361897468567,741.0,-0.032190561294555664,-0.007721471971308347,379392.0,0.0,0.2,-0.07446482859086245,45.0,0.5,2047.0,0.6014536619186401,0.006615389604121447,0.027099609375,256.0,0.52734375,0.8881849050521851,0.0001,0.359375,179.0,-32.39130400499329
1.0,4.5529367392882705,5936.0,256.0,0.8359375,0.7109375,0.5691887140274048,742.0,0.6907365322113037,-0.007488598053896567,379904.0,0.0,0.2,-0.045845133005059324,45.0,0.5,2360.0,0.5440040230751038,0.011523650959134102,0.02685546875,256.0,0.5859375,1.1130902767181396,0.0001,0.375,189.5,-31.090350626255386
1.0,14.477881969884038,5944.0,256.0,0.65234375,0.630859375,0.5572845935821533,743.0,0.5499858856201172,-0.006081494349928107,380416.0,0.0,0.2,-0.04163529190554982,45.0,0.5,2066.0,0.638239860534668,0.0022840932942926884,0.01220703125,256.0,0.609375,1.8154354095458984,0.0001,0.478515625,301.5,-29.73522486734204
1.0,7.613866573898122,5952.0,256.0,0.77734375,0.712890625,0.5657516717910767,744.0,0.6431944668292999,0.007406207517306029,380928.0,0.0,0.2,-0.04817980111329234,45.0,0.5,2359.0,0.5764210820198059,0.014249510131776333,0.022216796875,256.0,0.6484375,1.2317261695861816,0.0001,0.435546875,312.5,-27.710047077997586
1.0,10.297811293043196,5960.0,256.0,0.66796875,0.63671875,0.568399965763092,745.0,0.592767596244812,-0.004419350610987749,381440.0,0.0,0.2,-0.04548786811938044,45.0,0.5,1694.0,0.6232093572616577,0.003272667061537504,0.022216796875,256.0,0.60546875,2.625154733657837,0.0001,0.46875,332.0,-24.864948256155476
1.0,7.287083736155182,5968.0,256.0,0.8125,0.740234375,0.5426589250564575,746.0,0.7575683146715164,-0.0012323286427999847,381952.0,0.0,0.2,-0.029456728789227782,45.0,0.5,2423.0,0.5667645931243896,0.001271554734557867,0.003662109375,256.0,0.66796875,1.4579612016677856,0.0001,0.427734375,304.5,-22.860258547491394
1.0,8.936644855886698,5976.0,256.0,0.8671875,0.76953125,0.541481614112854,747.0,-0.04108726978302002,-0.006535005792102311,382464.0,0.0,0.2,-0.04062297914424562,45.0,0.5,2520.0,0.49697184562683105,0.0029699162114411592,0.015625,256.0,0.671875,0.470918744802475,0.0001,0.40234375,273.0,-22.392447438552043
1.0,10.284110718406737,5984.0,256.0,0.71484375,0.6640625,0.5554224252700806,748.0,0.435274600982666,-0.009254821819922654,382976.0,0.0,0.2,-0.05547303622006439,45.0,0.5,2132.0,0.5799496173858643,0.004749867599457502,0.02197265625,256.0,0.61328125,2.6387524604797363,0.0001,0.44921875,331.5,-22.07170738090761
1.0,11.110965663567185,5992.0,256.0,0.7734375,0.689453125,0.5353481769561768,749.0,0.7171930074691772,-0.007796798898198176,383488.0,0.0,0.2,-0.0631539809401147,45.0,0.5,2355.0,0.6335006356239319,0.00367846735753119,0.0205078125,256.0,0.60546875,4.359503746032715,0.0001,0.416015625,350.5,-21.900953327417373
1.0,18.29653489496559,6000.0,256.0,0.71875,0.681640625,0.5363761186599731,750.0,0.641197919845581,-0.007074931068927981,384000.0,0.0,0.2,-0.07371084782062098,45.0,0.5,2149.0,0.5677528381347656,0.002122254343703389,0.02294921875,256.0,0.64453125,4.747413635253906,0.0001,0.462890625,336.0,-22.09200881594792
1.0,22.647557087242603,6008.0,256.0,0.69921875,0.6328125,0.541220486164093,751.0,0.6940342485904694,-0.004067045098054223,384512.0,0.0,0.2,-0.05540784920594888,45.0,0.5,2158.0,0.6576676964759827,0.0015421828720718622,0.010009765625,256.0,0.56640625,8.810700416564941,0.0001,0.43359375,377.5,-22.571070921928623
1.0,13.581469514407218,6016.0,256.0,0.72265625,0.64453125,0.5614423751831055,752.0,0.7208388447761536,-0.00517468024554546,385024.0,0.0,0.2,-0.06281887626391836,45.0,0.5,2129.0,0.6278420686721802,0.0033518329728394747,0.01708984375,256.0,0.56640625,5.76569938659668,0.0001,0.421875,362.0,-22.643285041321068
1.0,32.864153917878866,6024.0,256.0,0.6796875,0.625,0.5650738477706909,753.0,0.4691200256347656,-0.006024803537002299,385536.0,0.0,0.2,-0.11573856405448169,45.0,0.5,1940.0,0.6460515260696411,0.0032415895257145166,0.017822265625,256.0,0.5703125,12.471075057983398,0.0001,0.4453125,414.5,-23.97298209609464
1.0,6.562762009911239,6032.0,256.0,0.79296875,0.69921875,0.5778558254241943,754.0,0.21214520931243896,-0.009750679375429172,386048.0,0.0,0.2,-0.07516604163174634,45.0,0.5,2273.0,0.5661534070968628,0.009389908984303474,0.0302734375,256.0,0.60546875,0.9306445121765137,0.0001,0.40625,469.0,-23.82108832184691
1.0,9.445579501800239,6040.0,256.0,0.75390625,0.646484375,0.5767087936401367,755.0,0.04597342014312744,-0.017612649564398453,386560.0,0.0,0.2,-0.15849601064110175,45.0,0.5,1934.0,0.5796481370925903,0.013964408077299595,0.065185546875,256.0,0.5390625,1.3009833097457886,0.0001,0.392578125,463.0,-23.61644163643941
1.0,18.954068976454437,6048.0,256.0,0.77734375,0.671875,0.5672591924667358,756.0,0.19330066442489624,-0.016381304965761956,387072.0,0.0,0.2,-0.17271040347986855,45.0,0.5,1984.0,0.5699517726898193,0.009621278382837772,0.059326171875,256.0,0.56640625,4.816172122955322,0.0001,0.39453125,510.0,-24.271505587552674
1.0,9.606097515672445,6056.0,256.0,0.859375,0.685546875,0.5843714475631714,757.0,0.0540391206741333,-0.015661595658457372,387584.0,0.0,0.2,-0.1347158410353586,45.0,0.5,1097.0,0.5614510774612427,0.011084867641329765,0.068603515625,256.0,0.51171875,1.8735662698745728,0.0001,0.326171875,489.5,-24.36426896085497
1.0,6.174706498160958,6064.0,256.0,0.91015625,0.66796875,0.6007566452026367,758.0,0.3838251233100891,-0.014815495400398504,388096.0,0.0,0.2,-0.11494508277974091,45.0,0.5,1972.0,0.6145663261413574,0.010003340430557728,0.05224609375,256.0,0.42578125,2.099604845046997,0.0001,0.2578125,474.5,-24.435658862437123
1.0,5.322157325223088,6072.0,256.0,0.94140625,0.681640625,0.5982183218002319,759.0,0.5504601895809174,-0.013273245727759786,388608.0,0.0,0.2,-0.11427799076773226,45.0,0.5,2078.0,0.5903338193893433,0.007653261534869671,0.046142578125,256.0,0.421875,1.3213486671447754,0.0001,0.240234375,490.0,-25.13921962225344
1.0,7.694835403934121,6080.0,256.0,0.86328125,0.642578125,0.5865194797515869,760.0,0.40842705965042114,-0.010314279978047125,389120.0,0.0,0.2,-0.0740961974079255,45.0,0.5,2063.0,0.5942094326019287,0.009344407357275486,0.02783203125,256.0,0.421875,2.3872334957122803,0.0001,0.279296875,424.0,-25.457710355166345
1.0,12.969048101454973,6088.0,256.0,0.8125,0.658203125,0.6156243681907654,761.0,0.32655394077301025,-0.017539573011163156,389632.0,0.0,0.2,-0.116544531454565,45.0,0.5,1918.0,0.5987809896469116,0.016946595162153244,0.068115234375,256.0,0.50390625,4.617190837860107,0.0001,0.345703125,417.5,-26.530680984305217
1.0,3.684918752638623,6096.0,256.0,0.90625,0.6875,0.6036067605018616,762.0,0.09034425020217896,-0.010508273269806523,390144.0,0.0,0.2,-0.07511669589075609,45.0,0.5,2374.0,0.5870709419250488,0.01721707358956337,0.035400390625,256.0,0.46875,0.4547577500343323,0.0001,0.28125,376.5,-27.368773532882333
1.0,4.092215963755734,6104.0,256.0,0.78515625,0.693359375,0.596076250076294,763.0,-0.22077155113220215,-0.0102543618704658,390656.0,0.0,0.2,-0.07987503921322059,45.0,0.5,2258.0,0.5701913833618164,0.006472011096775532,0.031494140625,256.0,0.6015625,0.06191147118806839,0.0001,0.408203125,379.5,-28.31049169250764
1.0,6.979388186708093,6112.0,256.0,0.6875,0.646484375,0.5809921026229858,764.0,0.3692960739135742,-0.011098256771219894,391168.0,0.0,0.2,-0.08284687508421484,45.0,0.5,2071.0,0.5861200094223022,0.005064217373728752,0.044189453125,256.0,0.60546875,0.8691055774688721,0.0001,0.458984375,400.5,-28.090335914874448
1.0,8.65936816856265,6120.0,256.0,0.6328125,0.6484375,0.5856565237045288,765.0,0.4656675457954407,-0.008606380986748263,391680.0,0.0,0.2,-0.07756279004388489,45.0,0.5,2015.0,0.6002594232559204,0.003987119998782873,0.02099609375,256.0,0.6640625,2.1191723346710205,0.0001,0.515625,409.5,-26.647092959033326
1.0,6.92599564883858,6128.0,256.0,0.74609375,0.69140625,0.5592207908630371,766.0,0.5669345259666443,-0.007386029858025722,392192.0,0.0,0.2,-0.05252561429006164,45.0,0.5,2316.0,0.5623972415924072,0.006809260230511427,0.017822265625,256.0,0.63671875,0.8532288670539856,0.0001,0.4453125,351.0,-25.941413833377883
1.0,16.448175944387913,6136.0,256.0,0.71875,0.666015625,0.564500093460083,767.0,0.32866811752319336,-0.004578728403430432,392704.0,0.0,0.2,-0.07907899776182603,45.0,0.5,2012.0,0.5916759371757507,0.0024900701828300953,0.02099609375,256.0,0.61328125,7.090378761291504,0.0001,0.447265625,381.5,-26.13582590480335
