mean/disc/n_generated,mean/gen/time/iterations,mean/disc/disc_proportion_expert_true,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_gen,mean/gen/train/value_loss,mean/gen/time/total_timesteps,mean/gen/train/loss,mean/gen/train/clip_range,mean/gen/train/explained_variance,mean/gen/time/fps,mean/gen/rollout/ep_rew_wrapped_mean,mean/gen/time/time_elapsed,mean/gen/train/learning_rate,mean/disc/disc_loss,mean/disc/n_expert,mean/disc/disc_acc,mean/disc/disc_entropy,mean/gen/train/policy_gradient_loss,mean/gen/train/entropy_loss,mean/disc/global_step,mean/disc/disc_acc_expert,mean/gen/train/clip_fraction,mean/gen/train/n_updates,mean/gen/train/approx_kl
256.0,10.5,0.5,0.352734375,0.70625,207.54022396087646,862208.0,50.915595245361324,0.1,3.197789192199706e-06,444.7999999999999,-110.73421446055173,106.65,0.00010431818181818182,0.16575972735881805,256.0,0.558984375,0.6358531832695007,-0.0015113857426331378,-1.4811228860914705,11.0,0.41171875,0.030864257812499993,1052.5,0.0012923287926241756
256.0,10.5,0.5,0.42421875,0.56953125,143.0912737464905,944128.0,35.17125511169433,0.1,2.694129943847656e-06,478.4000000000001,-103.8219312108159,100.85000000000002,0.00010395833333333332,0.1736088365316391,256.0,0.49374999999999997,0.6571289896965027,-0.001338857827358879,-1.5252940380573274,12.0,0.41796875,0.026611328125,1152.5,0.0011517940263729538
256.0,10.5,0.5,0.3890625,0.46171874999999996,83.70988144874572,1026048.0,20.346791362762453,0.1,1.4752149581909184e-06,475.45,-94.55494823980331,99.15,0.00010365384615384616,0.20122887790203092,256.0,0.35078125000000004,0.6560781955718994,-0.0012134169680939522,-1.4927802363038067,13.0,0.23984375000000002,0.024382324218749998,1252.5,0.0016465503635117783
256.0,10.5,0.5,0.38359375,0.50390625,34.47953250885009,1107968.0,8.254911637306213,0.1,4.500150680541992e-07,494.9,-82.58200672417881,98.00000000000003,0.00010339285714285715,0.20047816038131713,256.0,0.38749999999999996,0.6482927083969116,-0.0012613980071910196,-1.3641290533542634,14.0,0.27109375,0.034311523437500005,1352.5,0.0016515347037056923
256.0,10.5,0.5,0.412890625,0.53046875,11.218462750315668,1189888.0,2.599815064668656,0.1,1.7881393432617193e-07,499.4000000000001,-73.44409707486626,97.05,0.00010316666666666665,0.20668835639953612,256.0,0.443359375,0.6273067593574524,-0.0021323467722686477,-1.286347809433937,15.0,0.35624999999999996,0.047236328125000004,1452.5,0.0019928203022573144
256.0,10.5,0.5,0.3171875,0.76875,2.8978578433394437,1271808.0,0.6113441869616505,0.1,1.2814998626708984e-06,512.5000000000002,-68.14113766512277,95.94999999999999,0.00010296875,0.1923813909292221,256.0,0.5859375,0.5377343773841858,-0.003089414121059235,-0.8305575059354305,16.0,0.403125,0.05872070312500001,1552.5,0.001869366125902161
256.0,10.5,0.5,0.255078125,0.85234375,0.6978691424988209,1353728.0,0.1120124408043921,0.1,0.6914871633052828,490.9000000000002,-56.61779081913829,98.45000000000002,0.00010279411764705881,0.16748432219028472,256.0,0.607421875,0.5753746151924133,-0.00123838560495642,-0.516737046986818,17.0,0.36250000000000004,0.06899169921875001,1652.5,0.003317650523968041
256.0,10.5,0.5,0.255078125,0.8929687500000001,0.8704464962705971,1435648.0,0.13289078902453177,0.1,0.881071250140667,470.65000000000003,-43.98990993520618,102.55,0.00010263888888888886,0.15834196209907533,256.0,0.6480468749999999,0.5614583253860473,-0.0007816320583515334,-0.37420650191605104,18.0,0.40312499999999996,0.03006591796875,1752.5,0.0009627353574614972
256.0,10.5,0.5,0.277734375,0.8351562499999999,0.4955423055589199,1517568.0,0.06753807645291089,0.1,0.8598293956369162,472.7999999999999,-37.256512410104264,101.60000000000001,0.00010250000000000001,0.17203085720539094,256.0,0.612890625,0.5736584186553955,-0.0008663346437970177,-0.40935098614543675,19.0,0.390625,0.028312988281250003,1852.5,0.0010302546463208273
256.0,10.5,0.5,0.246484375,0.8859375,0.2534326710994355,1599488.0,0.03195440194103866,0.1,0.6956108421087266,471.5999999999999,-35.34917926709353,102.6,0.000102375,0.16448722779750824,256.0,0.632421875,0.580504858493805,-0.0009431426522496619,-0.37949033688753847,20.0,0.37890625,0.0338330078125,1952.5,0.0011654690402792766
256.0,10.5,0.5,0.198828125,0.9421875,0.06359476683428515,1681408.0,0.00397991626523435,0.1,0.7385990887880326,518.4999999999999,-33.68595262232423,94.75,0.00010226190476190476,0.15860366225242614,256.0,0.641015625,0.5880095958709717,-0.00226839230308542,-0.19599758104421194,21.0,0.33984375,0.025771484375,2052.5,0.0008978455167380164
256.0,10.5,0.5,0.174609375,0.98359375,0.03309847381955478,1763328.0,0.003404715238139034,0.1,0.7521319709718225,503.65000000000003,-30.97891189923882,95.5,0.00010215909090909089,0.150979682803154,256.0,0.658203125,0.5818927526473999,-0.0007293885143735679,-0.0816333464998752,22.0,0.3328125,0.012902832031249995,2152.5,0.0008463747362839058
256.0,10.5,0.5,0.17421874999999998,0.9828125,0.04931243030878248,1845248.0,0.005440878856461497,0.1,0.665033008903265,503.25,-26.733010504543778,95.25000000000001,0.00010206521739130433,0.1499164283275604,256.0,0.65703125,0.5877450942993164,-0.00038309305440634487,-0.054381824033334844,23.0,0.33125000000000004,0.0105029296875,2252.5,0.0008489364277920684
256.0,10.5,0.5,0.191015625,0.9781249999999999,0.04528120086615671,1927168.0,0.002961554011562839,0.1,0.607024745643139,514.1999999999999,-22.45529233755171,95.20000000000002,0.00010197916666666665,0.14649825990200044,256.0,0.669140625,0.5927030563354492,-0.0006871253247663846,-0.051263740577269325,24.0,0.36015625,0.011513671875,2352.5,0.0008608829521108418
256.0,10.5,0.5,0.17812499999999998,0.9789062500000001,0.011927802644495385,2009088.0,-0.0008669042610563336,0.1,0.6884002029895785,538.4500000000002,-20.177298019856217,92.6,0.00010190000000000001,0.14881732761859895,256.0,0.65703125,0.58953355550766,-0.0009725731547223404,-0.0458538616145961,25.0,0.33515625000000004,0.013374023437499997,2452.5,0.0012387841474264859
256.0,10.5,0.5,0.1515625,0.98203125,0.001384483520650974,2091008.0,-0.0033322968753054737,0.1,0.8160430021584034,520.1499999999999,-19.862958317175508,94.3,0.00010182692307692307,0.15006776452064516,256.0,0.6335937500000001,0.5967327713966369,-0.0013923873520980123,-0.025900283165974543,26.0,0.28515625,0.009089355468750003,2552.5,0.0012485346262110395
256.0,10.5,0.5,0.15390625,0.984375,0.0016052643612601966,2172928.0,-0.0008616487146355212,0.1,0.40698917359113684,506.75,-20.276673307865856,95.75000000000001,0.00010175925925925927,0.14862802028656005,256.0,0.6382812499999999,0.596330201625824,-0.0007748572641867212,-0.02240263855550438,27.0,0.2921875,0.0075195312499999984,2652.5,0.0009318311524111778
256.0,10.5,0.5,0.15078125,0.98203125,0.0034530680532407127,2254848.0,-0.001190531803877093,0.1,0.4813541606068611,532.1,-20.89791976074875,92.55000000000001,0.00010169642857142857,0.1507771998643875,256.0,0.6328125,0.5974695324897766,-0.0004917889679200017,-0.06053804644267076,28.0,0.28359375,0.014487304687499999,2752.5,0.00231735388879315
256.0,10.5,0.5,0.76953125,0.13671875,0.018415672058472405,2336768.0,-0.0027775224065408103,0.1,0.6725192978978156,516.3999999999997,-21.947261188097297,93.40000000000003,0.00010163793103448278,0.17368307411670686,256.0,0.40625,0.605651330947876,-0.001319694161284133,-0.39753347814083095,29.0,0.67578125,0.12656982421875,2852.5,0.0040085577609715985
256.0,10.5,0.5,0.503125,0.6976562500000001,0.5952363265492023,2418688.0,0.08808496743440629,0.1,0.6423707172274588,485.25000000000006,-30.10849591223896,96.75,0.00010158333333333331,0.15076251626014708,256.0,0.70078125,0.587184715270996,-0.00013314154828549348,-0.535179824233055,30.0,0.70390625,0.02251953125000001,2952.5,0.002543330172193237
256.0,10.5,0.5,0.211328125,0.92265625,5.274402823448182,2500608.0,0.8175216317176819,0.1,0.754923401027918,473.45,-45.796250297233456,98.75000000000003,0.00010153225806451612,0.15223850905895234,256.0,0.6339843749999999,0.5905385613441467,0.0028904378712468312,-0.40338401284068826,31.0,0.3453125,0.056936035156249995,3052.5,0.0036811325408052653
256.0,10.5,0.5,0.23984375000000002,0.9304687500000001,8.758442810773849,2582528.0,1.5502602964639665,0.1,0.8217264235019686,458.1,-52.72112065124513,103.10000000000001,0.00010148437500000003,0.14265215396881104,256.0,0.6703125,0.571812653541565,0.0036508611180761366,-0.2416564806178212,32.0,0.41015625,0.06523437500000001,3152.5,0.005623748106881976
256.0,10.5,0.5,0.3578125,0.93359375,3.6113285239040858,2664448.0,0.647994017601013,0.1,0.849736038222909,460.75,-49.39601459109784,102.99999999999999,0.00010143939393939391,0.1313033550977707,256.0,0.7914062500000001,0.5765766501426697,0.002124786969943671,-0.16000107011757797,33.0,0.64921875,0.058879394531250004,3252.5,0.004871363862184807
256.0,10.5,0.5,0.445703125,0.896875,0.8623695052042603,2746368.0,0.1546430816873908,0.1,0.8805221911519767,447.15,-43.63714363086224,104.85000000000001,0.00010139705882352944,0.11121646612882614,256.0,0.8425781250000001,0.5077305912971497,-0.0001289844905841163,-0.21983691180124879,34.0,0.78828125,0.06253662109374998,3352.5,0.0035203139064833525
256.0,10.5,0.5,0.430859375,0.896875,0.40759862529113894,2828288.0,0.06623599454760552,0.1,0.70797151774168,467.3,-50.05119147744773,101.79999999999998,0.00010135714285714288,0.11949184089899062,256.0,0.8277343749999999,0.552239990234375,-0.0020847383508225898,-0.307026152983308,35.0,0.75859375,0.09170166015624999,3452.5,0.004684080916922539
256.0,10.5,0.5,0.428125,0.91328125,1.0973201761394735,2910208.0,0.12863512076437472,0.1,0.8734823254868387,441.15,-69.0816220611632,105.3,0.00010131944444444447,0.10020980089902878,256.0,0.8414062499999999,0.47439029812812805,0.0008070635035983282,-0.3354332792758942,36.0,0.76953125,0.08723144531249999,3552.5,0.003584690106799826
