mean/gen/train/clip_range,mean/gen/time/iterations,mean/gen/time/fps,mean/gen/train/clip_fraction,mean/gen/train/value_loss,mean/disc/disc_entropy,mean/gen/rollout/ep_rew_mean,mean/disc/disc_acc,mean/gen/train/learning_rate,mean/gen/train/entropy_loss,mean/disc/disc_loss,mean/gen/train/approx_kl,mean/gen/rollout/ep_len_mean,mean/gen/train/policy_gradient_loss,mean/disc/disc_acc_gen,mean/disc/n_generated,mean/gen/train/loss,mean/gen/train/n_updates,mean/disc/disc_proportion_expert_pred,mean/disc/n_expert,mean/disc/global_step,mean/gen/time/time_elapsed,mean/gen/time/total_timesteps,mean/disc/disc_acc_expert,mean/gen/train/explained_variance,mean/disc/disc_proportion_expert_true,mean/gen/rollout/ep_rew_wrapped_mean
0.2,1.0,1248.0,0.132080078125,8.626499876379967,0.5341981649398804,-443.5,0.59375,0.0001,-0.7955571543425322,0.6509932279586792,0.007302538491785526,6.5,-0.01778928412386449,0.53515625,256.0,5.051028728485107,96.0,0.55859375,256.0,12.0,0.0,6144.0,0.65234375,0.4232233762741089,0.5,-9.844193433448673
0.2,1.0,1195.0,0.117919921875,6.5810174606740475,0.5200480222702026,-397.0,0.681640625,0.0001,-0.6801688128616661,0.5630543231964111,0.011696108616888523,6.08,-0.024925362267822493,0.59765625,256.0,4.104899883270264,104.0,0.583984375,256.0,13.0,0.0,6656.0,0.765625,0.33098626136779785,0.5,-7.366336263231933
0.2,1.0,1168.0,0.12646484375,7.606514682993293,0.5360571146011353,-410.0,0.685546875,0.0001,-0.5175952191930264,0.6060279607772827,0.007379472255706787,5.05,-0.020876892682281323,0.66796875,256.0,2.745837450027466,112.0,0.517578125,256.0,14.0,0.0,7168.0,0.703125,0.30030590295791626,0.5,-6.246814253740013
0.2,1.0,1003.0,0.095947265625,7.464940706267953,0.523278534412384,-453.0,0.70703125,0.0001,-0.4654966779053211,0.5338834524154663,0.006228760816156864,5.64,-0.020014108682516962,0.75390625,256.0,4.775388717651367,120.0,0.453125,256.0,15.0,0.0,7680.0,0.66015625,0.3768402934074402,0.5,-5.217241156026721
0.2,1.0,1195.0,0.109619140625,8.999748978763819,0.5045934319496155,-369.5,0.755859375,0.0001,-0.3520254127215594,0.5088061690330505,0.012602750211954117,5.87,-0.02099557656038087,0.83203125,256.0,4.875723838806152,128.0,0.423828125,256.0,16.0,0.0,8192.0,0.6796875,0.3926471471786499,0.5,-6.711125816237182
0.2,1.0,1178.0,0.067626953125,9.557668644934893,0.5066590309143066,-458.5,0.748046875,0.0001,-0.31266884633805603,0.511883020401001,0.004643895197659731,5.17,-0.01314815351361176,0.82421875,256.0,4.9430155754089355,136.0,0.423828125,256.0,17.0,0.0,8704.0,0.671875,0.4258744716644287,0.5,-6.819159379117191
0.2,1.0,1154.0,0.06201171875,15.171190768480301,0.4866621196269989,-393.5,0.76953125,0.0001,-0.2710814996389672,0.4701046347618103,0.0037873899564146996,5.97,-0.013359686767216772,0.80078125,256.0,9.703876495361328,144.0,0.46875,256.0,18.0,0.0,9216.0,0.73828125,0.2731720209121704,0.5,-7.033576079811901
0.2,1.0,1131.0,0.04736328125,15.047164425253868,0.49269115924835205,-429.5,0.775390625,0.0001,-0.2165047499584034,0.46661704778671265,0.0038395680021494627,5.07,-0.010782300669234246,0.80859375,256.0,5.458284378051758,152.0,0.466796875,256.0,19.0,0.0,9728.0,0.7421875,0.2924261689186096,0.5,-7.7235841859132055
0.2,1.0,900.0,0.05126953125,10.965302463620901,0.48106059432029724,-435.5,0.79296875,0.0001,-0.12676368717802688,0.45192018151283264,0.018780602142214775,5.15,-0.012108227012504358,0.83984375,256.0,6.209447383880615,160.0,0.453125,256.0,20.0,0.0,10240.0,0.74609375,0.27912527322769165,0.5,-7.690882248617709
0.2,1.0,1133.0,0.031005859375,10.319386649876833,0.45195072889328003,-336.5,0.8125,0.0001,-0.11061736589181237,0.3863559365272522,0.002653568983078003,6.06,-0.004234900188748725,0.77734375,256.0,6.511765003204346,168.0,0.53515625,256.0,21.0,0.0,10752.0,0.84765625,0.3082505464553833,0.5,-7.463781562838704
0.2,1.0,1063.0,0.022216796875,14.378430124372244,0.474506139755249,-290.0,0.77734375,0.0001,-0.10156339779496193,0.4352143704891205,0.0013696770183742046,6.74,-0.005163137971976539,0.76171875,256.0,6.47601318359375,176.0,0.515625,256.0,22.0,0.0,11264.0,0.79296875,0.2921373248100281,0.5,-6.634670754354447
0.2,1.0,1225.0,0.01611328125,14.429441921412945,0.4627816677093506,-245.5,0.826171875,0.0001,-0.08139596245018765,0.390834242105484,0.0006174442823976278,6.61,-0.0030103318640612997,0.8203125,256.0,4.386472225189209,184.0,0.505859375,256.0,23.0,0.0,11776.0,0.83203125,0.33354485034942627,0.5,-7.515623542983085
0.2,1.0,1069.0,0.006103515625,6.35869525372982,0.4560680687427521,-391.5,0.79296875,0.0001,-0.061314318067161366,0.4448395371437073,0.0005166062619537115,5.76,-0.001468025231588399,0.875,256.0,3.2409441471099854,192.0,0.41796875,256.0,24.0,0.0,12288.0,0.7109375,0.48628753423690796,0.5,-8.64511724576354
0.2,1.0,983.0,0.013671875,12.941451210528612,0.43105512857437134,-337.0,0.81640625,0.0001,-0.0715251231304137,0.4168916344642639,0.0036699462216347456,5.58,-0.0023404500461765565,0.85546875,256.0,6.441030979156494,200.0,0.4609375,256.0,25.0,0.0,12800.0,0.77734375,0.38826584815979004,0.5,-9.296171816568823
0.2,1.0,1155.0,0.019775390625,15.385397542268038,0.4224320650100708,-200.0,0.841796875,0.0001,-0.05760415158874821,0.3647972345352173,0.0013379662996158004,7.19,-0.0036907978719682433,0.83984375,256.0,5.302699565887451,208.0,0.501953125,256.0,26.0,0.0,13312.0,0.84375,0.02285623550415039,0.5,-9.931915804557502
0.2,1.0,1088.0,0.010986328125,9.696764700114727,0.42862939834594727,-240.0,0.85546875,0.0001,-0.05497424807981588,0.3658471703529358,0.0012000215938314795,6.04,-0.00244045957151684,0.86328125,256.0,2.5901896953582764,216.0,0.4921875,256.0,27.0,0.0,13824.0,0.84765625,0.2809004783630371,0.5,-11.317136038728059
0.2,1.0,1232.0,0.0107421875,11.48173039034009,0.43003833293914795,-274.5,0.84765625,0.0001,-0.05117769874050282,0.3552348017692566,0.0013240057742223144,6.21,-0.0022036770824342966,0.87890625,256.0,5.943174839019775,224.0,0.46875,256.0,28.0,0.0,14336.0,0.81640625,0.3685016632080078,0.5,-8.95130665158853
0.2,1.0,1163.0,0.005126953125,8.961120694875717,0.41221868991851807,-312.5,0.8203125,0.0001,-0.03721623864839785,0.3971600830554962,0.0009232284501194954,5.75,-0.0017327044224657584,0.90234375,256.0,6.2119245529174805,232.0,0.41796875,256.0,29.0,0.0,14848.0,0.73828125,0.3967108726501465,0.5,-9.415292000696063
0.2,1.0,1174.0,0.0087890625,9.617181353271008,0.3837982714176178,-355.0,0.8671875,0.0001,-0.040814473846694455,0.3260100483894348,0.000574661185964942,5.55,-0.0019016910009668209,0.95703125,256.0,4.06964111328125,240.0,0.41015625,256.0,30.0,0.0,15360.0,0.77734375,0.358085036277771,0.5,-10.175194521285594
0.2,1.0,980.0,0.010986328125,11.334429413080215,0.39908576011657715,-252.5,0.869140625,0.0001,-0.04136737832595827,0.33499792218208313,0.001257784548215568,5.98,-0.002467491816787515,0.9609375,256.0,3.668644428253174,248.0,0.408203125,256.0,31.0,0.0,15872.0,0.77734375,0.3569387197494507,0.5,-10.660002199560404
0.2,1.0,1196.0,0.0107421875,9.43482081219554,0.37740465998649597,-279.0,0.89453125,0.0001,-0.026885423314524814,0.28094154596328735,0.0003694719634950161,6.39,-0.0009610167835489847,0.9453125,256.0,4.31622838973999,256.0,0.44921875,256.0,32.0,0.0,16384.0,0.84375,0.3107830882072449,0.5,-10.167243370916694
0.2,1.0,1159.0,0.00341796875,8.535988537594676,0.40051114559173584,-225.5,0.86328125,0.0001,-0.022859985365357716,0.3223119378089905,0.00023999379482120275,6.46,-0.0005870939494343475,0.8828125,256.0,4.495299816131592,264.0,0.48046875,256.0,33.0,0.0,16896.0,0.84375,0.4263485074043274,0.5,-9.069047920666636
0.2,1.0,1046.0,0.0029296875,8.373310465365648,0.41627272963523865,-321.0,0.837890625,0.0001,-0.02896206738660112,0.3666025996208191,0.00024872610811144114,6.2,-0.00048370335571235046,0.875,256.0,3.645368814468384,272.0,0.462890625,256.0,34.0,0.0,17408.0,0.80078125,0.3064250946044922,0.5,-7.855843757558614
0.2,1.0,1023.0,0.006103515625,11.050887446850538,0.37090539932250977,-317.0,0.873046875,0.0001,-0.023241500537551474,0.31675130128860474,0.0006147661479189992,6.2,-0.0014564103621523827,0.96875,256.0,7.068950653076172,280.0,0.404296875,256.0,35.0,0.0,17920.0,0.77734375,0.30219799280166626,0.5,-8.581847445648163
0.2,1.0,993.0,0.001708984375,15.065653037279844,0.36970967054367065,-378.0,0.87890625,0.0001,-0.020238688946847105,0.2920615077018738,0.0002579917199909687,5.98,-0.0004570866658468731,0.984375,256.0,7.380384922027588,288.0,0.39453125,256.0,36.0,0.0,18432.0,0.7734375,0.35843223333358765,0.5,-10.194197147004306
0.2,1.0,994.0,0.004150390625,12.051014740020037,0.3459852635860443,-320.0,0.87890625,0.0001,-0.021556432784564095,0.2911151647567749,0.0006344398716464639,5.09,-0.0007585191196994856,0.984375,256.0,5.813156604766846,296.0,0.39453125,256.0,37.0,0.0,18944.0,0.7734375,0.3950229287147522,0.5,-11.143998312465847
0.2,1.0,1062.0,0.004638671875,13.330127645283937,0.33722373843193054,-332.5,0.900390625,0.0001,-0.016426469839643687,0.264626145362854,0.0004708790220320225,5.97,-0.0013493990118149668,0.97265625,256.0,4.30499267578125,304.0,0.427734375,256.0,38.0,0.0,19456.0,0.828125,0.44218283891677856,0.5,-10.629851253926754
0.2,1.0,1132.0,0.005615234375,14.472140282392502,0.3657931089401245,-369.5,0.89453125,0.0001,-0.029840364604751812,0.2788512408733368,0.0005166628398001194,6.08,-0.0019896478042937815,0.96875,256.0,10.39989185333252,312.0,0.42578125,256.0,39.0,0.0,19968.0,0.8203125,0.29055696725845337,0.5,-11.315289016440511
0.2,1.0,1143.0,0.00439453125,7.78631579130888,0.36364442110061646,-385.5,0.90625,0.0001,-0.018611185187182855,0.2802625596523285,0.0002595523837953806,5.46,-0.0004627366506610997,0.94921875,256.0,3.3490779399871826,320.0,0.45703125,256.0,40.0,0.0,20480.0,0.86328125,0.4040104150772095,0.5,-10.109139106404037
0.2,1.0,1123.0,0.010986328125,7.452848561108112,0.352400004863739,-376.5,0.8984375,0.0001,-0.023938213471410563,0.28044193983078003,0.0028586159460246563,5.52,-0.0016242415804299526,0.95703125,256.0,3.739326000213623,328.0,0.44140625,256.0,41.0,0.0,20992.0,0.83984375,0.42196446657180786,0.5,-8.873321802094578
0.2,1.0,934.0,0.007080078125,16.944084592163563,0.3297426104545593,-320.5,0.876953125,0.0001,-0.018906745746789966,0.3254849910736084,0.0008290766272693872,5.6,-0.0032326544969691895,0.93359375,256.0,3.5877890586853027,336.0,0.443359375,256.0,42.0,0.0,21504.0,0.8203125,0.418765127658844,0.5,-9.14348350007087
0.2,1.0,1137.0,0.008544921875,15.638111121952534,0.3186017572879791,-369.5,0.869140625,0.0001,-0.02329261847262387,0.3278857171535492,0.0006384594598785043,5.5,-0.0024092604071483947,0.96875,256.0,5.865434646606445,344.0,0.400390625,256.0,43.0,0.0,22016.0,0.76953125,0.4217042326927185,0.5,-10.27852015491575
0.2,1.0,1146.0,0.002197265625,19.474189043045044,0.2936346232891083,-284.0,0.8984375,0.0001,-0.014657800322311232,0.2507057189941406,7.736415136605501e-05,6.49,-0.00047111298772506416,0.95703125,256.0,8.247119903564453,352.0,0.44140625,256.0,44.0,0.0,22528.0,0.83984375,0.3567616939544678,0.5,-12.739111555144191
0.2,1.0,1099.0,0.00830078125,19.550520576536655,0.3173920214176178,-333.5,0.884765625,0.0001,-0.027821416329970816,0.2967514991760254,0.0011488114250823855,6.59,-0.0014409892391995527,0.9765625,256.0,8.36161994934082,360.0,0.408203125,256.0,45.0,0.0,23040.0,0.79296875,0.4433159828186035,0.5,-13.357815101873129
0.2,1.0,1191.0,0.005859375,13.120064925402403,0.33939704298973083,-279.0,0.869140625,0.0001,-0.02469569679669803,0.3020588755607605,0.001218727440573275,5.93,-0.0009232070588041097,0.9296875,256.0,5.619511127471924,368.0,0.439453125,256.0,46.0,0.0,23552.0,0.80859375,0.3946921229362488,0.5,-13.700644285678864
0.2,1.0,914.0,0.005859375,13.24892108142376,0.329801082611084,-309.5,0.87109375,0.0001,-0.023331815096753417,0.2885810434818268,0.0003095580032095313,5.92,-0.0005902266202610917,0.890625,256.0,5.964258193969727,376.0,0.48046875,256.0,47.0,0.0,24064.0,0.8515625,0.3953642249107361,0.5,-12.153083272688091
0.2,1.0,1177.0,0.00537109375,12.806310411542654,0.32644522190093994,-327.5,0.896484375,0.0001,-0.020127867985138437,0.2729418873786926,0.001008988474495709,6.24,-0.0009297697470174171,0.94140625,256.0,4.131588935852051,384.0,0.455078125,256.0,48.0,0.0,24576.0,0.8515625,0.3841690421104431,0.5,-10.616368313189597
0.2,1.0,1054.0,0.0009765625,12.521435514092445,0.311004638671875,-377.5,0.900390625,0.0001,-0.0167186075632344,0.2617731988430023,0.000557851861231029,5.34,-0.0005926082594669424,0.9765625,256.0,5.5524821281433105,392.0,0.423828125,256.0,49.0,0.0,25088.0,0.82421875,0.48938125371932983,0.5,-11.766613745428621
0.2,1.0,1185.0,0.0068359375,17.27387399226427,0.306158185005188,-343.5,0.89453125,0.0001,-0.023910250449262094,0.27520009875297546,0.00036392768379300833,5.75,-0.0022448425224865787,0.96875,256.0,9.026405334472656,400.0,0.42578125,256.0,50.0,0.0,25600.0,0.8203125,0.4957159161567688,0.5,-12.242433236166836
0.2,1.0,1076.0,0.003662109375,17.3536887280643,0.289783239364624,-378.5,0.916015625,0.0001,-0.01835814398509683,0.22899022698402405,0.0002181214513257146,5.45,-0.0003522149781929329,0.984375,256.0,11.312972068786621,408.0,0.431640625,256.0,51.0,0.0,26112.0,0.84765625,0.41688400506973267,0.5,-13.663589666634799
0.2,1.0,1222.0,0.005859375,17.30792247503996,0.2958366274833679,-235.0,0.8984375,0.0001,-0.02336600467970129,0.26488736271858215,0.0005069978069514036,6.55,-0.0018243330996483564,0.984375,256.0,6.481306076049805,416.0,0.4140625,256.0,52.0,0.0,26624.0,0.8125,0.41373389959335327,0.5,-13.561428289562464
0.2,1.0,897.0,0.0029296875,13.485738269984722,0.3205224871635437,-321.0,0.904296875,0.0001,-0.021553316026256653,0.23837901651859283,0.0006106930086389184,5.56,-0.00044969609734835103,0.953125,256.0,8.151226043701172,424.0,0.451171875,256.0,53.0,0.0,27136.0,0.85546875,0.3207480311393738,0.5,-14.121766796298324
0.2,1.0,1178.0,0.0029296875,10.632210562005639,0.3398405611515045,-335.0,0.89453125,0.0001,-0.019740245305001736,0.28428125381469727,0.00018571177497506142,5.68,-0.0003434279642533511,0.93359375,256.0,4.852505683898926,432.0,0.4609375,256.0,54.0,0.0,27648.0,0.85546875,0.3831259608268738,0.5,-11.133226522840559
0.2,1.0,1117.0,0.00146484375,12.09446655958891,0.283744215965271,-352.5,0.923828125,0.0001,-0.016330189842847176,0.23251862823963165,0.000250787241384387,5.77,-0.0006035914229869377,0.97265625,256.0,4.642298221588135,440.0,0.451171875,256.0,55.0,0.0,28160.0,0.875,0.41165482997894287,0.5,-9.654817714653909
0.2,1.0,1195.0,0.00341796875,20.513507373631,0.2970704436302185,-211.5,0.857421875,0.0001,-0.017988375075219665,0.32579779624938965,0.0001541835954412818,6.07,-0.0007562264363514259,0.98046875,256.0,8.257431983947754,448.0,0.376953125,256.0,56.0,0.0,28672.0,0.734375,0.4656769037246704,0.5,-11.72604031443596
0.2,1.0,1127.0,0.014404296875,18.93906920403242,0.27464625239372253,-370.5,0.919921875,0.0001,-0.025705087497044588,0.21956786513328552,0.004886099137365818,5.42,-0.002903404150856659,0.98828125,256.0,6.112501621246338,456.0,0.431640625,256.0,57.0,0.0,29184.0,0.8515625,0.3550081253051758,0.5,-14.026574012041092
0.2,1.0,937.0,0.00244140625,16.92477982863784,0.26907438039779663,-318.5,0.8984375,0.0001,-0.024181449152820278,0.26282912492752075,0.0004548681899905205,5.84,-0.0006031443663232494,0.94921875,256.0,6.622223377227783,464.0,0.44921875,256.0,58.0,0.0,29696.0,0.84765625,0.41651445627212524,0.5,-13.737237645462155
0.2,1.0,985.0,0.0087890625,11.69616299122572,0.29679369926452637,-386.0,0.904296875,0.0001,-0.030192081449058605,0.2565055191516876,0.0013621161924675107,5.69,-0.001982454075914575,0.96875,256.0,7.93519401550293,472.0,0.435546875,256.0,59.0,0.0,30208.0,0.83984375,0.43984490633010864,0.5,-13.86143605619669
0.2,1.0,1069.0,0.009521484375,13.551538482308388,0.29866528511047363,-461.0,0.947265625,0.0001,-0.029203455975221004,0.2129545658826828,0.0019476847955957055,4.78,-0.0016915777669055387,0.9921875,256.0,6.296530246734619,480.0,0.455078125,256.0,60.0,0.0,30720.0,0.90234375,0.39392155408859253,0.5,-13.373123833984137
0.2,1.0,1139.0,0.004150390625,14.955989103764296,0.2912103831768036,-459.5,0.912109375,0.0001,-0.024174844402296003,0.22861921787261963,0.00044441630598157644,5.73,-0.0007038635303615592,0.98046875,256.0,7.774325847625732,488.0,0.431640625,256.0,61.0,0.0,31232.0,0.84375,0.3671960234642029,0.5,-11.445562263131142
0.2,1.0,1178.0,0.01171875,14.416028968989849,0.2668023109436035,-373.5,0.935546875,0.0001,-0.027940478365053423,0.2138798087835312,0.0019651236943900585,5.38,-0.0014952149431337602,0.9921875,256.0,5.7857818603515625,496.0,0.443359375,256.0,62.0,0.0,31744.0,0.87890625,0.4125123620033264,0.5,-12.235027237161994
0.2,1.0,1187.0,0.001953125,18.164548374712467,0.2983575463294983,-397.5,0.892578125,0.0001,-0.025711289963510353,0.28757911920547485,0.00023677630815654993,5.86,-0.0003132244310108945,0.98828125,256.0,8.44161319732666,504.0,0.404296875,256.0,63.0,0.0,32256.0,0.796875,0.43482911586761475,0.5,-13.25709685254842
0.2,1.0,986.0,0.005859375,17.248361501842737,0.29268819093704224,-349.5,0.916015625,0.0001,-0.029177624834119342,0.23178288340568542,0.0007781003369018435,6.07,-0.0011162838563905098,0.97265625,256.0,7.213985443115234,512.0,0.443359375,256.0,64.0,0.0,32768.0,0.859375,0.4313477873802185,0.5,-12.966840724535286
0.2,1.0,1163.0,0.003173828125,22.021985039114952,0.2960279583930969,-258.0,0.91796875,0.0001,-0.030878934572683647,0.23645372688770294,0.0003016935661435127,6.61,-0.0009197540712193586,0.953125,256.0,14.535701751708984,520.0,0.46484375,256.0,65.0,0.0,33280.0,0.8828125,0.43174564838409424,0.5,-13.198890222758054
0.2,1.0,1174.0,0.006591796875,23.301628187298775,0.26720133423805237,-365.0,0.90625,0.0001,-0.03159263724228367,0.24382275342941284,0.0022012582048773766,5.59,-0.0021696529438486323,0.984375,256.0,10.83189868927002,528.0,0.421875,256.0,66.0,0.0,33792.0,0.828125,0.36986351013183594,0.5,-13.802160957157612
0.2,1.0,1151.0,0.004150390625,35.18839165568352,0.2833465337753296,-370.5,0.904296875,0.0001,-0.034969719577929936,0.25227269530296326,0.0003782047424465418,6.49,-0.0008020365858101286,0.98828125,256.0,18.590139389038086,536.0,0.416015625,256.0,67.0,0.0,34304.0,0.8203125,0.36539894342422485,0.5,-13.97229263626039
0.2,1.0,1159.0,0.021728515625,24.200995214283466,0.26022467017173767,-392.0,0.9296875,0.0001,-0.02781557622802211,0.20323607325553894,0.005618033930659294,5.78,-0.0030780421584495343,0.984375,256.0,9.612211227416992,544.0,0.4453125,256.0,68.0,0.0,34816.0,0.875,0.3087834119796753,0.5,-16.40370273116976
0.2,1.0,964.0,0.008544921875,25.877528220415115,0.2870372533798218,-394.5,0.8984375,0.0001,-0.03071866223763209,0.2576914429664612,0.004152953624725342,5.9,-0.0019458543938526418,0.984375,256.0,7.989681243896484,552.0,0.4140625,256.0,69.0,0.0,35328.0,0.8125,0.2573286294937134,0.5,-13.441238810047507
0.2,1.0,1204.0,0.0078125,21.790955424308777,0.3076269030570984,-339.5,0.916015625,0.0001,-0.03368545216653729,0.243379145860672,0.0031335498206317425,6.67,-0.0006444132668548264,0.9609375,256.0,14.097634315490723,560.0,0.455078125,256.0,70.0,0.0,35840.0,0.87109375,0.3087318539619446,0.5,-12.375389447808265
0.2,1.0,1116.0,0.003662109375,15.392146814614534,0.26780715584754944,-397.5,0.9140625,0.0001,-0.025758383257198147,0.2337384968996048,0.00036390533205121756,4.85,-0.001578172974404879,0.98046875,256.0,4.722536087036133,568.0,0.43359375,256.0,71.0,0.0,36352.0,0.84765625,0.4109272360801697,0.5,-12.20395562876016
0.2,1.0,1111.0,0.001708984375,16.333144634962082,0.27416324615478516,-274.0,0.916015625,0.0001,-0.015138114977162331,0.2259708046913147,0.0007872942369431257,5.93,-0.0008517045971530024,0.98828125,256.0,9.074217796325684,576.0,0.427734375,256.0,72.0,0.0,36864.0,0.84375,0.4879719614982605,0.5,-11.513775028549135
0.2,1.0,1106.0,0.01025390625,21.736127208918333,0.2541217803955078,-263.0,0.931640625,0.0001,-0.019507726712618023,0.22254471480846405,0.0013646392617374659,6.64,-0.002649493981152773,0.984375,256.0,9.541679382324219,584.0,0.447265625,256.0,73.0,0.0,37376.0,0.87890625,0.4634472131729126,0.5,-13.18392015002668
0.2,1.0,1189.0,0.004638671875,15.881284855306149,0.2618687152862549,-290.0,0.912109375,0.0001,-0.025995167714427225,0.23886620998382568,0.0009835571981966496,6.92,-0.0011697653390001506,0.97265625,256.0,7.2159528732299805,592.0,0.439453125,256.0,74.0,0.0,37888.0,0.8515625,0.42307496070861816,0.5,-14.707690537050366
0.2,1.0,974.0,0.01025390625,12.06687954440713,0.27477574348449707,-402.0,0.921875,0.0001,-0.03061174738104455,0.24507182836532593,0.006435845512896776,5.9,-0.0023755690490361303,0.984375,256.0,5.213616847991943,600.0,0.4375,256.0,75.0,0.0,38400.0,0.859375,0.4460194706916809,0.5,-15.200701637733728
0.2,1.0,1151.0,0.011474609375,19.74356798827648,0.26111090183258057,-430.5,0.9140625,0.0001,-0.04069418236031197,0.2557697296142578,0.0011561362771317363,5.82,-0.0028060818294761702,0.984375,256.0,9.166987419128418,608.0,0.4296875,256.0,76.0,0.0,38912.0,0.84375,0.39076173305511475,0.5,-13.905698848254978
0.2,1.0,1148.0,0.01611328125,18.788158360868692,0.23660627007484436,-445.5,0.927734375,0.0001,-0.05166986589028966,0.20930594205856323,0.0020454134792089462,5.19,-0.0019891795818693936,0.98828125,256.0,5.867587566375732,616.0,0.439453125,256.0,77.0,0.0,39424.0,0.8671875,0.4326852560043335,0.5,-14.599288871139288
0.2,1.0,1159.0,0.01220703125,15.71291048079729,0.25293076038360596,-461.0,0.919921875,0.0001,-0.05547627933265176,0.21475982666015625,0.002194665838032961,5.0,-0.002592151729913894,0.96484375,256.0,7.618248462677002,624.0,0.455078125,256.0,78.0,0.0,39936.0,0.875,0.4359075427055359,0.5,-13.16527460977435
