mean/disc/disc_acc_gen,mean/disc/n_expert,mean/gen/time/total_timesteps,mean/gen/train/clip_range,mean/gen/train/loss,mean/disc/disc_proportion_expert_true,mean/gen/time/time_elapsed,mean/gen/train/n_updates,mean/disc/global_step,mean/disc/disc_acc_expert,mean/gen/train/policy_gradient_loss,mean/disc/disc_entropy,mean/gen/time/iterations,mean/disc/n_generated,mean/disc/disc_loss,mean/gen/train/approx_kl,mean/gen/train/value_loss,mean/gen/train/learning_rate,mean/gen/train/clip_fraction,mean/gen/train/explained_variance,mean/gen/rollout/ep_rew_wrapped_mean,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/gen/train/entropy_loss,mean/gen/time/fps
0.828125,128.0,346112.0,0.1,148.94165229797363,0.5,61.375,845.0,11.0,0.546875,-4.2618993393261914e-05,0.6480890313784282,4.5,128.0,0.14831407368183136,1.1119745977339335e-05,594.2364681243896,3.278409090909091e-05,0.0,1.6614794731140137e-06,-119.86754721242934,0.359375,0.6875,-1.6022054590284822,456.125
0.7994791666666667,128.0,378880.0,0.1,140.92822265625,0.5,60.875,925.0,12.0,0.515625,-0.00013177300170355013,0.6399823029836018,4.5,128.0,0.15091856320699057,5.262816739559639e-05,568.0862161636352,3.2552083333333346e-05,0.0,6.332993507385254e-07,-119.84366143545543,0.3580729166666667,0.6575520833333334,-1.6063228230923412,453.74999999999994
0.8541666666666666,128.0,411648.0,0.1,150.4545497894287,0.5,60.875,1005.0,13.0,0.4427083333333333,-0.00018399874716124032,0.6415184338887533,4.5,128.0,0.15095414221286774,4.2953972297254957e-05,604.7961637496948,3.2355769230769235e-05,0.0,7.897615432739258e-07,-125.53605483140097,0.2942708333333333,0.6484375,-1.6077199731022118,462.1250000000001
0.8671875,128.0,444416.0,0.1,139.41646003723145,0.5,60.875,1085.0,14.0,0.4947916666666667,-0.0001738100248985575,0.6083220839500427,4.5,128.0,0.1455373267332713,4.277740481484216e-05,558.431335735321,3.2187499999999996e-05,0.0,7.450580596923827e-08,-120.45579081658411,0.31380208333333337,0.6809895833333334,-1.6037303030490875,461.375
0.8151041666666666,128.0,477184.0,0.1,152.11783409118652,0.5,60.25,1165.0,15.0,0.45572916666666663,-9.152351776720025e-05,0.6034542719523112,4.5,128.0,0.15409914652506512,2.108446460624691e-05,605.1163722991944,3.204166666666667e-05,0.0,-1.9371509552001956e-07,-120.45894082198973,0.3203125,0.6354166666666666,-1.6018305197358131,464.125
0.8463541666666667,128.0,509952.0,0.1,184.62614822387695,0.5,60.375,1245.0,16.0,0.47916666666666663,-0.00014628778171754672,0.614473561445872,4.5,128.0,0.14978351692358655,2.365862746955827e-05,741.0970199584962,3.1914062499999994e-05,0.0,4.470348358154297e-08,-134.7303169599657,0.31640625,0.6627604166666667,-1.5959205795079472,462.5
0.8541666666666667,128.0,542720.0,0.1,125.09672927856445,0.5,60.0,1325.0,17.0,0.4348958333333333,-0.00023372442992695145,0.6364657282829285,4.5,128.0,0.15287455916404724,6.386910899891518e-05,503.1368150711059,3.18014705882353e-05,0.0,5.21540641784668e-08,-118.70760924004571,0.29036458333333337,0.64453125,-1.5927939865738154,473.37500000000006
0.796875,128.0,575488.0,0.1,152.73827171325684,0.5,60.0,1405.0,18.0,0.5520833333333333,-8.687192676006816e-05,0.6167583862940471,4.5,128.0,0.14706412454446158,2.0653358660638336e-05,611.7440042495726,3.170138888888889e-05,0.0,-8.940696716308594e-08,-121.69372610716192,0.37760416666666663,0.6744791666666666,-1.586532400548458,470.50000000000006
0.84375,128.0,608256.0,0.1,160.53406143188474,0.5,59.875,1485.0,19.0,0.48697916666666663,-7.326632148760837e-05,0.6341194907824199,4.5,128.0,0.14985130230585733,2.3526637960458174e-05,643.6349534988403,3.161184210526316e-05,0.0,-1.4901161193847656e-08,-127.17456892321277,0.3216145833333333,0.6653645833333334,-1.5858058765530587,469.8749999999999
0.8229166666666666,128.0,641024.0,0.1,127.22815322875978,0.5,59.75000000000001,1565.0,20.0,0.4817708333333333,-0.00016948813081398839,0.6303961873054504,4.5,128.0,0.1501741160949071,8.383373460674193e-05,510.16085815429676,3.1531250000000004e-05,0.0,-8.940696716308594e-08,-116.6564467578649,0.3294270833333333,0.65234375,-1.585206214338541,458.625
0.8020833333333333,128.0,673792.0,0.1,146.6154384613037,0.5,60.375,1645.0,21.0,0.5182291666666666,-0.000165819352332619,0.6297911206881205,4.5,128.0,0.15290544430414835,5.4188392823562026e-05,588.2971277236938,3.1458333333333344e-05,0.0,-2.9802322387695312e-08,-120.81526013177123,0.3580729166666667,0.66015625,-1.5802343521267175,461.5
0.8619791666666666,128.0,706560.0,0.1,151.845157623291,0.5,60.375,1725.0,22.0,0.5286458333333333,-0.00018088200740749014,0.6219377716382344,4.5,128.0,0.14962227145830792,6.22463339823298e-05,611.6517820358276,3.1392045454545456e-05,0.0,7.450580596923828e-09,-126.51052329839091,0.3333333333333333,0.6953125,-1.5736382845789194,460.875
0.8411458333333333,128.0,739328.0,0.1,122.87830448150635,0.5,60.375,1805.0,23.0,0.47395833333333337,-0.00027405596047174184,0.6103168924649557,4.5,128.0,0.16010063389937085,9.655100802774541e-05,492.33967056274423,3.133152173913044e-05,0.0,-8.940696716308594e-08,-113.70595676147188,0.31640625,0.6575520833333334,-1.5634843271225691,456.0
0.7057291666666666,128.0,772096.0,0.1,129.07821369171143,0.5,60.125,1885.0,24.0,0.46614583333333337,-0.00021236838692857417,0.633864184220632,4.5,128.0,0.16151941319306692,7.097227717167699e-05,516.9958323478699,3.127604166666667e-05,0.0,-7.450580596923828e-09,-119.12185188767396,0.3802083333333333,0.5859375,-1.5433544769883156,472.75
0.7890625,128.0,804864.0,0.1,117.12325572967531,0.5,60.25,1965.0,25.0,0.43489583333333337,-0.0005092277113362797,0.6187871297200521,4.5,128.0,0.16846030950546265,0.0002140953511116095,469.0907788276671,3.122500000000001e-05,0.0,2.2351741790771484e-08,-118.2911223863359,0.32291666666666663,0.6119791666666666,-1.5092825941741466,462.625
0.7630208333333333,128.0,837632.0,0.1,100.68765640258792,0.5,60.5,2045.0,26.0,0.47916666666666663,-0.0005706428652047181,0.5967724919319153,4.5,128.0,0.1755555272102356,0.00027821146250062156,406.59196567535406,3.1177884615384616e-05,0.0,-4.470348358154297e-08,-106.81660128183896,0.3580729166666667,0.62109375,-1.434844857826829,459.87500000000006
0.5052083333333333,128.0,870400.0,0.1,60.73055124282837,0.5,60.25,2125.0,27.0,0.4921875,-0.0009477606130531059,0.5962910850842794,4.5,128.0,0.180646022160848,0.0004997594478481915,241.86784353256226,3.113425925925926e-05,0.0,-1.4901161193847656e-08,-90.20122089129698,0.49348958333333337,0.4986979166666667,-1.2999967209994796,469.625
0.6536458333333333,128.0,903168.0,0.1,83.85272693634033,0.5,61.24999999999999,2205.0,28.0,0.4453125,-0.00040707524676690803,0.6047956546147665,4.5,128.0,0.17437257866064707,0.0002858739571820479,337.32388858795167,3.109375e-05,0.0,6.705522537231445e-08,-100.64589026090458,0.39583333333333337,0.5494791666666666,-1.191237759962678,465.375
0.65625,128.0,935936.0,0.1,41.13229322433472,0.5,61.625,2285.0,29.0,0.4661458333333333,-0.0008581156442232895,0.5845353802045187,4.5,128.0,0.17416440943876904,0.000516278621944366,164.3988574028015,3.1056034482758624e-05,0.0009002685546875,7.450580596923828e-09,-81.48499673882645,0.4049479166666667,0.5611979166666666,-1.1020348370075226,452.50000000000006
0.6197916666666667,128.0,968704.0,0.1,46.13814401626587,0.5,61.24999999999999,2365.0,30.0,0.4244791666666667,-0.0006010438188241096,0.597305675347646,4.5,128.0,0.18213190138339996,0.0005775509252998745,186.80222358703614,3.102083333333333e-05,0.002978515625,3.7252902984619134e-08,-80.04506698014767,0.40234375,0.5221354166666667,-0.9996703524142503,451.375
