mean/disc/disc_proportion_expert_pred,mean/gen/time/total_timesteps,mean/disc/disc_acc_expert,mean/gen/train/policy_gradient_loss,eval/mean_reward,mean/gen/time/iterations,mean/gen/rollout/ep_rew_wrapped_mean,mean/gen/train/explained_variance,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/gen/train/loss,mean/gen/train/clip_range,mean/gen/train/value_loss,mean/disc/disc_proportion_expert_true,mean/gen/time/fps,mean/disc/n_expert,mean/disc/disc_acc,mean/gen/train/clip_fraction,mean/disc/n_generated,mean/gen/train/entropy_loss,mean/gen/train/n_updates,eval/std_reward,mean/gen/time/time_elapsed,mean/disc/disc_entropy,mean/gen/train/learning_rate,mean/disc/global_step,mean/gen/train/approx_kl
0.765625,139264.0,0.767578125,-0.000239973331335932,-25.0,3.0,-95.2815891199112,1.4543533325195312e-06,0.17479394376277924,0.236328125,74.20273895263672,0.1,295.2627755737305,0.5,1113.8,256.0,0.501953125,0.0,256.0,-1.605415426492691,340.0,794.4337606119217,8.6,0.6848587989807129,0.00010285714285714284,14.0,0.0001254699134733528
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8515625,149504.0,0.873046875,-2.0086027216166255e-05,-305.0,3.0,-91.1793751065731,1.0371208190917968e-06,0.1737077832221985,0.169921875,68.61474609375,0.1,276.5666711425781,0.5,1121.8,256.0,0.521484375,0.0,256.0,-1.6057188415527344,365.0,823.2405480781422,8.6,0.6840382516384125,0.00010266666666666666,15.0,4.222168354317546e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80859375,159744.0,0.830078125,-0.00013955420581623912,-220.0,3.0,-90.28474422740936,1.0013580322265625e-06,0.17301880568265915,0.212890625,69.24766693115234,0.1,280.5610205078125,0.5,1048.0,256.0,0.521484375,0.0,256.0,-1.6055154168605803,390.0,284.7806173179628,8.8,0.6855562329292297,0.0001025,16.0,5.01102942507714e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.748046875,169984.0,0.8203125,-0.00011658974923193456,105.0,3.0,-92.62289366531371,4.5299530029296873e-07,0.1704496592283249,0.32421875,77.55049133300781,0.1,309.713117980957,0.5,1136.8,256.0,0.572265625,0.0,256.0,-1.605684438943863,415.0,1089.5985499256137,8.6,0.6849533021450043,0.0001023529411764706,17.0,3.51288472302258e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5927734375,180224.0,0.681640625,-0.00012658705818466843,-235.0,3.0,-97.46802830982207,2.6226043701171877e-07,0.16822484135627747,0.49609375,88.75151672363282,0.1,359.1293505859375,0.5,1012.0,256.0,0.5888671875,0.0,256.0,-1.6057842779159546,440.0,236.6960075708925,8.8,0.684628427028656,0.00010222222222222223,18.0,2.6677415007725358e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.482421875,190464.0,0.57421875,-6.347383372485639e-05,0.0,3.0,-103.785134295702,3.0994415283203126e-07,0.16686590015888214,0.609375,102.66746368408202,0.1,411.02700714111324,0.5,1096.4,256.0,0.591796875,0.0,256.0,-1.6061087238788603,465.0,0.0,8.8,0.6817330420017242,0.00010210526315789474,19.0,1.3204896822571754e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4306640625,200704.0,0.501953125,-4.874773556366563e-05,0.0,3.0,-110.60249483418464,1.1920928955078125e-07,0.167821004986763,0.640625,115.49144744873047,0.1,470.1526159667969,0.5,1101.6,256.0,0.5712890625,0.0,256.0,-1.6067240679264068,490.0,0.0,8.8,0.6770288944244385,0.00010200000000000001,20.0,3.077730070799589e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.455078125,210944.0,0.54296875,-7.138243410736323e-05,0.0,3.0,-113.07718508934975,2.0265579223632815e-07,0.16778456419706345,0.6328125,119.70760650634764,0.1,481.4476895141601,0.5,1071.4,256.0,0.587890625,0.0,256.0,-1.6066541802883147,515.0,0.0,8.6,0.672256201505661,0.00010190476190476192,21.0,6.314396159723401e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4580078125,221184.0,0.580078125,-0.00011767666786909103,0.0,3.0,-111.57246571612359,1.0728836059570311e-07,0.1642330288887024,0.6640625,114.77509918212891,0.1,461.26084808349606,0.5,1049.2,256.0,0.6220703125,0.0,256.0,-1.606036480665207,540.0,0.0,8.6,0.6700953245162964,0.00010181818181818181,22.0,1.8015311798080803e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.50390625,231424.0,0.56640625,-9.86225507222116e-05,0.0,3.0,-109.02911065959931,-3.5762786865234374e-08,0.16912325471639633,0.55859375,109.59114074707031,0.1,440.22911437988284,0.5,1049.8,256.0,0.5625,0.0,256.0,-1.6049510490894319,565.0,0.0,8.8,0.6671335995197296,0.00010173913043478263,23.0,9.947828948497772e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5517578125,241664.0,0.62109375,-8.582728216424584e-05,0.0,3.0,-104.02775663912296,9.5367431640625e-08,0.16799050569534302,0.517578125,93.64019927978515,0.1,380.08901763916015,0.5,1060.2,256.0,0.5693359375,0.0,256.0,-1.6048278784751893,590.0,0.0,8.8,0.6642588973045349,0.00010166666666666667,24.0,9.160873014479876e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.55859375,251904.0,0.61328125,-0.00014516905997879803,0.0,3.0,-102.01315999531747,0.0,0.16825983673334122,0.49609375,95.29370727539063,0.1,384.9620736694336,0.5,1073.8,256.0,0.5546875,0.0,256.0,-1.60367301940918,615.0,0.0,8.6,0.6620169878005981,0.0001016,25.0,1.4307769015431404e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.546875,262144.0,0.61328125,-0.00011366018559783698,0.0,3.0,-99.91328909516335,1.0728836059570311e-07,0.16629114747047424,0.51953125,87.65053100585938,0.1,352.1975634765625,0.5,1075.8,256.0,0.56640625,0.0,256.0,-1.601325373649597,640.0,0.0,8.6,0.6613901257514954,0.00010153846153846153,26.0,1.2604566290974616e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.541015625,272384.0,0.595703125,-5.8442598674446355e-05,0.0,3.0,-99.9018353741169,8.344650268554687e-08,0.16757667064666748,0.513671875,91.44273223876954,0.1,369.1386148071289,0.5,954.4000000000001,256.0,0.5546875,0.0,256.0,-1.5993225002288818,665.0,0.0,8.8,0.6631377637386322,0.0001014814814814815,27.0,6.366352317854762e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.498046875,282624.0,0.556640625,-0.0001163525995798409,0.0,3.0,-103.40138967740535,5.960464477539063e-08,0.16711491346359253,0.560546875,96.19090576171875,0.1,391.22614227294923,0.5,1043.8,256.0,0.55859375,0.0,256.0,-1.597125209569931,690.0,0.0,8.6,0.6636799573898315,0.00010142857142857142,28.0,1.3889349065721036e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48828125,292864.0,0.59765625,-4.241386544890701e-05,0.0,3.0,-106.92876023828984,2.384185791015625e-08,0.16198385506868362,0.62109375,103.96866607666016,0.1,412.2319473266602,0.5,1033.8,256.0,0.609375,0.0,256.0,-1.5949932169914245,715.0,0.0,8.6,0.6678414940834045,0.00010137931034482759,29.0,6.131059490144252e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4423828125,303104.0,0.53125,-0.00014603149844333527,0.0,3.0,-109.81393034482001,1.430511474609375e-07,0.16594363003969193,0.646484375,102.5173828125,0.1,413.8526931762695,0.5,1065.4,256.0,0.5888671875,0.0,256.0,-1.5950983238220213,740.0,0.0,8.4,0.6690943539142609,0.00010133333333333335,30.0,1.88878970220685e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4853515625,313344.0,0.576171875,-0.00012768192216753958,0.0,3.0,-109.13691429781915,3.5762786865234374e-08,0.16704221814870834,0.60546875,96.57464599609375,0.1,388.78193450927733,0.5,948.6,256.0,0.5908203125,0.0,256.0,-1.5954261839389803,765.0,0.0,8.8,0.672661691904068,0.00010129032258064517,31.0,1.7176370602101087e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.478515625,323584.0,0.609375,-0.00012555435067042707,0.0,3.0,-107.48941202807426,2.6226043701171877e-07,0.16236433386802673,0.65234375,91.96525115966797,0.1,369.4606564331055,0.5,1031.0,256.0,0.630859375,0.0,256.0,-1.596670389175415,790.0,0.0,8.8,0.6757777333259583,0.00010125000000000001,32.0,2.270980621688068e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.494140625,333824.0,0.603515625,-3.270750166848302e-05,0.0,3.0,-107.06511635041237,1.3113021850585939e-07,0.1631050705909729,0.615234375,90.24207611083983,0.1,360.19933288574225,0.5,1072.6,256.0,0.609375,0.0,256.0,-1.5953980219364166,815.0,0.0,8.6,0.6766593754291534,0.00010121212121212122,33.0,5.563389277085662e-06
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5078125,344064.0,0.6171875,-0.00010963914450258017,0.0,3.0,-106.02924841403961,1.3113021850585939e-07,0.1637985035777092,0.6015625,85.56886444091796,0.1,339.3693444824219,0.5,1079.4,256.0,0.609375,0.0,256.0,-1.59541073679924,840.0,0.0,8.4,0.6784584820270538,0.00010117647058823529,34.0,2.669334644451737e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4990234375,354304.0,0.56640625,-0.0001272907201200724,0.0,3.0,-105.3075724349022,1.6689300537109374e-07,0.16631224751472473,0.568359375,83.18344268798828,0.1,335.858405456543,0.5,1078.6,256.0,0.5673828125,0.0,256.0,-1.595675618648529,865.0,0.0,8.6,0.6797055602073669,0.00010114285714285717,35.0,2.7378014056012035e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4697265625,364544.0,0.53515625,-0.00019345883978530768,0.0,3.0,-106.14971445941924,1.9073486328125e-07,0.1667177751660347,0.595703125,84.8351837158203,0.1,340.1781314086914,0.5,979.0,256.0,0.5654296875,0.0,256.0,-1.5971364390850067,890.0,0.0,8.8,0.680613785982132,0.00010111111111111112,36.0,4.780992167070508e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4482421875,374784.0,0.517578125,-0.00014063808135688304,0.0,3.0,-107.6832238729,1.0728836059570311e-07,0.16785310208797455,0.62109375,85.2185317993164,0.1,342.8133590698242,0.5,1035.4,256.0,0.5693359375,0.0,256.0,-1.597656911611557,915.0,0.0,8.8,0.6817958950996399,0.00010108108108108108,37.0,2.7694436721503737e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4541015625,385024.0,0.556640625,-0.0001282314769923687,0.0,3.0,-108.2759823279381,4.76837158203125e-08,0.1645110473036766,0.6484375,84.00247192382812,0.1,343.38916931152346,0.5,1055.6,256.0,0.6025390625,0.0,256.0,-1.5959266209602356,940.0,0.0,8.6,0.6799344420433044,0.00010105263157894738,38.0,2.5266711600124835e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4287109375,395264.0,0.482421875,-0.00022179378895089026,0.0,3.0,-108.14221453762053,5.960464477539063e-08,0.16856811940670013,0.625,82.91119842529297,0.1,335.26094696044925,0.5,1038.4,256.0,0.5537109375,0.0,256.0,-1.5957622861862182,965.0,0.0,8.6,0.6805793642997742,0.00010102564102564103,39.0,5.545665044337511e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4599609375,405504.0,0.517578125,-0.00018867417937144638,0.0,3.0,-107.02402311491966,3.5762786865234374e-08,0.16859740763902664,0.59765625,79.50518646240235,0.1,320.75391510009763,0.5,1113.4,256.0,0.5576171875,0.0,256.0,-1.5971787977218626,990.0,0.0,8.0,0.6802651882171631,0.00010099999999999999,40.0,4.3226743582636114e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.494140625,415744.0,0.544921875,-0.00020557740237563853,0.0,3.0,-105.78453094744684,1.0728836059570313e-07,0.17034707218408585,0.556640625,75.66307067871094,0.1,306.7579135131836,0.5,1048.2,256.0,0.55078125,0.0,256.0,-1.5982025957107546,1015.0,0.0,8.8,0.682052731513977,0.00010097560975609756,41.0,5.428684526123106e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.478515625,425984.0,0.525390625,-0.00015640545520000158,0.0,3.0,-104.68647326183319,4.76837158203125e-08,0.17121964693069458,0.568359375,73.66136932373047,0.1,301.1330810546875,0.5,1109.6,256.0,0.546875,0.0,256.0,-1.5990987622737884,1040.0,0.0,8.4,0.6798957586288452,0.00010095238095238096,42.0,4.7424476360902186e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4951171875,436224.0,0.546875,-0.00019498157082125544,0.0,3.0,-103.40324554097654,5.960464477539063e-08,0.1697124019265175,0.556640625,71.23166503906249,0.1,290.02497528076174,0.5,1078.4,256.0,0.5517578125,0.0,256.0,-1.5988685178756714,1065.0,0.0,8.6,0.6794459819793701,0.00010093023255813953,43.0,5.863345577381552e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4609375,446464.0,0.48046875,-0.00018491144408471882,0.0,3.0,-103.23584673190116,-1.1920928955078126e-08,0.17470812052488327,0.55859375,72.51678771972657,0.1,289.173176574707,0.5,989.4000000000001,256.0,0.51953125,0.0,256.0,-1.5992363929748534,1090.0,0.0,8.6,0.6781410574913025,0.0001009090909090909,44.0,6.200933130457997e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4755859375,456704.0,0.501953125,-0.0001588695729151368,0.0,3.0,-104.53956059980392,0.0,0.17408132553100586,0.55078125,74.46815490722656,0.1,300.6258026123047,0.5,1096.8,256.0,0.5263671875,0.0,256.0,-1.6002020192146302,1115.0,0.0,8.8,0.6777810454368591,0.00010088888888888889,45.0,5.843806429766118e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4765625,466944.0,0.5234375,-0.00012781695229932663,0.0,3.0,-104.70667697656154,0.0,0.17336484789848328,0.5703125,73.01355438232422,0.1,296.5270574951172,0.5,1055.6,256.0,0.546875,0.0,256.0,-1.5984268641471864,1140.0,0.0,8.6,0.6745417416095734,0.00010086956521739131,46.0,4.687680630013346e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4560546875,477184.0,0.5,-0.00023219223134219647,0.0,3.0,-104.9554723969698,1.1920928955078126e-08,0.17354808747768402,0.587890625,75.94221343994141,0.1,309.3207025146485,0.5,1068.6,256.0,0.5439453125,0.0,256.0,-1.5972212707996367,1165.0,0.0,8.4,0.6716399788856506,0.00010085106382978723,47.0,8.398998761549592e-05
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4521484375,487424.0,0.490234375,-0.0002589834528043866,0.0,3.0,-105.90295800781249,3.5762786865234374e-08,0.17908942699432373,0.5859375,74.48633880615235,0.1,302.3801876831055,0.5,1106.4,256.0,0.5380859375,0.0,256.0,-1.5910445523262022,1190.0,0.0,8.6,0.6639955341815948,0.00010083333333333334,48.0,0.00010346039780415594
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4814453125,497664.0,0.494140625,-0.0004418605938553811,0.0,3.0,-103.36788661837578,0.0,0.18226126581430435,0.53125,72.20109100341797,0.1,293.0480923461914,0.5,997.0,256.0,0.5126953125,0.0,256.0,-1.576033456325531,1215.0,0.0,8.8,0.6523451507091522,0.00010081632653061225,49.0,0.00017934964271262288
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4736328125,507904.0,0.5234375,-0.0004122583928983659,0.0,3.0,-101.9589614738822,-2.384185791015625e-08,0.17714257538318634,0.576171875,71.40584564208984,0.1,287.42528808593744,0.5,1080.3999999999999,256.0,0.5498046875,0.0,256.0,-1.55356259226799,1240.0,0.0,8.4,0.6468536257743835,0.0001008,50.0,0.0002115463954396546
,,,,,,,,,,,,,,,,,,,,,,,,,,
