raw/gen/rollout/ep_rew_mean,raw/gen/time/fps,raw/gen/time/total_timesteps,raw/gen/rollout/ep_len_mean,raw/gen/time/time_elapsed,raw/gen/time/iterations,raw/gen/train/learning_rate,raw/gen/train/entropy_loss,raw/gen/train/loss,raw/gen/train/approx_kl,raw/gen/train/n_updates,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_range,raw/gen/train/value_loss,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/explained_variance,raw/gen/train/clip_fraction
1312.5,1743,365056,45.0,0,1,0.0001,-0.0804988573800074,1.5004987716674805,0.0072285496,5696,-0.012083143061317969,0.2,2.850639771204442,-15.336636876813136,0.37932777404785156,0.033203125
1254.5,1812,365568,45.0,0,1,0.0001,-0.08756731395260431,0.1931346207857132,0.0068286117,5704,-0.013367535706493072,0.2,1.9217655514366925,-15.215631220850629,0.28695785999298096,0.052978515625
1239.5,1832,366080,45.0,0,1,0.0001,-0.07489753593108617,0.4042836129665375,0.010844551,5712,-0.011668064611512818,0.2,1.7742186735849828,-14.965929328568745,0.4549356698989868,0.03759765625
1301.0,1824,366592,45.0,0,1,0.0001,-0.05358585036447039,0.4057600498199463,0.004503321,5720,-0.00436913324665511,0.2,2.616161117795855,-14.147697046895045,0.604540228843689,0.01806640625
1272.5,1786,367104,45.0,0,1,0.0001,-0.058531940700049745,0.8980922102928162,0.012924504,5728,-0.006501119780295994,0.2,2.0958378287032247,-12.713380702373106,0.711074709892273,0.018310546875
1331.0,1805,367616,45.0,0,1,0.0001,-0.0610430274537066,0.7084624767303467,0.00503073,5736,-0.0059726821491494775,0.2,2.1908007827587426,-11.515724099595099,0.7668091356754303,0.019287109375
1328.0,1757,368128,45.0,0,1,0.0001,-0.06268779567471938,1.0234078168869019,0.0039302683,5744,-0.006309463882644195,0.2,2.9676577989012003,-9.683679236853495,0.593692421913147,0.025390625
1396.5,1420,368640,45.0,0,1,0.0001,-0.06504032018710859,0.421977698802948,0.011123631,5752,-0.004079790931427851,0.2,1.706667682621628,-8.170704500870778,0.5849404633045197,0.0263671875
1376.0,1796,369152,45.0,0,1,0.0001,-0.0723960219474975,0.4999859631061554,0.008844745,5760,-0.00817768371780403,0.2,1.7632479346357286,-6.629223728412763,0.5113551020622253,0.03271484375
1372.0,1850,369664,45.0,0,1,0.0001,-0.08064508356619626,0.5408209562301636,0.014328752,5768,-0.007351928674324881,0.2,2.0116265574470162,-5.532373506342992,-0.2609741687774658,0.0458984375
1361.0,1633,370176,45.0,0,1,0.0001,-0.08358000189764425,0.5088819861412048,0.009860225,5776,-0.007789793213305529,0.2,2.4378890017978847,-4.60743995542638,-0.004253387451171875,0.0302734375
1301.5,1822,370688,45.0,0,1,0.0001,-0.0957923171663424,0.6040741205215454,0.0051813805,5784,-0.005311086919391528,0.2,1.6373975714668632,-4.685924861878156,-0.055837392807006836,0.037841796875
1324.5,1759,371200,45.0,0,1,0.0001,-0.08372602907184046,0.605411946773529,0.009642556,5792,-0.013904554798500612,0.2,1.82630077842623,-5.141777106700465,0.32836592197418213,0.0478515625
1284.0,1861,371712,45.0,0,1,0.0001,-0.06305243202950805,0.2467700093984604,0.005289403,5800,-0.007578905533591751,0.2,1.6219153052661568,-5.426137117128819,0.1413259506225586,0.029296875
1267.0,1789,372224,45.0,0,1,0.0001,-0.04669561818627699,0.38963088393211365,0.003242828,5808,-0.008338151583302533,0.2,1.6082784293685108,-6.40018279068172,0.29197460412979126,0.02783203125
1294.0,1915,372736,45.0,0,1,0.0001,-0.05745655723876553,0.6579588055610657,0.011376571,5816,-0.0077855328636360355,0.2,1.9290693332441151,-6.783655292445328,0.4160163998603821,0.038818359375
1204.0,1483,373248,45.0,0,1,0.0001,-0.037799126441314,1.077606439590454,0.004273553,5824,-0.00576372374962375,0.2,1.9198008413659409,-7.24426812735619,0.3829721212387085,0.016357421875
1079.5,2066,373760,45.0,0,1,0.0001,-0.04155757886837819,0.51523756980896,0.002511193,5832,-0.0054020808602217585,0.2,1.934595713042654,-7.988505025438498,0.3962976932525635,0.0185546875
1109.5,2012,374272,45.0,0,1,0.0001,-0.05440861704846611,1.2981566190719604,0.011323506,5840,-0.0062193391313485336,0.2,3.204161560162902,-8.468102174589877,0.48835235834121704,0.022216796875
1149.0,1629,374784,45.0,0,1,0.0001,-0.04851809042156674,0.43641963601112366,0.0066781994,5848,-0.007742985711956862,0.2,2.5780361453071237,-8.7236109063006,0.48425358533859253,0.016845703125
1181.5,1933,375296,45.0,0,1,0.0001,-0.05405746362521313,1.3702913522720337,0.003985134,5856,-0.005781992484116927,0.2,3.7498701196163893,-7.980440409623552,0.6367613673210144,0.020263671875
1144.5,1773,375808,45.0,0,1,0.0001,-0.04015701875141531,1.0680694580078125,0.0055634826,5864,-0.007273553275808808,0.2,3.18770450912416,-7.960272816142824,0.7834058254957199,0.015380859375
1170.0,1678,376320,45.0,0,1,0.0001,-0.04340743599459529,1.1140793561935425,0.0027906308,5872,-0.005349776416551322,0.2,2.2034745949786156,-7.753048445295135,0.8318109959363937,0.01806640625
1161.0,1698,376832,45.0,0,1,0.0001,-0.06196935828484129,0.7262850999832153,0.006025416,5880,-0.00513596975360997,0.2,2.896479110699147,-7.763970502001757,0.4778858423233032,0.025390625
1163.5,1784,377344,45.0,0,1,0.0001,-0.06176318116195034,0.3272337317466736,0.008748181,5888,-0.006392499286448583,0.2,1.59796979627572,-8.440443326282839,-0.34107792377471924,0.022216796875
1164.0,1954,377856,45.0,0,1,0.0001,-0.06922211532946676,0.2117113173007965,0.008373204,5896,-0.007340791853494011,0.2,1.0226242844946682,-9.19240183757298,-0.39490997791290283,0.033203125
1300.0,1629,378368,45.0,0,1,0.0001,-0.06767969361681025,0.5355082154273987,0.007294259,5904,-0.007835654010705184,0.2,1.0748318816768005,-9.537507221490669,0.29694193601608276,0.03759765625
1301.0,1833,378880,45.0,0,1,0.0001,-0.08644517953507602,0.20669054985046387,0.02057846,5912,-0.0123113532026764,0.2,0.8013723207404837,-9.742736024897603,-0.17322349548339844,0.058837890625
1262.0,1797,379392,45.0,0,1,0.0001,-0.06794734815048287,0.05933176353573799,0.016143663,5920,-0.013427864447294269,0.2,0.7372175778145902,-10.389060548519774,0.09964525699615479,0.03466796875
1301.0,1799,379904,45.0,0,1,0.0001,-0.058797095058253035,0.1261490285396576,0.007814374,5928,-0.006712152804539073,0.2,1.0825775973498821,-11.057386288000561,0.46239030361175537,0.02490234375
1320.0,1742,380416,45.0,0,1,0.0001,-0.06014514609705657,0.38568589091300964,0.0035220794,5936,-0.006672933785011992,0.2,1.6401542144594714,-10.988928974950687,0.6764577925205231,0.017822265625
1353.0,1744,380928,45.0,0,1,0.0001,-0.05122624621071736,0.8661370277404785,0.0058297906,5944,-0.0074841341192950495,0.2,1.8706519794650376,-11.317515257970372,0.7638676762580872,0.022705078125
1389.5,1538,381440,45.0,0,1,0.0001,-0.07375184096963494,0.762800931930542,0.0040795463,5952,-0.00798925214985502,0.2,1.994656519498676,-10.69284651478898,0.7448830306529999,0.03271484375
1438.0,1758,381952,45.0,0,1,0.0001,-0.04912073024024721,0.42036786675453186,0.0052389167,5960,-0.006771364056476159,0.2,1.0419529238715768,-10.120156128992384,0.7244014143943787,0.017822265625
1483.0,1209,382464,45.0,0,1,0.0001,-0.05946934686653549,0.16465876996517181,0.013254403,5968,-0.0015203122020466253,0.2,1.030707613681443,-9.84687879739009,0.19412046670913696,0.0361328125
1445.5,1558,382976,45.0,0,1,0.0001,-0.06301342250662856,0.28254595398902893,0.0105302315,5976,-0.006245710719667841,0.2,1.4040980208665133,-9.859591779909387,0.20090150833129883,0.021484375
1454.5,1719,383488,45.0,0,1,0.0001,-0.1007968261546921,0.6578823924064636,0.0062724818,5984,-0.010992311625159346,0.2,3.172823505476117,-10.53600963338773,0.07100474834442139,0.0361328125
1503.0,1729,384000,45.0,0,1,0.0001,-0.08297404114273377,0.7532501816749573,0.012998009,5992,-0.015138698181544896,0.2,1.9911300530657172,-10.936706466077885,0.26620495319366455,0.05126953125
1441.5,1822,384512,45.0,0,1,0.0001,-0.07211021015973529,0.5366472005844116,0.0052462993,6000,-0.014976047532400116,0.2,3.553229416254908,-11.17108918731712,0.3089416027069092,0.037841796875
1388.5,1907,385024,45.0,0,1,0.0001,-0.04811406299631926,0.2942740321159363,0.007279384,6008,-0.004469814466574462,0.2,1.53530441573821,-11.591343253163213,0.19764196872711182,0.018798828125
1323.0,1997,385536,45.0,0,1,0.0001,-0.03211317207387765,0.25475364923477173,0.0043455004,6016,-0.003711205026775133,0.2,1.9054473829455674,-11.537170462032664,-0.3084399700164795,0.012451171875
1315.5,1658,386048,45.0,0,1,0.0001,-0.0583555418998003,0.26738712191581726,0.014926877,6024,-0.01068665422644699,0.2,1.2430246799485758,-11.597685101354728,0.08637595176696777,0.035888671875
1287.0,1489,386560,45.0,0,1,0.0001,-0.20868804637575522,0.22491051256656647,0.12898964,6032,-0.029813534674758557,0.2,1.3015100257471204,-11.163200794100995,0.29132360219955444,0.2158203125
1239.5,1917,387072,45.0,0,1,0.0001,-0.42763611394912004,19.715845108032227,0.011536397,6040,-0.016630479993182234,0.2,76.71752281486988,-14.786581964716316,0.21837937831878662,0.174560546875
1187.0,1822,387584,45.0,0,1,0.0001,-0.4066556482575834,16.1517391204834,0.009834592,6048,-0.012478645105147734,0.2,56.769474774599075,-16.94529017800698,0.3891777992248535,0.10986328125
1215.5,1686,388096,45.0,0,1,0.0001,-0.3705220737028867,13.86003303527832,0.020096667,6056,-0.021400536526925862,0.2,55.376970276236534,-18.31878724531038,0.37487584352493286,0.16162109375
1216.0,1335,388608,45.0,0,1,0.0001,-0.18041161278961226,2.79836368560791,0.031097304,6064,-0.019312997741508298,0.2,14.179441433399916,-18.18646170218475,0.7386472523212433,0.097900390625
1276.5,1656,389120,45.0,0,1,0.0001,-0.12699637975310907,2.083136558532715,0.016750304,6072,-0.01274349048617296,0.2,7.7537791300565,-18.64036985243205,0.6897524893283844,0.02880859375
1372.0,1729,389632,45.0,0,1,0.0001,-0.07653433864470571,1.162826418876648,0.004802148,6080,-0.005140563735039905,0.2,4.526245961897075,-19.38842442866473,0.6158437132835388,0.02099609375
1436.0,1729,390144,45.0,0,1,0.0001,-0.08170874742791057,1.0925467014312744,0.005118491,6088,-0.008658085564093199,0.2,4.291516616940498,-20.52478522974765,0.16776365041732788,0.026611328125
1400.0,1702,390656,45.0,0,1,0.0001,-0.059662199550075457,1.443961501121521,0.003286812,6096,-0.005611412103462499,0.2,3.2056070482358336,-21.83667437863769,-0.0964045524597168,0.01806640625
1457.5,1776,391168,45.0,0,1,0.0001,-0.058146410243352875,0.5471341609954834,0.013307946,6104,-0.005856509778823238,0.2,2.616124573163688,-22.45219101459021,0.18138986825942993,0.024169921875
1456.5,1788,391680,45.0,0,1,0.0001,-0.058118711138376966,0.9594407081604004,0.0143383,6112,-0.005691368707630318,0.2,2.7693737698718905,-19.01306311216904,0.3635135293006897,0.029052734375
1499.0,1773,392192,45.0,0,1,0.0001,-0.06426628109329613,0.6062097549438477,0.0062596416,6120,-0.00431093669612892,0.2,2.924951904453337,-16.812185684873256,0.3877752423286438,0.019775390625
1508.0,1567,392704,45.0,0,1,0.0001,-0.07065133510332089,1.0078949928283691,0.009300838,6128,-0.005982028211292345,0.2,2.6794591951183975,-14.349833786215168,0.48694515228271484,0.028564453125
1487.5,1819,393216,45.0,0,1,0.0001,-0.0958662437624298,0.3751413822174072,0.0040326905,6136,-0.006467700353823602,0.2,2.245818101800978,-13.296826686649583,0.6792473495006561,0.025146484375
1505.0,1642,393728,45.0,0,1,0.0001,-0.06853506386687513,0.48442453145980835,0.01315443,6144,-0.007042493707558606,0.2,1.932270898250863,-12.06625510139158,0.6819277703762054,0.031494140625
1434.0,1811,394240,45.0,0,1,0.0001,-0.0798391153657576,0.6058993935585022,0.0051500746,6152,-0.0040120801495504566,0.2,1.6316960277035832,-10.82975218932319,0.7618374675512314,0.026611328125
1395.0,1801,394752,45.0,0,1,0.0001,-0.06497057250817306,1.114086627960205,0.01726722,6160,-0.009424855234101415,0.2,2.207403654232621,-9.428666221387685,0.338020920753479,0.034423828125
1431.5,1207,395264,45.0,0,1,0.0001,-0.0635508402629057,0.4611049294471741,0.0071004904,6168,-0.005055307308793999,0.2,2.2303970865905285,-8.217810423267075,-0.4325902462005615,0.02392578125
1404.5,1590,395776,45.0,0,1,0.0001,-0.07479827565839514,0.6108015179634094,0.0053821127,6176,-0.009558577330608387,0.2,1.4794764616526663,-7.661748332367279,0.13974374532699585,0.0380859375
1402.5,1541,396288,45.0,0,1,0.0001,-0.05139114821940893,0.31860291957855225,0.003284303,6184,-0.005213870870647952,0.2,1.3855829499661922,-7.191083036293276,0.41521501541137695,0.015869140625
1397.5,1829,396800,45.0,0,1,0.0001,-0.08754151330504101,0.44532525539398193,0.012715355,6192,-0.009419348309165798,0.2,1.6957814800553024,-7.266313750436529,0.3960474729537964,0.044677734375
1374.5,1574,397312,45.0,0,1,0.0001,-0.08522940069087781,0.2644316256046295,0.0098740645,6200,-0.011034416958864313,0.2,1.1664211364695802,-7.690686681736261,0.21747881174087524,0.0419921875
1416.5,1654,397824,45.0,0,1,0.0001,-0.11381604804773815,3.9295318126678467,0.0052612424,6208,-0.006116281740105478,0.2,6.367945624515414,-8.732856412050314,0.31292426586151123,0.0419921875
1362.0,1742,398336,45.0,0,1,0.0001,-0.10889452330593485,1.823242425918579,0.004297117,6216,-0.006644986297033029,0.2,4.4838239485397935,-9.684969773646444,0.054379403591156006,0.0361328125
1398.5,1666,398848,45.0,0,1,0.0001,-0.07916474055673461,1.0716419219970703,0.010093147,6224,-0.0045454854116542265,0.2,3.455806245561689,-10.992396378330886,0.05441164970397949,0.03173828125
1393.5,1741,399360,45.0,0,1,0.0001,-0.09009757966850884,2.134690999984741,0.0066716373,6232,-0.0079185912545654,0.2,3.3933724788948894,-12.092494237599894,0.06913459300994873,0.033447265625
1347.5,1881,399872,45.0,0,1,0.0001,-0.06371707472862909,6.5605998039245605,0.007016907,6240,-0.006635965139139444,0.2,12.422722015529871,-13.075681134453044,0.3949308395385742,0.021484375
1325.0,2078,400384,45.0,0,1,0.0001,-0.061007967007753905,0.7124414443969727,0.047502916,6248,-0.004218184083583765,0.2,3.839213128667325,-13.547497340645641,0.40907615423202515,0.02587890625
1329.5,1766,400896,45.0,0,1,0.0001,-0.0376922982322867,0.25310882925987244,0.0011931446,6256,-0.003470252668194007,0.2,1.9321623651776463,-13.587276016222313,-0.5858169794082642,0.009765625
1271.5,1934,401408,45.0,0,1,0.0001,-0.11474454385461286,0.1720551997423172,0.06777726,6264,-0.011213464087632019,0.2,1.0260803122073412,-13.156705300896428,0.014766097068786621,0.065673828125
1252.0,1675,401920,45.0,0,1,0.0001,-0.4307047571055591,1.712782859802246,0.009444814,6272,-0.006911064592713956,0.2,5.2526801927015185,-13.773897643876262,0.1981920599937439,0.095947265625
1222.0,1842,402432,45.0,0,1,0.0001,-0.3446575157577172,20.3369197845459,0.010802446,6280,-0.01700091772363521,0.2,51.18006947636604,-15.281324388668873,0.3161804676055908,0.16552734375
1201.5,1617,402944,45.0,0,1,0.0001,-0.40034705004654825,44.47133255004883,0.010892614,6288,-0.018144675686926348,0.2,138.40880796313286,-18.62074085799977,0.38406646251678467,0.15966796875
1233.5,1456,403456,45.0,0,1,0.0001,-0.3053473765030503,22.317739486694336,0.0066132694,6296,-0.013459554997098166,0.2,80.291330114007,-21.79931694398634,0.6379279792308807,0.09521484375
1136.0,1957,403968,45.0,0,1,0.0001,-0.3347398553742096,17.608142852783203,0.02177992,6304,-0.01407130290317582,0.2,76.42479267716408,-23.88195444130339,0.4752640724182129,0.10302734375
1091.5,1900,404480,45.0,0,1,0.0001,-0.1911686907405965,4.14940881729126,0.08599212,6312,-0.03748723314492963,0.2,19.78199128806591,-26.244634621501902,0.5345326066017151,0.1796875
1105.5,1928,404992,45.0,0,1,0.0001,-0.1103143022628501,2.513629913330078,0.016904525,6320,-0.011163373939780286,0.2,6.835074575617909,-27.39009641993325,0.34672653675079346,0.037353515625
1103.0,1637,405504,45.0,0,1,0.0001,-0.09002850262913853,1.688564419746399,0.0038045486,6328,-0.006434663104300853,0.2,6.398217372596264,-28.42730170809664,0.2862069606781006,0.020263671875
1181.5,1538,406016,45.0,0,1,0.0001,-0.11601162813894916,1.121770977973938,0.013550255,6336,-0.008219196803111117,0.2,5.312094778753817,-29.40449182316195,0.2316160798072815,0.0498046875
1190.5,1851,406528,45.0,0,1,0.0001,-0.10834562059608288,1.7580753564834595,0.022055551,6344,-0.01341771696752403,0.2,5.050721736624837,-28.93674055443611,0.5191934406757355,0.058349609375
1187.5,1778,407040,45.0,0,1,0.0001,-0.09690921459696256,1.9469050168991089,0.013894022,6352,-0.012163516781583894,0.2,5.668933065608144,-26.903494336600417,0.3600066900253296,0.050048828125
1182.5,1756,407552,45.0,0,1,0.0001,-0.07986260452889837,1.4503275156021118,0.005854802,6360,-0.005618781877274159,0.2,4.950192474760115,-22.71602308890782,0.5209655463695526,0.023681640625
1184.5,1484,408064,45.0,0,1,0.0001,-0.0966478314367123,1.066691279411316,0.016402006,6368,-0.002497400353604462,0.2,4.08777601365,-19.42220644154586,0.6658408641815186,0.037353515625
1232.0,1867,408576,45.0,0,1,0.0001,-0.07495523373654578,0.8387362957000732,0.007782249,6376,-0.007366546422417741,0.2,3.484299397096038,-15.991213551205583,0.4116184711456299,0.039794921875
1304.0,1627,409088,45.0,0,1,0.0001,-0.07108528158278205,0.7731523513793945,0.008650111,6384,-0.012469772562326398,0.2,3.647104388102889,-13.479979854268022,0.469574511051178,0.036865234375
1348.5,1809,409600,45.0,0,1,0.0001,-0.10139091740711592,0.85042405128479,0.012344275,6392,-0.012488791020587087,0.2,3.626781214028597,-12.028154964116402,0.5564736723899841,0.045166015625
1385.5,1797,410112,45.0,0,1,0.0001,-0.09151574154384434,0.6703673601150513,0.0061189868,6400,-0.007358840768574737,0.2,3.5916720498353243,-11.058845031661912,0.4817299246788025,0.02490234375
1350.5,1653,410624,45.0,0,1,0.0001,-0.09997347289754543,1.366719126701355,0.007418462,6408,-0.008688536545378156,0.2,4.517593754455447,-10.820694490610622,0.18816113471984863,0.047607421875
1338.0,1718,411136,45.0,0,1,0.0001,-0.09445452237559948,0.7258485555648804,0.019818135,6416,-0.010656619750079699,0.2,2.0845884662121534,-10.446448835511692,0.29868602752685547,0.03955078125
1323.0,1686,411648,45.0,0,1,0.0001,-0.09817806171486154,1.025618314743042,0.045140892,6424,-0.012266934099898208,0.2,2.2119387057609856,-10.596482598455623,0.2208402156829834,0.069580078125
1326.0,1418,412160,45.0,0,1,0.0001,-0.14489226299338043,1.8894819021224976,0.018033983,6432,-0.015252851691911928,0.2,4.355290413834155,-11.485712559828535,0.05073964595794678,0.068115234375
1348.0,1748,412672,45.0,0,1,0.0001,-0.12385627164621837,1.4756433963775635,0.03046728,6440,-0.012662389475735836,0.2,4.34235446061939,-12.380114112934098,0.1384534239768982,0.068603515625
1341.0,1847,413184,45.0,0,1,0.0001,-0.11629087690380402,0.9147113561630249,0.009653639,6448,-0.010415513737825677,0.2,2.878560968209058,-12.99629563909024,0.37903857231140137,0.040283203125
1321.5,1878,413696,45.0,0,1,0.0001,-0.07999084182665683,1.2606337070465088,0.01163994,6456,-0.011260198371019214,0.2,3.245981211774051,-13.609777065366506,0.38708484172821045,0.041748046875
1303.0,1778,414208,45.0,0,1,0.0001,-0.1052856618334772,0.6986353993415833,0.011707359,6464,-0.011195757724635769,0.2,2.804754481650889,-14.226872018510475,0.5138391852378845,0.057373046875
1284.5,1887,414720,45.0,0,1,0.0001,-0.07919606498035137,0.7196325659751892,0.008441993,6472,-0.007849014742532745,0.2,2.0393804372288287,-14.323335059601813,0.20588380098342896,0.03759765625
1290.0,1655,415232,45.0,0,1,0.0001,-0.09636429365491495,1.125115990638733,0.009537574,6480,-0.01285991204349557,0.2,3.8526211155112833,-14.3170051399339,0.1356428861618042,0.047119140625
1319.0,1482,415744,45.0,0,1,0.0001,-0.109446286704042,0.9510316848754883,0.007554806,6488,-0.012657942010264378,0.2,2.8634155998006463,-14.077705753128976,0.21760249137878418,0.0478515625
1331.5,1753,416256,45.0,0,1,0.0001,-0.09216416141134687,0.24001139402389526,0.010007172,6496,-0.007663869328098372,0.2,1.2721849833615124,-13.34658142849803,0.24609482288360596,0.043212890625
1349.0,1787,416768,45.0,0,1,0.0001,-0.09013236699684057,0.210679829120636,0.020784823,6504,-0.014447999485128094,0.2,1.481347578112036,-12.467963201068342,0.524971604347229,0.049072265625
1285.0,1894,417280,45.0,0,1,0.0001,-0.09225308411987498,0.29054486751556396,0.005930027,6512,-0.009881733618385624,0.2,1.9692898851353675,-11.789376323455945,0.467151403427124,0.03955078125
1339.5,1860,417792,45.0,0,1,0.0001,-0.07168091705534607,0.4416668713092804,0.009005271,6520,-0.009463974245591089,0.2,1.4763857752550393,-11.477706194119527,0.05631685256958008,0.03369140625
1314.0,1831,418304,45.0,0,1,0.0001,-0.07083066216728184,0.423162579536438,0.0063721985,6528,-0.006211986983544193,0.2,1.968480670824647,-11.18735152542591,0.3323991298675537,0.026611328125
1289.5,2001,418816,45.0,0,1,0.0001,-0.07808569341432303,0.8682864904403687,0.010174569,6536,-0.006335277379548643,0.2,1.5135974253062159,-10.902959353774786,0.3749660849571228,0.031494140625
1253.5,1990,419328,45.0,0,1,0.0001,-0.059872259487747215,0.23140932619571686,0.015359407,6544,-0.010179694947510143,0.2,0.9819128109375015,-10.950820484878495,0.22347372770309448,0.044921875
1234.0,1709,419840,45.0,0,1,0.0001,-0.07781407436414156,0.2981921434402466,0.0035724565,6552,-0.006875846978800837,0.2,1.7591228664387017,-10.760294596822932,0.0962790846824646,0.02587890625
1263.0,1948,420352,45.0,0,1,0.0001,-0.09880621077900287,0.22657831013202667,0.006212692,6560,-0.008287897493573837,0.2,1.5402569996658713,-10.667017204063013,0.46893346309661865,0.039306640625
1217.5,1850,420864,45.0,0,1,0.0001,-0.04205853815074079,0.5835006833076477,0.0014198234,6568,-0.005505284294486046,0.2,2.3991125682368875,-10.51568334995769,0.5949735343456268,0.014892578125
1215.5,1702,421376,45.0,0,1,0.0001,-0.05819000495830551,0.6181371808052063,0.006906924,6576,-0.007052354209008627,0.2,1.6841291659511626,-10.381362426048145,0.6875996589660645,0.031494140625
1223.5,1772,421888,45.0,0,1,0.0001,-0.07406447478570044,0.7679481506347656,0.0066915834,6584,-0.007960640083183534,0.2,2.2606556524988264,-10.036231562877074,0.6742879152297974,0.03173828125
1222.5,1931,422400,45.0,0,1,0.0001,-0.059698242774175014,0.562691330909729,0.008477415,6592,-0.007870784691476729,0.2,1.6699253257829696,-9.851357292030007,0.4443352222442627,0.028076171875
1179.0,1411,422912,45.0,0,1,0.0001,-0.05787306535785319,0.3312508761882782,0.006884585,6600,-0.006368974281940609,0.2,1.8654143917374313,-9.841245459886268,-0.173620343208313,0.031005859375
1167.5,1976,423424,45.0,0,1,0.0001,-0.07984881733864313,0.3034436106681824,0.012352256,6608,-0.009516849979263498,0.2,1.0869444917188957,-9.905062416372822,0.27980470657348633,0.045654296875
1148.0,1916,423936,45.0,0,1,0.0001,-0.07449231440841686,0.24456967413425446,0.014302085,6616,-0.014326656544653815,0.2,1.7943629939109087,-10.001761375628412,0.21488744020462036,0.056396484375
1145.0,1678,424448,45.0,0,1,0.0001,-0.09862373654323164,0.13162989914417267,0.0090093985,6624,-0.008815354325633962,0.2,1.2424397869035602,-9.9778858615458,0.3024769425392151,0.046142578125
1162.5,1793,424960,45.0,0,1,0.0001,-0.07558073315885849,0.7950270175933838,0.008216773,6632,-0.007914222267572768,0.2,1.564625490223989,-10.19025177053176,0.5245419442653656,0.033203125
1170.0,1415,425472,45.0,0,1,0.0001,-0.0766061201429693,0.8375756144523621,0.00683698,6640,-0.010725894437200623,0.2,1.708395528839901,-10.353360642362386,0.6151598989963531,0.033447265625
1152.5,1828,425984,45.0,0,1,0.0001,-0.08132304328319151,0.2186042070388794,0.012079606,6648,-0.007706587919528829,0.2,1.7361508815083653,-10.607680660290644,0.6105146110057831,0.034912109375
1115.5,1814,426496,45.0,0,1,0.0001,-0.08084787150437478,0.4143564999103546,0.012077637,6656,-0.0056672680511837825,0.2,1.9495943326037377,-11.187697745654733,0.4312954545021057,0.02685546875
1145.0,1825,427008,45.0,0,1,0.0001,-0.07951171370223165,1.9560405015945435,0.008409342,6664,-0.010137611592654139,0.2,5.000757207162678,-11.99405234016478,-0.02643764019012451,0.0361328125
1128.0,1713,427520,45.0,0,1,0.0001,-0.0964360754005611,0.34684109687805176,0.013790205,6672,-0.008016806699743029,0.2,3.4069663449190557,-12.34771782618016,0.29531329870224,0.03515625
1174.0,1811,428032,45.0,0,1,0.0001,-0.11873642180580646,1.6781190633773804,0.015028141,6680,-0.013144342359737493,0.2,3.9672357523813844,-12.875236049946398,0.1982373595237732,0.05615234375
1231.5,1759,428544,45.0,0,1,0.0001,-0.11501110956305638,1.5045785903930664,0.010828613,6688,-0.017549884927575476,0.2,4.122439533704892,-13.213096913658083,0.4384211301803589,0.047119140625
1211.0,1727,429056,45.0,0,1,0.0001,-0.08792210603132844,0.45410478115081787,0.0042512747,6696,-0.008793626406259136,0.2,2.839562819339335,-13.018367778752,-1.2700417041778564,0.029296875
1212.0,1833,429568,45.0,0,1,0.0001,-0.08582186042622197,0.39959704875946045,0.00881595,6704,-0.006921038810105529,0.2,1.3835491149220616,-12.679089485323056,0.2616567015647888,0.03173828125
1245.5,1327,430080,45.0,0,1,0.0001,-0.07160285147074319,1.0234744548797607,0.009450292,6712,-0.00786924091516994,0.2,1.894367579021491,-12.468714588312432,0.26903754472732544,0.03076171875
1270.0,1796,430592,45.0,0,1,0.0001,-0.08306302627897821,0.5214641094207764,0.015712854,6720,-0.010098008162458427,0.2,1.6207335558719933,-12.243263455685229,0.4686073064804077,0.043701171875
1270.0,1728,431104,45.0,0,1,0.0001,-0.09223246312467381,1.267514705657959,0.010603759,6728,-0.00782971872104099,0.2,3.3438480412587523,-12.071293854806573,0.18779045343399048,0.040771484375
1292.0,1786,431616,45.0,0,1,0.0001,-0.05196737982078048,1.9137245416641235,0.006500317,6736,-0.005584899048699299,0.2,3.3807159066200256,-11.585827040094882,0.3972322344779968,0.018798828125
1311.5,1959,432128,45.0,0,1,0.0001,-0.09899079472961603,0.1204247772693634,0.02220305,6744,-0.021106161599163897,0.2,2.3342945852782577,-11.060006837630645,0.0951501727104187,0.063232421875
1278.0,1798,432640,45.0,0,1,0.0001,-0.05377698052325286,0.715665876865387,0.007366554,6752,-0.007982799739693291,0.2,1.615110250422731,-10.809718416370451,-0.17979884147644043,0.026611328125
1246.5,1900,433152,45.0,0,1,0.0001,-0.06921461064484902,0.39296311140060425,0.0067136134,6760,-0.010592878541501705,0.2,2.1750286077149212,-10.615737033504992,0.24178963899612427,0.044921875
1243.0,1729,433664,45.0,0,1,0.0001,-0.06685365090379491,0.32584884762763977,0.01641968,6768,-0.00887618579872651,0.2,1.011761259054765,-10.90520956095308,0.1053503155708313,0.040283203125
1218.0,1244,434176,45.0,0,1,0.0001,-0.06929013322951505,0.27359163761138916,0.004286182,6776,-0.007592349742481019,0.2,1.3548975684680045,-11.387707018302754,0.14052826166152954,0.029541015625
1224.0,1706,434688,45.0,0,1,0.0001,-0.06457173761009471,0.5455300211906433,0.006670565,6784,-0.009591065667336807,0.2,2.076364421285689,-11.451811415608972,0.528882622718811,0.029541015625
1253.0,1764,435200,45.0,0,1,0.0001,-0.09070880115905311,0.44332355260849,0.01203374,6792,-0.011715585947968066,0.2,1.906572346109897,-11.576480185696855,0.5286241769790649,0.04736328125
