raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/time/fps,raw/gen/train/entropy_loss,raw/gen/train/clip_range,raw/gen/train/loss,raw/gen/train/n_updates,raw/gen/train/value_loss,raw/gen/train/learning_rate,raw/gen/train/explained_variance,raw/gen/train/clip_fraction,raw/gen/train/policy_gradient_loss,raw/gen/train/approx_kl,raw/gen/rollout/ep_rew_wrapped_mean
15,24576,4,538,-1.5341576397418977,0.2,0.021112481132149696,55,0.3978270210325718,0.00013125000000000002,0.48300689458847046,0.0015625,-0.0027095886645838617,0.0022401183,-7.428424734324217
19,26624,5,516,-1.5508327782154083,0.2,0.02318606525659561,60,0.33154461458325385,0.000125,0.5064030289649963,0.0,-0.0019677724689245225,0.0022110983,-7.5963996267318725
24,28672,6,499,-1.5719161748886108,0.2,0.023141462355852127,65,0.32564060017466545,0.00011875000000000001,0.31904762983322144,0.01328125,-0.003062832448631525,0.0034595262,-7.468723924905062
29,30720,7,491,-1.5822344660758971,0.2,0.028001366183161736,70,0.2759020052850246,0.00011250000000000001,0.1373491883277893,0.0,-0.0005706926109269262,0.00051407807,-7.279915188774466
33,32768,8,487,-1.5909300982952117,0.2,0.02131826803088188,75,0.2987766802310944,0.00010625000000000001,0.044582366943359375,0.0,-0.00181760024279356,0.0017572894,-7.264507058039308
1,34816,1,1882,-1.5981603980064392,0.2,0.019691262394189835,80,0.22028518691658974,0.0001,0.024750590324401855,0.0,-0.0009786451933905481,0.0017258425,-7.18860098645091
5,36864,2,734,-1.6016902923583984,0.2,0.6340445876121521,85,2.986387586593628,0.00012916666666666667,0.00577998161315918,0.0,-0.0006461353972554207,0.00065961713,-9.22018446162343
10,38912,3,610,-1.6021566808223724,0.2,0.6624020338058472,90,2.9417611360549927,0.000125,0.0005123615264892578,0.0,-0.0002006450667977333,7.05721e-05,-11.265672976896166
14,40960,4,554,-1.6018781781196594,0.2,0.5283914804458618,95,2.4979032635688783,0.00012083333333333335,-0.0018038749694824219,0.0,-0.0001280512660741806,4.3577165e-05,-13.190477840155364
19,43008,5,533,-1.6018332362174987,0.2,0.5502485632896423,100,2.627308750152588,0.00011666666666666667,0.0022437572479248047,0.0,-6.157000316306949e-05,9.624666e-06,-13.447102681547403
23,45056,6,521,-1.601244068145752,0.2,0.52154940366745,105,2.521585261821747,0.00011250000000000001,0.0016671419143676758,0.0,-5.609821528196335e-06,1.600603e-05,-13.345688136816024
27,47104,7,512,-1.6011053204536438,0.2,0.5071373581886292,110,2.265447807312012,0.00010833333333333334,0.0014893412590026855,0.0,-0.00032431123545393346,0.00023775993,-13.35402627080679
32,49152,8,507,-1.600016725063324,0.2,0.5403976440429688,115,2.3530333638191223,0.00010416666666666667,0.0012814998626708984,0.0,-0.0002777998219244182,0.00035489138,-13.316050483733415
0,51200,1,2134,-1.5993579089641572,0.2,0.5242727398872375,120,2.3378021717071533,0.0001,0.0011883974075317383,0.0,-0.00043681515380740167,0.0002685087,-13.310170517712832
5,53248,2,751,-1.6002027213573455,0.2,2.39876127243042,125,10.181026029586793,0.00012187500000000001,0.000485837459564209,0.0,-0.00031842291355133057,0.00023910063,-16.103832283765076
9,55296,3,621,-1.6004950642585754,0.2,2.4110467433929443,130,9.613869428634644,0.00011875000000000001,0.00038933753967285156,0.0,-0.00017731876578181983,7.7094766e-05,-18.650115326941012
14,57344,4,564,-1.6002655923366547,0.2,2.1255712509155273,135,9.352608489990235,0.000115625,0.00032895803451538086,0.0,-0.00017803638475015758,5.6542485e-05,-21.247039777785538
19,59392,5,538,-1.5999138593673705,0.2,2.108591079711914,140,8.918553495407105,0.00011250000000000001,0.00029343366622924805,0.0,-5.6418566964566706e-05,2.8582115e-05,-21.395880819559096
23,61440,6,523,-1.599561208486557,0.2,2.337376594543457,145,9.947351741790772,0.000109375,0.00025349855422973633,0.0,-0.00011414886685088277,1.181892e-05,-21.562622981965543
27,63488,7,513,-1.5990346312522887,0.2,2.283019781112671,150,9.474036264419556,0.00010625000000000001,0.00022429227828979492,0.0,-0.00012074990663677455,1.5467522e-05,-21.651349923014642
32,65536,8,505,-1.598488336801529,0.2,2.196160078048706,155,8.965125346183777,0.000103125,0.00020426511764526367,0.0,-0.00016944592352956532,2.9675313e-05,-21.716041712760926
1,67584,1,2037,-1.597794097661972,0.2,1.7133523225784302,160,7.835344290733337,0.0001,0.00018578767776489258,0.0,-3.2771681435406205e-05,9.083189e-06,-21.293737780749797
5,69632,2,744,-1.5975535571575166,0.2,6.608579635620117,165,25.995269203186034,0.00011750000000000001,0.00010222196578979492,0.0,-7.884693332016468e-06,4.6016066e-06,-24.714557096660137
9,71680,3,617,-1.5974810302257538,0.2,6.198826789855957,170,25.793977451324462,0.000115,8.970499038696289e-05,0.0,-0.00010558750946074725,2.2718363e-05,-28.12473278105259
14,73728,4,564,-1.5968189358711242,0.2,6.633220195770264,175,27.33443784713745,0.00011250000000000001,8.577108383178711e-05,0.0,-0.00018605105578899382,1.4063815e-05,-31.94347089737654
19,75776,5,532,-1.5959946155548095,0.2,6.37534236907959,180,27.347780609130858,0.00011,7.796287536621094e-05,0.0,-0.00011354412417858839,1.7843471e-05,-32.66346425443888
23,77824,6,516,-1.5956301391124725,0.2,6.062823295593262,185,25.657837295532225,0.0001075,7.236003875732422e-05,0.0,-0.00014461027458310128,3.5446923e-05,-32.62525244623423
28,79872,7,506,-1.5952597677707672,0.2,6.535212516784668,190,27.43386631011963,0.000105,6.473064422607422e-05,0.0,-4.415453877300024e-05,7.584371e-06,-32.76443347394466
32,81920,8,496,-1.595091277360916,0.2,6.323587417602539,195,26.036568069458006,0.00010250000000000001,6.014108657836914e-05,0.0,-1.5102326869964599e-06,3.0926603e-06,-32.819300665557385
1,83968,1,1815,-1.5952993392944337,0.2,6.444538593292236,200,25.40724925994873,0.0001,5.370378494262695e-05,0.0,-0.0004795769578777254,0.00019067273,-32.720514200627804
5,86016,2,716,-1.5949471294879913,0.2,16.754112243652344,205,68.07308616638184,0.00011458333333333334,3.463029861450195e-05,0.0,-3.36255063302815e-05,2.581629e-05,-37.47448049724102
10,88064,3,595,-1.5943970203399658,0.2,14.611226081848145,210,59.849863052368164,0.00011250000000000001,2.962350845336914e-05,0.0,8.41994769871235e-06,1.0396005e-05,-41.77830114543438
15,90112,4,539,-1.59416121840477,0.2,14.562561988830566,215,58.90008411407471,0.00011041666666666666,2.872943878173828e-05,0.0,-8.90640658326447e-05,8.4122585e-06,-46.21699307531119
20,92160,5,509,-1.5939390182495117,0.2,14.2706880569458,220,60.72710742950439,0.00010833333333333334,2.664327621459961e-05,0.0,-6.001670844852924e-05,4.9078662e-06,-46.425488463640214
24,94208,6,496,-1.593965882062912,0.2,15.296345710754395,225,65.12774505615235,0.00010625000000000001,2.5510787963867188e-05,0.0,-7.039846386760473e-05,6.768765e-06,-46.836306890249254
29,96256,7,487,-1.594021087884903,0.2,14.115466117858887,230,59.38935928344726,0.00010416666666666667,2.282857894897461e-05,0.0,-0.00014700458850711585,1.2390723e-05,-46.93600466787815
33,98304,8,483,-1.5942001223564148,0.2,13.954546928405762,235,57.31616477966308,0.00010208333333333334,2.2232532501220703e-05,0.0,3.970612306147814e-06,1.8388964e-06,-46.667765386104584
1,100352,1,1905,-1.594112229347229,0.2,15.07228946685791,240,60.583981323242185,0.0001,2.086162567138672e-05,0.0,-1.6765948385000228e-05,4.6450587e-06,-46.380913164615635
5,102400,2,726,-1.5939938962459563,0.2,31.838918685913086,245,127.60285873413086,0.00011250000000000001,1.3470649719238281e-05,0.0,-8.149394998326897e-05,2.0007283e-05,-52.04787712097168
10,104448,3,585,-1.5937166094779969,0.2,30.569684982299805,250,120.99151458740235,0.00011071428571428571,1.245737075805664e-05,0.0,-5.35877188667655e-05,2.8520852e-05,-57.77404823243618
14,106496,4,547,-1.5933458507061005,0.2,31.220888137817383,255,127.00997810363769,0.00010892857142857144,1.1265277862548828e-05,0.0,-5.012159235775471e-05,1.7014099e-06,-63.66956228137016
19,108544,5,522,-1.5930240869522094,0.2,29.09722328186035,260,121.92650146484375,0.00010714285714285715,1.055002212524414e-05,0.0,-4.3310760520398614e-05,1.923152e-06,-63.92636686444283
24,110592,6,511,-1.592827272415161,0.2,31.726604461669922,265,127.11205978393555,0.00010535714285714286,1.049041748046875e-05,0.0,-8.649877272546292e-05,2.1167303e-05,-64.21421803355217
28,112640,7,504,-1.5931812882423402,0.2,32.75217819213867,270,124.60680389404297,0.00010357142857142858,9.775161743164062e-06,0.0,-0.00037202584790065887,0.00017199456,-64.21685929059983
32,114688,8,498,-1.5936465322971345,0.2,31.038068771362305,275,125.20979537963868,0.00010178571428571429,9.953975677490234e-06,0.0,-0.0001732218312099576,7.326144e-05,-64.53151394486427
1,116736,1,1830,-1.5938919305801391,0.2,31.014314651489258,280,124.1057014465332,0.0001,8.702278137207031e-06,0.0,-7.842474151402712e-05,8.31575e-06,-64.32897994995118
5,118784,2,730,-1.5936900079250336,0.2,57.360103607177734,285,228.35297927856445,0.0001109375,6.258487701416016e-06,0.0,-0.0004600115469656885,0.00010068287,-70.47161936044694
10,120832,3,602,-1.5936387658119202,0.2,51.07394027709961,290,205.20955352783204,0.000109375,5.185604095458984e-06,0.0,-2.64063011854887e-05,5.6701887e-05,-75.54156809806824
14,122880,4,555,-1.5930044770240783,0.2,55.4451789855957,295,222.24889678955077,0.0001078125,5.245208740234375e-06,0.0,8.876901119947433e-07,1.0711374e-06,-81.73322630524635
19,124928,5,524,-1.5928182721138,0.2,55.948570251464844,300,221.29612731933594,0.00010625000000000001,5.245208740234375e-06,0.0,-6.534564308822156e-05,6.580638e-06,-82.72288945794105
24,126976,6,511,-1.5927419424057008,0.2,51.708194732666016,305,211.86571655273437,0.0001046875,4.5299530029296875e-06,0.0,-9.643431985750794e-06,3.1731324e-06,-82.82219733953475
28,129024,7,503,-1.5923062086105346,0.2,57.58707046508789,310,235.8348747253418,0.000103125,4.887580871582031e-06,0.0,-4.721166333183646e-05,3.669702e-06,-83.61910930871963
32,131072,8,496,-1.592357063293457,0.2,56.72213363647461,315,232.59055252075194,0.00010156250000000001,4.291534423828125e-06,0.0,-3.0628801323473456e-05,3.6005804e-06,-84.07282955408097
1,133120,1,1869,-1.592377918958664,0.2,52.257972717285156,320,219.04749145507813,0.0001,4.112720489501953e-06,0.0,-1.6483734361827375e-05,1.9945728e-06,-84.44982395887375
5,135168,2,714,-1.5927130579948425,0.2,76.13710021972656,325,317.9870086669922,0.00010972222222222222,3.2186508178710938e-06,0.0,-0.00017486130818724632,5.5649492e-05,-88.5000497186184
10,137216,3,594,-1.5931436717510223,0.2,82.44097137451172,330,327.6618682861328,0.00010833333333333334,3.039836883544922e-06,0.0,-8.742716163396835e-05,3.3495045e-05,-93.35381193161011
14,139264,4,554,-1.5928050935268403,0.2,88.07113647460938,335,365.2682632446289,0.00010694444444444445,3.2782554626464844e-06,0.0,-0.00011567489709705115,1.7892453e-05,-100.01052978754043
19,141312,5,533,-1.592930155992508,0.2,81.85932922363281,340,333.06443939208987,0.00010555555555555557,2.8014183044433594e-06,0.0,1.7139327246695758e-05,2.8594513e-07,-100.90110569953919
23,143360,6,516,-1.5933341562747956,0.2,77.33638763427734,345,318.2255157470703,0.00010416666666666667,2.384185791015625e-06,0.0,-2.7124129701405764e-05,6.4541528e-06,-100.66539961099625
28,145408,7,506,-1.5930856823921205,0.2,80.17741394042969,350,328.4522109985352,0.00010277777777777778,2.5033950805664062e-06,0.0,-7.09958840161562e-08,2.8687646e-07,-99.76221405982972
32,147456,8,498,-1.5926975846290587,0.2,84.00621032714844,355,341.3614562988281,0.00010138888888888889,2.682209014892578e-06,0.0,-5.158548592589796e-05,7.4782292e-06,-99.87929439663887
0,149504,1,2145,-1.592826509475708,0.2,78.69911193847656,360,320.4030059814453,0.0001,2.086162567138672e-06,0.0,-0.0002032191026955843,3.3258257e-05,-99.86973230957985
5,151552,2,746,-1.5928293526172639,0.2,96.06333923339844,365,394.1741470336914,0.00010875000000000001,1.7881393432617188e-06,0.0,4.775879788212478e-05,3.7716527e-06,-102.59800042033196
9,153600,3,616,-1.592633593082428,0.2,100.61767578125,370,395.08333892822264,0.0001075,1.7285346984863281e-06,0.0,-3.5775720607489345e-05,3.0184747e-06,-105.01613079309463
14,155648,4,569,-1.5925616800785065,0.2,99.3885269165039,375,396.49381561279296,0.00010625000000000001,1.7285346984863281e-06,0.0,-6.577748572453857e-05,1.0876363e-05,-108.23394695997239
18,157696,5,547,-1.5927159488201141,0.2,99.55386352539062,380,396.50525054931643,0.000105,1.7285346984863281e-06,0.0,-2.89540970697999e-05,1.2897362e-06,-109.06759665012359
23,159744,6,525,-1.5925756573677063,0.2,98.809814453125,385,390.08509063720703,0.00010375,1.4901161193847656e-06,0.0,-9.778085513971746e-05,1.2056611e-05,-108.82932031273842
27,161792,7,512,-1.5923654675483703,0.2,98.27287292480469,390,398.5488571166992,0.00010250000000000001,1.430511474609375e-06,0.0,-0.00028610462322831154,5.1298266e-05,-108.70991842031479
32,163840,8,505,-1.592093288898468,0.2,103.33302307128906,395,402.5625686645508,0.00010125,1.3709068298339844e-06,0.0,8.021562825888395e-06,1.6056787e-05,-108.85517310142517
1,165888,1,1986,-1.5920724153518677,0.2,99.3762435913086,400,399.1990203857422,0.0001,1.4901161193847656e-06,0.0,-1.749137882143259e-05,2.3300818e-06,-109.15473530054092
5,167936,2,749,-1.5916045486927033,0.2,103.68533325195312,405,416.8274673461914,0.00010795454545454547,1.6093254089355469e-06,0.0,-9.308342123404145e-05,3.4582103e-05,-110.17921487689019
9,169984,3,618,-1.5915656626224517,0.2,100.61197662353516,410,405.50480499267576,0.00010681818181818183,1.3113021850585938e-06,0.0,6.729969754815102e-06,1.1455559e-06,-109.93718632102012
14,172032,4,556,-1.5913257122039794,0.2,100.73760223388672,415,403.80747680664064,0.00010568181818181819,1.1920928955078125e-06,0.0,-0.00015011371579021215,5.875269e-05,-110.70131996750831
19,174080,5,528,-1.590056872367859,0.2,102.38018035888672,420,412.6271743774414,0.00010454545454545455,1.1920928955078125e-06,0.0,-0.0001809606561437249,0.00012472385,-110.29305608510971
24,176128,6,510,-1.5889695823192596,0.2,105.46710968017578,425,411.39330902099607,0.00010340909090909091,9.5367431640625e-07,0.0,-0.00013662928249686957,7.7356235e-05,-110.46627630591392
28,178176,7,496,-1.5885018765926362,0.2,101.78545379638672,430,402.9352005004883,0.00010227272727272727,1.0132789611816406e-06,0.0,-0.00010286346077919007,3.9605657e-05,-110.59149710416794
33,180224,8,490,-1.58940309882164,0.2,100.15656280517578,435,411.154150390625,0.00010113636363636364,1.1920928955078125e-06,0.0,-0.0002972327813040465,0.00017288994,-110.60061190962791
1,182272,1,1846,-1.5903320789337159,0.2,104.07716369628906,440,402.1759948730469,0.0001,1.0132789611816406e-06,0.0,-4.089926369488239e-06,2.8275012e-05,-110.07937556028367
5,184320,2,698,-1.5904383540153504,0.2,87.68138885498047,445,371.87589874267576,0.00010729166666666667,8.940696716308594e-07,0.0,-4.899222403764725e-05,2.3044733e-05,-108.87311022758485
10,186368,3,581,-1.5895563423633576,0.2,96.99502563476562,450,386.62342529296876,0.00010625000000000001,1.0728836059570312e-06,0.0,-2.4283165112137793e-05,1.5075784e-06,-107.68392854571343
15,188416,4,537,-1.5898627996444703,0.2,92.65984344482422,455,374.53101959228513,0.00010520833333333335,7.748603820800781e-07,0.0,-1.3936311006546021e-06,7.52887e-07,-106.59654799580574
19,190464,5,514,-1.5899162709712982,0.2,95.67015838623047,460,377.2126770019531,0.00010416666666666667,8.344650268554688e-07,0.0,-8.892978075891734e-06,8.2695624e-07,-106.80415538072586
24,192512,6,499,-1.5902297914028167,0.2,95.53443145751953,465,372.21202239990237,0.000103125,6.556510925292969e-07,0.0,-4.44882782176137e-05,9.065028e-06,-106.37058941364289
29,194560,7,491,-1.5899112164974212,0.2,96.61216735839844,470,388.35743255615233,0.00010208333333333334,1.0728836059570312e-06,0.0,-4.2571616359055045e-05,1.1961529e-05,-106.89402946949005
33,196608,8,482,-1.5900301396846772,0.2,91.77545166015625,475,374.17669677734375,0.00010104166666666667,5.960464477539062e-07,0.0,-1.7719273455440997e-05,1.2052478e-06,-106.84463617682457
1,198656,1,1943,-1.5896538972854615,0.2,88.95995330810547,480,373.00482788085935,0.0001,5.960464477539062e-07,0.0,-0.0005683163879439234,0.00027551455,-107.03289626121521
5,200704,2,735,-1.5881096959114074,0.2,81.85218048095703,485,335.3213180541992,0.00010673076923076923,7.748603820800781e-07,0.0,0.00014735590666532518,4.763948e-06,-104.99137707233429
10,202752,3,612,-1.5886499106884002,0.2,82.48780822753906,490,330.91112518310547,0.00010576923076923077,7.152557373046875e-07,0.0,4.835124127566815e-06,1.7894781e-06,-102.91047959327697
14,204800,4,562,-1.5881698668003081,0.2,85.4133529663086,495,330.89176483154296,0.00010480769230769232,7.748603820800781e-07,0.0,-8.382834494113922e-07,8.2768383e-07,-101.01760908007621
19,206848,5,534,-1.588184267282486,0.2,85.37258911132812,500,334.61367950439455,0.00010384615384615384,7.748603820800781e-07,0.0,-8.267815283033997e-05,4.8529997e-05,-100.84527420043945
23,208896,6,517,-1.5887697041034698,0.2,83.09396362304688,505,333.7281860351562,0.00010288461538461539,8.940696716308594e-07,0.0,-7.56923109292984e-06,2.5205372e-06,-101.04787727952004
28,210944,7,507,-1.58951336145401,0.2,82.94738006591797,510,328.7627639770508,0.00010192307692307694,5.960464477539062e-07,0.0,-4.037916660308838e-05,2.4588342e-05,-100.96059559226036
32,212992,8,500,-1.5906078934669494,0.2,81.59664154052734,515,329.58162994384764,0.00010096153846153846,7.748603820800781e-07,0.0,-0.00041385297663509846,0.00020425694,-100.89989567995072
1,215040,1,1801,-1.592087334394455,0.2,80.78707885742188,520,329.50227508544924,0.0001,5.960464477539062e-07,0.0,-0.00040574114536866545,0.00012523474,-100.81551770806313
5,217088,2,715,-1.5927738070487976,0.2,74.60160827636719,525,298.6977905273437,0.00010625000000000001,5.364418029785156e-07,0.0,1.0976102203130722e-05,1.218199e-06,-99.30303133130073
10,219136,3,597,-1.5924732565879822,0.2,73.49398040771484,530,297.8137954711914,0.00010535714285714286,6.556510925292969e-07,0.0,-0.0001101319445297122,2.8987619e-05,-97.76316162109374
14,221184,4,548,-1.5925825476646422,0.2,74.79705047607422,535,297.654475402832,0.00010446428571428572,5.364418029785156e-07,0.0,-0.00035198023542761805,0.0001661286,-96.2154619705677
19,223232,5,521,-1.5910650074481965,0.2,72.20308685302734,540,297.1117874145508,0.00010357142857142858,6.556510925292969e-07,0.0,-0.00010762552265077829,0.00013596565,-96.08059171080589
24,225280,6,509,-1.5899731874465943,0.2,73.05184936523438,545,295.81673126220704,0.00010267857142857143,4.76837158203125e-07,0.0,-1.4839915093034505e-05,2.1611922e-06,-96.07787929654121
28,227328,7,499,-1.5906764268875122,0.2,72.87445068359375,550,295.98045043945314,0.00010178571428571429,4.76837158203125e-07,0.0,-4.812958650290966e-05,4.9770664e-05,-96.10046273350716
33,229376,8,486,-1.5909562826156616,0.2,74.84066772460938,555,294.37719879150393,0.00010089285714285715,4.172325134277344e-07,0.0,-2.448270097374916e-05,6.02589e-06,-96.06662607789039
1,231424,1,1856,-1.5898769736289977,0.2,73.28243255615234,560,294.54555053710936,0.0001,4.172325134277344e-07,0.0,-0.0003154880250804126,0.00021674618,-96.06599097371101
5,233472,2,703,-1.587255871295929,0.2,69.76237487792969,565,278.1871078491211,0.00010583333333333334,2.384185791015625e-07,0.0,-0.0005299142794683576,0.00033058878,-95.12587960839272
10,235520,3,596,-1.5859521329402924,0.2,69.06891632080078,570,280.35543365478514,0.000105,4.172325134277344e-07,0.0,5.797207122668624e-05,1.2968958e-06,-94.34757160067558
14,237568,4,551,-1.5860791385173798,0.2,69.2080307006836,575,279.09195098876955,0.00010416666666666667,3.5762786865234375e-07,0.0,2.1693014423362912e-05,3.3774995e-07,-93.51865433692932
19,239616,5,526,-1.5863221406936645,0.2,68.7133560180664,580,275.0142349243164,0.00010333333333333334,5.364418029785156e-07,0.0,-0.00017297840677201747,2.9201154e-05,-93.29774059772491
24,241664,6,511,-1.5874691009521484,0.2,69.06005096435547,585,277.56200103759767,0.00010250000000000001,2.980232238769531e-07,0.0,3.813058137893677e-05,2.328452e-06,-93.28141024112702
28,243712,7,502,-1.5873407065868377,0.2,69.0715103149414,590,277.2471557617188,0.00010166666666666668,2.980232238769531e-07,0.0,-5.801098886877298e-05,4.8000074e-06,-93.25801180243492
33,245760,8,496,-1.5886749148368835,0.2,66.14212799072266,595,277.0455078125,0.00010083333333333334,1.1920928955078125e-07,0.0,-0.00046719552483409643,0.00021824636,-93.5078495144844
1,247808,1,1719,-1.5907802700996398,0.2,67.50727081298828,600,278.06763763427733,0.0001,1.1920928955078125e-07,0.0,3.568532411009073e-05,0.000118680415,-93.59764127850532
5,249856,2,708,-1.591013741493225,0.2,71.40247344970703,605,284.4441619873047,0.00010546875,5.960464477539063e-08,0.0,-5.664352793246508e-05,8.617615e-06,-93.69487480401993
10,251904,3,592,-1.5907312214374543,0.2,72.15528869628906,610,290.15147552490237,0.0001046875,2.384185791015625e-07,0.0,-1.7710216343402863e-05,3.5650155e-06,-94.11414242744446
14,253952,4,550,-1.5905145227909088,0.2,69.96878814697266,615,283.7662063598633,0.00010390625000000001,2.980232238769531e-07,0.0,-0.00013253544457256795,1.8902298e-05,-94.14576640844345
19,256000,5,529,-1.5901298642158508,0.2,65.91118621826172,620,277.1995101928711,0.000103125,2.384185791015625e-07,0.0,-0.00010711569339036942,4.0430372e-05,-94.02676452755928
23,258048,6,515,-1.5914380252361298,0.2,72.44307708740234,625,287.54166107177736,0.00010234375,2.384185791015625e-07,0.0,-0.0002061912091448903,0.00012331066,-93.86795399069786
28,260096,7,504,-1.5921360373497009,0.2,71.42161560058594,630,283.59056091308594,0.00010156250000000001,2.384185791015625e-07,0.0,-0.00011443635448813439,5.1208015e-05,-94.10078639268875
33,262144,8,493,-1.5928649187088013,0.2,69.59245300292969,635,285.205094909668,0.00010078125,2.384185791015625e-07,0.0,-0.00015620568301528693,5.2732357e-05,-94.42952416539192
1,264192,1,2015,-1.5937768638134002,0.2,68.95540618896484,640,284.9403839111328,0.0001,2.384185791015625e-07,0.0,-0.00015455868560820818,2.2242486e-05,-94.42215400576592
5,266240,2,740,-1.5943314909934998,0.2,77.29719543457031,645,312.1987777709961,0.00010514705882352942,1.1920928955078125e-07,0.0,-0.00018770331516861915,3.3241202e-05,-95.5483113026619
10,268288,3,606,-1.5950042724609375,0.2,78.33470153808594,650,309.19202117919923,0.00010441176470588236,1.1920928955078125e-07,0.0,-0.00016368250362575054,1.4792837e-05,-96.42748792171479
14,270336,4,560,-1.5951820492744446,0.2,72.9892807006836,655,301.4784591674805,0.00010367647058823529,1.1920928955078125e-07,0.0,-3.3980433363467456e-05,3.820169e-06,-96.59478803515434
19,272384,5,535,-1.5955214619636535,0.2,79.77725982666016,660,321.9554138183594,0.00010294117647058824,5.960464477539063e-08,0.0,-8.622603490948677e-05,9.234471e-06,-97.52737546563148
23,274432,6,519,-1.5959657549858093,0.2,77.69085693359375,665,308.97718353271483,0.00010220588235294119,1.1920928955078125e-07,0.0,-0.00010258813854306937,2.10992e-05,-97.41159778475762
28,276480,7,509,-1.5964931964874267,0.2,76.36930084228516,670,305.5309005737305,0.00010147058823529412,5.960464477539063e-08,0.0,-0.00036048702895641327,0.00010735076,-97.58905114769935
32,278528,8,501,-1.5974272966384888,0.2,75.16799926757812,675,302.46798248291014,0.00010073529411764706,2.980232238769531e-07,0.0,-4.3874047696590425e-05,3.0583236e-05,-97.01208281755447
1,280576,1,1694,-1.597895860671997,0.2,78.1541976928711,680,300.09779205322263,0.0001,1.1920928955078125e-07,0.0,-0.000140285627276171,9.242445e-06,-96.6800595664978
5,282624,2,705,-1.5981977105140686,0.2,86.15387725830078,685,345.9648864746094,0.00010486111111111113,5.960464477539063e-08,0.0,-0.0005795533303171396,0.00010334642,-98.0812936103344
10,284672,3,585,-1.59817715883255,0.2,87.5318603515625,690,350.9994125366211,0.00010416666666666667,0.0,0.0,-0.00018970560049638152,7.9272926e-05,-99.84399922013283
15,286720,4,543,-1.5977480828762054,0.2,84.8181381225586,695,342.0035919189453,0.00010347222222222222,2.384185791015625e-07,0.0,-6.811991333961487e-05,1.0226679e-05,-101.2954533290863
19,288768,5,520,-1.5975401282310486,0.2,84.30278778076172,700,342.1870742797852,0.00010277777777777778,1.1920928955078125e-07,0.0,-0.0001577404676936567,1.5065132e-05,-101.46848934054374
24,290816,6,506,-1.597343099117279,0.2,89.50560760498047,705,350.8476959228516,0.00010208333333333334,1.1920928955078125e-07,0.0,-7.302947342395783e-05,1.22689235e-05,-101.5400757277012
28,292864,7,498,-1.5975481390953064,0.2,86.26517486572266,710,338.5627746582031,0.00010138888888888889,1.1920928955078125e-07,0.0,-1.0549707803875208e-05,1.8748688e-06,-101.24879685997963
33,294912,8,493,-1.5975735545158387,0.2,83.29935455322266,715,344.4820831298828,0.00010069444444444445,2.384185791015625e-07,0.0,-3.1623017275705936e-05,2.313056e-06,-101.80477910280227
1,296960,1,1635,-1.5974641263484954,0.2,87.03083038330078,720,347.45665588378904,0.0001,1.1920928955078125e-07,0.0,-7.08187697455287e-05,6.583665e-06,-101.84253328800202
