raw/gen/rollout/ep_len_mean,raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/rollout/ep_rew_mean,raw/gen/time/time_elapsed,raw/gen/time/fps,raw/gen/train/n_updates,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/value_loss,raw/gen/train/learning_rate,raw/gen/train/approx_kl,raw/gen/train/explained_variance,raw/gen/train/entropy_loss,raw/gen/train/policy_gradient_loss,raw/gen/train/loss,raw/gen/train/clip_fraction,raw/gen/train/clip_range
5.11,8192,1,-509.5,0,1184,120,-5.581406327877193,5.497119765728712,0.0001,0.006752272,0.34759849309921265,-0.42709053913131356,-0.01975775342725683,2.9600746631622314,0.095458984375,0.2
5.36,8704,1,-507.5,0,1247,128,-5.750646929014474,4.006066971458495,0.0001,0.0040000225,0.4349632263183594,-0.3253070992650464,-0.011355452086718287,2.626746416091919,0.04736328125,0.2
4.97,9216,1,-496.0,0,1221,136,-7.12030916981399,8.185600506141782,0.0001,0.0029440564,0.37939566373825073,-0.312364635290578,-0.013332554917724337,2.435549020767212,0.0537109375,0.2
4.76,9728,1,-527.5,0,1154,144,-7.397277845330536,8.434116626158357,0.0001,0.00334766,0.40955668687820435,-0.2744513767538592,-0.009324622624262702,3.4030065536499023,0.034912109375,0.2
4.86,10240,1,-510.0,0,989,152,-7.817611048240215,9.705337397754192,0.0001,0.0045547383,0.42152929306030273,-0.22895732312463224,-0.008763345795159694,3.750978946685791,0.0361328125,0.2
5.12,10752,1,-471.0,0,1228,160,-7.166869656275958,8.339980963617563,0.0001,0.0042507667,0.48253756761550903,-0.19038026354974136,-0.00684530966100283,5.168061256408691,0.03369140625,0.2
4.84,11264,1,-500.5,0,1228,168,-6.341609023921191,9.409090293571353,0.0001,0.0029292023,0.33653050661087036,-0.18961776193464175,-0.00664029971085256,6.064446926116943,0.023681640625,0.2
4.99,11776,1,-482.5,0,1218,176,-6.2474910301342605,7.401720363646746,0.0001,0.0024557074,0.4366031885147095,-0.1463676022249274,-0.00763307142915437,3.392753839492798,0.029541015625,0.2
5.0,12288,1,-482.0,0,1139,184,-7.006099740993232,8.910450611263514,0.0001,0.003178205,0.4056825637817383,-0.13769991058507003,-0.007030899876554031,7.023881912231445,0.02880859375,0.2
4.82,12800,1,-499.5,0,1199,192,-8.129602605123074,9.763974741101265,0.0001,0.0011542141,0.44560182094573975,-0.12947823645663448,-0.0038069516244831902,6.211812973022461,0.0146484375,0.2
4.96,13312,1,-491.5,0,974,200,-9.077909961733967,9.562561199069023,0.0001,0.0018858382,0.44924843311309814,-0.11546899215318263,-0.0075193715674686246,3.722858190536499,0.0234375,0.2
5.05,13824,1,-476.5,0,1193,208,-9.318430537413805,10.246325697749853,0.0001,0.0019315628,0.48966699838638306,-0.10971587590756826,-0.004536538042884786,4.109239101409912,0.014404296875,0.2
4.89,14336,1,-494.5,0,1204,216,-9.442543054986745,8.84992115572095,0.0001,0.0016316712,0.5191358327865601,-0.10338800135650672,-0.002906994297518395,6.733072280883789,0.017333984375,0.2
4.9,14848,1,-495.0,0,1202,224,-8.836576308906078,6.713608210906386,0.0001,0.00444044,0.5729906558990479,-0.09042770962696522,-0.006069657902116887,2.440383195877075,0.03369140625,0.2
5.0,15360,1,-502.5,0,1224,232,-8.694777796380222,5.757144592702389,0.0001,0.0011875835,0.5604493916034698,-0.08569485759653617,-0.004593570760334842,4.9370527267456055,0.0126953125,0.2
4.99,15872,1,-491.5,0,1019,240,-8.694690072629601,6.554394049569964,0.0001,0.0012030235,0.5919988453388214,-0.08675910225429107,-0.0036105513136135414,3.9571831226348877,0.0166015625,0.2
5.15,16384,1,-468.5,0,1219,248,-8.888340744487941,6.757835851982236,0.0001,0.0028357345,0.5974139869213104,-0.069933473598212,-0.004356949386419728,2.1017978191375732,0.01611328125,0.2
5.05,16896,1,-493.5,0,1229,256,-9.266344885639846,6.529234979301691,0.0001,0.002558054,0.6188166439533234,-0.06714145283331163,-0.0028460506146075204,2.825515031814575,0.011962890625,0.2
4.96,17408,1,-483.0,0,1214,264,-9.988849331624806,8.374655432999134,0.0001,0.0019803168,0.5988479256629944,-0.059297786305251066,-0.004034795107145328,5.562986373901367,0.012939453125,0.2
5.04,17920,1,-468.5,0,1220,272,-10.075531958341598,6.375498922541738,0.0001,0.002374262,0.6616665422916412,-0.05894916625402402,-0.004049876231874805,1.7908459901809692,0.02392578125,0.2
4.95,18432,1,-476.0,0,1032,280,-9.849416052624584,6.481354536488652,0.0001,0.0016660463,0.665630966424942,-0.05167772164713824,-0.004705848594312556,4.658360481262207,0.013916015625,0.2
5.09,18944,1,-477.0,0,983,288,-8.721897105053067,4.502117712050676,0.0001,0.004294828,0.6756936609745026,-0.044426961154385936,-0.0034275491925654933,2.226145029067993,0.017578125,0.2
5.22,19456,1,-468.5,0,1220,296,-8.51227438641712,4.1419961005449295,0.0001,0.0038368232,0.6884560883045197,-0.05000090901739895,-0.002908682497945847,1.654210090637207,0.014892578125,0.2
5.1,19968,1,-448.5,0,1208,304,-9.433669385425747,4.6404094733297825,0.0001,0.002222144,0.6581008434295654,-0.04612676502438262,-0.0034566277063277084,1.2047035694122314,0.01904296875,0.2
5.01,20480,1,-469.0,0,1217,312,-11.245132884923368,9.337366040796041,0.0001,0.00063976925,0.6097623705863953,-0.041590245193219744,-0.0016604388220002875,4.011577606201172,0.005859375,0.2
5.04,20992,1,-464.5,0,1218,320,-12.648377992659807,7.3379342425614595,0.0001,0.0013351861,0.7058479189872742,-0.04113048987346701,-0.003018247844011057,1.6561214923858643,0.010986328125,0.2
5.0,21504,1,-483.0,0,1024,328,-12.517932070419192,7.411941040307283,0.0001,0.0009960621,0.7360338866710663,-0.03787659064255422,-0.000763084135542158,2.961256980895996,0.00732421875,0.2
4.96,22016,1,-475.5,0,1217,336,-11.23763215072453,7.664716187864542,0.0001,0.004174577,0.6685246229171753,-0.0395278964570025,-0.006609745032619685,2.8835747241973877,0.015625,0.2
5.01,22528,1,-483.0,0,1219,344,-9.558859287686646,4.431171838659793,0.0001,0.0005927548,0.6891538798809052,-0.03249398774278234,-0.001025624977046391,1.7868613004684448,0.005615234375,0.2
5.07,23040,1,-464.5,0,1198,352,-8.993174976781011,4.329759760759771,0.0001,0.0033060752,0.6756772100925446,-0.03460296322009526,-0.003053963469938026,1.4073082208633423,0.01171875,0.2
5.02,23552,1,-475.5,0,1218,360,-10.764823766387998,5.45306128077209,0.0001,0.004361869,0.6790757179260254,-0.035566442678828025,-0.0034434803601470776,3.3897252082824707,0.01416015625,0.2
4.92,24064,1,-487.5,0,1206,368,-12.599596434608102,6.090975545346737,0.0001,0.0006655005,0.7382458448410034,-0.0337495089697768,-0.0023628970884601586,3.1931705474853516,0.00732421875,0.2
4.94,24576,1,-484.0,0,1025,376,-13.063355848230422,7.424192575737834,0.0001,0.0011528046,0.7543389797210693,-0.031083187761396402,-0.0019126993720419705,2.0579962730407715,0.0126953125,0.2
4.88,25088,1,-495.0,0,1198,384,-12.555547689422966,6.393053483217955,0.0001,0.0016100496,0.7827150970697403,-0.02987766438673134,-0.0020905021483486053,2.893033504486084,0.009521484375,0.2
4.93,25600,1,-487.5,0,1198,392,-11.216479349285365,5.121288243681192,0.0001,0.00040803594,0.7837047725915909,-0.0270685853647592,-0.0008783281336945947,2.2688839435577393,0.004638671875,0.2
4.96,26112,1,-484.0,0,1210,400,-10.683114403635264,4.421578322537243,0.0001,0.0033965232,0.7726952880620956,-0.03699303354733274,-0.0026483835972612724,3.0134472846984863,0.010009765625,0.2
4.92,26624,1,-487.5,0,1205,408,-11.622022594474256,5.002805577591062,0.0001,0.012323272,0.781130775809288,-0.032195060834055766,-0.0022756434700568207,2.9115071296691895,0.01708984375,0.2
4.92,27136,1,-487.5,0,1199,416,-13.421784665733576,6.420633651316166,0.0001,0.00043925864,0.788914367556572,-0.027033516635128763,-0.0009327972729806788,1.6503554582595825,0.00439453125,0.2
4.92,27648,1,-487.5,0,1200,424,-13.73496237359941,6.196694592013955,0.0001,0.00043896644,0.8103689849376678,-0.02426010063936701,-0.001254251601494616,4.221546649932861,0.004638671875,0.2
4.89,28160,1,-495.0,0,1201,432,-12.76711912252009,5.566891919821501,0.0001,0.00059922505,0.8105115443468094,-0.027163966147782048,-0.0010927237017313018,2.2032558917999268,0.0029296875,0.2
4.92,28672,1,-495.0,0,1201,440,-12.143228672854603,5.018232636153698,0.0001,0.00071619824,0.810436800122261,-0.02738655759821995,-0.0013894863150198944,1.7421506643295288,0.007568359375,0.2
4.88,29184,1,-495.0,0,1202,448,-11.9299398060143,6.411580171436071,0.0001,0.0010765304,0.7548356801271439,-0.035709900432266295,-0.0031092117133084685,3.7742679119110107,0.0087890625,0.2
4.96,29696,1,-476.5,0,1207,456,-10.363504997342824,4.224190789274871,0.0001,0.0009749939,0.7800128906965256,-0.031229624910338316,-0.0009921293894876726,3.223104476928711,0.007568359375,0.2
4.87,30208,1,-496.5,0,1001,464,-11.971604262143373,4.196878669783473,0.0001,0.0004589419,0.8251877427101135,-0.02782915812713327,-0.0008653909608256072,2.417189836502075,0.004638671875,0.2
4.94,30720,1,-491.5,0,1203,472,-13.414184114597738,6.211901143193245,0.0001,0.00495105,0.8097647279500961,-0.030050752877286868,-0.0013295014705363428,0.8965854048728943,0.009033203125,0.2
4.9,31232,1,-483.0,0,1197,480,-13.366389463096857,11.25546544417739,0.0001,0.002569982,0.6987828016281128,-0.03124189293885138,-0.002199395064963028,5.15683650970459,0.009521484375,0.2
4.97,31744,1,-485.5,0,1209,488,-13.316128825098277,6.263723534531891,0.0001,0.0019126734,0.8079904317855835,-0.037141781198442914,-0.001180742881842889,3.1104135513305664,0.004638671875,0.2
4.92,32256,1,-492.5,0,1199,496,-12.183924033623189,5.375948620960116,0.0001,0.010834652,0.8101343363523483,-0.05550129961920902,-0.005449388838314917,5.469356536865234,0.017333984375,0.2
4.88,32768,1,-498.0,0,1211,504,-12.326750015299767,11.799034468829632,0.0001,0.0052771457,0.6325430274009705,-0.08270877375616692,-0.005834135157783749,4.108773231506348,0.031494140625,0.2
4.98,33280,1,-488.0,0,988,512,-11.602250963896513,6.284334285184741,0.0001,0.0035736645,0.753030925989151,-0.07023289025528356,-0.006182940764119849,1.8781943321228027,0.022216796875,0.2
5.2,33792,1,-459.0,0,1220,520,-12.315784521922469,10.350571284070611,0.0001,0.00282443,0.6886138319969177,-0.08470223427866586,-0.003304971189209027,5.86585807800293,0.009765625,0.2
4.92,34304,1,-504.5,0,1081,528,-14.595665693804621,23.697519082576036,0.0001,0.0008217122,0.6415688991546631,-0.10692593900603242,-0.0018541091412771493,5.6130266189575195,0.010498046875,0.2
4.99,34816,1,-475.5,0,1179,536,-13.853505233116447,14.621687170118093,0.0001,0.010726616,0.6457704901695251,-0.15823571209330112,-0.009272004732338246,5.70604133605957,0.0302734375,0.2
5.65,35328,1,-507.5,0,1158,544,-11.493138185311109,23.512760400772095,0.0001,0.002495523,0.47446268796920776,-0.22028294077608734,-0.010264622513204813,6.277599334716797,0.03759765625,0.2
4.96,35840,1,-499.0,0,1002,552,-5.392817350551486,1664.088395535946,0.0001,0.0008134529,0.2764529585838318,-0.2290278265136294,-0.0016448288515675813,1170.2957763671875,0.00634765625,0.2
5.15,36352,1,-532.5,0,1228,560,-11.068445200808346,23.996620293706656,0.0001,0.0104138665,0.30952078104019165,-0.31281876540742815,-0.01918582004145719,6.5755743980407715,0.078125,0.2
5.22,36864,1,-507.0,0,1152,568,-10.90411232613027,34.08452966064215,0.0001,0.004484388,0.4887198805809021,-0.35145707963965833,-0.019182570533303078,25.414630889892578,0.0986328125,0.2
7.04,37376,1,-515.5,0,1328,576,-11.114742210954427,346.0121829658747,0.0001,0.027110485,0.5196554064750671,-0.43884575087577105,-0.016206977183173876,115.56684112548828,0.14013671875,0.2
7.69,37888,1,-515.0,0,1270,584,0.27799312721937897,1786.6960968971252,0.0001,0.0067882123,0.5054338872432709,-0.5349351223558187,-0.009674887172877789,1000.2353515625,0.08251953125,0.2
10.52,38400,1,-468.0,0,1349,592,5.510473435260355,1627.9961042404175,0.0001,0.005035214,0.5145026445388794,-0.5520520426798612,-0.0074680798934423365,593.0167236328125,0.0673828125,0.2
11.99,38912,1,-441.0,0,1066,600,19.56911198683083,1986.622971534729,0.0001,0.0072881756,0.4305541515350342,-0.6444031335413456,-0.009406707176822238,871.3282470703125,0.058349609375,0.2
8.64,39424,1,-504.0,0,1319,608,14.1016396381706,681.9046446084976,0.0001,0.011690397,0.5279847085475922,-0.604234027210623,-0.013101537679176545,362.276123046875,0.066162109375,0.2
10.34,39936,1,-527.5,0,1302,616,-9.059577567391097,348.1166572570801,0.0001,0.0055782297,-0.7420281171798706,-0.6596443220041692,-0.007356596381214331,87.88859558105469,0.04638671875,0.2
11.83,40448,1,-505.0,0,1338,624,-21.732118236720563,522.0470238924026,0.0001,0.025592005,-0.022864937782287598,-0.6455899141728878,-0.002508339901396539,146.6296844482422,0.082275390625,0.2
13.97,40960,1,-472.5,0,1348,632,-34.342511502355336,958.6658239364624,0.0001,0.0049034934,0.041195809841156006,-0.6453209738247097,-0.008022719506698195,418.4415588378906,0.03759765625,0.2
13.07,41472,1,-467.5,0,1263,640,-46.70658730626106,2392.0351877212524,0.0001,0.0027811276,0.14539819955825806,-0.5903643779456615,-0.0041013618392753415,924.4198608398438,0.012939453125,0.2
8.58,41984,1,-530.5,0,1040,648,-43.53902561910451,1245.6704206466675,0.0001,0.004825569,0.14369064569473267,-0.5337626226246357,-0.007931599306175485,547.5047607421875,0.03466796875,0.2
8.04,42496,1,-531.0,0,1302,656,-21.264165243003518,636.7929198741913,0.0001,0.005860809,0.4752439260482788,-0.5277049171272665,-0.0053343111503636464,324.9187316894531,0.034912109375,0.2
9.75,43008,1,-484.5,0,1301,664,-13.840602716095745,575.1392164230347,0.0001,0.0058915582,0.587796151638031,-0.5487597871106118,-0.010138582889339887,293.1095275878906,0.060302734375,0.2
8.42,43520,1,-489.5,0,1281,672,-12.92763129202649,431.9023879766464,0.0001,0.006361519,0.6264879703521729,-0.5610332463402301,-0.004428563865076285,241.6919403076172,0.041015625,0.2
7.09,44032,1,-511.5,0,1286,680,-7.31095999956131,330.48009955883026,0.0001,0.004354868,0.642306923866272,-0.559603656642139,-0.008325548042193986,196.7871856689453,0.0283203125,0.2
8.34,44544,1,-525.0,0,1066,688,-4.344461926426739,249.28543549776077,0.0001,0.008012473,0.7012516558170319,-0.6101091825403273,-0.005981309612252517,144.51553344726562,0.086181640625,0.2
8.72,45056,1,-528.5,0,1298,696,-7.208058633245527,244.46586310863495,0.0001,0.005490147,0.6104225814342499,-0.5565211875364184,-0.0060501285624923185,116.84025573730469,0.01904296875,0.2
7.34,45568,1,-538.0,0,1268,704,-8.463379130158573,310.47989654541016,0.0001,0.006303892,0.6392927467823029,-0.582898317836225,-0.009562315935909282,190.8094024658203,0.05517578125,0.2
6.58,46080,1,-536.0,0,1220,712,-6.5358244307525455,252.35107520222664,0.0001,0.008781785,0.6507690250873566,-0.555651773000136,-0.009548053370963316,79.63179779052734,0.079833984375,0.2
5.87,46592,1,-543.0,0,1245,720,-6.363886178284884,136.2924837321043,0.0001,0.010966826,0.7026174068450928,-0.49676922522485256,-0.009441196169063915,133.3078155517578,0.06298828125,0.2
5.36,47104,1,-524.5,0,1006,728,-5.703994336016476,138.12647899240255,0.0001,0.007530521,0.7229713797569275,-0.4862654027529061,-0.00621834702178603,29.87628936767578,0.097900390625,0.2
4.83,47616,1,-539.5,0,1203,736,-5.229473065845668,29.147889722138643,0.0001,0.014779899,-0.6352976560592651,-0.41910140169784427,-0.013585531116405036,7.944284439086914,0.116943359375,0.2
4.85,48128,1,-542.0,0,1205,744,-5.212889133319258,3.86928438488394,0.0001,0.007559664,0.4491848349571228,-0.3175722503801808,-0.004932157557050232,1.0519481897354126,0.10791015625,0.2
5.14,48640,1,-527.0,0,1210,752,-6.091312308609486,6.028074063360691,0.0001,0.005164669,0.48061054944992065,-0.2637134366668761,-0.009729421421070583,2.762295961380005,0.0576171875,0.2
4.78,49152,1,-518.0,0,1158,760,-7.160055850557983,5.029522408731282,0.0001,0.0051369984,0.648837149143219,-0.21977018285542727,-0.009923278012138326,1.8348134756088257,0.065185546875,0.2
4.69,49664,1,-521.0,0,1159,768,-7.4342585835233335,3.666240486316383,0.0001,0.003969485,0.7418628633022308,-0.1689796710270457,-0.010085112044180278,2.323756217956543,0.064453125,0.2
4.9,50176,1,-502.5,0,1003,776,-7.608481935076416,3.650869518518448,0.0001,0.0068358155,0.7470355033874512,-0.16228433733340353,-0.006172845744004007,1.943472146987915,0.027587890625,0.2
4.82,50688,1,-522.5,0,1201,784,-7.859703445993364,4.170358740724623,0.0001,0.003322788,0.7537428736686707,-0.1527809525723569,-0.00479391901899362,0.7832730412483215,0.03271484375,0.2
5.03,51200,1,-500.0,0,1202,792,-7.635574539192021,3.7739437902346253,0.0001,0.0016641503,0.7503947168588638,-0.12245141417952254,-0.00519453854940366,2.635322332382202,0.025634765625,0.2
4.88,51712,1,-496.0,0,1185,800,-7.863415390253067,4.357086012139916,0.0001,0.007369545,0.7295527756214142,-0.102201340632746,-0.008518750692019239,1.0130707025527954,0.048828125,0.2
4.9,52224,1,-495.0,0,1209,808,-7.322254065349698,2.718130024150014,0.0001,0.0011563122,0.8099725246429443,-0.08143105043563992,-0.0035217945114709437,1.3121496438980103,0.015625,0.2
4.82,52736,1,-495.5,0,1190,816,-7.01662885222584,2.7370732007548213,0.0001,0.0021695823,0.8251661509275436,-0.07263532132492401,-0.004832211168832146,0.8968262672424316,0.020263671875,0.2
5.01,53248,1,-474.0,0,1182,824,-6.743732893876731,2.2034685779362917,0.0001,0.0018637782,0.824084460735321,-0.06597531237639487,-0.002269375625473913,2.0613198280334473,0.013916015625,0.2
4.87,53760,1,-492.0,0,1200,832,-6.599186432790011,2.6135694682598114,0.0001,0.003035129,0.7442111074924469,-0.06038244806404691,-0.007179735337558668,2.030332088470459,0.0263671875,0.2
4.94,54272,1,-484.0,0,1206,840,-6.467886529173702,2.3724514078348875,0.0001,0.0031634294,0.7748664766550064,-0.05220937456761021,-0.004004216883913614,1.099436640739441,0.026611328125,0.2
5.01,54784,1,-476.5,0,1188,848,-6.339934474006295,2.426058154553175,0.0001,0.009768164,0.7834121584892273,-0.05048842090764083,-0.001942042465088889,1.444273829460144,0.01904296875,0.2
4.93,55296,1,-482.0,0,1199,856,-6.650326391458512,2.3160139000974596,0.0001,0.0005982554,0.7918763607740402,-0.04151755177008454,-0.002662295250047464,0.8163487315177917,0.0107421875,0.2
4.88,55808,1,-498.0,0,1006,864,-7.083688095919788,2.0415946119464934,0.0001,0.002413264,0.7880097031593323,-0.04193347934051417,-0.0036073879309697077,0.5909781455993652,0.010986328125,0.2
4.91,56320,1,-483.0,0,1201,872,-7.343712751232087,2.893935530912131,0.0001,0.004350583,0.7160971760749817,-0.04528750186727848,-0.001835327951994259,1.3665586709976196,0.01123046875,0.2
4.85,56832,1,-515.0,0,1192,880,-8.255515799317509,1.72233100165613,0.0001,0.00482222,0.8376065045595169,-0.05706427829863969,-0.0027684569504344836,0.5030868649482727,0.01513671875,0.2
4.85,57344,1,-491.5,0,1194,888,-9.251487568318844,4.793483649380505,0.0001,0.004998873,0.703428715467453,-0.07071282586548477,-0.00917680414931965,0.8119314908981323,0.02978515625,0.2
5.01,57856,1,-485.5,0,1202,896,-9.453478634506464,2.267536092083901,0.0001,0.0034072176,0.8393639624118805,-0.06212991049687844,-0.0018056625485769473,0.7094785571098328,0.01904296875,0.2
4.85,58368,1,-496.5,0,986,904,-10.036555757001043,3.150691852904856,0.0001,0.0061612064,0.7937928885221481,-0.059648969006957486,-0.004624863337085117,0.7006850242614746,0.02734375,0.2
4.83,58880,1,-508.0,0,1200,912,-10.063884329274297,2.079111010534689,0.0001,0.0051271357,0.8756089061498642,-0.05156745000567753,-0.002264733886477188,1.1406924724578857,0.01513671875,0.2
4.8,59392,1,-528.5,0,1192,920,-10.028882670998573,2.1575728591997176,0.0001,0.0038888473,0.8838329315185547,-0.05659772839862853,-0.0016781940794317052,0.5760687589645386,0.017822265625,0.2
4.83,59904,1,-500.5,0,1205,928,-9.899043353833259,2.9306707875803113,0.0001,0.0124170575,0.8434528857469559,-0.0719947496545501,-0.0031599156573065557,1.8755818605422974,0.025634765625,0.2
4.83,60416,1,-500.0,0,1192,936,-9.496354755461216,2.687361747957766,0.0001,0.0039731897,0.8205333650112152,-0.0532786981202662,-0.005048150720540434,0.3511861562728882,0.01318359375,0.2
4.8,60928,1,-510.5,0,1198,944,-9.003704684674739,2.121238987892866,0.0001,0.0026030228,0.851112112402916,-0.05149596527189715,5.6194487115135416e-05,1.51762855052948,0.02392578125,0.2
4.82,61440,1,-511.5,0,1010,952,-8.688963242694735,1.8856576406396925,0.0001,0.00423802,0.8605164885520935,-0.06000141582626384,-0.0015809243091098324,0.3860449492931366,0.009765625,0.2
4.76,61952,1,-527.5,0,1194,960,-8.933113457895816,1.9516477789729834,0.0001,0.002585901,0.8549665808677673,-0.04544108163099736,-0.003142705412756186,0.9983492493629456,0.01513671875,0.2
4.78,62464,1,-513.0,0,1201,968,-9.444825081788004,1.9330249584745616,0.0001,0.005829255,0.8673225045204163,-0.04080070124109625,-0.005702308713807724,1.1317055225372314,0.017333984375,0.2
4.79,62976,1,-511.5,0,1201,976,-10.016032389104366,1.7668347691651434,0.0001,0.002274656,0.891426719725132,-0.037437953586049844,-0.00022869738313602284,0.7025560140609741,0.0068359375,0.2
4.72,63488,1,-526.5,0,1190,984,-10.612662333101035,1.980939008295536,0.0001,0.0072936933,0.8932904079556465,-0.05952124642499257,-0.004487695336138131,0.43487992882728577,0.02587890625,0.2
4.82,64000,1,-512.0,0,1201,992,-11.270536430440844,2.3792278359178454,0.0001,0.0034836386,0.8784743994474411,-0.06537924113945337,-0.002077776000078302,0.8305572867393494,0.014404296875,0.2
4.72,64512,1,-540.0,0,1206,1000,-11.82822339642793,3.128797213314101,0.0001,0.009667091,0.8561331331729889,-0.05644800391746685,-0.002794439329591114,0.5294358134269714,0.02392578125,0.2
4.75,65024,1,-529.0,0,1160,1008,-11.770189747586846,2.8264224361628294,0.0001,0.001447694,0.8916851356625557,-0.0597098482758156,-0.004036145262944046,1.3648788928985596,0.017333984375,0.2
4.67,65536,1,-533.0,0,1136,1016,-11.920179050266743,2.4390550768002868,0.0001,0.009665174,0.9029670655727386,-0.06474263325799257,-0.004054515084135346,1.4871361255645752,0.028076171875,0.2
4.75,66048,1,-515.5,0,1191,1024,-11.433271073028445,2.2523967016022652,0.0001,0.011612192,0.8770331665873528,-0.054524004182894714,-0.004572526770061813,1.028831958770752,0.020751953125,0.2
4.74,66560,1,-523.0,0,1182,1032,-11.342147808857263,2.28167071682401,0.0001,0.0057740677,0.8843133747577667,-0.060606878039834555,-0.003713844638696173,1.0582566261291504,0.0234375,0.2
4.83,67072,1,-509.5,0,999,1040,-11.047753086425365,2.863564324332401,0.0001,0.00924449,0.8336239159107208,-0.0574263137896196,-0.003274998191045597,1.8054884672164917,0.0234375,0.2
4.76,67584,1,-526.5,0,1192,1048,-11.149984050281345,2.5046023591421545,0.0001,0.0032402806,0.8671915382146835,-0.07601362088462338,-0.006316403709206497,1.3919793367385864,0.0283203125,0.2
4.83,68096,1,-510.0,0,1194,1056,-11.597626945078373,3.0805558636784554,0.0001,0.007558075,0.8584179878234863,-0.07590566301951185,-0.003955748092266731,0.6763743758201599,0.03173828125,0.2
4.71,68608,1,-520.5,0,1200,1064,-11.695619012378156,2.8191562893334776,0.0001,0.011216923,0.8609664142131805,-0.06203062195709208,-0.0040017264254856855,0.8813742995262146,0.03076171875,0.2
4.71,69120,1,-521.5,0,1181,1072,-11.893307031169535,2.4683089568279684,0.0001,0.00718862,0.8744765222072601,-0.07042621943401173,-0.010602837508486118,0.6657505631446838,0.033447265625,0.2
4.67,69632,1,-524.0,0,1192,1080,-12.421722715757788,3.449707542080432,0.0001,0.0054991487,0.870515838265419,-0.07259892227011733,-0.006749640066118445,1.9429118633270264,0.02880859375,0.2
5.54,70144,1,-513.0,0,1028,1088,-12.56323657726869,3.3527385937049985,0.0001,0.004949443,0.882091797888279,-0.06194028823665576,-0.004993010421458166,2.522343635559082,0.02490234375,0.2
