raw/gen/time/iterations,raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/rollout/ep_rew_mean,raw/gen/time/total_timesteps,raw/gen/rollout/ep_len_mean,raw/gen/train/loss,raw/gen/train/approx_kl,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/entropy_loss,raw/gen/train/n_updates,raw/gen/train/clip_fraction,raw/gen/train/learning_rate,raw/gen/train/clip_range,raw/gen/train/value_loss,raw/gen/train/explained_variance,raw/gen/train/policy_gradient_loss
1,1920,0,-438.5,18432,45.0,453.6961975097656,6.532681e-05,-134.91728824859484,-1.5786944525316358,280,0.0,0.0001,0.2,1051.5247588157654,-3.1828880310058594e-05,-0.0013172743420000188
1,2280,0,-425.0,18944,45.0,323.98675537109375,0.00012514624,-138.06939031362535,-1.5685847392305732,288,0.0,0.0001,0.2,733.7170357704163,-2.753734588623047e-05,-0.0015410714986501262
1,2256,0,-442.0,19456,45.0,344.5987854003906,6.497104e-05,-141.97544699597174,-1.5799521654844284,296,0.0,0.0001,0.2,887.6465182304382,-5.412101745605469e-05,-0.0007591812172904611
1,2457,0,-428.0,19968,45.0,453.12200927734375,8.37812e-05,-148.4785093053151,-1.576874733902514,304,0.0,0.0001,0.2,800.0004620552063,-2.396106719970703e-05,-0.0009730690071592107
1,2280,0,-451.5,20480,45.0,360.1165466308594,0.00011227967,-150.99566845073366,-1.578331713564694,312,0.0,0.0001,0.2,775.4261507987976,1.4007091522216797e-05,-0.0011270582617726177
1,2090,0,-451.5,20992,45.0,316.95794677734375,0.00015826186,-153.47604825593532,-1.575231697410345,320,0.0,0.0001,0.2,733.2216539382935,2.866983413696289e-05,-0.001468355578253977
1,1655,0,-449.0,21504,45.0,146.40438842773438,0.0004455048,-151.1248229023721,-1.5667828200384974,328,0.0,0.0001,0.2,392.62507724761963,-4.220008850097656e-05,-0.0026082951517309994
1,2480,0,-468.0,22016,45.0,193.6683349609375,0.0008212322,-147.0367017508205,-1.562433822080493,336,0.0,0.0001,0.2,418.63187623023987,-2.8133392333984375e-05,-0.004481229072553106
1,2157,0,-474.0,22528,45.0,169.9590301513672,0.0020803418,-143.6594326931145,-1.5526430141180754,344,0.0,0.0001,0.2,349.8696390390396,3.826618194580078e-05,-0.006597914689336903
1,2201,0,-473.0,23040,45.0,180.22457885742188,0.005808805,-139.19650139543228,-1.5248508220538497,352,0.030029296875,0.0001,0.2,284.4649246931076,-5.0187110900878906e-05,-0.01159161043324275
1,2071,0,-456.0,23552,45.0,71.48680877685547,0.007868596,-132.7168530337978,-1.490525420755148,360,0.0498046875,0.0001,0.2,152.07367986440659,-7.331371307373047e-05,-0.01164696789419395
1,2476,0,-457.5,24064,45.0,38.54243087768555,0.009406919,-127.08500193297863,-1.4518586164340377,368,0.054931640625,0.0001,0.2,79.42747569084167,-8.571147918701172e-05,-0.0149670639220858
1,2175,0,-448.0,24576,45.0,34.21514892578125,0.014779801,-119.9729345686757,-1.3778729429468513,376,0.24609375,0.0001,0.2,71.26529596745968,-4.291534423828125e-05,-0.03150448508677073
1,1973,0,-441.5,25088,45.0,145.83578491210938,0.013657158,-109.20559920532861,-1.2435697447508574,384,0.1103515625,0.0001,0.2,157.38202023506165,-4.684925079345703e-05,-0.01762509119726019
1,1773,0,-444.5,25600,45.0,37.88336944580078,0.019367917,-102.50154533714755,-1.2269230941310525,392,0.1787109375,0.0001,0.2,81.99828977882862,-3.0994415283203125e-05,-0.019075076139415614
1,2019,0,-426.0,26112,45.0,12.292951583862305,0.023746103,-96.86565792442532,-1.0524863619357347,400,0.14892578125,0.0001,0.2,78.53423857688904,-2.753734588623047e-05,-0.022328796359943226
1,1765,0,-378.0,26624,45.0,77.5823745727539,0.017408544,-87.60718819985864,-0.9079998414963484,408,0.09814453125,0.0001,0.2,142.39658671617508,-2.4437904357910156e-05,-0.01768693127814913
1,1402,0,-339.0,27136,45.0,63.4902229309082,0.011096577,-78.59903578778962,-0.8151781549677253,416,0.042236328125,0.0001,0.2,126.160349547863,-1.2993812561035156e-05,-0.006618206214625388
1,1709,0,-335.5,27648,45.0,37.5793571472168,0.004627019,-73.67212562181405,-0.6357576292939484,424,0.019775390625,0.0001,0.2,94.8839339017868,-4.172325134277344e-06,-0.007614464062498882
1,1760,0,-309.5,28160,45.0,40.979530334472656,0.013266255,-71.44703085385495,-0.5492524511646479,432,0.044189453125,0.0001,0.2,107.02122128009796,3.24249267578125e-05,-0.010247421409076196
1,1823,0,-287.0,28672,45.0,17.609045028686523,0.006936445,-68.51559934775578,-0.49863608134910464,440,0.0810546875,0.0001,0.2,44.5434979647398,7.849931716918945e-05,-0.0056757949641905725
1,1712,0,-232.0,29184,45.0,17.74513816833496,0.0016831063,-65.76337504134513,-0.5127017328049988,448,0.005126953125,0.0001,0.2,37.515809148550034,0.09094101190567017,-0.007057434017042397
1,1752,0,-195.5,29696,45.0,6.02030611038208,0.0020101168,-66.66675871004351,-0.5218439875170588,456,0.028564453125,0.0001,0.2,35.744620747864246,-0.1836003065109253,-0.005836335301864892
1,1794,0,-177.5,30208,45.0,16.448823928833008,0.0013143363,-64.79707071007229,-0.4292819737456739,464,0.013427734375,0.0001,0.2,57.478041887283325,0.40213578939437866,-0.003780589897360187
1,1428,0,-140.5,30720,45.0,25.47317123413086,0.010435334,-65.52378084621859,-0.4973216934595257,472,0.065185546875,0.0001,0.2,42.76820385456085,-0.4734795093536377,-0.0073771989773376845
1,1710,0,-138.0,31232,45.0,10.124220848083496,0.0029997225,-64.37520495427307,-0.4826816788408905,480,0.015380859375,0.0001,0.2,44.16756729781628,0.247796893119812,-0.0048663144843885675
1,1801,0,-132.5,31744,45.0,10.922614097595215,0.005497258,-64.45346607318847,-0.5368414875119925,488,0.04931640625,0.0001,0.2,31.514469299465418,0.41401660442352295,-0.01019462843760266
1,1893,0,-95.0,32256,45.0,8.936644554138184,0.0031140868,-62.753945929526814,-0.5116430323105305,496,0.009521484375,0.0001,0.2,33.84178176522255,0.5206856727600098,-0.005651735005812952
1,1793,0,-80.5,32768,45.0,25.085933685302734,0.005435543,-59.50612170031993,-0.5603481465950608,504,0.05419921875,0.0001,0.2,54.792309269309044,0.4654843211174011,-0.010739177858340554
1,2185,0,-69.0,33280,45.0,12.829094886779785,0.004273107,-56.738470743529035,-0.6437157485634089,512,0.041748046875,0.0001,0.2,48.19415172189474,0.41869014501571655,-0.012183552295027766
1,1863,0,-112.0,33792,45.0,26.180612564086914,0.0034460803,-50.26144574434264,-0.6021423423662782,520,0.025634765625,0.0001,0.2,56.68204027414322,0.5166996419429779,-0.009073105218703859
1,2056,0,-104.0,34304,45.0,20.273786544799805,0.004873338,-45.11961353162071,-0.6521777524612844,528,0.029541015625,0.0001,0.2,63.26165457069874,0.4677894711494446,-0.007278976707311813
1,2231,0,-126.5,34816,45.0,20.170122146606445,0.0028101583,-40.660221628670115,-0.6636352823115885,536,0.020751953125,0.0001,0.2,56.25485824048519,0.6672431826591492,-0.008286113705253229
1,2155,0,-139.5,35328,45.0,9.676189422607422,0.0061008967,-35.221952816282865,-0.6919928602874279,544,0.050048828125,0.0001,0.2,28.821144931018353,0.4592808485031128,-0.012002390467387158
1,1716,0,-178.5,35840,45.0,4.851468086242676,0.006483741,-31.70750614459277,-0.7109542498365045,552,0.068359375,0.0001,0.2,29.55942741036415,0.4360271692276001,-0.015346227955888025
1,2128,0,-189.0,36352,45.0,2.0882530212402344,0.016751435,-28.37884676094982,-0.7530615315772593,560,0.081787109375,0.0001,0.2,9.607194853946567,0.09353101253509521,-0.009311221998359542
1,2436,0,-195.0,36864,45.0,3.5051987171173096,0.011622864,-27.19289560913923,-0.8782709557563066,568,0.1435546875,0.0001,0.2,11.796777065843344,0.6073835790157318,-0.021708118616516003
1,2348,0,-187.0,37376,45.0,1.066606044769287,0.032944713,-25.69142013732402,-0.8735447856597602,576,0.33154296875,0.0001,0.2,6.786988560110331,0.5157804787158966,-0.0241979706188431
1,2554,0,-179.0,37888,45.0,1.3671739101409912,0.024196144,-24.324680287037626,-0.8311428274028003,584,0.504638671875,0.0001,0.2,4.81275150924921,0.2081354856491089,-0.037009122330346145
1,2468,0,-180.0,38400,45.0,1.431502103805542,0.014889715,-24.185345557174298,-0.7683621072210371,592,0.331787109375,0.0001,0.2,4.044695729389787,-0.28600966930389404,-0.037063532741740346
1,2628,0,-197.5,38912,45.0,0.9360969066619873,0.028276175,-23.819837066326873,-0.6441761623136699,600,0.38671875,0.0001,0.2,2.732774643227458,-0.17841005325317383,-0.047556277946569026
1,2730,0,-207.5,39424,45.0,0.5769604444503784,0.0486473,-24.060684621779366,-0.5091885852161795,608,0.335693359375,0.0001,0.2,2.3901211572811007,0.04360383749008179,-0.046373613993637264
1,2316,0,-201.5,39936,45.0,0.7643097043037415,0.071986794,-25.04098419047834,-0.31895542726852,616,0.12890625,0.0001,0.2,2.0720418840646744,0.06953674554824829,-0.029599633387988433
1,2473,0,-178.5,40448,45.0,1.5683157444000244,0.0019626522,-25.893372823511598,-0.1813683268846944,624,0.0283203125,0.0001,0.2,3.2333629932254553,-0.08139944076538086,-0.004438324496732093
1,2318,0,-218.0,40960,45.0,2.3795688152313232,0.0015057708,-28.535106103121652,-0.1625799883622676,632,0.0224609375,0.0001,0.2,9.183164728805423,0.01991748809814453,-0.003729249507159693
1,2784,0,-217.5,41472,45.0,4.763024806976318,0.0015058058,-31.289952599869576,-0.16510825318982825,640,0.0068359375,0.0001,0.2,17.66094860062003,0.04765695333480835,-0.0007414187493850477
1,2866,0,-252.5,41984,45.0,12.830495834350586,0.0010596167,-36.77738210687181,-0.11607785703381523,648,0.010009765625,0.0001,0.2,41.62883072346449,0.06840169429779053,-0.001936811808263883
1,2411,0,-274.5,42496,45.0,12.945171356201172,0.00063898764,-43.42995045594638,-0.11304363427916542,656,0.002685546875,0.0001,0.2,53.26590522378683,-0.00045812129974365234,-0.0008306067102239467
1,2658,0,-270.0,43008,45.0,17.054933547973633,0.0005591647,-51.560102631684856,-0.11232081631897017,664,0.001708984375,0.0001,0.2,72.37877070903778,0.05670195817947388,-0.0012255232359166257
1,2756,0,-305.0,43520,45.0,20.25292205810547,0.00034616364,-59.803954805170655,-0.08746092388173565,672,0.001953125,0.0001,0.2,72.711734816432,0.12515395879745483,-0.0007605543196405051
1,2613,0,-335.0,44032,45.0,27.59446907043457,5.278422e-05,-69.21783075375482,-0.07706910214619711,680,0.0,0.0001,0.2,95.1814589202404,0.20083683729171753,-8.899983367882669e-05
1,2677,0,-345.5,44544,45.0,30.48252296447754,5.2987016e-05,-77.28106801672838,-0.08387670712545514,688,0.000244140625,0.0001,0.2,150.96196347475052,0.36398595571517944,-0.000289755411358783
1,2495,0,-359.5,45056,45.0,40.79460144042969,0.00015913893,-85.44785561808385,-0.08950939285568893,696,0.000244140625,0.0001,0.2,186.6270918250084,0.33833760023117065,-0.0005114783998578787
1,2520,0,-329.0,45568,45.0,50.00706100463867,8.359889e-05,-93.96243613056373,-0.095773208537139,704,0.0,0.0001,0.2,200.93696922063828,0.2004750370979309,-0.00041674849489936605
1,2575,0,-312.5,46080,45.0,72.57954406738281,0.00010904553,-98.56447097040247,-0.0863403448020108,712,0.0009765625,0.0001,0.2,205.14158636331558,0.13350129127502441,-0.0010833712403837126
1,2656,0,-311.5,46592,45.0,61.80048370361328,8.340017e-05,-103.47571661512833,-0.09465683839516714,720,0.0009765625,0.0001,0.2,199.49295043945312,0.40006107091903687,-0.0007276984251802787
1,2348,0,-301.5,47104,45.0,73.46220397949219,0.00014571298,-106.54440470531117,-0.10154282895382494,728,0.00048828125,0.0001,0.2,168.9958212375641,0.275848388671875,-0.0007574801493319683
1,2622,0,-318.0,47616,45.0,31.638669967651367,0.00012977212,-107.78732157482766,-0.10155684978235513,736,0.0,0.0001,0.2,121.95142847299576,0.1270713210105896,-0.0004340771702118218
1,2643,0,-309.5,48128,45.0,38.17965316772461,0.00011331355,-110.68771033099387,-0.10520023049321026,744,0.0,0.0001,0.2,119.99734246730804,0.1657976508140564,-0.000718301220331341
1,2677,0,-284.5,48640,45.0,28.585954666137695,0.0001540936,-110.94083442953881,-0.11594072735169902,752,0.000732421875,0.0001,0.2,90.11867019534111,0.08682399988174438,-0.0010382780128566083
1,2407,0,-246.5,49152,45.0,19.106807708740234,0.00032050686,-112.62661865962669,-0.10353380138985813,760,0.001220703125,0.0001,0.2,66.57710218429565,0.2012118697166443,-0.0011099163821199909
1,1928,0,-237.5,49664,45.0,12.505497932434082,0.00014651078,-111.73792084612883,-0.1040105361607857,768,0.001953125,0.0001,0.2,56.228368520736694,0.1219891905784607,-0.0009184998416458257
1,2430,0,-244.5,50176,45.0,10.692729949951172,0.00077383127,-110.66719775268342,-0.11395351210376248,776,0.011962890625,0.0001,0.2,40.46431456506252,0.34900176525115967,-0.0029709903974435292
1,2606,0,-265.5,50688,45.0,13.945484161376953,0.0004203848,-110.68023633462843,-0.11218844208633527,784,0.002685546875,0.0001,0.2,45.15102677047253,0.29683440923690796,-0.001498826954048127
1,2626,0,-257.5,51200,45.0,11.380764961242676,0.00029279385,-109.3633650166681,-0.10024866025196388,792,0.001220703125,0.0001,0.2,42.18649645149708,0.5363766252994537,-0.0007090140716172755
1,2566,0,-258.5,51712,45.0,19.963642120361328,6.698747e-05,-108.22332310067024,-0.09501417103456333,800,0.001220703125,0.0001,0.2,52.0580807775259,0.45476943254470825,-0.00044600622277357616
1,2542,0,-235.5,52224,45.0,27.726839065551758,0.0002641267,-107.74418589280452,-0.10491655062651262,808,0.000732421875,0.0001,0.2,51.745866537094116,0.5607233047485352,-0.0007023505640972871
1,2466,0,-246.0,52736,45.0,11.278732299804688,0.00018696603,-106.8011200476205,-0.11925511574372649,816,0.00048828125,0.0001,0.2,44.656713515520096,0.365545392036438,-0.0009925194244715385
1,2548,0,-287.5,53248,45.0,19.359228134155273,0.00023212074,-107.11889568012674,-0.1341172152897343,824,0.001708984375,0.0001,0.2,48.08022937178612,0.37943392992019653,-0.0009280359881813638
1,2587,0,-318.0,53760,45.0,17.27113914489746,0.00028069213,-106.96165355587378,-0.13703915616497397,832,0.002197265625,0.0001,0.2,63.89355531334877,0.38652944564819336,-0.0011516039521666244
1,2735,0,-329.0,54272,45.0,30.87669563293457,0.0004175282,-108.34584895179141,-0.1469607106409967,840,0.001220703125,0.0001,0.2,83.95456713438034,0.5034489631652832,-0.0013656527626153547
1,2570,0,-360.5,54784,45.0,35.69894027709961,0.0006133681,-110.49464921026956,-0.13046119781211019,848,0.006591796875,0.0001,0.2,92.7972129881382,0.4144049286842346,-0.0026744065835373476
1,2496,0,-335.5,55296,45.0,34.41460418701172,0.00054334814,-114.10675050939899,-0.12216296209953725,856,0.004150390625,0.0001,0.2,110.57879066467285,0.32395434379577637,-0.0021525106058106758
1,2548,0,-349.0,55808,45.0,41.73825454711914,0.00045724027,-117.4214957877947,-0.1227078657830134,864,0.004150390625,0.0001,0.2,122.58374553918839,0.33465707302093506,-0.0017470316743128933
1,2658,0,-366.5,56320,45.0,75.2783432006836,0.0007778187,-121.83706408740953,-0.13118173473048955,872,0.00927734375,0.0001,0.2,134.90194490551949,0.191356360912323,-0.0025004124036058784
1,2708,0,-349.0,56832,45.0,66.86775207519531,0.0007681056,-126.38470456993207,-0.15076641173800454,880,0.0029296875,0.0001,0.2,149.160526573658,0.08943849802017212,-0.0018109437078237534
1,2549,0,-347.0,57344,45.0,65.31966400146484,0.0006546603,-130.62590648666026,-0.15654000942595303,888,0.017578125,0.0001,0.2,168.5978502035141,0.04979121685028076,-0.0065037246167776175
1,2811,0,-369.5,57856,45.0,57.823326110839844,0.0003966866,-133.59268234524876,-0.15744260291103274,896,0.003173828125,0.0001,0.2,154.47792041301727,0.11797088384628296,-0.0014384707537828945
1,2730,0,-356.0,58368,45.0,54.73370361328125,0.00088572723,-138.62533460825682,-0.1879560259403661,904,0.02392578125,0.0001,0.2,142.60841017961502,0.059425532817840576,-0.0035686708288267255
1,2451,0,-360.0,58880,45.0,47.11647415161133,0.00067592144,-143.44218052488287,-0.19825847796164453,912,0.01318359375,0.0001,0.2,143.72092187404633,0.08888000249862671,-0.0018610004844958894
1,2613,0,-350.0,59392,45.0,45.30659103393555,0.00088933983,-143.7413082312187,-0.2398208820959553,920,0.01513671875,0.0001,0.2,121.64280068874359,0.07655990123748779,-0.001967061441973783
1,2689,0,-397.0,59904,45.0,38.3111686706543,0.001524591,-144.23010188179558,-0.26881289877928793,928,0.04345703125,0.0001,0.2,109.85305613279343,0.44073379039764404,-0.0036598730184778105
1,2463,0,-366.0,60416,45.0,29.14533805847168,0.0020433003,-145.7157306491211,-0.29778931534383446,936,0.0400390625,0.0001,0.2,91.49314177036285,0.19989413022994995,-0.005890190521313343
1,2780,0,-324.5,60928,45.0,38.43613815307617,0.0028595272,-144.18645197481382,-0.33421933511272073,944,0.0400390625,0.0001,0.2,118.67205742001534,0.19758868217468262,-0.006352227297611535
1,2505,0,-328.0,61440,45.0,26.15761375427246,0.0020910492,-143.67916283615398,-0.3808768622111529,952,0.069091796875,0.0001,0.2,90.49338871240616,0.36604344844818115,-0.008238916117988992
1,2856,0,-326.5,61952,45.0,42.57228469848633,0.0043194946,-143.31637891805266,-0.4169084576424211,960,0.088134765625,0.0001,0.2,93.27421140670776,0.45350104570388794,-0.007909602216386702
1,2671,0,-303.5,62464,45.0,23.782075881958008,0.0035638502,-143.0770493294159,-0.4964360552839935,968,0.13134765625,0.0001,0.2,58.58684927225113,0.27626103162765503,-0.01662602534634061
1,2599,0,-303.5,62976,45.0,22.358444213867188,0.0048887236,-142.2624161035614,-0.5977306850254536,976,0.14794921875,0.0001,0.2,69.01292088627815,0.28357231616973877,-0.023052709715557285
1,2525,0,-308.5,63488,45.0,20.51332664489746,0.038267534,-141.09350947134664,-0.6483139959163964,984,0.218505859375,0.0001,0.2,66.49878263473511,0.2384539246559143,-0.01989418317680247
1,2338,0,-296.5,64000,45.0,11.172492980957031,0.022228973,-139.2570069818059,-0.7168185743503273,992,0.4140625,0.0001,0.2,36.99735037982464,0.21289348602294922,-0.043566047854255885
1,2361,0,-286.5,64512,45.0,31.90907096862793,0.019848257,-134.52993025078905,-0.7314185630530119,1000,0.49462890625,0.0001,0.2,60.15627205371857,0.4246683716773987,-0.04243166310334345
1,2369,0,-324.5,65024,45.0,43.727500915527344,0.019865885,-127.02223604464903,-0.7014091908931732,1008,0.423583984375,0.0001,0.2,115.62104496359825,0.4800013303756714,-0.044489140491350554
1,2359,0,-336.0,65536,45.0,64.48585510253906,0.009455904,-119.89554410248064,-0.6536769843660295,1016,0.1640625,0.0001,0.2,178.35432481765747,0.6182176172733307,-0.02255488279479323
1,2548,0,-353.5,66048,45.0,114.24853515625,0.0071588946,-108.33635358850472,-0.5938724330626428,1024,0.087890625,0.0001,0.2,269.0376121997833,0.5427055060863495,-0.013882984880183358
1,2081,0,-333.5,66560,45.0,74.89708709716797,0.03265702,-99.93854992536828,-0.503561289049685,1032,0.177978515625,0.0001,0.2,123.45654180645943,0.47181349992752075,-0.025662062729679747
1,2272,0,-323.5,67072,45.0,146.05282592773438,0.0054013245,-86.03365624204278,-0.529387577669695,1040,0.070556640625,0.0001,0.2,295.9050672054291,0.6900927126407623,-0.015149122657021508
1,2183,0,-314.0,67584,45.0,51.84032440185547,0.0047762273,-73.50173890229314,-0.46382242743857205,1048,0.048095703125,0.0001,0.2,235.75647443532944,0.6601373553276062,-0.013189329278247897
1,2330,0,-314.0,68096,45.0,53.007240295410156,0.0048437826,-63.40761259671301,-0.43257245677523315,1056,0.067138671875,0.0001,0.2,279.7681594491005,0.39991897344589233,-0.014495150750008179
1,2444,0,-320.0,68608,45.0,18.25261688232422,0.005042277,-55.317365933237596,-0.3578770428430289,1064,0.050048828125,0.0001,0.2,143.01641768217087,0.4193442463874817,-0.010767294006654993
1,1969,0,-295.0,69120,45.0,20.402942657470703,0.0065510534,-49.66507925651036,-0.32550314243417233,1072,0.059814453125,0.0001,0.2,80.51310360431671,-0.30220139026641846,-0.01253702867688844
1,1927,0,-300.0,69632,45.0,37.455596923828125,0.005882104,-45.16351813402958,-0.3799783936701715,1080,0.07958984375,0.0001,0.2,116.62110957503319,0.24355024099349976,-0.014739002224814612
1,1995,0,-270.5,70144,45.0,25.22260856628418,0.004470722,-43.05188472093083,-0.43438890553079545,1088,0.034912109375,0.0001,0.2,106.12091514468193,0.24863630533218384,-0.01147347352525685
