raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_acc_expert,raw/disc/disc_proportion_expert_true,raw/disc/global_step,raw/disc/disc_entropy,raw/disc/disc_proportion_expert_pred,raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_loss
256.0,0.69140625,0.46875,0.5,9,0.6328508257865906,0.388671875,256.0,0.580078125,0.1616019308567047
256.0,0.671875,0.5078125,0.5,9,0.6343798637390137,0.41796875,256.0,0.58984375,0.15878695249557495
256.0,0.68359375,0.44140625,0.5,10,0.6281243562698364,0.37890625,256.0,0.5625,0.16130968928337097
256.0,0.703125,0.4765625,0.5,10,0.6253253221511841,0.38671875,256.0,0.58984375,0.15768976509571075
256.0,0.6953125,0.47265625,0.5,10,0.6271887421607971,0.388671875,256.0,0.583984375,0.15801674127578735
256.0,0.68359375,0.5390625,0.5,10,0.6249014139175415,0.427734375,256.0,0.611328125,0.15238651633262634
256.0,0.66015625,0.53125,0.5,10,0.6296151280403137,0.435546875,256.0,0.595703125,0.15389317274093628
256.0,0.74609375,0.41015625,0.5,11,0.6302788853645325,0.33203125,256.0,0.578125,0.16449737548828125
256.0,0.6796875,0.4140625,0.5,11,0.6341537237167358,0.3671875,256.0,0.546875,0.16753825545310974
256.0,0.7265625,0.3828125,0.5,11,0.6348068714141846,0.328125,256.0,0.5546875,0.16636058688163757
256.0,0.67578125,0.4375,0.5,11,0.6365164518356323,0.380859375,256.0,0.556640625,0.167592391371727
256.0,0.703125,0.4140625,0.5,11,0.6435099840164185,0.35546875,256.0,0.55859375,0.16281002759933472
256.0,0.59375,0.41796875,0.5,12,0.654693603515625,0.412109375,256.0,0.505859375,0.17281986773014069
256.0,0.58984375,0.42578125,0.5,12,0.6560574769973755,0.41796875,256.0,0.5078125,0.17342063784599304
256.0,0.5703125,0.40234375,0.5,12,0.6593038439750671,0.416015625,256.0,0.486328125,0.17505770921707153
256.0,0.5703125,0.41796875,0.5,12,0.655592679977417,0.423828125,256.0,0.494140625,0.17252716422080994
256.0,0.5234375,0.42578125,0.5,12,0.6599973440170288,0.451171875,256.0,0.474609375,0.1742188036441803
256.0,0.47265625,0.19921875,0.5,13,0.6531890034675598,0.36328125,256.0,0.3359375,0.20422397553920746
256.0,0.46875,0.21484375,0.5,13,0.6548717021942139,0.373046875,256.0,0.341796875,0.20116928219795227
256.0,0.51171875,0.2578125,0.5,13,0.6548274755477905,0.373046875,256.0,0.384765625,0.19835995137691498
256.0,0.39453125,0.26953125,0.5,13,0.6592283844947815,0.4375,256.0,0.33203125,0.20202995836734772
256.0,0.4609375,0.2578125,0.5,13,0.6582744121551514,0.3984375,256.0,0.359375,0.2003612220287323
256.0,0.515625,0.234375,0.5,14,0.6454125046730042,0.359375,256.0,0.375,0.2001056671142578
256.0,0.4921875,0.30859375,0.5,14,0.6470925211906433,0.408203125,256.0,0.400390625,0.1970321387052536
256.0,0.5390625,0.25390625,0.5,14,0.6494168043136597,0.357421875,256.0,0.396484375,0.20202262699604034
256.0,0.48828125,0.24609375,0.5,14,0.6527622938156128,0.37890625,256.0,0.3671875,0.20068010687828064
256.0,0.484375,0.3125,0.5,14,0.6467794179916382,0.4140625,256.0,0.3984375,0.2025502622127533
256.0,0.5234375,0.3046875,0.5,15,0.6296955347061157,0.390625,256.0,0.4140625,0.2069704830646515
256.0,0.5546875,0.35546875,0.5,15,0.6291807889938354,0.400390625,256.0,0.455078125,0.20366573333740234
256.0,0.546875,0.3359375,0.5,15,0.6281366348266602,0.39453125,256.0,0.44140625,0.20960184931755066
256.0,0.52734375,0.38671875,0.5,15,0.623589277267456,0.4296875,256.0,0.45703125,0.20449554920196533
256.0,0.5,0.3984375,0.5,15,0.6259315609931946,0.44921875,256.0,0.44921875,0.20870816707611084
256.0,0.7578125,0.4375,0.5,16,0.5260014533996582,0.33984375,256.0,0.59765625,0.1917831301689148
256.0,0.77734375,0.4140625,0.5,16,0.5320090055465698,0.318359375,256.0,0.595703125,0.19023840129375458
256.0,0.79296875,0.3984375,0.5,16,0.544524073600769,0.302734375,256.0,0.595703125,0.18847618997097015
256.0,0.765625,0.37109375,0.5,16,0.5495519042015076,0.302734375,256.0,0.568359375,0.19310693442821503
256.0,0.75,0.39453125,0.5,16,0.5365854501724243,0.322265625,256.0,0.572265625,0.19830229878425598
256.0,0.875,0.35546875,0.5,17,0.567926287651062,0.240234375,256.0,0.615234375,0.16458281874656677
256.0,0.80078125,0.37890625,0.5,17,0.5624288320541382,0.2890625,256.0,0.58984375,0.17140303552150726
256.0,0.875,0.390625,0.5,17,0.5703225135803223,0.2578125,256.0,0.6328125,0.16402378678321838
256.0,0.8671875,0.32421875,0.5,17,0.5984479188919067,0.228515625,256.0,0.595703125,0.17318008840084076
256.0,0.84375,0.36328125,0.5,17,0.5777475237846375,0.259765625,256.0,0.603515625,0.16423188149929047
256.0,0.9140625,0.39453125,0.5,18,0.5540993213653564,0.240234375,256.0,0.654296875,0.15934261679649353
256.0,0.8828125,0.34765625,0.5,18,0.5732021331787109,0.232421875,256.0,0.615234375,0.16571012139320374
256.0,0.890625,0.43359375,0.5,18,0.5551863312721252,0.271484375,256.0,0.662109375,0.15086887776851654
256.0,0.89453125,0.4609375,0.5,18,0.5556140542030334,0.283203125,256.0,0.677734375,0.15150204300880432
256.0,0.8828125,0.37890625,0.5,18,0.5691897869110107,0.248046875,256.0,0.630859375,0.16428615152835846
256.0,0.8359375,0.3828125,0.5,19,0.5768219232559204,0.2734375,256.0,0.609375,0.17059074342250824
256.0,0.84765625,0.38671875,0.5,19,0.5689641833305359,0.26953125,256.0,0.6171875,0.17171669006347656
256.0,0.8359375,0.36328125,0.5,19,0.5827401280403137,0.263671875,256.0,0.599609375,0.17670804262161255
256.0,0.82421875,0.4296875,0.5,19,0.5705910921096802,0.302734375,256.0,0.626953125,0.16768082976341248
256.0,0.83203125,0.390625,0.5,19,0.5691747665405273,0.279296875,256.0,0.611328125,0.17345798015594482
256.0,0.87890625,0.453125,0.5,20,0.567434549331665,0.287109375,256.0,0.666015625,0.15659943222999573
256.0,0.87890625,0.3359375,0.5,20,0.5944085121154785,0.228515625,256.0,0.607421875,0.17201301455497742
256.0,0.890625,0.375,0.5,20,0.575645923614502,0.2421875,256.0,0.6328125,0.16455841064453125
256.0,0.87890625,0.3984375,0.5,20,0.5792939066886902,0.259765625,256.0,0.638671875,0.15756408870220184
256.0,0.90234375,0.33203125,0.5,20,0.585741400718689,0.21484375,256.0,0.6171875,0.17170119285583496
256.0,0.93359375,0.28125,0.5,21,0.5957638025283813,0.173828125,256.0,0.607421875,0.16714751720428467
256.0,0.9140625,0.359375,0.5,21,0.573231041431427,0.22265625,256.0,0.63671875,0.16561666131019592
256.0,0.953125,0.3671875,0.5,21,0.5857745409011841,0.20703125,256.0,0.66015625,0.1500590294599533
256.0,0.95703125,0.33203125,0.5,21,0.5881255269050598,0.1875,256.0,0.64453125,0.16042864322662354
256.0,0.953125,0.359375,0.5,21,0.5971530675888062,0.203125,256.0,0.65625,0.1497664600610733
256.0,0.9765625,0.31640625,0.5,22,0.5881268382072449,0.169921875,256.0,0.646484375,0.1583673357963562
256.0,0.98046875,0.37890625,0.5,22,0.5606509447097778,0.19921875,256.0,0.6796875,0.1416521519422531
256.0,0.9765625,0.31640625,0.5,22,0.5865179300308228,0.169921875,256.0,0.646484375,0.15743862092494965
256.0,0.98828125,0.34375,0.5,22,0.5821011066436768,0.177734375,256.0,0.666015625,0.1502213031053543
256.0,0.99609375,0.30859375,0.5,22,0.5920669436454773,0.15625,256.0,0.65234375,0.1472190022468567
256.0,0.984375,0.2890625,0.5,23,0.5941387414932251,0.15234375,256.0,0.63671875,0.15140977501869202
256.0,0.96875,0.328125,0.5,23,0.5902918577194214,0.1796875,256.0,0.6484375,0.15060484409332275
256.0,0.984375,0.32421875,0.5,23,0.5911403894424438,0.169921875,256.0,0.654296875,0.15263226628303528
256.0,0.9921875,0.390625,0.5,23,0.5681613087654114,0.19921875,256.0,0.69140625,0.1445704698562622
256.0,0.984375,0.32421875,0.5,23,0.5949931740760803,0.169921875,256.0,0.654296875,0.15036478638648987
256.0,0.96875,0.375,0.5,24,0.5886256098747253,0.203125,256.0,0.671875,0.14671742916107178
256.0,0.9765625,0.34375,0.5,24,0.5996589660644531,0.18359375,256.0,0.66015625,0.14776447415351868
256.0,0.984375,0.35546875,0.5,24,0.5875615477561951,0.185546875,256.0,0.669921875,0.1446521133184433
256.0,0.98046875,0.3515625,0.5,24,0.5929745435714722,0.185546875,256.0,0.666015625,0.14721065759658813
256.0,0.98046875,0.375,0.5,24,0.5946946144104004,0.197265625,256.0,0.677734375,0.14614662528038025
256.0,0.98828125,0.3125,0.5,25,0.5966964960098267,0.162109375,256.0,0.650390625,0.1494673788547516
256.0,0.9765625,0.33984375,0.5,25,0.5859957933425903,0.181640625,256.0,0.658203125,0.15043163299560547
256.0,0.98828125,0.359375,0.5,25,0.5798332691192627,0.185546875,256.0,0.673828125,0.14451177418231964
256.0,0.98046875,0.28515625,0.5,25,0.6004804372787476,0.15234375,256.0,0.6328125,0.1546352505683899
256.0,0.9609375,0.37890625,0.5,25,0.5846617817878723,0.208984375,256.0,0.669921875,0.1450406014919281
256.0,0.97265625,0.3125,0.5,26,0.5866975784301758,0.169921875,256.0,0.642578125,0.1460254043340683
256.0,0.98828125,0.25,0.5,26,0.6066280603408813,0.130859375,256.0,0.619140625,0.15292349457740784
256.0,0.9921875,0.265625,0.5,26,0.6014866828918457,0.13671875,256.0,0.62890625,0.15000906586647034
256.0,0.98046875,0.30859375,0.5,26,0.59266597032547,0.1640625,256.0,0.64453125,0.14947180449962616
256.0,0.9765625,0.2890625,0.5,26,0.596185564994812,0.15625,256.0,0.6328125,0.15190905332565308
256.0,0.98828125,0.31640625,0.5,27,0.5897756814956665,0.1640625,256.0,0.65234375,0.1453748494386673
256.0,1.0,0.28125,0.5,27,0.5947554111480713,0.140625,256.0,0.640625,0.1467340588569641
256.0,0.98828125,0.296875,0.5,27,0.5951620936393738,0.154296875,256.0,0.642578125,0.147309809923172
256.0,0.98046875,0.25,0.5,27,0.6120109558105469,0.134765625,256.0,0.615234375,0.15455913543701172
256.0,0.96484375,0.31640625,0.5,27,0.5899468660354614,0.17578125,256.0,0.640625,0.14916224777698517
256.0,0.9921875,0.30078125,0.5,28,0.5937686562538147,0.154296875,256.0,0.646484375,0.1474790722131729
256.0,0.98046875,0.23828125,0.5,28,0.6142716407775879,0.12890625,256.0,0.609375,0.15542937815189362
256.0,0.98046875,0.265625,0.5,28,0.597836971282959,0.142578125,256.0,0.623046875,0.1558803766965866
256.0,0.96875,0.328125,0.5,28,0.5831775069236755,0.1796875,256.0,0.6484375,0.1460479199886322
256.0,0.98828125,0.28515625,0.5,28,0.598292887210846,0.1484375,256.0,0.63671875,0.14904925227165222
256.0,0.15625,0.640625,0.5,29,0.6034485697746277,0.7421875,256.0,0.3984375,0.1766814887523651
256.0,0.15234375,0.734375,0.5,29,0.5918225049972534,0.791015625,256.0,0.443359375,0.16719070076942444
256.0,0.14453125,0.63671875,0.5,29,0.6108293533325195,0.74609375,256.0,0.390625,0.17375437915325165
256.0,0.08984375,0.68359375,0.5,29,0.607965886592865,0.796875,256.0,0.38671875,0.1784057319164276
256.0,0.140625,0.68359375,0.5,29,0.6141903400421143,0.771484375,256.0,0.412109375,0.17238306999206543
256.0,0.73046875,0.69921875,0.5,30,0.5712704658508301,0.484375,256.0,0.71484375,0.15029865503311157
256.0,0.6484375,0.6953125,0.5,30,0.5881572961807251,0.5234375,256.0,0.671875,0.15242905914783478
256.0,0.7421875,0.7265625,0.5,30,0.5821243524551392,0.4921875,256.0,0.734375,0.15107649564743042
256.0,0.66015625,0.71875,0.5,30,0.5961177945137024,0.529296875,256.0,0.689453125,0.1477593034505844
256.0,0.70703125,0.6796875,0.5,30,0.5982536673545837,0.486328125,256.0,0.693359375,0.1522490680217743
256.0,0.8828125,0.45703125,0.5,31,0.5998535752296448,0.287109375,256.0,0.669921875,0.14874783158302307
256.0,0.921875,0.328125,0.5,31,0.6064229607582092,0.203125,256.0,0.625,0.1540769338607788
256.0,0.9296875,0.37109375,0.5,31,0.5861577391624451,0.220703125,256.0,0.650390625,0.15422847867012024
256.0,0.9375,0.27734375,0.5,31,0.5855878591537476,0.169921875,256.0,0.607421875,0.1502051055431366
256.0,0.94140625,0.29296875,0.5,31,0.574670672416687,0.17578125,256.0,0.6171875,0.15393419563770294
256.0,0.9296875,0.38671875,0.5,32,0.5704667568206787,0.228515625,256.0,0.658203125,0.14934304356575012
256.0,0.9375,0.3828125,0.5,32,0.5706614851951599,0.22265625,256.0,0.66015625,0.14203669130802155
256.0,0.91796875,0.38671875,0.5,32,0.5751452445983887,0.234375,256.0,0.65234375,0.1467011421918869
256.0,0.94140625,0.4296875,0.5,32,0.5674457550048828,0.244140625,256.0,0.685546875,0.13907450437545776
256.0,0.92578125,0.46484375,0.5,32,0.5753440260887146,0.26953125,256.0,0.6953125,0.13610538840293884
256.0,0.91015625,0.55859375,0.5,33,0.5629353523254395,0.32421875,256.0,0.734375,0.13429398834705353
256.0,0.9453125,0.61328125,0.5,33,0.5739034414291382,0.333984375,256.0,0.779296875,0.13273748755455017
256.0,0.95703125,0.671875,0.5,33,0.5855550169944763,0.357421875,256.0,0.814453125,0.1286301612854004
256.0,0.92578125,0.6796875,0.5,33,0.5877748131752014,0.376953125,256.0,0.802734375,0.13248862326145172
256.0,0.9296875,0.72265625,0.5,33,0.572714626789093,0.396484375,256.0,0.826171875,0.12836651504039764
256.0,0.8984375,0.78515625,0.5,34,0.5131317973136902,0.443359375,256.0,0.841796875,0.10937617719173431
256.0,0.91015625,0.84375,0.5,34,0.49915415048599243,0.466796875,256.0,0.876953125,0.1055961400270462
256.0,0.8984375,0.7734375,0.5,34,0.5078784823417664,0.4375,256.0,0.8359375,0.1084662601351738
256.0,0.890625,0.80859375,0.5,34,0.5009734630584717,0.458984375,256.0,0.849609375,0.11507800221443176
256.0,0.88671875,0.73046875,0.5,34,0.5175150632858276,0.421875,256.0,0.80859375,0.11756575107574463
256.0,0.9140625,0.73828125,0.5,35,0.5581165552139282,0.412109375,256.0,0.826171875,0.12000276148319244
256.0,0.89453125,0.77734375,0.5,35,0.5551465749740601,0.44140625,256.0,0.8359375,0.11906285583972931
256.0,0.82421875,0.765625,0.5,35,0.5460669994354248,0.470703125,256.0,0.794921875,0.1282341182231903
256.0,0.921875,0.75,0.5,35,0.5523900985717773,0.4140625,256.0,0.8359375,0.11741485446691513
256.0,0.9296875,0.76171875,0.5,35,0.5494797229766846,0.416015625,256.0,0.845703125,0.11274461448192596
256.0,0.88671875,0.80859375,0.5,36,0.473486065864563,0.4609375,256.0,0.84765625,0.10022303462028503
256.0,0.91796875,0.796875,0.5,36,0.4791819155216217,0.439453125,256.0,0.857421875,0.09638454765081406
256.0,0.92578125,0.7578125,0.5,36,0.47944962978363037,0.416015625,256.0,0.841796875,0.1010996550321579
256.0,0.91796875,0.7734375,0.5,36,0.4718303084373474,0.427734375,256.0,0.845703125,0.09784318506717682
256.0,0.91796875,0.7109375,0.5,36,0.4680035710334778,0.396484375,256.0,0.814453125,0.10549858212471008
