raw/gen/time/total_timesteps,raw/gen/time/fps,raw/gen/rollout/ep_rew_mean,raw/gen/time/time_elapsed,raw/gen/time/iterations,raw/gen/rollout/ep_len_mean,raw/gen/train/loss,raw/gen/train/learning_rate,raw/gen/train/n_updates,raw/gen/train/policy_gradient_loss,raw/gen/train/entropy_loss,raw/gen/train/value_loss,raw/gen/train/explained_variance,raw/gen/train/clip_range,raw/gen/train/approx_kl,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/clip_fraction
9728,2188,-441.5,0,1,45.0,186.38853454589844,0.0001,144,-0.0019126184342894703,-1.56402594037354,459.1362156867981,-9.417533874511719e-05,0.2,0.00011381833,-94.95486906183417,0.0
10240,2238,-444.5,0,1,45.0,241.49061584472656,0.0001,152,-0.00032831254065968096,-1.5758982729166746,618.4956250190735,0.00023090839385986328,0.2,6.6129724e-06,-98.02492563297507,0.0
10752,1993,-430.0,0,1,45.0,314.1999816894531,0.0001,160,-0.00022472631826531142,-1.5794640136882663,693.7415006160736,0.0004610419273376465,0.2,4.6141213e-06,-101.45677035247441,0.0
11264,1892,-423.5,0,1,45.0,240.7516632080078,0.0001,168,-0.00046624004608020186,-1.5685416627675295,554.4410643577576,-0.00021779537200927734,0.2,3.2361946e-05,-104.10362202338176,0.0
11776,2081,-421.5,0,1,45.0,293.95501708984375,0.0001,176,-0.0007869685578043573,-1.5708061046898365,709.1230347156525,0.000334322452545166,0.2,3.962929e-05,-109.87357374461601,0.0
12288,2133,-416.0,0,1,45.0,350.8331298828125,0.0001,184,-0.0005843811959493905,-1.5751668754965067,700.6468760967255,0.0005963444709777832,0.2,1.7541344e-05,-115.30389665545198,0.0
12800,1880,-414.0,0,1,45.0,114.24197387695312,0.0001,192,-0.0012026523909298703,-1.5766036994755268,345.175577044487,-0.0001500844955444336,0.2,5.6392862e-05,-117.31503558431984,0.0
13312,1878,-412.5,0,1,45.0,111.53716278076172,0.0001,200,-0.002718183066463098,-1.5685954578220844,280.0642554759979,7.94529914855957e-05,0.2,0.00043264695,-118.66798620143207,0.0
13824,2147,-452.5,0,1,45.0,218.0400390625,0.0001,208,-0.0016000069335859735,-1.5658456180244684,558.930148601532,0.0005519986152648926,0.2,0.00013372989,-125.17968085528584,0.0
14336,2276,-454.0,0,1,45.0,122.85009002685547,0.0001,216,-0.001314652541623218,-1.5798386353999376,308.4133529663086,0.0006545782089233398,0.2,0.00012173178,-125.19042923798551,0.0
14848,1595,-456.0,0,1,45.0,76.21977996826172,0.0001,224,-0.002343656578887021,-1.5809246571734548,220.74878478050232,3.248453140258789e-05,0.2,0.00025563175,-122.70333250131225,0.0
15360,2299,-459.5,0,1,45.0,90.18505096435547,0.0001,232,-0.005441185559902806,-1.57394477725029,190.7789230942726,-7.414817810058594e-05,0.2,0.0010528922,-118.05614524132339,0.0
15872,1902,-468.5,0,1,45.0,140.01004028320312,0.0001,240,-0.0027101334708277136,-1.5770942149683833,299.5738651752472,-0.0001513957977294922,0.2,0.00029765116,-115.38965138268424,0.0
16384,2218,-464.5,0,1,45.0,142.38221740722656,0.0001,248,-0.003706662177137332,-1.5620743101462722,282.903843998909,-0.00013816356658935547,0.2,0.00071790954,-111.7582381423167,0.0
16896,1974,-474.0,0,1,45.0,151.4467315673828,0.0001,256,-0.002510163678380195,-1.5708305956795812,380.02904510498047,-0.00016498565673828125,0.2,0.00019453093,-109.16084870288381,0.0
17408,1792,-478.0,0,1,45.0,192.84088134765625,0.0001,264,-0.0024308634019689634,-1.5590185150504112,465.3676424026489,-8.273124694824219e-05,0.2,0.0003864253,-110.87162261861842,0.0
17920,1898,-478.5,0,1,45.0,237.24327087402344,0.0001,272,-0.0019560356304282323,-1.5603516502305865,493.51601934432983,-9.918212890625e-05,0.2,0.00027459476,-111.69563249982428,0.0
18432,2212,-464.0,0,1,45.0,266.3317565917969,0.0001,280,-0.0013647996966028586,-1.5256891595199704,523.1089451313019,-8.237361907958984e-05,0.2,0.00014562916,-111.55154303541174,0.0
18944,2191,-463.0,0,1,45.0,304.5377502441406,0.0001,288,-0.001236227159097325,-1.5494485395029187,660.8612079620361,-9.524822235107422e-05,0.2,8.283835e-05,-114.40662114382489,0.0
19456,2108,-462.0,0,1,45.0,399.6730041503906,0.0001,296,-0.0006853876730019692,-1.559266454540193,794.0396332740784,-4.363059997558594e-05,0.2,3.986829e-05,-118.95868446906796,0.0
19968,2190,-467.5,0,1,45.0,253.96517944335938,0.0001,304,-0.003152188546664547,-1.5449019689112902,633.6112818717957,-5.8770179748535156e-05,0.2,0.0007320136,-124.46775177583797,0.0
20480,2056,-452.5,0,1,45.0,180.67413330078125,0.0001,312,-0.0008710093643458094,-1.5336226634681225,482.1812701225281,-5.1140785217285156e-05,0.2,9.02107e-05,-127.84048111102894,0.0
20992,1636,-471.5,0,1,45.0,152.48907470703125,0.0001,320,-0.0071768776360841,-1.4951064120978117,338.52237355709076,-7.677078247070312e-05,0.2,0.003433722,-129.17747766722343,0.0
21504,2233,-472.0,0,1,45.0,135.08255004882812,0.0001,328,-0.01050611947721336,-1.4744944358244538,273.53880405426025,-9.119510650634766e-05,0.2,0.0064591104,-130.83030324323684,0.00634765625
22016,1990,-458.0,0,1,45.0,79.44599914550781,0.0001,336,-0.002395291205175454,-1.4563468527048826,236.11697220802307,-5.7220458984375e-05,0.2,0.0009890172,-129.47359564356623,0.0
22528,2479,-474.5,0,1,45.0,48.36003494262695,0.0001,344,-0.014423691682168283,-1.3512231959030032,108.5123941898346,-9.739398956298828e-05,0.2,0.020248892,-123.51979382330668,0.125
23040,2076,-489.5,0,1,45.0,45.0119743347168,0.0001,352,-0.013200642730225809,-1.378857840783894,113.93390610814095,-8.0108642578125e-05,0.2,0.016238071,-119.36392001318629,0.08984375
23552,2283,-480.0,0,1,45.0,61.02659225463867,0.0001,360,-0.0173268984653987,-1.0996090238913894,100.58404266834259,-9.59634780883789e-05,0.2,0.025277829,-111.02668619337375,0.22998046875
24064,2164,-478.0,0,1,45.0,64.9223861694336,0.0001,368,-0.012858698937634472,-1.1003656955435872,93.03180602192879,-6.29425048828125e-05,0.2,0.0113421045,-101.84167571158963,0.267578125
24576,2035,-458.0,0,1,45.0,32.822509765625,0.0001,376,-0.012562720752612222,-0.9739883663132787,62.97495658695698,-3.4689903259277344e-05,0.2,0.014162565,-94.95437522936496,0.239013671875
25088,1706,-444.5,0,1,45.0,10.224675178527832,0.0001,384,-0.013314122545125429,-0.9227805742993951,31.199506789445877,-7.152557373046875e-06,0.2,0.013014713,-87.92066880432888,0.141845703125
25600,1477,-421.5,0,1,45.0,13.80881118774414,0.0001,392,-0.014624692339566536,-0.7430398878641427,35.85712065547705,-1.537799835205078e-05,0.2,0.013336919,-83.63389364922419,0.087890625
26112,2040,-424.5,0,1,45.0,38.23676300048828,0.0001,400,-0.019087097607553005,-0.7512894431129098,57.62211658060551,3.039836883544922e-05,0.2,0.010128967,-78.11292094319127,0.12841796875
26624,2052,-402.5,0,1,45.0,10.006778717041016,0.0001,408,-0.011748959201213438,-0.651125420583412,18.16963652893901,2.9742717742919922e-05,0.2,0.029745743,-75.20667097708676,0.084716796875
27136,1796,-361.0,0,1,45.0,10.521637916564941,0.0001,416,-0.009088540347875096,-0.5554576017893851,26.891259126365185,9.757280349731445e-05,0.2,0.0075066206,-73.01170549274364,0.072509765625
27648,2097,-350.5,0,1,45.0,23.233381271362305,0.0001,424,-0.0063639847649028525,-0.5561063103377819,33.851388320326805,0.00016105175018310547,0.2,0.011356141,-72.59366160578037,0.0712890625
28160,2097,-342.0,0,1,45.0,17.699134826660156,0.0001,432,-0.012036943582643289,-0.6919065951369703,37.99127072095871,0.00041043758392333984,0.2,0.013399693,-71.83717558463977,0.081298828125
28672,2173,-352.5,0,1,45.0,3.5717334747314453,0.0001,440,-0.011489064680063166,-0.7195257158018649,21.6326222717762,-0.002129673957824707,0.2,0.005061766,-69.20073293122405,0.059814453125
29184,2068,-332.0,0,1,45.0,5.320664405822754,0.0001,448,-0.008855365282215644,-0.7247404586523771,24.21481015533209,0.20792555809020996,0.2,0.0043249815,-65.41732894240354,0.04052734375
29696,2302,-329.5,0,1,45.0,6.440984725952148,0.0001,456,-0.012325185423833318,-0.7703117462806404,20.2223118878901,-0.015018343925476074,0.2,0.009983575,-60.72877527021279,0.05517578125
30208,2341,-327.0,0,1,45.0,12.085858345031738,0.0001,464,-0.008390689770749304,-0.7370385210961103,25.05720615014434,0.38469672203063965,0.2,0.0053629186,-56.167076167705815,0.0439453125
30720,1825,-328.5,0,1,45.0,7.348149299621582,0.0001,472,-0.011685509800372529,-0.7783100507222116,21.56823419779539,0.31653445959091187,0.2,0.009293631,-50.65179919102171,0.060791015625
31232,2549,-355.5,0,1,45.0,7.1472625732421875,0.0001,480,-0.00419320280343527,-0.7704961784183979,17.496606167405844,-0.07398366928100586,0.2,0.006314787,-45.16363265181833,0.016845703125
31744,2796,-392.5,0,1,45.0,3.55830454826355,0.0001,488,-0.0062134121981216595,-0.7695150449872017,14.184481393545866,0.05316781997680664,0.2,0.004131794,-39.28063293794636,0.017333984375
32256,2612,-373.0,0,1,45.0,2.6767261028289795,0.0001,496,-0.007768952695187181,-0.776237138081342,9.158391688019037,-0.11451661586761475,0.2,0.011625133,-32.544685319648124,0.0791015625
32768,2613,-390.0,0,1,45.0,2.158898115158081,0.0001,504,-0.008142248869262403,-0.7694708607159555,5.6385569758713245,-0.24168884754180908,0.2,0.014280783,-28.61654944597278,0.03955078125
33280,2565,-397.0,0,1,45.0,1.1108112335205078,0.0001,512,-0.012621428882994223,-0.7333300486207008,3.7598853250965476,-0.04054522514343262,0.2,0.016170254,-26.124929796920625,0.125
33792,2405,-411.0,0,1,45.0,0.8466731905937195,0.0001,520,-0.012138556892750785,-0.6802514102309942,2.3833567379042506,-0.10151851177215576,0.2,0.015445632,-24.05916550378082,0.13134765625
34304,2753,-420.5,0,1,45.0,0.2508380115032196,0.0001,528,-0.01581995594096952,-0.6225839648395777,2.15427554724738,0.2815929055213928,0.2,0.01285537,-23.358941339205487,0.15478515625
34816,2648,-431.0,0,1,45.0,0.060420453548431396,0.0001,536,-0.03714469791157171,-0.39242466702125967,0.521942859981209,-0.38831067085266113,0.2,0.08011964,-23.511424430393962,0.2509765625
35328,2767,-435.5,0,1,45.0,0.5527186989784241,0.0001,544,-0.010219060375675326,-0.30581409321166575,0.8614583887392655,0.213944673538208,0.2,0.0040653963,-24.960112321781345,0.056884765625
35840,2927,-435.5,0,1,45.0,1.1455103158950806,0.0001,552,-0.005015126931539271,-0.2547005150699988,2.7873246809467673,0.19255465269088745,0.2,0.000993386,-27.559452794766404,0.015625
36352,2722,-433.5,0,1,45.0,2.8490688800811768,0.0001,560,-0.0016880759794730693,-0.2526409192942083,6.3696754444390535,0.08876579999923706,0.2,0.0008546385,-31.665000350414193,0.02490234375
36864,2739,-411.0,0,1,45.0,4.110159397125244,0.0001,568,-0.0026966537079715636,-0.2585733236046508,13.542054396122694,0.13510358333587646,0.2,0.0020213039,-36.448564723499004,0.025146484375
37376,2882,-443.5,0,1,45.0,9.267619132995605,0.0001,576,-0.0008785574609646574,-0.2514720447361469,28.554461903870106,0.20284485816955566,0.2,0.000740019,-42.64111000063771,0.00146484375
37888,2562,-442.5,0,1,45.0,11.431999206542969,0.0001,584,-0.002157690512831323,-0.2014378283638507,38.126963913440704,0.04868060350418091,0.2,0.0014526655,-49.95749188596324,0.012939453125
38400,2449,-398.5,0,1,45.0,15.520893096923828,0.0001,592,-0.0017364711966365576,-0.22733048407826573,53.79944157600403,0.18085628747940063,0.2,0.00019670709,-56.34128567421751,0.002685546875
38912,2756,-394.5,0,1,45.0,23.906949996948242,0.0001,600,-0.0005447146686492488,-0.2332243014825508,84.97389620542526,0.3815768361091614,0.2,7.0738606e-05,-63.71045810516225,0.0
39424,2571,-388.0,0,1,45.0,19.88120460510254,0.0001,608,-0.002124115162587259,-0.2084948733681813,122.17663741111755,0.3957740068435669,0.2,0.0007202949,-71.76152579870308,0.003662109375
39936,2700,-362.5,0,1,45.0,66.61106872558594,0.0001,616,-0.0007009618639131077,-0.24147815711330622,154.58189421892166,0.4996662139892578,0.2,6.164308e-05,-79.84959120998391,0.0
40448,2677,-362.5,0,1,45.0,79.9898910522461,0.0001,624,-0.006474320915003773,-0.23923472908791155,228.19168156385422,0.3062015771865845,0.2,0.001068674,-86.73198851919034,0.009521484375
40960,2663,-362.5,0,1,45.0,65.01517486572266,0.0001,632,-0.00010416447912575677,-0.2107735382160172,193.78170347213745,0.44703400135040283,0.2,1.1783326e-05,-93.81804049726809,0.0
41472,2695,-386.5,0,1,45.0,55.05729675292969,0.0001,640,-0.0024807623922242783,-0.2452775260899216,164.10020089149475,0.2707068920135498,0.2,0.00045770896,-99.824683633768,0.00341796875
41984,2773,-386.5,0,1,45.0,34.7127685546875,0.0001,648,-0.0015106894352356903,-0.23950811091344804,132.9107260107994,0.20917946100234985,0.2,0.0002821798,-104.19212258966174,0.0
42496,2503,-377.0,0,1,45.0,42.78990173339844,0.0001,656,-0.000984614307526499,-0.2265413257991895,110.51037621498108,0.24248510599136353,0.2,0.00024405727,-107.09915271577891,0.00048828125
43008,2384,-365.5,0,1,45.0,27.393413543701172,0.0001,664,-0.009983768075471744,-0.28263277921359986,96.14010998606682,0.27760493755340576,0.2,0.0022605993,-107.30214167102706,0.020263671875
43520,2617,-363.0,0,1,45.0,34.70259094238281,0.0001,672,-0.009865918516879901,-0.31653129414189607,100.79617437720299,0.4028136730194092,0.2,0.0019076704,-106.68902894853615,0.02197265625
44032,2534,-373.5,0,1,45.0,31.9580020904541,0.0001,680,-0.007095105196640361,-0.30267589853610843,72.18429026007652,0.6022666394710541,0.2,0.0015396214,-105.41965736270882,0.02197265625
44544,2759,-372.5,0,1,45.0,18.407014846801758,0.0001,688,-0.005381856542953756,-0.3246157079702243,54.40370547771454,0.6227605640888214,0.2,0.0015241739,-104.0210428551538,0.0263671875
45056,2589,-354.0,0,1,45.0,25.75735855102539,0.0001,696,-0.005986347881844267,-0.3271481916308403,64.11397330462933,0.5328660011291504,0.2,0.0010519502,-102.4174331324501,0.012451171875
45568,2405,-359.0,0,1,45.0,34.649330139160156,0.0001,704,-0.0035127470473526046,-0.3372094100341201,76.9265948832035,0.30426210165023804,0.2,0.00062054873,-99.81312564888503,0.002197265625
46080,2557,-352.0,0,1,45.0,18.461654663085938,0.0001,712,-0.010378060902439756,-0.384908702224493,61.30147834867239,0.09232306480407715,0.2,0.0028441357,-98.19507186024916,0.0556640625
46592,2467,-313.0,0,1,45.0,7.845264911651611,0.0001,720,-0.00872609540965641,-0.4216832653619349,48.52381972968578,0.5408870279788971,0.2,0.0041223415,-94.64242883739061,0.058837890625
47104,2338,-319.5,0,1,45.0,25.859630584716797,0.0001,728,-0.013662565921549685,-0.4657976068556309,84.22917839884758,0.5601239204406738,0.2,0.0044130534,-92.32591660315637,0.07568359375
47616,2240,-344.0,0,1,45.0,21.52408218383789,0.0001,736,-0.004925937852021889,-0.5116312589962035,92.75663570314646,0.5713381171226501,0.2,0.0019683158,-90.81415149573702,0.008544921875
48128,2379,-324.5,0,1,45.0,46.8578987121582,0.0001,744,-0.009801647258427693,-0.5466071011032909,124.07466641068459,0.3988687992095947,0.2,0.0043181004,-88.69754680653568,0.04541015625
48640,2364,-333.5,0,1,45.0,15.41284465789795,0.0001,752,-0.016118739105877466,-0.5567389945499599,40.98085821419954,0.6133541166782379,0.2,0.006844273,-86.98642761379946,0.1044921875
49152,2221,-332.0,0,1,45.0,26.058338165283203,0.0001,760,-0.013100119451337378,-0.5946610732935369,43.294428491964936,0.5322027206420898,0.2,0.012697596,-85.07285626625642,0.179931640625
49664,2114,-339.0,0,1,45.0,45.31256866455078,0.0001,768,-0.008673237949551549,-0.6434835521504283,71.07290945202112,0.6522505581378937,0.2,0.0141870715,-81.90120396643877,0.165771484375
50176,2067,-306.0,0,1,45.0,31.93311882019043,0.0001,776,-0.013941126482677646,-0.6353772529400885,107.36261206120253,0.5609539747238159,0.2,0.013268389,-78.1275721534621,0.133544921875
50688,2023,-277.5,0,1,45.0,19.69021224975586,0.0001,784,-0.01300052304941346,-0.647092985920608,116.30650228261948,0.6778349280357361,0.2,0.010864193,-73.09856713058427,0.04833984375
51200,1502,-280.5,0,1,45.0,10.999750137329102,0.0001,792,-0.008714923002116848,-0.606980777811259,54.560322269797325,0.8601773530244827,0.2,0.009108601,-68.77631059712265,0.030029296875
51712,1898,-278.0,0,1,45.0,48.475860595703125,0.0001,800,-0.007568827524664812,-0.5372860620263964,104.80327412486076,0.66776242852211,0.2,0.007046639,-65.50445646861569,0.045654296875
52224,1923,-292.0,0,1,45.0,51.379905700683594,0.0001,808,-0.007006083658779971,-0.5820465167053044,122.59521010518074,0.40716564655303955,0.2,0.004613265,-63.00886395220645,0.02294921875
52736,1935,-305.5,0,1,45.0,34.851531982421875,0.0001,816,-0.016143920307513326,-0.45776309771463275,100.09437572956085,0.4891544580459595,0.2,0.0073783775,-60.8325826363638,0.06005859375
53248,1732,-282.0,0,1,45.0,21.258058547973633,0.0001,824,-0.015193437815469224,-0.5446441061794758,66.1845733821392,0.5800589621067047,0.2,0.010056233,-58.766598973348735,0.076171875
53760,1864,-253.5,0,1,45.0,12.995756149291992,0.0001,832,-0.01293515528232092,-0.4697617101483047,41.61225265264511,0.4072909355163574,0.2,0.0108115515,-56.825122853112404,0.0390625
54272,1829,-228.0,0,1,45.0,4.190505027770996,0.0001,840,-0.014827759870968293,-0.49951171036809683,20.801759034395218,-1.2894363403320312,0.2,0.01501226,-54.5525802958617,0.06787109375
54784,1360,-229.5,0,1,45.0,7.043198585510254,0.0001,848,-0.015922690654406324,-0.6053336136974394,27.975213430821896,0.15308016538619995,0.2,0.021838738,-55.21124111234676,0.12548828125
55296,1833,-234.0,0,1,45.0,7.286831378936768,0.0001,856,-0.014600805698137265,-0.6996541656553745,18.5679700858891,0.3937895894050598,0.2,0.01579852,-56.170413277060725,0.091796875
55808,1800,-244.5,0,1,45.0,9.319199562072754,0.0001,864,-0.014229598622478079,-0.6415801723487675,40.51672474294901,0.5467287600040436,0.2,0.006429458,-54.33777551990468,0.041015625
56320,1737,-238.5,0,1,45.0,21.851337432861328,0.0001,872,-0.014145403234579135,-0.6218370283022523,58.15724170207977,0.5490919649600983,0.2,0.0061300006,-54.8905584238423,0.050048828125
56832,2031,-237.0,0,1,45.0,9.14098072052002,0.0001,880,-0.011020286969142035,-0.6431056854780763,42.75233018398285,0.7187769412994385,0.2,0.0045047794,-54.525854186718355,0.037109375
57344,1981,-261.0,0,1,45.0,10.723027229309082,0.0001,888,-0.01916356183210155,-0.6125586349517107,59.259488351643085,0.35499751567840576,0.2,0.007097541,-52.008482130342166,0.080322265625
57856,1928,-266.0,0,1,45.0,10.214775085449219,0.0001,896,-0.010266645724186674,-0.6495733708143234,48.12260064482689,0.5872970223426819,0.2,0.0036798283,-49.125332171400075,0.049560546875
58368,1846,-291.5,0,1,45.0,13.0829439163208,0.0001,904,-0.013372780005738605,-0.6163959596306086,59.38880816847086,0.665644645690918,0.2,0.007431851,-46.85829347913153,0.05419921875
58880,1534,-336.0,0,1,45.0,37.281890869140625,0.0001,912,-0.010563486262981314,-0.6844843765720725,70.90805496275425,0.5932212769985199,0.2,0.004926747,-44.49763302243315,0.040771484375
59392,2177,-385.5,0,1,45.0,18.2314510345459,0.0001,920,-0.01748048105946509,-0.7006167904473841,51.19108860939741,0.5719313323497772,0.2,0.0057402924,-41.61073026335798,0.067626953125
59904,1614,-401.0,0,1,45.0,13.36962890625,0.0001,928,-0.013856346828106325,-0.6970405215397477,26.76460136473179,0.48036855459213257,0.2,0.009484818,-39.692939475467426,0.052734375
60416,2164,-411.0,0,1,45.0,26.83782958984375,0.0001,936,-0.017908431822434068,-0.6514061605557799,39.99012419395149,0.640279233455658,0.2,0.008547661,-39.36196263489313,0.07666015625
60928,2035,-458.5,0,1,45.0,2.6943464279174805,0.0001,944,-0.021490080471266992,-0.6714835283346474,15.05827167071402,0.6217073798179626,0.2,0.015806902,-38.324875689120965,0.1005859375
61440,2293,-468.5,0,1,45.0,15.054174423217773,0.0001,952,-0.018073578852636274,-0.7263258234597743,32.690112775191665,0.6744696795940399,0.2,0.008448143,-38.428690417530014,0.097900390625
61952,2420,-483.5,0,1,45.0,0.831007719039917,0.0001,960,-0.03219030358013697,-0.8061533011496067,3.710366810206324,0.6782812178134918,0.2,0.023035025,-39.858368596294895,0.332763671875
62464,2265,-489.0,0,1,45.0,0.30779674649238586,0.0001,968,-0.0272430408076616,-0.746212596539408,7.9340701615437865,0.8279243260622025,0.2,0.0132684065,-40.82643663204275,0.184326171875
62976,2441,-509.0,0,1,45.0,1.410974383354187,0.0001,976,-0.025671197479823604,-0.8341045659035444,11.170863691251725,-0.5621120929718018,0.2,0.029059835,-41.761991903539744,0.2900390625
63488,2191,-504.5,0,1,45.0,0.6602640151977539,0.0001,984,-0.031880279937468003,-0.8246247451752424,3.5921289674006402,0.48460888862609863,0.2,0.02076592,-41.05538135882933,0.51318359375
64000,2308,-506.5,0,1,45.0,2.187152147293091,0.0001,992,-0.04139328598830616,-0.8430239190347493,2.9884117166511714,0.5672480165958405,0.2,0.026072938,-41.298778937202876,0.44775390625
64512,2332,-511.0,0,1,45.0,0.766028106212616,0.0001,1000,-0.04412546578532783,-0.7721834387630224,1.9079602896235883,0.6188264787197113,0.2,0.025667889,-40.59655675076414,0.358154296875
65024,2545,-515.0,0,1,45.0,0.948323130607605,0.0001,1008,-0.03974657298022066,-0.6030832419637591,2.243479619268328,0.4694937467575073,0.2,0.05300913,-40.65395737553481,0.333740234375
65536,2214,-493.5,0,1,45.0,0.5339612364768982,0.0001,1016,-0.029281972922035493,-0.4322894890792668,1.772011593915522,0.6033073663711548,0.2,0.018089624,-40.71330965033267,0.148193359375
66048,2617,-499.5,0,1,45.0,1.242824912071228,0.0001,1024,-0.023437986259523313,-0.4988304013386369,3.909324277192354,0.33235710859298706,0.2,0.014792491,-40.24659728464205,0.1279296875
66560,2393,-472.5,0,1,45.0,2.0032103061676025,0.0001,1032,-0.00905393933862797,-0.3783766799606383,8.475851707160473,0.06035393476486206,0.2,0.0054977275,-41.716666430537586,0.05126953125
67072,1767,-479.5,0,1,45.0,6.16879940032959,0.0001,1040,-0.011229702962737065,-0.395089244004339,22.648592576384544,-0.20539987087249756,0.2,0.004330595,-43.8296887612855,0.0390625
67584,2654,-475.0,0,1,45.0,6.479544639587402,0.0001,1048,-0.01216967216168996,-0.393860638840124,32.368612952530384,-0.09375345706939697,0.2,0.0064739613,-47.35615652438719,0.06201171875
68096,2521,-462.5,0,1,45.0,14.815644264221191,0.0001,1056,-0.003961224632803351,-0.271918028825894,39.50959452241659,0.042870402336120605,0.2,0.0013546727,-51.72652303481475,0.00830078125
68608,2838,-477.0,0,1,45.0,13.033109664916992,0.0001,1064,-0.003680715584778227,-0.30822159023955464,46.32518298923969,0.031272828578948975,0.2,0.0021655736,-57.72852777477354,0.011474609375
69120,2298,-445.5,0,1,45.0,7.768558502197266,0.0001,1072,-0.0028657943184953183,-0.2372343665920198,58.08659164607525,0.08046305179595947,0.2,0.0007148619,-64.89335983567871,0.008056640625
69632,2465,-448.0,0,1,45.0,40.42745590209961,0.0001,1080,-0.002225399250164628,-0.34230016462970525,96.28900867700577,0.2968321442604065,0.2,0.0006089329,-69.20557828624733,0.001220703125
70144,2246,-438.5,0,1,45.0,9.76393985748291,0.0001,1088,-0.005147953525010962,-0.3284476585686207,64.67276568710804,0.25912195444107056,0.2,0.0013375634,-74.91706965267659,0.0029296875
70656,2147,-417.0,0,1,45.0,24.59145736694336,0.0001,1096,-0.003844524449959863,-0.36091773048974574,70.27142350375652,0.43639957904815674,0.2,0.0011960296,-78.57494214994833,0.00634765625
