raw/disc/disc_acc_gen,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/disc_proportion_expert_pred,raw/disc/n_expert,raw/disc/global_step,raw/disc/disc_entropy,raw/disc/disc_loss,raw/disc/disc_acc_expert,raw/disc/disc_acc
0.65625,256.0,0.5,0.638671875,256.0,105,0.5570255517959595,0.4791450798511505,0.93359375,0.794921875
0.74609375,256.0,0.5,0.587890625,256.0,106,0.5194730758666992,0.41445261240005493,0.921875,0.833984375
0.76953125,256.0,0.5,0.599609375,256.0,107,0.49323347210884094,0.38748639822006226,0.96875,0.869140625
0.86328125,256.0,0.5,0.529296875,256.0,108,0.4925547242164612,0.33528250455856323,0.921875,0.892578125
0.86328125,256.0,0.5,0.5390625,256.0,109,0.46639037132263184,0.32394081354141235,0.94140625,0.90234375
0.859375,256.0,0.5,0.525390625,256.0,110,0.4381057322025299,0.3219526708126068,0.91015625,0.884765625
0.81640625,256.0,0.5,0.541015625,256.0,111,0.4143737256526947,0.3707321286201477,0.8984375,0.857421875
0.8984375,256.0,0.5,0.48828125,256.0,112,0.43475469946861267,0.3203774690628052,0.875,0.88671875
0.90234375,256.0,0.5,0.498046875,256.0,113,0.39670807123184204,0.3029717803001404,0.8984375,0.900390625
0.9453125,256.0,0.5,0.4921875,256.0,114,0.3904668390750885,0.27055710554122925,0.9296875,0.9375
0.9296875,256.0,0.5,0.490234375,256.0,115,0.37197959423065186,0.26618319749832153,0.91015625,0.919921875
0.8984375,256.0,0.5,0.5234375,256.0,116,0.3902580142021179,0.27119842171669006,0.9453125,0.921875
0.875,256.0,0.5,0.533203125,256.0,117,0.38760286569595337,0.29482805728912354,0.94140625,0.908203125
0.7421875,256.0,0.5,0.609375,256.0,118,0.4227234423160553,0.3771762549877167,0.9609375,0.8515625
0.71484375,256.0,0.5,0.630859375,256.0,119,0.4032604396343231,0.3805650472640991,0.9765625,0.845703125
0.83203125,256.0,0.5,0.56640625,256.0,120,0.3745017945766449,0.28508782386779785,0.96484375,0.8984375
0.734375,256.0,0.5,0.62109375,256.0,121,0.40185225009918213,0.33219772577285767,0.9765625,0.85546875
0.80078125,256.0,0.5,0.58984375,256.0,122,0.41425806283950806,0.3331317901611328,0.98046875,0.890625
0.88671875,256.0,0.5,0.541015625,256.0,123,0.3949948847293854,0.262529194355011,0.96875,0.927734375
0.8359375,256.0,0.5,0.576171875,256.0,124,0.39941608905792236,0.3399924337863922,0.98828125,0.912109375
0.81640625,256.0,0.5,0.58203125,256.0,125,0.3976994752883911,0.29581838846206665,0.98046875,0.8984375
0.72265625,256.0,0.5,0.6328125,256.0,126,0.4198334515094757,0.3601740300655365,0.98828125,0.85546875
0.72265625,256.0,0.5,0.6328125,256.0,127,0.44740623235702515,0.39205992221832275,0.98828125,0.85546875
0.80078125,256.0,0.5,0.421875,256.0,128,0.4499620199203491,0.4147016406059265,0.64453125,0.72265625
0.91015625,256.0,0.5,0.3828125,256.0,129,0.4323243498802185,0.34734269976615906,0.67578125,0.79296875
0.8828125,256.0,0.5,0.390625,256.0,130,0.48037269711494446,0.40789031982421875,0.6640625,0.7734375
0.93359375,256.0,0.5,0.365234375,256.0,131,0.47859835624694824,0.4072412848472595,0.6640625,0.798828125
0.859375,256.0,0.5,0.375,256.0,132,0.4880836606025696,0.48051273822784424,0.609375,0.734375
0.8515625,256.0,0.5,0.3984375,256.0,133,0.48539942502975464,0.5003621578216553,0.6484375,0.75
0.8671875,256.0,0.5,0.359375,256.0,134,0.4947526752948761,0.5548417568206787,0.5859375,0.7265625
0.859375,256.0,0.5,0.34765625,256.0,135,0.5092729926109314,0.5634623169898987,0.5546875,0.70703125
0.72265625,256.0,0.5,0.455078125,256.0,136,0.5096816420555115,0.588422417640686,0.6328125,0.677734375
0.91015625,256.0,0.5,0.353515625,256.0,137,0.512530505657196,0.48715782165527344,0.6171875,0.763671875
0.73046875,256.0,0.5,0.466796875,256.0,138,0.5108407139778137,0.576255738735199,0.6640625,0.697265625
0.640625,256.0,0.5,0.47265625,256.0,139,0.5077871680259705,0.603569746017456,0.5859375,0.61328125
0.82421875,256.0,0.5,0.388671875,256.0,140,0.493245005607605,0.4976446330547333,0.6015625,0.712890625
0.9140625,256.0,0.5,0.349609375,256.0,141,0.4851555824279785,0.4597470760345459,0.61328125,0.763671875
0.9296875,256.0,0.5,0.302734375,256.0,142,0.508539617061615,0.4848112165927887,0.53515625,0.732421875
0.90625,256.0,0.5,0.34375,256.0,143,0.47812092304229736,0.46904516220092773,0.59375,0.75
0.94140625,256.0,0.5,0.33984375,256.0,144,0.4633926451206207,0.40889450907707214,0.62109375,0.78125
0.953125,256.0,0.5,0.287109375,256.0,145,0.46180909872055054,0.4170340895652771,0.52734375,0.740234375
0.9453125,256.0,0.5,0.3203125,256.0,146,0.4389611482620239,0.384265661239624,0.5859375,0.765625
0.9375,256.0,0.5,0.298828125,256.0,147,0.45102718472480774,0.44438236951828003,0.53515625,0.736328125
0.97265625,256.0,0.5,0.302734375,256.0,148,0.41755130887031555,0.32574617862701416,0.578125,0.775390625
0.96484375,256.0,0.5,0.3203125,256.0,149,0.3937850594520569,0.30672234296798706,0.60546875,0.78515625
0.94921875,256.0,0.5,0.3125,256.0,150,0.40025490522384644,0.3297317326068878,0.57421875,0.76171875
0.9609375,256.0,0.5,0.296875,256.0,151,0.4065435528755188,0.3277494013309479,0.5546875,0.7578125
0.93359375,256.0,0.5,0.515625,256.0,152,0.3695962131023407,0.24526110291481018,0.96484375,0.94921875
0.9921875,256.0,0.5,0.482421875,256.0,153,0.39516448974609375,0.23265440762043,0.95703125,0.974609375
0.83984375,256.0,0.5,0.55078125,256.0,154,0.4089210331439972,0.29039421677589417,0.94140625,0.890625
0.86328125,256.0,0.5,0.52734375,256.0,155,0.385375440120697,0.28745001554489136,0.91796875,0.890625
0.7734375,256.0,0.5,0.576171875,256.0,156,0.41127872467041016,0.34809941053390503,0.92578125,0.849609375
0.8359375,256.0,0.5,0.544921875,256.0,157,0.3812040388584137,0.32352903485298157,0.92578125,0.880859375
0.85546875,256.0,0.5,0.54296875,256.0,158,0.3515295386314392,0.262083500623703,0.94140625,0.8984375
0.859375,256.0,0.5,0.533203125,256.0,159,0.3560486137866974,0.30929815769195557,0.92578125,0.892578125
0.9921875,256.0,0.5,0.470703125,256.0,160,0.3429303467273712,0.18598192930221558,0.93359375,0.962890625
0.703125,256.0,0.5,0.619140625,256.0,161,0.34389689564704895,0.4366195797920227,0.94140625,0.822265625
0.6875,256.0,0.5,0.634765625,256.0,162,0.33810049295425415,0.42660316824913025,0.95703125,0.822265625
0.85546875,256.0,0.5,0.5625,256.0,163,0.316078245639801,0.25581786036491394,0.98046875,0.91796875
0.7421875,256.0,0.5,0.615234375,256.0,164,0.3507678508758545,0.3464187681674957,0.97265625,0.857421875
0.59765625,256.0,0.5,0.685546875,256.0,165,0.3517732620239258,0.5059725642204285,0.96875,0.783203125
0.61328125,256.0,0.5,0.669921875,256.0,166,0.34975600242614746,0.5034715533256531,0.953125,0.783203125
0.6171875,256.0,0.5,0.666015625,256.0,167,0.3800472319126129,0.4483417868614197,0.94921875,0.783203125
0.5390625,256.0,0.5,0.693359375,256.0,168,0.4060470461845398,0.5255218148231506,0.92578125,0.732421875
0.4765625,256.0,0.5,0.716796875,256.0,169,0.4351279139518738,0.5582857728004456,0.91015625,0.693359375
0.3671875,256.0,0.5,0.779296875,256.0,170,0.5038641691207886,0.5882835388183594,0.92578125,0.646484375
0.4140625,256.0,0.5,0.72265625,256.0,171,0.5187509655952454,0.6135700941085815,0.859375,0.63671875
0.7734375,256.0,0.5,0.37109375,256.0,172,0.524402379989624,0.6468229293823242,0.515625,0.64453125
0.84375,256.0,0.5,0.341796875,256.0,173,0.5289473533630371,0.6070698499679565,0.52734375,0.685546875
0.8359375,256.0,0.5,0.314453125,256.0,174,0.5435777902603149,0.6350443363189697,0.46484375,0.650390625
0.83984375,256.0,0.5,0.357421875,256.0,175,0.5239885449409485,0.5912953019142151,0.5546875,0.697265625
0.75390625,256.0,0.5,0.376953125,256.0,176,0.5300436615943909,0.6568485498428345,0.5078125,0.630859375
0.75390625,256.0,0.5,0.40234375,256.0,177,0.49398383498191833,0.6472821235656738,0.55859375,0.65625
0.86328125,256.0,0.5,0.345703125,256.0,178,0.4819001257419586,0.6003684997558594,0.5546875,0.708984375
0.796875,256.0,0.5,0.41015625,256.0,179,0.47547826170921326,0.5905762314796448,0.6171875,0.70703125
0.79296875,256.0,0.5,0.396484375,256.0,180,0.48412469029426575,0.6254926919937134,0.5859375,0.689453125
0.625,256.0,0.5,0.470703125,256.0,181,0.5082142353057861,0.696308970451355,0.56640625,0.595703125
0.6328125,256.0,0.5,0.5078125,256.0,182,0.5411654114723206,0.5441553592681885,0.6484375,0.640625
0.55859375,256.0,0.5,0.541015625,256.0,183,0.5237127542495728,0.5979199409484863,0.640625,0.599609375
0.6171875,256.0,0.5,0.515625,256.0,184,0.5163957476615906,0.5646466016769409,0.6484375,0.6328125
0.80859375,256.0,0.5,0.4140625,256.0,185,0.5244702100753784,0.5956022143363953,0.63671875,0.72265625
0.84375,256.0,0.5,0.3828125,256.0,186,0.5536438822746277,0.5851982235908508,0.609375,0.7265625
0.796875,256.0,0.5,0.408203125,256.0,187,0.5569710731506348,0.5856454968452454,0.61328125,0.705078125
0.6953125,256.0,0.5,0.474609375,256.0,188,0.5502173900604248,0.6784778237342834,0.64453125,0.669921875
0.8515625,256.0,0.5,0.361328125,256.0,189,0.5683950781822205,0.5282624959945679,0.57421875,0.712890625
0.83203125,256.0,0.5,0.400390625,256.0,190,0.5579782724380493,0.5083073377609253,0.6328125,0.732421875
0.7109375,256.0,0.5,0.591796875,256.0,191,0.5567705631256104,0.4910144805908203,0.89453125,0.802734375
0.76953125,256.0,0.5,0.533203125,256.0,192,0.5466129779815674,0.4726674556732178,0.8359375,0.802734375
0.796875,256.0,0.5,0.53515625,256.0,193,0.5467618107795715,0.45741668343544006,0.8671875,0.83203125
0.77734375,256.0,0.5,0.53515625,256.0,194,0.521084725856781,0.4429164230823517,0.84765625,0.8125
0.6875,256.0,0.5,0.568359375,256.0,195,0.5151033401489258,0.5295456051826477,0.82421875,0.755859375
0.76953125,256.0,0.5,0.541015625,256.0,196,0.5128559470176697,0.48965194821357727,0.8515625,0.810546875
0.7734375,256.0,0.5,0.328125,256.0,197,0.5308774709701538,0.5957532525062561,0.4296875,0.6015625
0.890625,256.0,0.5,0.2734375,256.0,198,0.5072280764579773,0.5499365329742432,0.4375,0.6640625
0.57421875,256.0,0.5,0.61328125,256.0,199,0.5268984436988831,0.6070020794868469,0.80078125,0.6875
0.8515625,256.0,0.5,0.30859375,256.0,200,0.5271213054656982,0.5423194169998169,0.46875,0.66015625
0.828125,256.0,0.5,0.333984375,256.0,201,0.5365573167800903,0.5647528171539307,0.49609375,0.662109375
0.6796875,256.0,0.5,0.546875,256.0,202,0.5404055118560791,0.5924091339111328,0.7734375,0.7265625
0.703125,256.0,0.5,0.548828125,256.0,203,0.5459805727005005,0.5878692865371704,0.80078125,0.751953125
0.7421875,256.0,0.5,0.494140625,256.0,204,0.5529351830482483,0.575038492679596,0.73046875,0.736328125
0.8125,256.0,0.5,0.494140625,256.0,205,0.5307164192199707,0.5000908374786377,0.80078125,0.806640625
0.74609375,256.0,0.5,0.51171875,256.0,206,0.5625449419021606,0.571192741394043,0.76953125,0.7578125
0.6640625,256.0,0.5,0.560546875,256.0,207,0.5751888751983643,0.6035865545272827,0.78515625,0.724609375
0.78125,256.0,0.5,0.53515625,256.0,208,0.5393953919410706,0.525295615196228,0.8515625,0.81640625
0.81640625,256.0,0.5,0.494140625,256.0,209,0.5361387729644775,0.4870336353778839,0.8046875,0.810546875
0.76171875,256.0,0.5,0.509765625,256.0,210,0.5430040955543518,0.522161602973938,0.78125,0.771484375
0.8203125,256.0,0.5,0.490234375,256.0,211,0.5356559753417969,0.45418062806129456,0.80078125,0.810546875
0.75,256.0,0.5,0.5390625,256.0,212,0.5454503297805786,0.5464988946914673,0.828125,0.7890625
0.8359375,256.0,0.5,0.47265625,256.0,213,0.5551929473876953,0.5227975249290466,0.78125,0.80859375
0.73046875,256.0,0.5,0.509765625,256.0,214,0.5840573310852051,0.5834077596664429,0.75,0.740234375
0.734375,256.0,0.5,0.490234375,256.0,215,0.5687142610549927,0.59004807472229,0.71484375,0.724609375
0.7734375,256.0,0.5,0.494140625,256.0,216,0.5671367645263672,0.5828924179077148,0.76171875,0.767578125
0.73046875,256.0,0.5,0.525390625,256.0,217,0.5867996215820312,0.5686367750167847,0.78125,0.755859375
0.79296875,256.0,0.5,0.484375,256.0,218,0.5832852125167847,0.5562683939933777,0.76171875,0.77734375
0.82421875,256.0,0.5,0.3125,256.0,219,0.5733709335327148,0.5834479331970215,0.44921875,0.63671875
0.94140625,256.0,0.5,0.216796875,256.0,220,0.5955036878585815,0.6315754652023315,0.375,0.658203125
0.68359375,256.0,0.5,0.390625,256.0,221,0.5974313020706177,0.6212096214294434,0.46484375,0.57421875
0.82421875,256.0,0.5,0.287109375,256.0,222,0.5972760915756226,0.6516912579536438,0.3984375,0.611328125
0.66015625,256.0,0.5,0.376953125,256.0,223,0.6095222234725952,0.6589097380638123,0.4140625,0.537109375
0.56640625,256.0,0.5,0.447265625,256.0,224,0.6126151084899902,0.6679915189743042,0.4609375,0.513671875
0.83203125,256.0,0.5,0.310546875,256.0,225,0.6238414645195007,0.6381403207778931,0.453125,0.642578125
0.76953125,256.0,0.5,0.388671875,256.0,226,0.606050431728363,0.6458315253257751,0.546875,0.658203125
0.80078125,256.0,0.5,0.349609375,256.0,227,0.6056134700775146,0.6097427010536194,0.5,0.650390625
0.828125,256.0,0.5,0.3359375,256.0,228,0.5995234251022339,0.611221969127655,0.5,0.6640625
0.8203125,256.0,0.5,0.34375,256.0,229,0.5894818305969238,0.6165333986282349,0.5078125,0.6640625
0.8359375,256.0,0.5,0.365234375,256.0,230,0.5788953304290771,0.5893891453742981,0.56640625,0.701171875
0.70703125,256.0,0.5,0.412109375,256.0,231,0.5864503979682922,0.6045937538146973,0.53125,0.619140625
0.578125,256.0,0.5,0.642578125,256.0,232,0.5746051669120789,0.6050876975059509,0.86328125,0.720703125
0.68359375,256.0,0.5,0.556640625,256.0,233,0.574332594871521,0.5817671418190002,0.796875,0.740234375
0.65625,256.0,0.5,0.572265625,256.0,234,0.5719717741012573,0.5698004961013794,0.80078125,0.728515625
0.69140625,256.0,0.5,0.53515625,256.0,235,0.5739226341247559,0.5927983522415161,0.76171875,0.7265625
0.75390625,256.0,0.5,0.486328125,256.0,236,0.5574119091033936,0.5711490511894226,0.7265625,0.740234375
0.8046875,256.0,0.5,0.43359375,256.0,237,0.5540965795516968,0.5978832244873047,0.671875,0.73828125
0.734375,256.0,0.5,0.32421875,256.0,238,0.5680446028709412,0.6337957382202148,0.3828125,0.55859375
0.8046875,256.0,0.5,0.3046875,256.0,239,0.5659323930740356,0.66151362657547,0.4140625,0.609375
0.8671875,256.0,0.5,0.267578125,256.0,240,0.568693995475769,0.6131059527397156,0.40234375,0.634765625
0.76953125,256.0,0.5,0.30859375,256.0,241,0.5784496665000916,0.7167530059814453,0.38671875,0.578125
0.78125,256.0,0.5,0.275390625,256.0,242,0.5735096335411072,0.716164231300354,0.33203125,0.556640625
0.84375,256.0,0.5,0.255859375,256.0,243,0.5744539499282837,0.6593384742736816,0.35546875,0.599609375
0.828125,256.0,0.5,0.271484375,256.0,244,0.5790334939956665,0.7097674608230591,0.37109375,0.599609375
0.734375,256.0,0.5,0.326171875,256.0,245,0.590422511100769,0.6688027381896973,0.38671875,0.560546875
0.734375,256.0,0.5,0.302734375,256.0,246,0.5949236154556274,0.7253243923187256,0.33984375,0.537109375
0.77734375,256.0,0.5,0.267578125,256.0,247,0.599277913570404,0.7254269123077393,0.3125,0.544921875
0.75390625,256.0,0.5,0.28125,256.0,248,0.6018849611282349,0.7375831604003906,0.31640625,0.53515625
0.7421875,256.0,0.5,0.271484375,256.0,249,0.6182278990745544,0.7350909113883972,0.28515625,0.513671875
0.69921875,256.0,0.5,0.30859375,256.0,250,0.6170567274093628,0.7571713328361511,0.31640625,0.5078125
