mean/disc/n_expert,mean/disc/disc_proportion_expert_pred,mean/gen/train/approx_kl,mean/gen/time/fps,mean/gen/train/n_updates,mean/disc/disc_proportion_expert_true,mean/gen/train/policy_gradient_loss,mean/disc/disc_acc_expert,mean/disc/disc_entropy,mean/gen/time/time_elapsed,mean/gen/train/explained_variance,mean/gen/time/iterations,mean/gen/time/total_timesteps,mean/gen/train/learning_rate,mean/disc/global_step,mean/gen/train/clip_range,mean/gen/train/value_loss,mean/disc/n_generated,mean/gen/train/clip_fraction,mean/disc/disc_acc,mean/gen/train/entropy_loss,mean/gen/rollout/ep_rew_mean,mean/gen/rollout/ep_len_mean,mean/disc/disc_acc_gen,mean/gen/train/loss,mean/disc/disc_loss,mean/gen/rollout/ep_rew_wrapped_mean
256.0,0.4609375,0.0042469073086977005,1559.0,6736.0,0.5,-0.007425774798321072,0.70703125,0.42729446291923523,0.0,0.8381735384464264,1.0,431104.0,0.0001,842.0,0.2,414.10498094558716,256.0,0.01904296875,0.74609375,-0.22834430227521807,693.0,45.0,0.78515625,53.29154586791992,0.44905441999435425,-93.96541061293334
256.0,0.453125,0.00354227377101779,1472.0,6744.0,0.5,-0.006800238050345797,0.71484375,0.39947229623794556,0.0,0.7842257022857666,1.0,431616.0,0.0001,843.0,0.2,242.84129685163498,256.0,0.0205078125,0.76171875,-0.2560652132378891,695.5,45.0,0.80859375,93.14945983886719,0.4249623119831085,-92.45376617729664
256.0,0.498046875,0.0022700512781739235,1512.0,6752.0,0.5,-0.006499228926259093,0.76171875,0.3913348317146301,0.0,0.8767253085970879,1.0,432128.0,0.0001,844.0,0.2,276.1481873989105,256.0,0.0244140625,0.763671875,-0.2583163935923949,684.5,45.0,0.765625,174.73727416992188,0.39906734228134155,-92.7681199098751
256.0,0.47265625,0.004160426557064056,1242.0,6760.0,0.5,-0.005930402556259651,0.76171875,0.4151786267757416,0.0,0.8260411322116852,1.0,432640.0,0.0001,845.0,0.2,321.67509520053864,256.0,0.025146484375,0.7890625,-0.2442517029121518,705.0,45.0,0.81640625,93.14160919189453,0.3982461988925934,-94.70977137589827
256.0,0.423828125,0.0037601464428007603,1470.0,6768.0,0.5,-0.00891023852454964,0.70703125,0.4433926045894623,0.0,0.884420707821846,1.0,433152.0,0.0001,846.0,0.2,94.1292155534029,256.0,0.038818359375,0.783203125,-0.26127133844420314,705.0,45.0,0.859375,19.083635330200195,0.43277621269226074,-93.67811129646375
256.0,0.51171875,0.0030187545344233513,1483.0,6776.0,0.5,-0.005911619242397137,0.8125,0.41027089953422546,0.0,0.864038348197937,1.0,433664.0,0.0001,847.0,0.2,318.04289305210114,256.0,0.017822265625,0.80078125,-0.24330422934144735,707.5,45.0,0.7890625,18.530330657958984,0.3898720145225525,-93.69292816881091
256.0,0.5,0.003594588488340378,1460.0,6784.0,0.5,-0.005971501050225925,0.75,0.39835160970687866,0.0,0.9111082404851913,1.0,434176.0,0.0001,848.0,0.2,116.4960767775774,256.0,0.032958984375,0.75,-0.2589546227827668,718.0,45.0,0.75,14.633373260498047,0.42824628949165344,-94.76116009287536
256.0,0.52734375,0.0078119575046002865,1528.0,6792.0,0.5,-0.0099960256338818,0.765625,0.41058626770973206,0.0,0.8771888166666031,1.0,434688.0,0.0001,849.0,0.2,249.9608474969864,256.0,0.067138671875,0.73828125,-0.2843596199527383,705.5,45.0,0.7109375,212.50660705566406,0.4260157346725464,-93.22916296459735
256.0,0.501953125,0.005534473806619644,1134.0,6800.0,0.5,-0.007118890178389847,0.75,0.38960301876068115,0.0,0.9055548161268234,1.0,435200.0,0.0001,850.0,0.2,149.36682891845703,256.0,0.047607421875,0.748046875,-0.2515048512723297,712.0,45.0,0.74609375,44.632877349853516,0.4301173985004425,-94.67024051385
256.0,0.541015625,0.002680135192349553,1505.0,6808.0,0.5,-0.005622921198664699,0.796875,0.4023010730743408,0.0,0.8984602317214012,1.0,435712.0,0.0001,851.0,0.2,224.06517404317856,256.0,0.0263671875,0.755859375,-0.28792885411530733,706.0,45.0,0.71484375,23.08863639831543,0.4149404466152191,-92.96114993479102
256.0,0.5078125,0.00508438516408205,1518.0,6816.0,0.5,-0.008929880441428395,0.79296875,0.3864228427410126,0.0,0.8443281054496765,1.0,436224.0,0.0001,852.0,0.2,377.70595595240593,256.0,0.052001953125,0.78515625,-0.2726458059041761,707.5,45.0,0.77734375,173.86997985839844,0.37900006771087646,-92.24182423155754
256.0,0.498046875,0.0018465808825567365,1467.0,6824.0,0.5,-0.006789497929275967,0.8125,0.39310750365257263,0.0,0.8500469774007797,1.0,436736.0,0.0001,853.0,0.2,368.6489969789982,256.0,0.014404296875,0.814453125,-0.25032510224264115,711.0,45.0,0.81640625,39.00102233886719,0.3706439733505249,-93.27497151508928
256.0,0.439453125,0.008008372038602829,1454.0,6832.0,0.5,-0.011477781758003403,0.71484375,0.4380331039428711,0.0,0.9408105611801147,1.0,437248.0,0.0001,854.0,0.2,59.23820548504591,256.0,0.062255859375,0.775390625,-0.26436203822959214,718.5,45.0,0.8359375,15.25942325592041,0.43485796451568604,-92.82374956408516
256.0,0.462890625,0.006789571139961481,1139.0,6840.0,0.5,-0.010749206405307632,0.734375,0.4398677945137024,0.0,0.9416197165846825,1.0,437760.0,0.0001,855.0,0.2,55.39530723541975,256.0,0.0693359375,0.771484375,-0.2562156181083992,715.5,45.0,0.80859375,10.469532012939453,0.4255277216434479,-91.24521588433534
256.0,0.451171875,0.007572142407298088,1457.0,6848.0,0.5,-0.00903784813999664,0.7421875,0.42452841997146606,0.0,0.9607105925679207,1.0,438272.0,0.0001,856.0,0.2,46.9828575104475,256.0,0.04541015625,0.791015625,-0.27094395278254524,723.0,45.0,0.83984375,8.338153839111328,0.3894059658050537,-91.69107533985749
256.0,0.501953125,0.006684192921966314,1443.0,6856.0,0.5,-0.006943904736544937,0.75390625,0.4008788466453552,0.0,0.9590680673718452,1.0,438784.0,0.0001,857.0,0.2,46.00169865041971,256.0,0.051025390625,0.751953125,-0.21805370348738506,728.0,45.0,0.75,11.662915229797363,0.3929463326931,-89.60005761573092
256.0,0.48046875,0.0025209200102835894,1502.0,6864.0,0.5,-0.006713070702971891,0.75,0.42183005809783936,0.0,0.871329128742218,1.0,439296.0,0.0001,858.0,0.2,312.1661106348038,256.0,0.01904296875,0.76953125,-0.2428406861727126,738.0,45.0,0.7890625,62.725807189941406,0.43206435441970825,-90.42578612186014
256.0,0.48046875,0.002591459546238184,1439.0,6872.0,0.5,-0.0063685296481708065,0.7109375,0.4152771830558777,0.0,0.9181657359004021,1.0,439808.0,0.0001,859.0,0.2,116.37214232981205,256.0,0.023681640625,0.73046875,-0.22998783289222047,732.0,45.0,0.75,16.381023406982422,0.4307771325111389,-90.10406931919977
256.0,0.451171875,0.003619689028710127,1209.0,6880.0,0.5,-0.009336890034319367,0.69921875,0.3939572274684906,0.0,0.8480346500873566,1.0,440320.0,0.0001,860.0,0.2,247.04469966888428,256.0,0.025634765625,0.748046875,-0.22213860339252278,726.5,45.0,0.796875,46.643333435058594,0.41358011960983276,-89.95980831680819
256.0,0.474609375,0.0036461628042161465,1468.0,6888.0,0.5,-0.006204071578395087,0.73046875,0.42802003026008606,0.0,0.9453461393713951,1.0,440832.0,0.0001,861.0,0.2,67.28486670553684,256.0,0.03662109375,0.755859375,-0.23276940546929836,727.5,45.0,0.78125,13.81328296661377,0.43101197481155396,-90.44417650077492
256.0,0.490234375,0.005906233564019203,1425.0,6896.0,0.5,-0.013609573921712581,0.7421875,0.419843852519989,0.0,0.9561090841889381,1.0,441344.0,0.0001,862.0,0.2,46.97837791591883,256.0,0.05419921875,0.751953125,-0.23889427055837587,727.5,45.0,0.76171875,6.543374538421631,0.41920021176338196,-88.79539510000497
256.0,0.486328125,0.004070057533681393,1494.0,6904.0,0.5,-0.005805813554616179,0.7578125,0.4283226728439331,0.0,0.9036309570074081,1.0,441856.0,0.0001,863.0,0.2,180.86817874014378,256.0,0.032470703125,0.771484375,-0.25221647520083934,719.5,45.0,0.78515625,16.937349319458008,0.41084426641464233,-87.1598728549853
256.0,0.51953125,0.005277695134282112,1369.0,6912.0,0.5,-0.007395983222522773,0.7421875,0.4445180594921112,0.0,0.8760576397180557,1.0,442368.0,0.0001,864.0,0.2,105.66669589281082,256.0,0.0341796875,0.72265625,-0.2587420209310949,719.5,45.0,0.703125,25.993528366088867,0.4380130171775818,-87.59967543659732
256.0,0.484375,0.002690476132556796,1166.0,6920.0,0.5,-0.00480466188309947,0.74609375,0.407758891582489,0.0,0.9085878133773804,1.0,442880.0,0.0001,865.0,0.2,167.59579941630363,256.0,0.015380859375,0.76171875,-0.23731046868488193,705.0,45.0,0.77734375,67.79705810546875,0.43522587418556213,-87.33497134137899
256.0,0.48828125,0.0032765092328190804,1508.0,6928.0,0.5,-0.006474641122622415,0.7109375,0.4220992624759674,0.0,0.898918017745018,1.0,443392.0,0.0001,866.0,0.2,208.00802168250084,256.0,0.027587890625,0.72265625,-0.2601242520613596,697.5,45.0,0.734375,45.295677185058594,0.4433695673942566,-87.41816751170903
256.0,0.439453125,0.004524577874690294,1418.0,6936.0,0.5,-0.008889980221283622,0.65234375,0.43453389406204224,0.0,0.9310796111822128,1.0,443904.0,0.0001,867.0,0.2,97.42863097786903,256.0,0.034423828125,0.712890625,-0.23936599143780768,695.5,45.0,0.7734375,20.407432556152344,0.4489194452762604,-88.24808224437758
256.0,0.47265625,0.005642369389533997,1489.0,6944.0,0.5,-0.008506344267516397,0.76953125,0.41590625047683716,0.0,0.959404967725277,1.0,444416.0,0.0001,868.0,0.2,56.80901622772217,256.0,0.049560546875,0.796875,-0.26721061998978257,685.5,45.0,0.82421875,48.96379852294922,0.39308691024780273,-86.66008334977552
256.0,0.470703125,0.009312743321061134,1520.0,6952.0,0.5,-0.012116934718505945,0.7109375,0.3977528512477875,0.0,0.9141376689076424,1.0,444928.0,0.0001,869.0,0.2,130.83385427296162,256.0,0.04736328125,0.740234375,-0.24119572853669524,695.5,45.0,0.76953125,37.76637268066406,0.4258379340171814,-87.53570906175301
256.0,0.484375,0.008738446980714798,1460.0,6960.0,0.5,-0.010315224113583099,0.7265625,0.4090575575828552,0.0,0.9339160770177841,1.0,445440.0,0.0001,870.0,0.2,61.057392783463,256.0,0.06884765625,0.7421875,-0.26625185715965927,693.0,45.0,0.7578125,17.144872665405273,0.419357568025589,-87.43528991013766
256.0,0.45703125,0.003892157692462206,1459.0,6968.0,0.5,-0.006529948717798106,0.7578125,0.3901674747467041,0.0,0.8751861751079559,1.0,445952.0,0.0001,871.0,0.2,291.43187937140465,256.0,0.03369140625,0.80078125,-0.22556378063745797,695.0,45.0,0.84375,41.87619400024414,0.3625345528125763,-88.17654794408008
256.0,0.455078125,0.004562326706945896,1471.0,6976.0,0.5,-0.008617414328909945,0.6875,0.44870901107788086,0.0,0.9508105739951134,1.0,446464.0,0.0001,872.0,0.2,54.15732064843178,256.0,0.0361328125,0.732421875,-0.2335172805469483,695.0,45.0,0.77734375,10.83786678314209,0.4550824463367462,-89.88563320107758
256.0,0.5234375,0.0036756922490894794,1453.0,6984.0,0.5,-0.00669621391716646,0.8046875,0.4100280702114105,0.0,0.9539904035627842,1.0,446976.0,0.0001,873.0,0.2,40.690897442400455,256.0,0.03466796875,0.78125,-0.26907200808636844,695.0,45.0,0.7578125,9.440077781677246,0.39671945571899414,-90.20533113017679
256.0,0.515625,0.001035963068716228,1622.0,6992.0,0.5,-0.004951875413098605,0.73046875,0.40719565749168396,0.0,0.8102876096963882,1.0,447488.0,0.0001,874.0,0.2,758.7578427791595,256.0,0.0107421875,0.71484375,-0.18706875114003196,684.5,45.0,0.69921875,265.9847106933594,0.43958204984664917,-90.28945396773517
256.0,0.509765625,0.0037167156115174294,1484.0,7000.0,0.5,-0.010315336192434188,0.7578125,0.4088546633720398,0.0,0.8543134778738022,1.0,448000.0,0.0001,875.0,0.2,244.40813022851944,256.0,0.0439453125,0.748046875,-0.2526572074275464,674.5,45.0,0.73828125,289.5707092285156,0.4144361615180969,-92.46279237290844
256.0,0.453125,0.0036217831075191498,1278.0,7008.0,0.5,-0.009561659680912271,0.6875,0.4127166271209717,0.0,0.8446699380874634,1.0,448512.0,0.0001,876.0,0.2,403.17659616470337,256.0,0.03515625,0.734375,-0.20607210462912917,676.5,45.0,0.78125,100.05847930908203,0.416571706533432,-93.28868062961847
256.0,0.474609375,0.0024416823871433735,1490.0,7016.0,0.5,-0.004783843527548015,0.71484375,0.4210096597671509,0.0,0.8520771861076355,1.0,449024.0,0.0001,877.0,0.2,407.2063616514206,256.0,0.016357421875,0.740234375,-0.24806894431822002,679.5,45.0,0.765625,330.70123291015625,0.41720521450042725,-94.27319773070514
256.0,0.533203125,0.007776414975523949,1485.0,7024.0,0.5,-0.00843188514772919,0.78125,0.4260333478450775,0.0,0.8438245356082916,1.0,449536.0,0.0001,878.0,0.2,279.90088137984276,256.0,0.048828125,0.748046875,-0.26973524305503815,654.0,45.0,0.71484375,80.92586517333984,0.41841334104537964,-93.69183254960925
256.0,0.490234375,0.004246650263667107,1426.0,7032.0,0.5,-0.006586333547602408,0.78125,0.4060828685760498,0.0,0.9312044754624367,1.0,450048.0,0.0001,879.0,0.2,103.68370923399925,256.0,0.025390625,0.791015625,-0.2362430962966755,656.5,45.0,0.80078125,26.563024520874023,0.3947804868221283,-93.09191036911682
256.0,0.4921875,0.004172665998339653,1460.0,7040.0,0.5,-0.007799032637194614,0.80078125,0.3995274305343628,0.0,0.8952066823840141,1.0,450560.0,0.0001,880.0,0.2,162.44695156812668,256.0,0.043701171875,0.80859375,-0.22970376658486202,657.5,45.0,0.81640625,13.622688293457031,0.37370169162750244,-91.54236497806386
256.0,0.48046875,0.0015152943087741733,1271.0,7048.0,0.5,-0.003928428050130606,0.78515625,0.40233123302459717,0.0,0.8127125203609467,1.0,451072.0,0.0001,881.0,0.2,424.75702461600304,256.0,0.010009765625,0.8046875,-0.26287977705942467,633.5,45.0,0.82421875,49.121482849121094,0.3733534812927246,-90.69651192493737
256.0,0.48046875,0.001991624478250742,1497.0,7056.0,0.5,-0.0044164571263536345,0.73046875,0.41820669174194336,0.0,0.7993776798248291,1.0,451584.0,0.0001,882.0,0.2,400.14194470644,256.0,0.01416015625,0.75,-0.22882044268772006,626.0,45.0,0.76953125,148.73936462402344,0.4055970311164856,-91.82358436919749
256.0,0.498046875,0.005447500851005316,1470.0,7064.0,0.5,-0.012213099536893424,0.77734375,0.42643672227859497,0.0,0.9028187617659569,1.0,452096.0,0.0001,883.0,0.2,176.88878178596497,256.0,0.052001953125,0.779296875,-0.22807070863200352,638.5,45.0,0.78125,24.214073181152344,0.39466363191604614,-93.06214406928048
256.0,0.49609375,0.0031260643154382706,1513.0,7072.0,0.5,-0.007517597165133338,0.75,0.41203027963638306,0.0,0.8340300470590591,1.0,452608.0,0.0001,884.0,0.2,327.93799793720245,256.0,0.042724609375,0.75390625,-0.28398920013569295,647.5,45.0,0.7578125,48.43896484375,0.42662376165390015,-90.98880530910566
256.0,0.49609375,0.00190699752420187,1534.0,7080.0,0.5,-0.005235372897004709,0.7578125,0.4184528589248657,0.0,0.845928281545639,1.0,453120.0,0.0001,885.0,0.2,365.91301441192627,256.0,0.030029296875,0.76171875,-0.2692570323124528,633.5,45.0,0.765625,48.600067138671875,0.409565269947052,-91.16635693604127
256.0,0.517578125,0.005435786210000515,1202.0,7088.0,0.5,-0.007316017166886013,0.80078125,0.4073917865753174,0.0,0.8870114609599113,1.0,453632.0,0.0001,886.0,0.2,97.13432011008263,256.0,0.047119140625,0.783203125,-0.2663135745096952,648.5,45.0,0.765625,25.442480087280273,0.38954758644104004,-91.41864263210445
256.0,0.4765625,0.005714376922696829,1475.0,7096.0,0.5,-0.008961673971498385,0.703125,0.42554840445518494,0.0,0.9027381837368011,1.0,454144.0,0.0001,887.0,0.2,131.71810193359852,256.0,0.047607421875,0.7265625,-0.26666277658659965,658.5,45.0,0.75,30.749492645263672,0.46886488795280457,-89.40964657155797
256.0,0.505859375,0.002701781690120697,1507.0,7104.0,0.5,-0.004365594199043699,0.78125,0.40688347816467285,0.0,0.8100110739469528,1.0,454656.0,0.0001,888.0,0.2,581.2724238038063,256.0,0.031005859375,0.775390625,-0.2677129558287561,651.5,45.0,0.76953125,437.97503662109375,0.3878064751625061,-90.20834397720174
256.0,0.4375,0.005112305283546448,1466.0,7112.0,0.5,-0.004539382483926602,0.73828125,0.40682780742645264,0.0,0.8926253914833069,1.0,455168.0,0.0001,889.0,0.2,130.30867685377598,256.0,0.028564453125,0.80078125,-0.24666286067804322,657.0,45.0,0.86328125,19.838769912719727,0.3780795633792877,-90.95886611282826
256.0,0.43359375,0.0048790620639920235,1488.0,7120.0,0.5,-0.009178007268928923,0.703125,0.4036490023136139,0.0,0.946776382625103,1.0,455680.0,0.0001,890.0,0.2,52.202907368540764,256.0,0.031005859375,0.76953125,-0.28913791838567704,664.5,45.0,0.8359375,10.285476684570312,0.399028480052948,-91.26982994906604
256.0,0.443359375,0.003550458000972867,1190.0,7128.0,0.5,-0.003981805381044978,0.7109375,0.40292859077453613,0.0,0.8708323389291763,1.0,456192.0,0.0001,891.0,0.2,317.0791337490082,256.0,0.02685546875,0.767578125,-0.2739684572443366,660.0,45.0,0.82421875,97.81376647949219,0.4283008575439453,-91.4570712970011
256.0,0.40234375,0.0045108008198440075,1523.0,7136.0,0.5,-0.008823527503409423,0.6640625,0.3940874934196472,0.0,0.8619859516620636,1.0,456704.0,0.0001,892.0,0.2,283.9903790950775,256.0,0.03759765625,0.76171875,-0.3232303267577663,639.0,45.0,0.859375,67.73997497558594,0.4050930440425873,-92.72667462924495
256.0,0.458984375,0.005639391951262951,1210.0,7144.0,0.5,-0.008419429275818402,0.7265625,0.37712258100509644,0.0,0.8380935043096542,1.0,457216.0,0.0001,893.0,0.2,289.5423312783241,256.0,0.052001953125,0.767578125,-0.30565188208129257,617.5,45.0,0.80859375,99.59727478027344,0.39247646927833557,-95.14899256216363
256.0,0.47265625,0.007845718413591385,1488.0,7152.0,0.5,-0.010239438015560154,0.7421875,0.42665570974349976,0.0,0.8970172926783562,1.0,457728.0,0.0001,894.0,0.2,127.2659459412098,256.0,0.066650390625,0.76953125,-0.32334171317052096,620.0,45.0,0.796875,34.39430618286133,0.425425261259079,-96.21387529347092
256.0,0.55078125,0.009155791252851486,1522.0,7160.0,0.5,-0.005621886093649664,0.81640625,0.4119466245174408,0.0,0.8622522205114365,1.0,458240.0,0.0001,895.0,0.2,157.4302197098732,256.0,0.053466796875,0.765625,-0.28825701447203755,593.5,45.0,0.71484375,20.37419891357422,0.4120216369628906,-95.62256280483678
256.0,0.55859375,0.0023730164393782616,1539.0,7168.0,0.5,-0.00592909589613555,0.84375,0.39345794916152954,0.0,0.8118357211351395,1.0,458752.0,0.0001,896.0,0.2,311.91027480363846,256.0,0.0166015625,0.78515625,-0.28249826934188604,586.0,45.0,0.7265625,109.90473175048828,0.36531925201416016,-97.32641654305161
256.0,0.546875,0.0053906990215182304,1410.0,7176.0,0.5,-0.01000269453652436,0.828125,0.4114896059036255,0.0,0.9162218272686005,1.0,459264.0,0.0001,897.0,0.2,72.8691719174385,256.0,0.0458984375,0.78125,-0.32565525791142136,591.5,45.0,0.734375,7.840453147888184,0.41247373819351196,-98.2518795838207
256.0,0.52734375,0.0031538079492747784,1544.0,7184.0,0.5,-0.006294205646554474,0.84765625,0.3940533697605133,0.0,0.850141853094101,1.0,459776.0,0.0001,898.0,0.2,413.06157371401787,256.0,0.0341796875,0.8203125,-0.29728755832184106,577.5,45.0,0.79296875,198.2009735107422,0.3654066324234009,-96.05043348375708
256.0,0.494140625,0.00838005356490612,1454.0,7192.0,0.5,-0.013447380570141831,0.77734375,0.41888365149497986,0.0,0.9027310907840729,1.0,460288.0,0.0001,899.0,0.2,61.83657908439636,256.0,0.0595703125,0.783203125,-0.3189302100799978,583.0,45.0,0.7890625,20.905899047851562,0.4061296582221985,-96.35067649623379
256.0,0.52734375,0.0062105548568069935,1496.0,7200.0,0.5,-0.010834949049240095,0.8046875,0.4191378057003021,0.0,0.9381175898015499,1.0,460800.0,0.0001,900.0,0.2,58.078004121780396,256.0,0.06298828125,0.77734375,-0.30145346163772047,594.0,45.0,0.75,11.66543960571289,0.39391064643859863,-94.96594106351957
256.0,0.470703125,0.004716571420431137,1263.0,7208.0,0.5,-0.005236051059910096,0.7421875,0.405722439289093,0.0,0.835512101650238,1.0,461312.0,0.0001,901.0,0.2,457.68285298347473,256.0,0.028076171875,0.771484375,-0.2701297925086692,599.0,45.0,0.80078125,186.95993041992188,0.4051317572593689,-93.25199082713574
256.0,0.455078125,0.005896332673728466,1481.0,7216.0,0.5,-0.009522682114038616,0.71875,0.4197887182235718,0.0,0.8878908306360245,1.0,461824.0,0.0001,902.0,0.2,89.11928910017014,256.0,0.061767578125,0.763671875,-0.3378458464285359,613.5,45.0,0.80859375,10.253865242004395,0.4062539339065552,-93.68069842053578
256.0,0.435546875,0.007797042839229107,1298.0,7224.0,0.5,-0.008083172422630014,0.6875,0.41133734583854675,0.0,0.9415373168885708,1.0,462336.0,0.0001,903.0,0.2,56.72150972485542,256.0,0.05419921875,0.751953125,-0.2989007200812921,619.0,45.0,0.81640625,15.406024932861328,0.41482678055763245,-92.79867765884846
256.0,0.435546875,0.005595519673079252,1521.0,7232.0,0.5,-0.010858384128368925,0.69921875,0.38299354910850525,0.0,0.9542918056249619,1.0,462848.0,0.0001,904.0,0.2,44.41442871838808,256.0,0.064697265625,0.763671875,-0.24097413488198072,645.0,45.0,0.828125,10.486777305603027,0.39585942029953003,-93.57226481856779
256.0,0.486328125,0.0027785212732851505,1526.0,7240.0,0.5,-0.005495818590134149,0.78125,0.4089350700378418,0.0,0.8313095569610596,1.0,463360.0,0.0001,905.0,0.2,508.80031102895737,256.0,0.022216796875,0.794921875,-0.2264855211833492,638.5,45.0,0.80859375,1111.165283203125,0.3921889066696167,-92.29570687137544
256.0,0.509765625,0.0022686398588120937,1507.0,7248.0,0.5,-0.007077865368046332,0.78125,0.4034978747367859,0.0,0.8281005024909973,1.0,463872.0,0.0001,906.0,0.2,507.2055738568306,256.0,0.020263671875,0.771484375,-0.2493712586001493,641.0,45.0,0.76171875,28.602697372436523,0.3933865427970886,-94.73216542422772
256.0,0.513671875,0.008659899234771729,1238.0,7256.0,0.5,-0.009149846031505149,0.77734375,0.40706852078437805,0.0,0.9415630362927914,1.0,464384.0,0.0001,907.0,0.2,48.30426208674908,256.0,0.08349609375,0.763671875,-0.2846523125190288,662.5,45.0,0.75,10.634254455566406,0.400930255651474,-97.30099912412464
256.0,0.548828125,0.00727707939222455,1456.0,7264.0,0.5,-0.0077991552534513175,0.76171875,0.4302586019039154,0.0,0.8146663904190063,1.0,464896.0,0.0001,908.0,0.2,243.97628624737263,256.0,0.04248046875,0.712890625,-0.26793524203822017,653.0,45.0,0.6640625,20.477535247802734,0.4594230353832245,-95.89287894187495
256.0,0.525390625,0.0027480507269501686,1479.0,7272.0,0.5,-0.0044506774574983865,0.7734375,0.4347573220729828,0.0,0.884104996919632,1.0,465408.0,0.0001,909.0,0.2,151.34655095636845,256.0,0.028076171875,0.748046875,-0.2661078526871279,654.5,45.0,0.72265625,24.74537467956543,0.4257684051990509,-96.65835167197511
256.0,0.54296875,0.006026501767337322,1470.0,7280.0,0.5,-0.013094712572637945,0.8046875,0.40652498602867126,0.0,0.9469802752137184,1.0,465920.0,0.0001,910.0,0.2,60.13623109459877,256.0,0.06201171875,0.76171875,-0.2791119258617982,682.5,45.0,0.71875,18.685636520385742,0.42762356996536255,-96.0044419354573
256.0,0.4921875,0.0028828182257711887,1379.0,7288.0,0.5,-0.0077319727060967125,0.77734375,0.3870171904563904,0.0,0.8518034070730209,1.0,466432.0,0.0001,911.0,0.2,503.7454687356949,256.0,0.029052734375,0.78515625,-0.252421788405627,691.5,45.0,0.79296875,118.57540893554688,0.3827684819698334,-92.67273442545905
256.0,0.501953125,0.002371190581470728,1238.0,7296.0,0.5,-0.0034912852388515603,0.75390625,0.40136459469795227,0.0,0.8231654465198517,1.0,466944.0,0.0001,912.0,0.2,500.8496744632721,256.0,0.02880859375,0.751953125,-0.21865949360653758,690.5,45.0,0.75,375.3049011230469,0.41727182269096375,-92.70378628436475
256.0,0.455078125,0.002492519561201334,1522.0,7304.0,0.5,-0.005115914791531395,0.73828125,0.41927629709243774,0.0,0.8233232498168945,1.0,467456.0,0.0001,913.0,0.2,492.34159421920776,256.0,0.019775390625,0.783203125,-0.23983591399155557,683.5,45.0,0.828125,203.67694091796875,0.4109480082988739,-91.98614826861768
256.0,0.484375,0.0028403899632394314,1495.0,7312.0,0.5,-0.008396706885832828,0.7421875,0.4057433605194092,0.0,0.8840720951557159,1.0,467968.0,0.0001,914.0,0.2,192.26624044775963,256.0,0.017333984375,0.7578125,-0.22254574886756018,692.5,45.0,0.7734375,33.52707290649414,0.40245428681373596,-92.03497825017199
256.0,0.44921875,0.0025143385864794254,1563.0,7320.0,0.5,-0.005856280731677543,0.703125,0.3837696611881256,0.0,0.8177124559879303,1.0,468480.0,0.0001,915.0,0.2,738.83864569664,256.0,0.014892578125,0.75390625,-0.2281954693607986,682.5,45.0,0.8046875,445.9285888671875,0.4018600881099701,-90.218866316583
256.0,0.45703125,0.0023521678522229195,1527.0,7328.0,0.5,-0.0033190200774697587,0.70703125,0.42293399572372437,0.0,0.8354092091321945,1.0,468992.0,0.0001,916.0,0.2,363.2795989215374,256.0,0.013916015625,0.75,-0.24575038789771497,684.5,45.0,0.79296875,143.39686584472656,0.45606285333633423,-92.06245635151863
256.0,0.490234375,0.006824256852269173,1171.0,7336.0,0.5,-0.01059741765493527,0.77734375,0.40737003087997437,0.0,0.9310882017016411,1.0,469504.0,0.0001,917.0,0.2,58.15440557897091,256.0,0.0537109375,0.787109375,-0.2549087107181549,688.5,45.0,0.796875,13.21975326538086,0.39064013957977295,-93.4892375068739
256.0,0.447265625,0.0053512174636125565,1467.0,7344.0,0.5,-0.004690598387242062,0.72265625,0.43991488218307495,0.0,0.9017554298043251,1.0,470016.0,0.0001,918.0,0.2,176.68404722213745,256.0,0.031005859375,0.775390625,-0.22900114848744124,684.0,45.0,0.828125,35.83638381958008,0.43496620655059814,-94.04306912457571
256.0,0.4453125,0.0025527139659971,1487.0,7352.0,0.5,-0.0034813020029105246,0.6640625,0.4376945197582245,0.0,0.8527496159076691,1.0,470528.0,0.0001,919.0,0.2,396.38268354535103,256.0,0.0205078125,0.71875,-0.2365166014060378,673.0,45.0,0.7734375,236.691162109375,0.4503006041049957,-94.76268119964749
256.0,0.484375,0.0008942835265770555,1661.0,7360.0,0.5,-0.0037137340841582045,0.75,0.4080255925655365,0.0,0.7887599468231201,1.0,471040.0,0.0001,920.0,0.2,834.704492688179,256.0,0.005615234375,0.765625,-0.20661094092065468,669.5,45.0,0.78125,254.81932067871094,0.40304458141326904,-96.06357298033312
256.0,0.509765625,0.0039225127547979355,1521.0,7368.0,0.5,-0.007766516908304766,0.75,0.41649019718170166,0.0,0.722966730594635,1.0,471552.0,0.0001,921.0,0.2,623.1523150205612,256.0,0.027099609375,0.740234375,-0.22829857998294756,674.5,45.0,0.73046875,39.17290496826172,0.42450183629989624,-98.27386993754655
256.0,0.509765625,0.00422940356656909,1484.0,7376.0,0.5,-0.01052691500808578,0.77734375,0.42015358805656433,0.0,0.8375865072011948,1.0,472064.0,0.0001,922.0,0.2,331.79753255844116,256.0,0.037353515625,0.767578125,-0.24256888462696224,678.5,45.0,0.7578125,127.77700805664062,0.4227847456932068,-97.65616509802639
