mean/disc/disc_loss,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/gen/train/policy_gradient_loss,mean/disc/disc_acc_expert,mean/gen/train/value_loss,mean/disc/disc_proportion_expert_true,mean/disc/n_expert,mean/gen/time/time_elapsed,mean/gen/train/entropy_loss,mean/disc/disc_acc_gen,mean/disc/disc_entropy,mean/gen/train/learning_rate,mean/gen/train/n_updates,mean/gen/train/clip_fraction,mean/gen/train/clip_range,mean/gen/time/iterations,mean/gen/train/explained_variance,mean/gen/rollout/ep_len_mean,mean/gen/time/fps,mean/disc/n_generated,mean/gen/train/loss,mean/gen/time/total_timesteps,mean/gen/train/approx_kl,mean/disc/global_step,mean/gen/rollout/ep_rew_mean,mean/gen/rollout/ep_rew_wrapped_mean
0.5155386924743652,0.49609375,0.71875,-0.00017054822092177346,0.71484375,475.5685203075409,0.5,256.0,0.0,-1.5903261499479413,0.72265625,0.5419145822525024,0.0001,96.0,0.0,0.2,1.0,-0.0024261474609375,45.0,2101.0,256.0,180.3502655029297,6144.0,2.2123567759990692e-06,12.0,-534.0,-65.82672612830997
0.5728568434715271,0.4921875,0.6875,-0.000279077110462822,0.6796875,445.5651307106018,0.5,256.0,0.0,-1.5890657100826502,0.6953125,0.47777456045150757,0.0001,104.0,0.0,0.2,1.0,-0.0020596981048583984,45.0,1822.0,256.0,139.48939514160156,6656.0,4.541478119790554e-06,13.0,-540.0,-74.26326954552438
0.571551501750946,0.49609375,0.6953125,-0.00020309517276473343,0.69140625,684.2888870239258,0.5,256.0,0.0,-1.5878539383411407,0.69921875,0.444441020488739,0.0001,112.0,0.0,0.2,1.0,-0.0010745525360107422,45.0,2188.0,256.0,315.6103515625,7168.0,2.494547516107559e-06,14.0,-571.5,-80.38677066668403
0.512143075466156,0.4453125,0.71875,-0.0001093264581868425,0.6640625,658.8240647315979,0.5,256.0,0.0,-1.5908568855375051,0.7734375,0.44767701625823975,0.0001,120.0,0.0,0.2,1.0,-0.00046122074127197266,45.0,2261.0,256.0,215.1770477294922,7680.0,1.537729986011982e-06,15.0,-557.0,-87.04639900130685
0.535463273525238,0.462890625,0.705078125,-0.00011269134847680107,0.66796875,624.5365116596222,0.5,256.0,0.0,-1.5895366817712784,0.7421875,0.45067375898361206,0.0001,128.0,0.0,0.2,1.0,-0.000400543212890625,45.0,2168.0,256.0,299.6242370605469,8192.0,1.5170080587267876e-06,16.0,-526.5,-92.91821915449108
0.5203080773353577,0.439453125,0.689453125,-0.0003338516762596555,0.62890625,593.1383986473083,0.5,256.0,0.0,-1.591195865534246,0.75,0.46701979637145996,0.0001,136.0,0.0,0.2,1.0,-0.0006630420684814453,45.0,2145.0,256.0,262.7926330566406,8704.0,4.2655738070607185e-06,17.0,-514.0,-97.29772753055673
0.4449481964111328,0.4375,0.75,-0.0006955199060030282,0.6875,556.0658264160156,0.5,256.0,0.0,-1.5846126517280936,0.8125,0.4855475425720215,0.0001,144.0,0.0,0.2,1.0,-0.0003809928894042969,45.0,1993.0,256.0,274.87457275390625,9216.0,1.6770907677710056e-05,18.0,-484.5,-99.74421419964638
0.46440553665161133,0.45703125,0.7265625,-0.00037413147219922394,0.68359375,624.3709599971771,0.5,256.0,0.0,-1.587261851876974,0.76953125,0.5049148797988892,0.0001,152.0,0.0,0.2,1.0,-0.0003871917724609375,45.0,2149.0,256.0,230.90713500976562,9728.0,8.37643165141344e-06,19.0,-449.0,-101.39828121241648
0.5347930788993835,0.34765625,0.6484375,-0.00030754849285585806,0.49609375,478.64656591415405,0.5,256.0,0.0,-1.58902249019593,0.80078125,0.5375752449035645,0.0001,160.0,0.0,0.2,1.0,-0.00010120868682861328,45.0,2009.0,256.0,184.7345733642578,10240.0,6.57432246953249e-06,20.0,-425.5,-104.21001615269576
0.46262964606285095,0.525390625,0.806640625,-0.00024051623768173158,0.83203125,582.4363496303558,0.5,256.0,0.0,-1.5910944240167737,0.78125,0.5386601090431213,0.0001,168.0,0.0,0.2,1.0,0.00025457143783569336,45.0,2320.0,256.0,236.68174743652344,10752.0,8.983537554740906e-06,21.0,-459.5,-105.35233145578299
0.455718070268631,0.5390625,0.83984375,-0.0006558712484547868,0.87890625,528.2230179309845,0.5,256.0,0.0,-1.588523623533547,0.80078125,0.5402079224586487,0.0001,176.0,0.0,0.2,1.0,0.0001532435417175293,45.0,2180.0,256.0,219.174072265625,11264.0,2.9025832191109657e-05,22.0,-482.5,-110.04167600678048
0.4337072968482971,0.521484375,0.822265625,-0.0006066666464903392,0.84375,416.06455540657043,0.5,256.0,0.0,-1.59091857355088,0.80078125,0.5267845392227173,0.0001,184.0,0.0,0.2,1.0,0.00017815828323364258,45.0,2278.0,256.0,198.41336059570312,11776.0,4.31152293458581e-05,23.0,-462.0,-115.13138973214431
0.43137896060943604,0.501953125,0.841796875,-0.0005113936786074191,0.84375,393.27433586120605,0.5,256.0,0.0,-1.5892837960273027,0.83984375,0.5284721851348877,0.0001,192.0,0.0,0.2,1.0,0.00027382373809814453,45.0,2242.0,256.0,184.42721557617188,12288.0,1.562153920531273e-05,24.0,-445.0,-115.67087344147963
0.45260384678840637,0.5390625,0.8515625,-0.0014360272471094504,0.890625,271.61304891109467,0.5,256.0,0.0,-1.585213577374816,0.8125,0.5115046501159668,0.0001,200.0,0.0,0.2,1.0,8.809566497802734e-05,45.0,2225.0,256.0,138.78472900390625,12800.0,8.155382238328457e-05,25.0,-440.5,-115.43036612585885
0.4689883589744568,0.583984375,0.814453125,-0.0006730770619469695,0.8984375,277.20299899578094,0.5,256.0,0.0,-1.5866294652223587,0.73046875,0.49181675910949707,0.0001,208.0,0.0,0.2,1.0,0.00010472536087036133,45.0,2332.0,256.0,133.09469604492188,13312.0,5.762756336480379e-05,26.0,-439.0,-115.2631589463423
0.44456931948661804,0.595703125,0.845703125,-0.0007272976581589319,0.94140625,295.08848547935486,0.5,256.0,0.0,-1.5908022318035364,0.75,0.46810728311538696,0.0001,216.0,0.0,0.2,1.0,-7.18832015991211e-05,45.0,2364.0,256.0,115.52391815185547,13824.0,3.502133768051863e-05,27.0,-453.5,-114.36337671953021
0.4152252674102783,0.587890625,0.861328125,-0.0016970836368273012,0.94921875,288.2415865659714,0.5,256.0,0.0,-1.5841172663494945,0.7734375,0.4356739819049835,0.0001,224.0,0.0,0.2,1.0,-0.00019824504852294922,45.0,2151.0,256.0,107.52813720703125,14336.0,0.0001043959055095911,28.0,-493.5,-113.16694579105591
0.4741276502609253,0.6328125,0.82421875,-0.002245699186460115,0.95703125,354.92918622493744,0.5,256.0,0.0,-1.5844879308715463,0.69140625,0.42672884464263916,0.0001,232.0,0.0,0.2,1.0,-7.331371307373047e-05,45.0,2192.0,256.0,151.0619354248047,14848.0,0.00023497676011174917,29.0,-511.5,-111.52644918440609
0.40177905559539795,0.591796875,0.849609375,-0.0008975745622592513,0.94140625,506.09284567832947,0.5,256.0,0.0,-1.585548878647387,0.7578125,0.43499088287353516,0.0001,240.0,0.0,0.2,1.0,-0.0001418590545654297,45.0,1650.0,256.0,196.93887329101562,15360.0,4.568102303892374e-05,30.0,-508.0,-110.61376188947587
0.4499369263648987,0.609375,0.83203125,-0.0012633874284802005,0.94140625,644.8448367118835,0.5,256.0,0.0,-1.5800366532057524,0.72265625,0.409864604473114,0.0001,248.0,0.0,0.2,1.0,-6.604194641113281e-05,45.0,1789.0,256.0,309.8783264160156,15872.0,0.00011922081466764212,31.0,-460.0,-111.08963512497954
0.4609360098838806,0.61328125,0.80859375,-0.0009168052602035459,0.921875,802.3077697753906,0.5,256.0,0.0,-1.5798189714550972,0.6953125,0.413341224193573,0.0001,256.0,0.0,0.2,1.0,-4.2438507080078125e-05,45.0,2111.0,256.0,443.4537658691406,16384.0,4.8412708565592766e-05,32.0,-454.5,-111.56266577735543
0.39600902795791626,0.576171875,0.837890625,-0.0006377254831022583,0.9140625,1033.531482219696,0.5,256.0,0.0,-1.5806165020912886,0.76171875,0.38000622391700745,0.0001,264.0,0.0,0.2,1.0,-1.823902130126953e-05,45.0,2253.0,256.0,512.7611083984375,16896.0,2.9363436624407768e-05,33.0,-460.5,-115.4729879520461
0.44022494554519653,0.37109375,0.75390625,-0.0004877685641986318,0.625,1084.7413458824158,0.5,256.0,0.0,-1.5843727635219693,0.8828125,0.36910927295684814,0.0001,272.0,0.0,0.2,1.0,-6.222724914550781e-05,45.0,2381.0,256.0,453.2836608886719,17408.0,1.9825529307127e-05,34.0,-479.5,-121.28657804824412
0.47109293937683105,0.3984375,0.734375,-0.0013172743420000188,0.6328125,1051.5247588157654,0.5,256.0,0.0,-1.5786944525316358,0.8359375,0.37056392431259155,0.0001,280.0,0.0,0.2,1.0,-3.1828880310058594e-05,45.0,2220.0,256.0,453.6961975097656,17920.0,6.532680708914995e-05,35.0,-450.5,-127.7959030151926
0.48570871353149414,0.625,0.8125,-0.0015410714986501262,0.9375,733.7170357704163,0.5,256.0,0.0,-1.5685847392305732,0.6875,0.39093101024627686,0.0001,288.0,0.0,0.2,1.0,-2.753734588623047e-05,45.0,1920.0,256.0,323.98675537109375,18432.0,0.00012514623813331127,36.0,-438.5,-134.91728824859484
0.5699687004089355,0.62890625,0.80859375,-0.0007591812172904611,0.9375,887.6465182304382,0.5,256.0,0.0,-1.5799521654844284,0.6796875,0.37500709295272827,0.0001,296.0,0.0,0.2,1.0,-5.412101745605469e-05,45.0,2280.0,256.0,344.5987854003906,18944.0,6.497104186564684e-05,37.0,-425.0,-138.06939031362535
0.497292160987854,0.654296875,0.810546875,-0.0009730690071592107,0.96484375,800.0004620552063,0.5,256.0,0.0,-1.576874733902514,0.65625,0.3985004723072052,0.0001,304.0,0.0,0.2,1.0,-2.396106719970703e-05,45.0,2256.0,256.0,453.12200927734375,19456.0,8.378119673579931e-05,38.0,-442.0,-141.97544699597174
0.4701469838619232,0.580078125,0.814453125,-0.0011270582617726177,0.89453125,775.4261507987976,0.5,256.0,0.0,-1.578331713564694,0.734375,0.41445329785346985,0.0001,312.0,0.0,0.2,1.0,1.4007091522216797e-05,45.0,2457.0,256.0,360.1165466308594,19968.0,0.00011227966751903296,39.0,-428.0,-148.4785093053151
0.47464942932128906,0.59375,0.79296875,-0.001468355578253977,0.88671875,733.2216539382935,0.5,256.0,0.0,-1.575231697410345,0.69921875,0.4143352806568146,0.0001,320.0,0.0,0.2,1.0,2.866983413696289e-05,45.0,2280.0,256.0,316.95794677734375,20480.0,0.00015826185699552298,40.0,-451.5,-150.99566845073366
0.44374704360961914,0.5859375,0.8125,-0.0026082951517309994,0.8984375,392.62507724761963,0.5,256.0,0.0,-1.5667828200384974,0.7265625,0.4254308342933655,0.0001,328.0,0.0,0.2,1.0,-4.220008850097656e-05,45.0,2090.0,256.0,146.40438842773438,20992.0,0.0004455047892406583,41.0,-451.5,-153.47604825593532
0.4492855966091156,0.599609375,0.814453125,-0.004481229072553106,0.9140625,418.63187623023987,0.5,256.0,0.0,-1.562433822080493,0.71484375,0.447719931602478,0.0001,336.0,0.0,0.2,1.0,-2.8133392333984375e-05,45.0,1655.0,256.0,193.6683349609375,21504.0,0.0008212322136387229,42.0,-449.0,-151.1248229023721
0.4576370418071747,0.5625,0.8046875,-0.006597914689336903,0.8671875,349.8696390390396,0.5,256.0,0.0,-1.5526430141180754,0.7421875,0.45753589272499084,0.0001,344.0,0.0,0.2,1.0,3.826618194580078e-05,45.0,2480.0,256.0,169.9590301513672,22016.0,0.002080341801047325,43.0,-468.0,-147.0367017508205
0.4885581433773041,0.626953125,0.791015625,-0.01159161043324275,0.91796875,284.4649246931076,0.5,256.0,0.0,-1.5248508220538497,0.6640625,0.47817471623420715,0.0001,352.0,0.030029296875,0.2,1.0,-5.0187110900878906e-05,45.0,2157.0,256.0,180.22457885742188,22528.0,0.005808805115520954,44.0,-474.0,-143.6594326931145
0.46786433458328247,0.619140625,0.826171875,-0.01164696789419395,0.9453125,152.07367986440659,0.5,256.0,0.0,-1.490525420755148,0.70703125,0.49243438243865967,0.0001,360.0,0.0498046875,0.2,1.0,-7.331371307373047e-05,45.0,2201.0,256.0,71.48680877685547,23040.0,0.007868596352636814,45.0,-473.0,-139.19650139543228
0.5380833148956299,0.669921875,0.779296875,-0.0149670639220858,0.94921875,79.42747569084167,0.5,256.0,0.0,-1.4518586164340377,0.609375,0.48791244626045227,0.0001,368.0,0.054931640625,0.2,1.0,-8.571147918701172e-05,45.0,2071.0,256.0,38.54243087768555,23552.0,0.009406918659806252,46.0,-456.0,-132.7168530337978
0.5161967873573303,0.69140625,0.734375,-0.03150448508677073,0.92578125,71.26529596745968,0.5,256.0,0.0,-1.3778729429468513,0.54296875,0.5312115550041199,0.0001,376.0,0.24609375,0.2,1.0,-4.291534423828125e-05,45.0,2476.0,256.0,34.21514892578125,24064.0,0.014779800549149513,47.0,-457.5,-127.08500193297863
0.5514554977416992,0.376953125,0.693359375,-0.01762509119726019,0.5703125,157.38202023506165,0.5,256.0,0.0,-1.2435697447508574,0.81640625,0.5511747002601624,0.0001,384.0,0.1103515625,0.2,1.0,-4.684925079345703e-05,45.0,2175.0,256.0,145.83578491210938,24576.0,0.013657158240675926,48.0,-448.0,-119.9729345686757
0.5344611406326294,0.380859375,0.720703125,-0.019075076139415614,0.6015625,81.99828977882862,0.5,256.0,0.0,-1.2269230941310525,0.83984375,0.5384114384651184,0.0001,392.0,0.1787109375,0.2,1.0,-3.0994415283203125e-05,45.0,1973.0,256.0,37.88336944580078,25088.0,0.019367916509509087,49.0,-441.5,-109.20559920532861
0.6103549003601074,0.412109375,0.681640625,-0.022328796359943226,0.59375,78.53423857688904,0.5,256.0,0.0,-1.0524863619357347,0.76953125,0.5474799275398254,0.0001,400.0,0.14892578125,0.2,1.0,-2.753734588623047e-05,45.0,1773.0,256.0,12.292951583862305,25600.0,0.023746103048324585,50.0,-444.5,-102.50154533714755
0.6536852121353149,0.4296875,0.640625,-0.01768693127814913,0.5703125,142.39658671617508,0.5,256.0,0.0,-0.9079998414963484,0.7109375,0.5191890001296997,0.0001,408.0,0.09814453125,0.2,1.0,-2.4437904357910156e-05,45.0,2019.0,256.0,77.5823745727539,26112.0,0.017408544197678566,51.0,-426.0,-96.86565792442532
0.6590551137924194,0.453125,0.61328125,-0.006618206214625388,0.56640625,126.160349547863,0.5,256.0,0.0,-0.8151781549677253,0.66015625,0.5353943705558777,0.0001,416.0,0.042236328125,0.2,1.0,-1.2993812561035156e-05,45.0,1765.0,256.0,63.4902229309082,26624.0,0.011096577160060406,52.0,-378.0,-87.60718819985864
0.6335759162902832,0.408203125,0.669921875,-0.007614464062498882,0.578125,94.8839339017868,0.5,256.0,0.0,-0.6357576292939484,0.76171875,0.527726411819458,0.0001,424.0,0.019775390625,0.2,1.0,-4.172325134277344e-06,45.0,1402.0,256.0,37.5793571472168,27136.0,0.004627019166946411,53.0,-339.0,-78.59903578778962
0.6119648218154907,0.439453125,0.638671875,-0.010247421409076196,0.578125,107.02122128009796,0.5,256.0,0.0,-0.5492524511646479,0.69921875,0.5091942548751831,0.0001,432.0,0.044189453125,0.2,1.0,3.24249267578125e-05,45.0,1709.0,256.0,40.979530334472656,27648.0,0.013266255147755146,54.0,-335.5,-73.67212562181405
0.576086163520813,0.349609375,0.685546875,-0.0056757949641905725,0.53515625,44.5434979647398,0.5,256.0,0.0,-0.49863608134910464,0.8359375,0.5101180076599121,0.0001,440.0,0.0810546875,0.2,1.0,7.849931716918945e-05,45.0,1760.0,256.0,17.609045028686523,28160.0,0.006936444900929928,55.0,-309.5,-71.44703085385495
0.5662763118743896,0.32421875,0.69921875,-0.007057434017042397,0.5234375,37.515809148550034,0.5,256.0,0.0,-0.5127017328049988,0.875,0.5007838010787964,0.0001,448.0,0.005126953125,0.2,1.0,0.09094101190567017,45.0,1823.0,256.0,17.74513816833496,28672.0,0.0016831062966957688,56.0,-287.0,-68.51559934775578
0.534289538860321,0.33203125,0.71875,-0.005836335301864892,0.55078125,35.744620747864246,0.5,256.0,0.0,-0.5218439875170588,0.88671875,0.5237210988998413,0.0001,456.0,0.028564453125,0.2,1.0,-0.1836003065109253,45.0,1712.0,256.0,6.02030611038208,29184.0,0.002010116819292307,57.0,-232.0,-65.76337504134513
0.5286325216293335,0.330078125,0.705078125,-0.003780589897360187,0.53515625,57.478041887283325,0.5,256.0,0.0,-0.4292819737456739,0.875,0.5243469476699829,0.0001,464.0,0.013427734375,0.2,1.0,0.40213578939437866,45.0,1752.0,256.0,16.448823928833008,29696.0,0.0013143363175913692,58.0,-195.5,-66.66675871004351
0.5325782299041748,0.28515625,0.6953125,-0.0073771989773376845,0.48046875,42.76820385456085,0.5,256.0,0.0,-0.4973216934595257,0.91015625,0.5404890775680542,0.0001,472.0,0.065185546875,0.2,1.0,-0.4734795093536377,45.0,1794.0,256.0,25.47317123413086,30208.0,0.010435334406793118,59.0,-177.5,-64.79707071007229
0.5215232968330383,0.291015625,0.708984375,-0.0048663144843885675,0.5,44.16756729781628,0.5,256.0,0.0,-0.4826816788408905,0.91796875,0.5504935383796692,0.0001,480.0,0.015380859375,0.2,1.0,0.247796893119812,45.0,1428.0,256.0,10.124220848083496,30720.0,0.0029997224919497967,60.0,-140.5,-65.52378084621859
0.5345029830932617,0.330078125,0.708984375,-0.01019462843760266,0.5390625,31.514469299465418,0.5,256.0,0.0,-0.5368414875119925,0.87890625,0.5722754001617432,0.0001,488.0,0.04931640625,0.2,1.0,0.41401660442352295,45.0,1710.0,256.0,10.922614097595215,31232.0,0.00549725815653801,61.0,-138.0,-64.37520495427307
0.5351681113243103,0.607421875,0.724609375,-0.005651735005812952,0.83203125,33.84178176522255,0.5,256.0,0.0,-0.5116430323105305,0.6171875,0.578260600566864,0.0001,496.0,0.009521484375,0.2,1.0,0.5206856727600098,45.0,1801.0,256.0,8.936644554138184,31744.0,0.0031140868086367846,62.0,-132.5,-64.45346607318847
0.5689381957054138,0.6328125,0.7109375,-0.010739177858340554,0.84375,54.792309269309044,0.5,256.0,0.0,-0.5603481465950608,0.578125,0.5866407155990601,0.0001,504.0,0.05419921875,0.2,1.0,0.4654843211174011,45.0,1893.0,256.0,25.085933685302734,32256.0,0.00543554313480854,63.0,-95.0,-62.753945929526814
0.5439300537109375,0.650390625,0.724609375,-0.012183552295027766,0.875,48.19415172189474,0.5,256.0,0.0,-0.6437157485634089,0.57421875,0.580322265625,0.0001,512.0,0.041748046875,0.2,1.0,0.41869014501571655,45.0,1793.0,256.0,12.829094886779785,32768.0,0.004273106809705496,64.0,-80.5,-59.50612170031993
0.5888330936431885,0.671875,0.6796875,-0.009073105218703859,0.8515625,56.68204027414322,0.5,256.0,0.0,-0.6021423423662782,0.5078125,0.5881842970848083,0.0001,520.0,0.025634765625,0.2,1.0,0.5166996419429779,45.0,2185.0,256.0,26.180612564086914,33280.0,0.003446080256253481,65.0,-69.0,-56.738470743529035
0.6263608932495117,0.724609375,0.638671875,-0.007278976707311813,0.86328125,63.26165457069874,0.5,256.0,0.0,-0.6521777524612844,0.4140625,0.6003583073616028,0.0001,528.0,0.029541015625,0.2,1.0,0.4677894711494446,45.0,1863.0,256.0,20.273786544799805,33792.0,0.004873338155448437,66.0,-112.0,-50.26144574434264
0.661053478717804,0.732421875,0.599609375,-0.008286113705253229,0.83203125,56.25485824048519,0.5,256.0,0.0,-0.6636352823115885,0.3671875,0.6005033254623413,0.0001,536.0,0.020751953125,0.2,1.0,0.6672431826591492,45.0,2056.0,256.0,20.170122146606445,34304.0,0.0028101583011448383,67.0,-104.0,-45.11961353162071
0.6824852824211121,0.748046875,0.572265625,-0.012002390467387158,0.8203125,28.821144931018353,0.5,256.0,0.0,-0.6919928602874279,0.32421875,0.6042518615722656,0.0001,544.0,0.050048828125,0.2,1.0,0.4592808485031128,45.0,2231.0,256.0,9.676189422607422,34816.0,0.006100896745920181,68.0,-126.5,-40.660221628670115
0.6581668257713318,0.763671875,0.607421875,-0.015346227955888025,0.87109375,29.55942741036415,0.5,256.0,0.0,-0.7109542498365045,0.34375,0.6087475419044495,0.0001,552.0,0.068359375,0.2,1.0,0.4360271692276001,45.0,2155.0,256.0,4.851468086242676,35328.0,0.006483741104602814,69.0,-139.5,-35.221952816282865
0.71052086353302,0.7890625,0.53515625,-0.009311221998359542,0.82421875,9.607194853946567,0.5,256.0,0.0,-0.7530615315772593,0.24609375,0.6078861355781555,0.0001,560.0,0.081787109375,0.2,1.0,0.09353101253509521,45.0,1716.0,256.0,2.0882530212402344,35840.0,0.01675143465399742,70.0,-178.5,-31.70750614459277
0.7518523931503296,0.408203125,0.611328125,-0.021708118616516003,0.51953125,11.796777065843344,0.5,256.0,0.0,-0.8782709557563066,0.703125,0.6054550409317017,0.0001,568.0,0.1435546875,0.2,1.0,0.6073835790157318,45.0,2128.0,256.0,3.5051987171173096,36352.0,0.011622863821685314,71.0,-189.0,-28.37884676094982
0.7334267497062683,0.783203125,0.552734375,-0.0241979706188431,0.8359375,6.786988560110331,0.5,256.0,0.0,-0.8735447856597602,0.26953125,0.6278201341629028,0.0001,576.0,0.33154296875,0.2,1.0,0.5157804787158966,45.0,2436.0,256.0,1.066606044769287,36864.0,0.03294471278786659,72.0,-195.0,-27.19289560913923
0.7518893480300903,0.798828125,0.474609375,-0.037009122330346145,0.7734375,4.81275150924921,0.5,256.0,0.0,-0.8311428274028003,0.17578125,0.617436408996582,0.0001,584.0,0.504638671875,0.2,1.0,0.2081354856491089,45.0,2348.0,256.0,1.3671739101409912,37376.0,0.024196144193410873,73.0,-187.0,-25.69142013732402
0.7505950927734375,0.810546875,0.470703125,-0.037063532741740346,0.78125,4.044695729389787,0.5,256.0,0.0,-0.7683621072210371,0.16015625,0.616702675819397,0.0001,592.0,0.331787109375,0.2,1.0,-0.28600966930389404,45.0,2554.0,256.0,1.431502103805542,37888.0,0.014889715239405632,74.0,-179.0,-24.324680287037626
0.7071956992149353,0.818359375,0.466796875,-0.047556277946569026,0.78515625,2.732774643227458,0.5,256.0,0.0,-0.6441761623136699,0.1484375,0.6095709204673767,0.0001,600.0,0.38671875,0.2,1.0,-0.17841005325317383,45.0,2468.0,256.0,0.9360969066619873,38400.0,0.028276175260543823,75.0,-180.0,-24.185345557174298
0.6700884103775024,0.84375,0.46484375,-0.046373613993637264,0.80859375,2.3901211572811007,0.5,256.0,0.0,-0.5091885852161795,0.12109375,0.5944979190826416,0.0001,608.0,0.335693359375,0.2,1.0,0.04360383749008179,45.0,2628.0,256.0,0.5769604444503784,38912.0,0.04864729940891266,76.0,-197.5,-23.819837066326873
0.6171741485595703,0.5234375,0.76171875,-0.029599633387988433,0.78515625,2.0720418840646744,0.5,256.0,0.0,-0.31895542726852,0.73828125,0.5375908613204956,0.0001,616.0,0.12890625,0.2,1.0,0.06953674554824829,45.0,2730.0,256.0,0.7643097043037415,39424.0,0.07198679447174072,77.0,-207.5,-24.060684621779366
0.4977822005748749,0.486328125,0.810546875,-0.004438324496732093,0.796875,3.2333629932254553,0.5,256.0,0.0,-0.1813683268846944,0.82421875,0.5415856838226318,0.0001,624.0,0.0283203125,0.2,1.0,-0.08139944076538086,45.0,2316.0,256.0,1.5683157444000244,39936.0,0.0019626521971076727,78.0,-201.5,-25.04098419047834
