raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_acc,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_loss,raw/disc/n_generated,raw/disc/global_step,raw/disc/disc_proportion_expert_pred,raw/disc/disc_proportion_expert_true
256.0,0.87890625,0.845703125,0.4076288342475891,0.8125,0.36299359798431396,256.0,29,0.466796875,0.5
256.0,0.921875,0.880859375,0.384333074092865,0.83984375,0.30587533116340637,256.0,30,0.458984375,0.5
256.0,0.92578125,0.873046875,0.38629019260406494,0.8203125,0.31320443749427795,256.0,31,0.447265625,0.5
256.0,0.93359375,0.88671875,0.3699781894683838,0.83984375,0.28885751962661743,256.0,32,0.453125,0.5
256.0,0.9609375,0.890625,0.3662775754928589,0.8203125,0.31877127289772034,256.0,33,0.4296875,0.5
256.0,0.9921875,0.888671875,0.36643075942993164,0.78515625,0.3058815896511078,256.0,34,0.396484375,0.5
256.0,0.9609375,0.880859375,0.350704550743103,0.80078125,0.3028551936149597,256.0,35,0.419921875,0.5
256.0,0.9453125,0.90234375,0.37034741044044495,0.859375,0.2734229564666748,256.0,36,0.45703125,0.5
256.0,0.92578125,0.896484375,0.36317408084869385,0.8671875,0.27037936449050903,256.0,37,0.470703125,0.5
256.0,0.96484375,0.916015625,0.32922711968421936,0.8671875,0.2552545666694641,256.0,38,0.451171875,0.5
256.0,0.96484375,0.8828125,0.32574906945228577,0.80078125,0.2853959798812866,256.0,39,0.41796875,0.5
256.0,0.9765625,0.880859375,0.30167973041534424,0.78515625,0.3042922019958496,256.0,40,0.404296875,0.5
256.0,0.984375,0.892578125,0.2995818853378296,0.80078125,0.2739698886871338,256.0,41,0.408203125,0.5
256.0,0.9765625,0.90625,0.3067765235900879,0.8359375,0.2732712924480438,256.0,42,0.4296875,0.5
256.0,0.9609375,0.900390625,0.33471229672431946,0.83984375,0.28510940074920654,256.0,43,0.439453125,0.5
256.0,0.94921875,0.93359375,0.32051706314086914,0.91796875,0.23722335696220398,256.0,44,0.484375,0.5
256.0,0.96875,0.91015625,0.31164371967315674,0.8515625,0.25385215878486633,256.0,45,0.44140625,0.5
256.0,0.98828125,0.90234375,0.30004554986953735,0.81640625,0.2558516263961792,256.0,46,0.4140625,0.5
256.0,1.0,0.90625,0.279122531414032,0.8125,0.23915253579616547,256.0,47,0.40625,0.5
256.0,0.99609375,0.91796875,0.27094507217407227,0.83984375,0.23923581838607788,256.0,48,0.421875,0.5
256.0,0.9765625,0.921875,0.28920093178749084,0.8671875,0.22301450371742249,256.0,49,0.4453125,0.5
256.0,0.96484375,0.923828125,0.30267947912216187,0.8828125,0.22704942524433136,256.0,50,0.458984375,0.5
256.0,0.9765625,0.927734375,0.2919347584247589,0.87890625,0.23061463236808777,256.0,51,0.451171875,0.5
256.0,1.0,0.904296875,0.28114885091781616,0.80859375,0.2598992586135864,256.0,52,0.404296875,0.5
256.0,0.99609375,0.91796875,0.2664391100406647,0.83984375,0.221678227186203,256.0,53,0.421875,0.5
256.0,0.98828125,0.927734375,0.27204787731170654,0.8671875,0.21772313117980957,256.0,54,0.439453125,0.5
256.0,0.9921875,0.935546875,0.2652468681335449,0.87890625,0.2118745595216751,256.0,55,0.443359375,0.5
256.0,0.98828125,0.900390625,0.2832096517086029,0.8125,0.26255327463150024,256.0,56,0.412109375,0.5
256.0,0.9453125,0.9296875,0.28760066628456116,0.9140625,0.21644903719425201,256.0,57,0.484375,0.5
256.0,0.9921875,0.9296875,0.2552696466445923,0.8671875,0.21614518761634827,256.0,58,0.4375,0.5
256.0,0.99609375,0.91796875,0.2546446621417999,0.83984375,0.22259874641895294,256.0,59,0.421875,0.5
256.0,0.984375,0.9296875,0.23401886224746704,0.875,0.19769707322120667,256.0,60,0.4453125,0.5
256.0,0.98828125,0.919921875,0.24668511748313904,0.8515625,0.2211390733718872,256.0,61,0.431640625,0.5
256.0,0.9765625,0.9375,0.24777555465698242,0.8984375,0.1927824765443802,256.0,62,0.4609375,0.5
256.0,0.9921875,0.916015625,0.27262112498283386,0.83984375,0.24808725714683533,256.0,63,0.423828125,0.5
256.0,0.9765625,0.931640625,0.2746337056159973,0.88671875,0.22541120648384094,256.0,64,0.455078125,0.5
256.0,0.94921875,0.921875,0.271497905254364,0.89453125,0.2314583659172058,256.0,65,0.47265625,0.5
256.0,0.96484375,0.892578125,0.22183898091316223,0.8203125,0.2614175081253052,256.0,66,0.427734375,0.5
256.0,0.921875,0.884765625,0.2518640458583832,0.84765625,0.2657982409000397,256.0,67,0.462890625,0.5
256.0,0.921875,0.892578125,0.24099913239479065,0.86328125,0.24929629266262054,256.0,68,0.470703125,0.5
256.0,0.84375,0.82421875,0.25888174772262573,0.8046875,0.5610247850418091,256.0,69,0.48046875,0.5
256.0,0.83203125,0.84375,0.25673708319664,0.85546875,0.5226389169692993,256.0,70,0.51171875,0.5
256.0,0.85546875,0.8359375,0.2747325301170349,0.81640625,0.5111949443817139,256.0,71,0.48046875,0.5
256.0,0.890625,0.826171875,0.2705332040786743,0.76171875,0.42951589822769165,256.0,72,0.435546875,0.5
256.0,0.73828125,0.775390625,0.2513144314289093,0.8125,0.9085528254508972,256.0,73,0.537109375,0.5
256.0,0.6484375,0.693359375,0.24502399563789368,0.73828125,1.23378586769104,256.0,74,0.544921875,0.5
256.0,0.44140625,0.580078125,0.24426335096359253,0.71875,1.7584877014160156,256.0,75,0.638671875,0.5
256.0,0.5078125,0.580078125,0.2587812542915344,0.65234375,1.3742618560791016,256.0,76,0.572265625,0.5
256.0,0.703125,0.66015625,0.3168385922908783,0.6171875,0.8563995957374573,256.0,77,0.45703125,0.5
256.0,0.8046875,0.673828125,0.3451169729232788,0.54296875,0.7447159886360168,256.0,78,0.369140625,0.5
256.0,0.89453125,0.673828125,0.36738449335098267,0.453125,0.6569821834564209,256.0,79,0.279296875,0.5
256.0,0.94140625,0.736328125,0.3446022570133209,0.53125,0.5290654301643372,256.0,80,0.294921875,0.5
256.0,0.90234375,0.751953125,0.36293941736221313,0.6015625,0.43745937943458557,256.0,81,0.349609375,0.5
256.0,0.86328125,0.79296875,0.3868677020072937,0.72265625,0.37660473585128784,256.0,82,0.4296875,0.5
256.0,0.65234375,0.744140625,0.47672826051712036,0.8359375,0.46554410457611084,256.0,83,0.591796875,0.5
256.0,0.48046875,0.705078125,0.48583918809890747,0.9296875,0.4930805563926697,256.0,84,0.724609375,0.5
256.0,0.4140625,0.69140625,0.49298185110092163,0.96875,0.5350552201271057,256.0,85,0.77734375,0.5
256.0,0.46875,0.71875,0.5043530464172363,0.96875,0.515036940574646,256.0,86,0.75,0.5
256.0,0.40625,0.68359375,0.5237431526184082,0.9609375,0.539671003818512,256.0,87,0.77734375,0.5
256.0,0.58203125,0.765625,0.518928050994873,0.94921875,0.4623696506023407,256.0,88,0.68359375,0.5
256.0,0.58203125,0.75390625,0.5395382046699524,0.92578125,0.5106849670410156,256.0,89,0.671875,0.5
256.0,0.640625,0.74609375,0.5180607438087463,0.8515625,0.47685039043426514,256.0,90,0.60546875,0.5
256.0,0.79296875,0.76953125,0.5259810090065002,0.74609375,0.4843038022518158,256.0,91,0.4765625,0.5
256.0,0.73828125,0.73828125,0.5152307748794556,0.73828125,0.5039533376693726,256.0,92,0.5,0.5
256.0,0.81640625,0.7578125,0.526620626449585,0.69921875,0.48687100410461426,256.0,93,0.44140625,0.5
256.0,0.83984375,0.787109375,0.4824331998825073,0.734375,0.45124414563179016,256.0,94,0.447265625,0.5
256.0,0.87890625,0.767578125,0.47535303235054016,0.65625,0.48033860325813293,256.0,95,0.388671875,0.5
256.0,0.90234375,0.76171875,0.47624683380126953,0.62109375,0.4939233958721161,256.0,96,0.359375,0.5
256.0,0.91796875,0.779296875,0.45602911710739136,0.640625,0.4500879645347595,256.0,97,0.361328125,0.5
256.0,0.8984375,0.78515625,0.43427252769470215,0.671875,0.45317214727401733,256.0,98,0.38671875,0.5
256.0,0.890625,0.796875,0.42766696214675903,0.703125,0.40958940982818604,256.0,99,0.40625,0.5
256.0,0.875,0.81640625,0.436259925365448,0.7578125,0.4031040370464325,256.0,100,0.44140625,0.5
256.0,0.8515625,0.796875,0.4166354537010193,0.7421875,0.4272862374782562,256.0,101,0.4453125,0.5
256.0,0.81640625,0.796875,0.40785032510757446,0.77734375,0.4100828766822815,256.0,102,0.48046875,0.5
256.0,0.85546875,0.80078125,0.4274427890777588,0.74609375,0.4190163314342499,256.0,103,0.4453125,0.5
256.0,0.83984375,0.814453125,0.4321950078010559,0.7890625,0.40106460452079773,256.0,104,0.474609375,0.5
256.0,0.82421875,0.8203125,0.42138051986694336,0.81640625,0.3887713551521301,256.0,105,0.49609375,0.5
256.0,0.80859375,0.83203125,0.39898860454559326,0.85546875,0.37704503536224365,256.0,106,0.5234375,0.5
256.0,0.8515625,0.849609375,0.405645489692688,0.84765625,0.3284011483192444,256.0,107,0.498046875,0.5
256.0,0.87109375,0.865234375,0.4060862362384796,0.859375,0.32294726371765137,256.0,108,0.494140625,0.5
256.0,0.875,0.87109375,0.4101158678531647,0.8671875,0.32174503803253174,256.0,109,0.49609375,0.5
256.0,0.921875,0.8671875,0.3842526972293854,0.8125,0.32067376375198364,256.0,110,0.4453125,0.5
256.0,0.9296875,0.87109375,0.3796958029270172,0.8125,0.3326309621334076,256.0,111,0.44140625,0.5
256.0,0.95703125,0.890625,0.3585343062877655,0.82421875,0.3177773952484131,256.0,112,0.43359375,0.5
256.0,0.96484375,0.876953125,0.35693347454071045,0.7890625,0.31535086035728455,256.0,113,0.412109375,0.5
256.0,0.984375,0.87890625,0.35140809416770935,0.7734375,0.30613699555397034,256.0,114,0.39453125,0.5
256.0,0.96484375,0.8984375,0.3566387891769409,0.83203125,0.2993333637714386,256.0,115,0.43359375,0.5
256.0,0.9609375,0.87109375,0.3593652546405792,0.78125,0.299637109041214,256.0,116,0.41015625,0.5
256.0,0.96875,0.900390625,0.3839188814163208,0.83203125,0.3052436113357544,256.0,117,0.431640625,0.5
256.0,0.9296875,0.896484375,0.35689577460289,0.86328125,0.2798900604248047,256.0,118,0.466796875,0.5
256.0,0.921875,0.888671875,0.37073296308517456,0.85546875,0.28281617164611816,256.0,119,0.466796875,0.5
256.0,0.921875,0.908203125,0.34332847595214844,0.89453125,0.27080875635147095,256.0,120,0.486328125,0.5
256.0,0.96875,0.90625,0.35951340198516846,0.84375,0.28101107478141785,256.0,121,0.4375,0.5
256.0,0.96484375,0.900390625,0.3320170044898987,0.8359375,0.26670175790786743,256.0,122,0.435546875,0.5
256.0,0.96875,0.904296875,0.31363698840141296,0.83984375,0.2541833817958832,256.0,123,0.435546875,0.5
256.0,0.98046875,0.90234375,0.3111661672592163,0.82421875,0.26700618863105774,256.0,124,0.421875,0.5
256.0,0.9921875,0.919921875,0.30007779598236084,0.84765625,0.24170264601707458,256.0,125,0.427734375,0.5
256.0,0.98046875,0.8984375,0.30811959505081177,0.81640625,0.2855527400970459,256.0,126,0.41796875,0.5
256.0,0.9765625,0.91015625,0.29917627573013306,0.84375,0.26106375455856323,256.0,127,0.43359375,0.5
256.0,0.9765625,0.919921875,0.27165547013282776,0.86328125,0.21781706809997559,256.0,128,0.443359375,0.5
256.0,0.95703125,0.908203125,0.2749485373497009,0.859375,0.24629470705986023,256.0,129,0.451171875,0.5
256.0,0.953125,0.9140625,0.2928810119628906,0.875,0.24577830731868744,256.0,130,0.4609375,0.5
256.0,0.9453125,0.892578125,0.2978985905647278,0.83984375,0.2762993574142456,256.0,131,0.447265625,0.5
256.0,0.95703125,0.904296875,0.2655714452266693,0.8515625,0.23636656999588013,256.0,132,0.447265625,0.5
256.0,0.9453125,0.88671875,0.29221105575561523,0.828125,0.30186599493026733,256.0,133,0.44140625,0.5
256.0,0.96875,0.916015625,0.28401219844818115,0.86328125,0.23139968514442444,256.0,134,0.447265625,0.5
256.0,0.94921875,0.880859375,0.2702425718307495,0.8125,0.28069889545440674,256.0,135,0.431640625,0.5
256.0,0.97265625,0.912109375,0.2535209655761719,0.8515625,0.24865496158599854,256.0,136,0.439453125,0.5
256.0,0.96484375,0.923828125,0.24327018857002258,0.8828125,0.22271913290023804,256.0,137,0.458984375,0.5
256.0,0.9609375,0.90625,0.2399100363254547,0.8515625,0.22888082265853882,256.0,138,0.4453125,0.5
256.0,0.9140625,0.890625,0.2476636916399002,0.8671875,0.2518516778945923,256.0,139,0.4765625,0.5
256.0,0.9375,0.8984375,0.26224642992019653,0.859375,0.25768518447875977,256.0,140,0.4609375,0.5
256.0,0.953125,0.908203125,0.2529890537261963,0.86328125,0.2285872995853424,256.0,141,0.455078125,0.5
256.0,0.96484375,0.908203125,0.25226569175720215,0.8515625,0.23848339915275574,256.0,142,0.443359375,0.5
256.0,0.95703125,0.91015625,0.2552017569541931,0.86328125,0.23887568712234497,256.0,143,0.453125,0.5
256.0,0.9375,0.8984375,0.25274765491485596,0.859375,0.239057257771492,256.0,144,0.4609375,0.5
256.0,0.9375,0.88671875,0.2664123773574829,0.8359375,0.26714256405830383,256.0,145,0.44921875,0.5
256.0,0.94921875,0.90625,0.2411457598209381,0.86328125,0.2531159222126007,256.0,146,0.45703125,0.5
256.0,0.97265625,0.880859375,0.2578132748603821,0.7890625,0.2646596431732178,256.0,147,0.408203125,0.5
256.0,0.96875,0.9140625,0.26488593220710754,0.859375,0.24550554156303406,256.0,148,0.4453125,0.5
256.0,0.97265625,0.9296875,0.2652667164802551,0.88671875,0.2018854171037674,256.0,149,0.45703125,0.5
256.0,0.9375,0.888671875,0.275394082069397,0.83984375,0.27300602197647095,256.0,150,0.451171875,0.5
256.0,0.94140625,0.916015625,0.24058696627616882,0.890625,0.2260492891073227,256.0,151,0.474609375,0.5
256.0,0.96875,0.88671875,0.2730920612812042,0.8046875,0.2678508758544922,256.0,152,0.41796875,0.5
256.0,0.98828125,0.91796875,0.24158544838428497,0.84765625,0.22570586204528809,256.0,153,0.4296875,0.5
256.0,0.96484375,0.888671875,0.28607895970344543,0.8125,0.2714529037475586,256.0,154,0.423828125,0.5
256.0,0.9609375,0.908203125,0.2670348882675171,0.85546875,0.24451985955238342,256.0,155,0.447265625,0.5
256.0,0.9375,0.876953125,0.26041170954704285,0.81640625,0.27379631996154785,256.0,156,0.439453125,0.5
256.0,0.94921875,0.9140625,0.26352864503860474,0.87890625,0.2291438728570938,256.0,157,0.46484375,0.5
256.0,0.94921875,0.916015625,0.2687048316001892,0.8828125,0.237275630235672,256.0,158,0.466796875,0.5
256.0,0.953125,0.892578125,0.27868369221687317,0.83203125,0.26251643896102905,256.0,159,0.439453125,0.5
256.0,0.96484375,0.912109375,0.2599998712539673,0.859375,0.23211517930030823,256.0,160,0.447265625,0.5
256.0,0.98046875,0.9140625,0.24055346846580505,0.84765625,0.22322550415992737,256.0,161,0.43359375,0.5
256.0,0.98828125,0.912109375,0.23700778186321259,0.8359375,0.22085590660572052,256.0,162,0.423828125,0.5
256.0,0.984375,0.923828125,0.25215455889701843,0.86328125,0.20442450046539307,256.0,163,0.439453125,0.5
256.0,0.96484375,0.908203125,0.2470163106918335,0.8515625,0.2378171980381012,256.0,164,0.443359375,0.5
256.0,0.953125,0.900390625,0.2655204236507416,0.84765625,0.24407315254211426,256.0,165,0.447265625,0.5
256.0,0.9765625,0.908203125,0.28031718730926514,0.83984375,0.26153191924095154,256.0,166,0.431640625,0.5
256.0,0.94921875,0.921875,0.2608807682991028,0.89453125,0.2255430817604065,256.0,167,0.47265625,0.5
256.0,0.953125,0.916015625,0.22965572774410248,0.87890625,0.20410975813865662,256.0,168,0.462890625,0.5
256.0,0.97265625,0.91015625,0.2541225254535675,0.84765625,0.2401164323091507,256.0,169,0.4375,0.5
256.0,0.953125,0.896484375,0.23869287967681885,0.83984375,0.2723158001899719,256.0,170,0.443359375,0.5
256.0,0.9765625,0.927734375,0.2290557622909546,0.87890625,0.21019652485847473,256.0,171,0.451171875,0.5
256.0,0.96484375,0.912109375,0.22386492788791656,0.859375,0.2281995415687561,256.0,172,0.447265625,0.5
256.0,0.96875,0.919921875,0.21847784519195557,0.87109375,0.22272449731826782,256.0,173,0.451171875,0.5
256.0,0.9609375,0.90625,0.23207437992095947,0.8515625,0.23463939130306244,256.0,174,0.4453125,0.5
256.0,0.96875,0.892578125,0.2355096936225891,0.81640625,0.2433827817440033,256.0,175,0.423828125,0.5
256.0,0.96875,0.91796875,0.25909388065338135,0.8671875,0.22414593398571014,256.0,176,0.44921875,0.5
256.0,0.93359375,0.91015625,0.23939752578735352,0.88671875,0.20373788475990295,256.0,177,0.4765625,0.5
256.0,0.9375,0.904296875,0.2693709135055542,0.87109375,0.2487713098526001,256.0,178,0.466796875,0.5
256.0,0.96484375,0.904296875,0.2584088444709778,0.84375,0.2323705404996872,256.0,179,0.439453125,0.5
256.0,0.9296875,0.896484375,0.23924042284488678,0.86328125,0.2506423592567444,256.0,180,0.466796875,0.5
256.0,0.96875,0.927734375,0.21451154351234436,0.88671875,0.1958499550819397,256.0,181,0.458984375,0.5
256.0,0.984375,0.91015625,0.22678621113300323,0.8359375,0.2470553070306778,256.0,182,0.42578125,0.5
256.0,0.984375,0.91796875,0.20999401807785034,0.8515625,0.20079217851161957,256.0,183,0.43359375,0.5
256.0,0.98046875,0.921875,0.22317668795585632,0.86328125,0.20116308331489563,256.0,184,0.44140625,0.5
256.0,0.94921875,0.888671875,0.24563299119472504,0.828125,0.2583133578300476,256.0,185,0.439453125,0.5
256.0,0.8984375,0.876953125,0.26985660195350647,0.85546875,0.2645926773548126,256.0,186,0.478515625,0.5
256.0,0.9296875,0.916015625,0.23470434546470642,0.90234375,0.21602760255336761,256.0,187,0.486328125,0.5
256.0,0.94140625,0.921875,0.24176806211471558,0.90234375,0.21439345180988312,256.0,188,0.48046875,0.5
256.0,0.953125,0.9140625,0.21370550990104675,0.875,0.206576406955719,256.0,189,0.4609375,0.5
256.0,0.95703125,0.8984375,0.2210756093263626,0.83984375,0.2492150515317917,256.0,190,0.44140625,0.5
256.0,0.9609375,0.90234375,0.19311439990997314,0.84375,0.22559338808059692,256.0,191,0.44140625,0.5
256.0,0.953125,0.892578125,0.2075805366039276,0.83203125,0.23705965280532837,256.0,192,0.439453125,0.5
256.0,0.953125,0.90625,0.20282617211341858,0.859375,0.2530028223991394,256.0,193,0.453125,0.5
256.0,0.9453125,0.89453125,0.22356842458248138,0.84375,0.2503001391887665,256.0,194,0.44921875,0.5
256.0,0.921875,0.896484375,0.23807722330093384,0.87109375,0.26678675413131714,256.0,195,0.474609375,0.5
256.0,0.94140625,0.916015625,0.2315380871295929,0.890625,0.2241983413696289,256.0,196,0.474609375,0.5
256.0,0.9140625,0.890625,0.2537357211112976,0.8671875,0.25707584619522095,256.0,197,0.4765625,0.5
256.0,0.92578125,0.896484375,0.23526400327682495,0.8671875,0.24419014155864716,256.0,198,0.470703125,0.5
256.0,0.94921875,0.87890625,0.2280912697315216,0.80859375,0.28566664457321167,256.0,199,0.4296875,0.5
256.0,0.9375,0.873046875,0.21559610962867737,0.80859375,0.2973480820655823,256.0,200,0.435546875,0.5
256.0,0.95703125,0.904296875,0.23511233925819397,0.8515625,0.2700178623199463,256.0,201,0.447265625,0.5
256.0,0.94140625,0.890625,0.23274336755275726,0.83984375,0.2659171223640442,256.0,202,0.44921875,0.5
256.0,0.9609375,0.912109375,0.23700009286403656,0.86328125,0.237080916762352,256.0,203,0.451171875,0.5
256.0,0.88671875,0.8984375,0.25406330823898315,0.91015625,0.24292941391468048,256.0,204,0.51171875,0.5
256.0,0.95703125,0.908203125,0.2606324553489685,0.859375,0.2338932454586029,256.0,205,0.451171875,0.5
256.0,0.9453125,0.912109375,0.23315457999706268,0.87890625,0.2368965744972229,256.0,206,0.466796875,0.5
256.0,0.9453125,0.916015625,0.22875899076461792,0.88671875,0.22916127741336823,256.0,207,0.470703125,0.5
256.0,0.95703125,0.91015625,0.22918365895748138,0.86328125,0.22177883982658386,256.0,208,0.453125,0.5
256.0,0.95703125,0.904296875,0.23738747835159302,0.8515625,0.2520195543766022,256.0,209,0.447265625,0.5
256.0,0.94140625,0.890625,0.24267390370368958,0.83984375,0.2668241858482361,256.0,210,0.44921875,0.5
256.0,0.8984375,0.873046875,0.2393275797367096,0.84765625,0.28037530183792114,256.0,211,0.474609375,0.5
256.0,0.9140625,0.892578125,0.2526616156101227,0.87109375,0.2582516670227051,256.0,212,0.478515625,0.5
256.0,0.8828125,0.884765625,0.24801190197467804,0.88671875,0.25743353366851807,256.0,213,0.501953125,0.5
256.0,0.859375,0.859375,0.24640509486198425,0.859375,0.3771539330482483,256.0,214,0.5,0.5
256.0,0.84765625,0.861328125,0.22649288177490234,0.875,0.4497811198234558,256.0,215,0.513671875,0.5
256.0,0.8203125,0.818359375,0.2302960902452469,0.81640625,0.48710283637046814,256.0,216,0.498046875,0.5
256.0,0.7890625,0.802734375,0.2354903221130371,0.81640625,0.5192885398864746,256.0,217,0.513671875,0.5
256.0,0.76171875,0.798828125,0.25037723779678345,0.8359375,0.5188243389129639,256.0,218,0.537109375,0.5
256.0,0.67578125,0.755859375,0.27619582414627075,0.8359375,0.5332374572753906,256.0,219,0.580078125,0.5
256.0,0.8125,0.81640625,0.3078584671020508,0.8203125,0.3982861340045929,256.0,220,0.50390625,0.5
256.0,0.94921875,0.87109375,0.26815855503082275,0.79296875,0.3041042685508728,256.0,221,0.421875,0.5
256.0,0.96875,0.876953125,0.2394980788230896,0.78515625,0.3060797452926636,256.0,222,0.408203125,0.5
256.0,0.95703125,0.873046875,0.239090234041214,0.7890625,0.2998230457305908,256.0,223,0.416015625,0.5
256.0,0.953125,0.869140625,0.23373205959796906,0.78515625,0.305855929851532,256.0,224,0.416015625,0.5
256.0,0.9609375,0.865234375,0.26549991965293884,0.76953125,0.30428194999694824,256.0,225,0.404296875,0.5
256.0,0.90625,0.841796875,0.2870068848133087,0.77734375,0.32206231355667114,256.0,226,0.435546875,0.5
256.0,0.8984375,0.880859375,0.2822714149951935,0.86328125,0.26308050751686096,256.0,227,0.482421875,0.5
256.0,0.8671875,0.84765625,0.31987205147743225,0.828125,0.3066665828227997,256.0,228,0.48046875,0.5
256.0,0.8359375,0.828125,0.33767402172088623,0.8203125,0.3442290127277374,256.0,229,0.4921875,0.5
256.0,0.8125,0.8515625,0.3612082600593567,0.890625,0.3285028338432312,256.0,230,0.5390625,0.5
256.0,0.80859375,0.833984375,0.3425404131412506,0.859375,0.3378981351852417,256.0,231,0.525390625,0.5
256.0,0.78515625,0.857421875,0.33349543809890747,0.9296875,0.2906472682952881,256.0,232,0.572265625,0.5
256.0,0.796875,0.822265625,0.3450767397880554,0.84765625,0.3439542055130005,256.0,233,0.525390625,0.5
256.0,0.78515625,0.818359375,0.35636717081069946,0.8515625,0.3664580285549164,256.0,234,0.533203125,0.5
256.0,0.828125,0.830078125,0.3658861517906189,0.83203125,0.39304426312446594,256.0,235,0.501953125,0.5
256.0,0.8984375,0.849609375,0.33887365460395813,0.80078125,0.32789087295532227,256.0,236,0.451171875,0.5
256.0,0.92578125,0.830078125,0.35274630784988403,0.734375,0.3623102307319641,256.0,237,0.404296875,0.5
256.0,0.90625,0.8671875,0.3183806836605072,0.828125,0.290225088596344,256.0,238,0.4609375,0.5
256.0,0.91796875,0.845703125,0.33945533633232117,0.7734375,0.3060862421989441,256.0,239,0.427734375,0.5
256.0,0.96484375,0.90234375,0.3236023187637329,0.83984375,0.2570127546787262,256.0,240,0.4375,0.5
256.0,0.92578125,0.859375,0.33016836643218994,0.79296875,0.3308833837509155,256.0,241,0.43359375,0.5
256.0,0.91015625,0.853515625,0.30732041597366333,0.796875,0.32204920053482056,256.0,242,0.443359375,0.5
256.0,0.91015625,0.857421875,0.3193177282810211,0.8046875,0.3101723790168762,256.0,243,0.447265625,0.5
256.0,0.9296875,0.8828125,0.29751572012901306,0.8359375,0.2741352617740631,256.0,244,0.453125,0.5
256.0,0.921875,0.880859375,0.31568753719329834,0.83984375,0.28813090920448303,256.0,245,0.458984375,0.5
256.0,0.90625,0.88671875,0.3057430684566498,0.8671875,0.2641075849533081,256.0,246,0.48046875,0.5
256.0,0.87890625,0.861328125,0.3061704635620117,0.84375,0.30902528762817383,256.0,247,0.482421875,0.5
256.0,0.88671875,0.875,0.3089751601219177,0.86328125,0.27883875370025635,256.0,248,0.48828125,0.5
256.0,0.890625,0.88671875,0.31557178497314453,0.8828125,0.26778385043144226,256.0,249,0.49609375,0.5
