raw/gen/time/time_elapsed,raw/gen/time/fps,raw/gen/time/total_timesteps,raw/gen/time/iterations,raw/gen/train/loss,raw/gen/train/n_updates,raw/gen/train/learning_rate,raw/gen/train/value_loss,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/policy_gradient_loss,raw/gen/train/approx_kl,raw/gen/train/clip_fraction,raw/gen/train/explained_variance,raw/gen/train/entropy_loss,raw/gen/train/clip_range
2,1541,561152,1,127.40608215332031,1360,3e-05,510.4249870300293,-115.218211694262,-0.0005779818369774148,0.00019772508,0.0,5.960464477539063e-08,-1.5885340720415115,0.1
19,427,565248,2,151.3856658935547,1370,3.340277777777778e-05,617.4040588378906,-120.68711121096975,-0.00015680678770877421,3.1830175e-05,0.0,0.0,-1.5859901040792466,0.1
35,341,569344,3,155.48452758789062,1380,3.291666666666666e-05,618.2733489990235,-124.28649329133273,-0.00010636536462698132,5.97655e-05,0.0,-1.1920928955078125e-07,-1.5879100501537322,0.1
52,311,573440,4,149.58224487304688,1390,3.243055555555556e-05,599.2610778808594,-122.6102740823169,-6.141510384622961e-05,1.23684e-05,0.0,-1.1920928955078125e-07,-1.5884228616952896,0.1
68,297,577536,5,159.10549926757812,1400,3.194444444444445e-05,615.29326171875,-122.55482653864485,-0.00020641202281694858,2.7086571e-05,0.0,-1.1920928955078125e-07,-1.5873290777206421,0.1
85,288,581632,6,148.6103973388672,1410,3.145833333333334e-05,580.9369995117188,-120.9658921865269,-3.383161092642695e-05,4.503483e-06,0.0,-1.1920928955078125e-07,-1.5864798188209535,0.1
101,282,585728,7,159.93817138671875,1420,3.097222222222222e-05,637.5437850952148,-122.89940719021426,-7.299604476429522e-05,2.266308e-05,0.0,0.0,-1.5863626807928086,0.1
118,277,589824,8,148.63905334472656,1430,3.048611111111111e-05,616.6800933837891,-124.32759266302804,-4.988894215784967e-05,5.5348646e-06,0.0,-2.384185791015625e-07,-1.5850802421569825,0.1
2,1527,593920,1,149.16061401367188,1440,3e-05,608.5594085693359,-123.31616429662216,-7.259537233039736e-06,1.474793e-06,0.0,0.0,-1.58468436896801,0.1
19,429,598016,2,165.59390258789062,1450,3.3223684210526313e-05,664.1604431152343,-126.61726723145227,-2.4665711680427194e-05,2.6848575e-06,0.0,2.384185791015625e-07,-1.5844822466373443,0.1
35,344,602112,3,161.1986541748047,1460,3.276315789473685e-05,652.332780456543,-128.74711255959235,-2.2729515330865978e-05,2.248169e-06,0.0,0.0,-1.5843141436576844,0.1
52,314,606208,4,158.08401489257812,1470,3.2302631578947375e-05,634.767691040039,-126.90408123110421,-4.145216953475028e-05,1.419535e-05,0.0,0.0,-1.5844516962766648,0.1
68,298,610304,5,161.7136688232422,1480,3.1842105263157895e-05,644.7166275024414,-127.8122849425394,-0.00016962038353085518,7.122512e-05,0.0,-1.1920928955078125e-07,-1.5856925010681153,0.1
85,288,614400,6,166.67173767089844,1490,3.138157894736842e-05,662.7191558837891,-129.53508339152205,-6.77066680509597e-05,1.1698925e-05,0.0,-1.1920928955078125e-07,-1.5868402987718582,0.1
101,282,618496,7,159.29823303222656,1500,3.092105263157895e-05,638.6687698364258,-128.26477775698527,-8.859130321070552e-05,3.1120653e-05,0.0,0.0,-1.586587455868721,0.1
117,277,622592,8,158.10020446777344,1510,3.0460526315789474e-05,623.3225219726562,-126.1997799758846,-1.5638791956007482e-05,4.9829396e-06,0.0,-2.384185791015625e-07,-1.587570771574974,0.1
2,1438,626688,1,153.61207580566406,1520,3e-05,628.3916381835937,-124.86816494170111,-0.00015572602860629557,5.005709e-05,0.0,1.1920928955078125e-07,-1.586507898569107,0.1
19,424,630784,2,122.26827239990234,1530,3.30625e-05,495.17116928100586,-116.6941327949753,-0.00010404590866528452,1.7205064e-05,0.0,-1.1920928955078125e-07,-1.5849990278482438,0.1
35,344,634880,3,132.21742248535156,1540,3.2625e-05,525.1621421813965,-114.90517077040859,-9.432497172383592e-05,1.8474922e-05,0.0,-1.1920928955078125e-07,-1.5851093024015426,0.1
52,314,638976,4,129.32144165039062,1550,3.21875e-05,520.9316528320312,-116.15060798808932,-0.0003782366693485528,0.0002684091,0.0,-1.1920928955078125e-07,-1.585642445087433,0.1
68,298,643072,5,128.37013244628906,1560,3.175e-05,508.6704521179199,-115.47090059678071,-7.733766688033939e-06,2.058559e-05,0.0,-1.1920928955078125e-07,-1.5886304199695587,0.1
84,289,647168,6,130.42539978027344,1570,3.13125e-05,522.7929985046387,-115.56285274297,-0.00023247749777510762,0.000109242115,0.0,0.0,-1.5878080606460572,0.1
101,283,651264,7,123.59162139892578,1580,3.0875e-05,494.39375228881835,-114.47273954471574,-0.0003519454738125205,0.00018660355,0.0,-1.1920928955078125e-07,-1.584030058979988,0.1
117,279,655360,8,130.5244598388672,1590,3.0437499999999998e-05,522.1499145507812,-115.1270046832785,-5.0563141121529044e-05,1.394478e-05,0.0,-1.1920928955078125e-07,-1.582357868552208,0.1
2,1486,659456,1,121.10647583007812,1600,3e-05,492.0147834777832,-114.097840767093,-0.00013657761737704278,3.6204772e-05,0.0,0.0,-1.5830725312232972,0.1
19,419,663552,2,152.99038696289062,1610,3.291666666666666e-05,604.6514511108398,-120.2309732236201,-9.258165373466909e-05,1.685333e-05,0.0,-1.1920928955078125e-07,-1.5829263985157014,0.1
36,339,667648,3,136.76902770996094,1620,3.25e-05,550.5637054443359,-119.48639766698703,-0.0002648000430781394,5.7204743e-05,0.0,-1.1920928955078125e-07,-1.581492167711258,0.1
52,311,671744,4,143.66244506835938,1630,3.208333333333333e-05,584.8409118652344,-121.17757933910471,-0.00019462562049739064,4.8136615e-05,0.0,0.0,-1.5805878192186356,0.1
69,295,675840,5,151.73641967773438,1640,3.166666666666667e-05,596.972445678711,-123.88753897117917,-0.00020152516080997884,3.9976076e-05,0.0,0.0,-1.5787828713655472,0.1
85,286,679936,6,145.2230987548828,1650,3.125000000000001e-05,579.6248077392578,-121.75000796726904,-0.00028748314070980996,0.00016532071,0.0,0.0,-1.578548863530159,0.1
102,280,684032,7,141.88726806640625,1660,3.083333333333333e-05,582.6690399169922,-122.15629324064125,-4.3743057176470757e-07,1.415897e-05,0.0,0.0,-1.580414354801178,0.1
118,276,688128,8,143.66632080078125,1670,3.0416666666666666e-05,588.1657516479493,-123.73544987827539,-5.8745802380144593e-05,2.1004846e-05,0.0,0.0,-1.5803617626428603,0.1
2,1480,692224,1,156.98854064941406,1680,3e-05,618.8889083862305,-125.12939357938711,-0.0002263559668790549,7.085185e-05,0.0,0.0,-1.5787605792284012,0.1
19,420,696320,2,151.9627227783203,1690,3.2784090909090914e-05,614.5549331665039,-126.57592304597375,-0.00021207841928116977,0.00011809844,0.0,0.0,-1.5771888941526413,0.1
36,339,700416,3,150.27752685546875,1700,3.238636363636363e-05,607.4291168212891,-125.5575613462017,-0.0004653320589568466,0.0001782722,0.0,0.0,-1.5785298228263855,0.1
52,310,704512,4,148.9411163330078,1710,3.1988636363636366e-05,601.448844909668,-125.30819850207307,-0.00018942780734505505,4.2766085e-05,0.0,0.0,-1.5768266379833222,0.1
69,296,708608,5,162.31246948242188,1720,3.159090909090909e-05,643.4075256347656,-129.49396979373878,-0.0001582696655532345,4.610092e-05,0.0,5.960464477539063e-08,-1.5750428497791291,0.1
85,286,712704,6,155.67860412597656,1730,3.119318181818182e-05,626.2076309204101,-128.3467636895296,-0.0002002434979658574,6.553976e-05,0.0,0.0,-1.5727127939462662,0.1
102,280,716800,7,146.17791748046875,1740,3.0795454545454545e-05,592.2550186157226,-126.65037929600221,-6.159067852422595e-05,1.7061568e-05,0.0,0.0,-1.5706599444150924,0.1
118,276,720896,8,152.5780029296875,1750,3.0397727272727278e-05,608.5536651611328,-125.02199713422102,-9.553987183608115e-05,1.6822843e-05,0.0,1.1920928955078125e-07,-1.5695352017879487,0.1
2,1448,724992,1,146.83290100097656,1760,3e-05,599.3575210571289,-124.66129356823978,-6.45740597974509e-05,1.33088615e-05,0.0,-1.1920928955078125e-07,-1.56861013174057,0.1
19,420,729088,2,123.49295043945312,1770,3.266304347826086e-05,480.95138092041014,-114.2255338387657,-0.0001686872186837718,4.090079e-05,0.0,0.0,-1.5676624655723572,0.1
36,337,733184,3,125.28893280029297,1780,3.228260869565218e-05,494.08803482055663,-110.67870966708287,-5.995013634674251e-05,4.000502e-05,0.0,-2.384185791015625e-07,-1.5674059599637986,0.1
52,309,737280,4,127.76765441894531,1790,3.190217391304348e-05,504.8511795043945,-111.77965689031407,-8.002063550520689e-05,2.8358976e-05,0.0,-1.1920928955078125e-07,-1.5674150735139847,0.1
69,294,741376,5,124.95632934570312,1800,3.152173913043478e-05,498.6524948120117,-113.36070106245577,-0.00014785573875997216,3.862838e-05,0.0,0.0,-1.565340918302536,0.1
85,286,745472,6,116.5433578491211,1810,3.114130434782609e-05,483.82279205322266,-111.67057737553841,-0.0004120809491723776,0.00022077539,0.0,-1.1920928955078125e-07,-1.5641831487417222,0.1
102,279,749568,7,121.40811157226562,1820,3.0760869565217395e-05,493.6243621826172,-112.81806985555683,-0.00035512865579221395,9.9029916e-05,0.0,-1.1920928955078125e-07,-1.563000339269638,0.1
118,275,753664,8,121.98431396484375,1830,3.03804347826087e-05,490.1837890625,-110.45311183382175,-0.0004834645544178784,0.00013785559,0.0,-1.1920928955078125e-07,-1.558490800857544,0.1
2,1556,757760,1,121.58478546142578,1840,3e-05,492.54333114624023,-110.85340079306043,-0.00048525979509577154,0.000166854,0.0,0.0,-1.554375910758972,0.1
19,428,761856,2,138.6434783935547,1850,3.255208333333334e-05,540.2773452758789,-119.37265127747553,-9.549305541440844e-05,3.114836e-05,0.0,0.0,-1.5513043522834777,0.1
35,345,765952,3,129.2486114501953,1860,3.21875e-05,523.1774024963379,-121.79736164865317,-0.0003974941500928253,0.00015476679,0.0,0.0,-1.5492322146892548,0.1
52,314,770048,4,130.4674835205078,1870,3.1822916666666667e-05,529.7599609375,-121.70603358827765,-0.00010126216220669448,2.9114337e-05,0.0,5.960464477539063e-08,-1.5469952166080474,0.1
68,298,774144,5,125.47344207763672,1880,3.145833333333334e-05,507.9590576171875,-120.6846462522354,-0.0001489019370637834,6.292002e-05,0.0,0.0,-1.546292355656624,0.1
85,286,778240,6,130.9129638671875,1890,3.109375e-05,523.3980117797852,-120.60992134534055,-0.00025677910598460586,7.722262e-05,0.0,0.0,-1.5432526648044587,0.1
102,280,782336,7,129.43612670898438,1900,3.0729166666666664e-05,520.984538269043,-120.41072488834848,-0.0001400597917381674,3.66975e-05,0.0,0.0,-1.5399733990430833,0.1
118,275,786432,8,117.85911560058594,1910,3.0364583333333337e-05,483.1280799865723,-117.54007530800067,-0.0003935706859920174,0.00012492418,0.0,-1.1920928955078125e-07,-1.5367644876241684,0.1
2,1489,790528,1,130.58448791503906,1920,3e-05,507.2822624206543,-120.50142278096871,-0.00016538620693609118,5.098441e-05,0.0,0.0,-1.5330211251974106,0.1
19,421,794624,2,117.68024444580078,1930,3.245e-05,473.29948272705076,-118.04825069439131,-0.0001760731276590377,5.5975586e-05,0.0,5.960464477539063e-08,-1.532075536251068,0.1
35,341,798720,3,122.5574951171875,1940,3.21e-05,499.3398208618164,-120.5553415021347,-0.000537577917566523,0.00024743372,0.0,0.0,-1.5267671793699265,0.1
52,311,802816,4,120.67513275146484,1950,3.175e-05,476.5525505065918,-119.72050867036916,-0.0004228359495755285,0.00019117091,0.0,0.0,-1.5210624754428863,0.1
69,296,806912,5,118.63288879394531,1960,3.1400000000000004e-05,470.7156921386719,-118.38501620367634,-0.0005302473873598501,0.00026318314,0.0,0.0,-1.5156610518693925,0.1
85,287,811008,6,112.894287109375,1970,3.105e-05,454.8172241210938,-116.09785200268962,-0.0010528387560043485,0.00039642915,0.0,0.0,-1.5077965885400773,0.1
102,280,815104,7,112.75234985351562,1980,3.07e-05,455.764794921875,-116.22383820876945,-0.0002908023874624632,0.000101416255,0.0,5.960464477539063e-08,-1.4965721309185027,0.1
118,276,819200,8,114.62055969238281,1990,3.0350000000000002e-05,458.7804359436035,-116.79674902768805,-0.00024742116511333734,7.325501e-05,0.0,0.0,-1.4911187529563903,0.1
2,1477,823296,1,117.17308807373047,2000,3e-05,463.45622940063475,-116.79612042725552,-0.0008160249999491498,0.00038389902,0.0,5.960464477539063e-08,-1.4832070380449296,0.1
19,420,827392,2,102.78926849365234,2010,3.235576923076923e-05,409.94500198364256,-109.11737329360098,-0.0008184349600924179,0.00053674594,0.0,-1.1920928955078125e-07,-1.4714584529399872,0.1
36,339,831488,3,100.77294921875,2020,3.201923076923077e-05,409.13808517456056,-106.0728900950565,-0.0007061048527248204,0.0004499742,0.0,0.0,-1.4603449553251266,0.1
52,309,835584,4,98.7833023071289,2030,3.168269230769231e-05,408.4131233215332,-104.1916793424706,-0.00027936370752286167,9.504263e-05,0.0,0.0,-1.451414453983307,0.1
69,294,839680,5,99.92955780029297,2040,3.134615384615385e-05,411.2351989746094,-105.43025915708859,-0.0004107054526684806,0.00017389658,0.0,0.0,-1.4447472512722015,0.1
86,285,843776,6,99.10010528564453,2050,3.1009615384615384e-05,387.60023040771483,-101.81541618364398,-0.0009330280241556466,0.00046210637,0.0,-1.1920928955078125e-07,-1.4322417080402374,0.1
102,280,847872,7,104.34083557128906,2060,3.067307692307692e-05,430.48134994506836,-105.9558476805198,-0.00045501892454922197,0.00016928712,0.0,0.0,-1.4170808643102646,0.1
118,275,851968,8,98.11093139648438,2070,3.0336538461538462e-05,385.81083450317385,-105.1532240750757,-0.0003782815474551171,0.00013895183,0.0,-1.1920928955078125e-07,-1.4065427303314209,0.1
2,1543,856064,1,101.67430114746094,2080,3e-05,410.1119010925293,-104.42898765295045,-0.0005842054524691775,0.00019968703,0.0,0.0,-1.3949284464120866,0.1
19,426,860160,2,61.688167572021484,2090,3.2268518518518524e-05,250.84820175170898,-94.57174521439475,-0.0007476211671018973,0.00039172644,0.0,0.0,-1.3793863922357559,0.1
35,343,864256,3,62.84819412231445,2100,3.194444444444445e-05,252.89153785705565,-87.972192948726,-0.001189525955123827,0.000866443,0.0,0.0,-1.3591345876455307,0.1
52,309,868352,4,66.16334533691406,2110,3.162037037037037e-05,259.7205242156982,-88.93265152682551,-0.001091957336757332,0.0005843549,0.0,0.0,-1.3324497818946839,0.1
69,295,872448,5,62.074378967285156,2120,3.1296296296296295e-05,245.945548248291,-87.0607909661997,-0.0006592294957954437,0.00033681578,0.0,0.0,-1.3094536900520324,0.1
85,286,876544,6,60.39959716796875,2130,3.097222222222222e-05,244.08164138793944,-86.47554261412937,-0.0007875804149080068,0.00038438514,0.0,-1.1920928955078125e-07,-1.2891451120376587,0.1
102,280,880640,7,61.651432037353516,2140,3.064814814814815e-05,243.6545394897461,-87.11751101544593,-0.0009736107545904815,0.00041160797,0.0,0.0,-1.2662129193544387,0.1
118,275,884736,8,59.444496154785156,2150,3.0324074074074077e-05,233.60600929260255,-85.05034519170411,-0.0008150569890858605,0.00030942657,0.0,0.0,-1.244475457072258,0.1
2,1518,888832,1,51.574798583984375,2160,3e-05,204.19474601745605,-82.10974462057465,-0.0013175027910619975,0.0007133158,0.0,0.0,-1.2197158277034759,0.1
19,428,892928,2,79.65812683105469,2170,3.21875e-05,326.96224822998045,-95.13980509794317,-0.00019900816841982304,0.00010375504,0.0,5.960464477539063e-08,-1.2012389987707137,0.1
35,345,897024,3,83.6898193359375,2180,3.1875e-05,343.74512176513673,-103.67991428922862,-0.00015158391906879842,0.00046065077,0.0,1.7881393432617188e-07,-1.2138257920742035,0.1
52,314,901120,4,82.18389892578125,2190,3.15625e-05,321.8725166320801,-102.73928943069652,-0.001141460717190057,0.00078384293,0.0,0.0,-1.2099732220172883,0.1
70,292,905216,5,88.14216613769531,2200,3.125000000000001e-05,352.2376083374023,-105.57157535929232,-0.00037725713336840273,0.00011347592,0.0,1.7881393432617188e-07,-1.1858404994010925,0.1
87,281,909312,6,86.86195373535156,2210,3.09375e-05,352.4058097839355,-106.45794921880588,-0.0005222324485657737,0.00014479474,0.0,1.1920928955078125e-07,-1.1744249254465102,0.1
104,275,913408,7,85.07091522216797,2220,3.0625e-05,339.17857055664064,-105.62221616972238,-0.0002878886181861162,0.0004085068,0.0,-1.1920928955078125e-07,-1.1702677875757217,0.1
121,270,917504,8,82.46392059326172,2230,3.0312499999999998e-05,329.3089149475098,-103.84662790097296,-0.00047663947043474764,0.00017541669,0.0,0.0,-1.1851816803216935,0.1
2,1459,921600,1,82.75101470947266,2240,3e-05,332.88031845092775,-104.51174510044977,-0.000100531498901546,9.6548756e-05,0.0,1.1920928955078125e-07,-1.1891491740942002,0.1
19,414,925696,2,41.02301788330078,2250,3.2112068965517244e-05,164.570405960083,-86.14885985546512,-0.001694518845761195,0.00098441,0.006591796875,5.960464477539063e-08,-1.1778081685304642,0.1
36,332,929792,3,46.93448257446289,2260,3.1810344827586206e-05,191.75916442871093,-78.86884892954025,-0.001673881063470617,0.0011249497,0.0006103515625,0.0,-1.1368258506059647,0.1
54,303,933888,4,41.24024200439453,2270,3.1508620689655174e-05,163.49347343444825,-78.99412442463682,-0.00039555768598802387,0.00036275026,0.0,0.0,-1.1111919313669205,0.1
70,288,937984,5,40.24712371826172,2280,3.120689655172414e-05,157.72034072875977,-74.92001000628807,-0.0004430572618730366,0.00034567722,0.0,0.0,-1.1114425033330917,0.1
87,280,942080,6,40.67903518676758,2290,3.0905172413793105e-05,162.17394828796387,-76.7524088822049,-0.0006070870178518817,0.00024501025,0.0,0.0,-1.0906044632196426,0.1
104,274,946176,7,39.031192779541016,2300,3.060344827586207e-05,156.68389701843262,-75.85388648280873,-0.0006965331966057419,0.00025768756,0.0,0.0,-1.0738297909498216,0.1
121,270,950272,8,39.87851333618164,2310,3.0301724137931035e-05,157.5230224609375,-75.83009022921789,-0.0002994443057104945,7.990489e-05,0.0,0.0,-1.0678051322698594,0.1
2,1424,954368,1,40.02473831176758,2320,3e-05,161.26660690307617,-77.06255379287526,-0.001054845776525326,0.0007298391,0.0,0.0,-1.0467708557844162,0.1
19,420,958464,2,47.09773254394531,2330,3.204166666666667e-05,188.14984436035155,-78.38773457321571,-0.0022852376685477795,0.0015498482,0.011279296875,1.1920928955078125e-07,-1.0086154848337174,0.1
36,338,962560,3,45.19099044799805,2340,3.175e-05,185.8181282043457,-80.22459166116082,-0.00019677362288348377,2.1693297e-05,0.0,5.960464477539063e-08,-0.9841952368617057,0.1
53,308,966656,4,48.05255889892578,2350,3.145833333333334e-05,195.52397270202636,-81.63187303187325,-0.00021888595656491817,0.0006463387,0.0040283203125,-1.1920928955078125e-07,-0.9930318236351013,0.1
69,293,970752,5,46.02218246459961,2360,3.1166666666666674e-05,188.0065113067627,-81.88766331622843,6.567694072145969e-05,0.00081755966,0.003076171875,0.0,-1.012615692615509,0.1
86,283,974848,6,45.42499923706055,2370,3.0875e-05,181.86616020202638,-79.303769023004,-0.0007569747918751091,0.00034092285,2.44140625e-05,0.0,-1.0176464438438415,0.1
104,275,978944,7,48.47602081298828,2380,3.058333333333333e-05,191.17313194274902,-81.09804387222975,-0.000482654053485021,0.00017971509,0.0,5.960464477539063e-08,-1.0009108930826187,0.1
121,270,983040,8,44.70468521118164,2390,3.0291666666666667e-05,181.9743267059326,-80.7643065705942,-0.0006700515164993704,0.00026675494,0.0003173828125,1.7881393432617188e-07,-0.9898028999567032,0.1
