mean/gen/time/fps,mean/gen/time/time_elapsed,mean/disc/n_expert,mean/disc/disc_loss,mean/gen/train/clip_fraction,mean/disc/disc_acc_expert,mean/gen/train/loss,mean/disc/disc_entropy,mean/disc/disc_acc,mean/gen/train/explained_variance,mean/disc/disc_acc_gen,mean/gen/train/approx_kl,eval/mean_reward,mean/gen/train/learning_rate,mean/gen/time/iterations,mean/disc/n_generated,mean/gen/train/n_updates,mean/gen/train/clip_range,eval/std_reward,mean/gen/train/value_loss,mean/gen/train/policy_gradient_loss,mean/gen/time/total_timesteps,mean/gen/train/entropy_loss,mean/gen/rollout/ep_rew_wrapped_mean,mean/disc/disc_proportion_expert_true,mean/disc/disc_proportion_expert_pred,mean/disc/global_step
738.7499999999999,16.5,256.0,0.1750231310725212,0.0,0.6015625,82.94387435913087,0.6822888553142548,0.548828125,7.37607479095459e-07,0.49609375,5.156395855010487e-05,-295.0,0.00010336538461538464,4.5,256.0,502.5,0.2,427.46344872983,331.66409282684316,-9.985849064833018e-05,205824.0,-1.5892615042626856,-102.46325059488417,0.5,0.552734375,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
709.5,16.75,256.0,0.1752277910709381,0.0,0.646484375,73.64314079284668,0.6829048991203308,0.501953125,5.21540641784668e-07,0.357421875,7.58754977141507e-05,-105.0,0.00010312500000000001,4.5,256.0,542.5,0.2,914.7267351509958,296.49972248077387,-0.00012021272850688548,222208.0,-1.5912971861660483,-97.30284155622127,0.5,0.64453125,14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
717.625,16.75,256.0,0.17099079489707947,0.0,0.73828125,68.56670475006106,0.6830543279647827,0.5498046875,2.980232238769531e-07,0.361328125,8.818497735774145e-05,-245.0,0.00010291666666666668,4.5,256.0,582.5,0.2,444.1002139157332,277.82137870788574,-0.00013432727610052098,238592.0,-1.5874842844903467,-94.05038858443497,0.5,0.6884765625,15.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
701.25,16.625,256.0,0.16864408552646637,0.0,0.828125,70.23128604888916,0.6826967597007751,0.61328125,2.2351741790771484e-07,0.3984375,4.0126102248905227e-05,170.0,0.00010273437500000002,4.5,256.0,622.5,0.2,678.3067152844648,284.6048818588257,-0.00011817460181191565,254976.0,-1.5915756493806836,-93.99718174934388,0.5,0.71484375,16.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
748.1249999999999,16.5,256.0,0.16598337143659592,0.0,0.783203125,76.97259902954103,0.6822961270809174,0.630859375,1.2665987014770508e-07,0.478515625,2.8670539904851466e-05,-395.0,0.00010257352941176473,4.5,256.0,662.5,0.2,447.4650824366076,307.73731632232676,-0.000139853391192446,271360.0,-1.595977672934532,-96.5666060601175,0.5,0.65234375,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
693.0,16.875,256.0,0.1654185801744461,0.0,0.666015625,86.11345386505127,0.6791909337043762,0.6181640625,1.2665987014770508e-07,0.5703125,2.8868958906969056e-05,0.0,0.00010243055555555559,4.5,256.0,702.5,0.2,0.0,345.31302185058587,-0.00014764253501198255,287744.0,-1.597698999941349,-100.24536834463477,0.5,0.5478515625,18.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
683.8749999999999,16.875,256.0,0.16475792974233627,0.0,0.58203125,97.9411277770996,0.6734610199928284,0.61328125,1.4901161193847656e-08,0.64453125,1.0087627742905168e-05,0.0,0.00010230263157894736,4.5,256.0,742.5,0.2,0.0,391.23423652648927,-7.870953995734452e-05,304128.0,-1.597757737338543,-105.42358450591566,0.5,0.46875,19.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
727.625,16.625,256.0,0.16621549427509308,0.0,0.537109375,111.23325729370117,0.6664583384990692,0.5859375,-4.470348358154297e-08,0.634765625,2.9396229365374893e-05,0.0,0.00010218750000000001,4.5,256.0,782.5,0.2,0.0,447.92569961547855,-0.00016947029071161525,320512.0,-1.5984836094081403,-111.31699149906636,0.5,0.451171875,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
694.0,17.0,256.0,0.16313689947128296,0.0,0.552734375,115.27670288085938,0.65918830037117,0.609375,-7.450580596923828e-09,0.666015625,1.388055898132734e-05,0.0,0.00010208333333333334,4.5,256.0,822.5,0.2,0.0,466.35298995971675,-8.44973197672516e-05,336896.0,-1.5959797687828543,-114.57487227804957,0.5,0.443359375,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
678.875,16.875,256.0,0.16272494196891785,0.0,0.55078125,106.35091400146484,0.6535011529922485,0.583984375,0.0,0.6171875,2.3252930986927822e-05,0.0,0.00010198863636363637,4.5,256.0,862.5,0.2,0.0,425.6875175476074,-0.00010799801530083642,353280.0,-1.5888804890215393,-110.07803247496486,0.5,0.466796875,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
709.5,16.75,256.0,0.16348327696323395,0.0,0.611328125,92.48041725158693,0.6482948660850525,0.580078125,-2.2351741790771484e-08,0.548828125,4.733673995360732e-05,0.0,0.0001019021739130435,4.5,256.0,902.5,0.2,0.0,372.4114694595337,-0.00022981841320870446,369664.0,-1.5774836152791976,-105.7926437024772,0.5,0.53125,23.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
639.5,18.0,256.0,0.16776783764362335,0.0,0.548828125,84.19802188873291,0.6445012390613556,0.5400390625,-2.9802322387695312e-08,0.53125,4.481534779188223e-05,0.0,0.00010182291666666667,4.5,256.0,942.5,0.2,0.0,336.0729894638061,-0.0002717923664022237,386048.0,-1.570107052475214,-100.97477738268672,0.5,0.5087890625,24.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
683.875,16.875,256.0,0.16692665219306946,0.0,0.58984375,74.57535648345947,0.644223690032959,0.5302734375,-2.235174179077149e-08,0.470703125,4.9016940465662635e-05,0.0,0.00010174999999999999,4.5,256.0,982.5,0.2,0.0,299.23047981262204,-0.000253195488039637,402432.0,-1.554603844136,-98.20531133189797,0.5,0.5595703125,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
664.25,17.25,256.0,0.16728731989860535,0.0,0.556640625,77.73210334777832,0.6449666917324066,0.5341796875,1.4901161193847656e-08,0.51171875,2.2929081751499325e-05,0.0,0.00010168269230769233,4.5,256.0,1022.5,0.2,0.0,308.39270687103266,-0.00011507089075166731,418816.0,-1.548472286015749,-97.77908036395905,0.5,0.5224609375,26.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
686.0,17.0,256.0,0.1697080433368683,0.0,0.513671875,76.74736595153809,0.6472282409667969,0.533203125,2.9802322387695312e-08,0.552734375,2.6362460630480203e-05,0.0,0.00010162037037037037,4.5,256.0,1062.5,0.2,0.0,309.5269042015076,-0.00014074802602408453,435200.0,-1.5410238318145273,-100.41558900251985,0.5,0.48046875,27.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
664.5,17.125,256.0,0.1681944504380226,0.0,0.525390625,77.03170108795166,0.6478093862533569,0.564453125,5.215406417846679e-08,0.603515625,3.1799718271940947e-05,0.0,0.0001015625,4.5,256.0,1102.5,0.2,0.0,312.6554553985595,-0.00014371451470651664,451584.0,-1.5410711795091627,-103.63070823781193,0.5,0.4609375,28.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
651.625,17.375,256.0,0.16688460856676102,0.0,0.4765625,81.7212266921997,0.6529474258422852,0.55859375,9.685754776000977e-08,0.640625,2.63671281572897e-05,0.0,0.00010150862068965518,4.5,256.0,1142.5,0.2,0.0,327.8960744857788,-0.00010399344319012019,467968.0,-1.5334570169448856,-106.62797684878112,0.5,0.41796875,29.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
700.75,17.25,256.0,0.16103528439998627,0.0,0.5078125,78.54666423797606,0.6555284857749939,0.599609375,8.940696716308594e-08,0.69140625,3.642742376541719e-05,0.0,0.00010145833333333334,4.5,256.0,1182.5,0.2,0.0,316.5907693862915,-0.0001428712377673946,484352.0,-1.525294233858585,-107.88841878190634,0.5,0.408203125,30.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
684.375,17.625,256.0,0.16147412359714508,0.0,0.455078125,74.97330379486084,0.6514202058315277,0.5615234375,1.0430812835693358e-07,0.66796875,4.991314199287446e-05,0.0,0.00010141129032258064,4.5,256.0,1222.5,0.2,0.0,301.1204027175903,-0.00017802038419176822,500736.0,-1.510338939726353,-106.82125594809654,0.5,0.3935546875,31.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
646.3750000000001,17.375,256.0,0.16165780276060104,0.0,0.453125,71.41909694671631,0.6555795967578888,0.55078125,9.685754776000977e-08,0.6484375,8.56364713399671e-05,0.0,0.00010136718750000002,4.5,256.0,1262.5,0.2,0.0,286.3176023483276,-0.0001995475075091235,517120.0,-1.4971290580928327,-106.54295958667993,0.5,0.40234375,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
671.875,17.0,256.0,0.15367254614830017,0.0,0.65625,69.32700538635254,0.6610694527626038,0.6533203125,5.960464477539064e-08,0.650390625,0.00011208080832147971,0.0,0.00010132575757575759,4.5,256.0,1302.5,0.2,0.0,278.8597566604614,-0.00028233695702510885,533504.0,-1.5087524965405468,-106.41128404036165,0.5,0.5029296875,33.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
687.2499999999999,17.125,256.0,0.15762662887573242,0.0,0.4609375,68.04275894165039,0.6621868908405304,0.60546875,8.940696716308594e-08,0.75,0.00018282016390003264,0.0,0.00010128676470588235,4.5,256.0,1342.5,0.2,0.0,272.49258365631107,-0.0003717789935762994,549888.0,-1.5200131237506866,-106.6006907209754,0.5,0.35546875,34.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
711.625,17.25,256.0,0.16232193261384964,0.0,0.5078125,66.9871940612793,0.6755211651325226,0.626953125,4.470348358154297e-08,0.74609375,0.0003270142806286458,0.0,0.00010125,4.5,256.0,1382.5,0.2,0.0,269.21162815094,-0.0002382735603532638,566272.0,-1.5308147311210631,-106.70669296070933,0.5,0.380859375,35.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
655.75,17.375,256.0,0.1673760488629341,0.0001220703125,0.55078125,61.623751640319824,0.6832419633865356,0.607421875,1.2665987014770508e-07,0.6640625,0.0005075740009488072,0.0,0.0001012152777777778,4.5,256.0,1422.5,0.2,0.0,249.48152713775636,-0.00032966000144369896,582656.0,-1.5699235551059247,-105.72945703417062,0.5,0.443359375,36.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
660.125,17.25,256.0,0.17805033177137375,0.0044189453125,0.486328125,54.972047328948975,0.6840589940547943,0.486328125,1.639127731323242e-07,0.486328125,0.0007194353966042399,0.0,0.00010118243243243245,4.5,256.0,1462.5,0.2,0.0,221.41811428070068,-0.0008154636423569173,599040.0,-1.5860499903559686,-102.9778729510307,0.5,0.5,37.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
721.75,16.75,256.0,0.1836177483201027,0.0,0.513671875,47.74253177642822,0.6814838945865631,0.470703125,7.450580596923828e-08,0.427734375,0.000396584360714769,0.0,0.0001011513157894737,4.5,256.0,1502.5,0.2,0.0,192.76934919357296,-0.000529262941563502,615424.0,-1.5802361316978932,-98.72081465929746,0.5,0.54296875,38.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
661.375,17.25,256.0,0.18209543079137802,0.0,0.56640625,41.77515268325806,0.6766782402992249,0.5361328125,-1.4901161193847656e-08,0.505859375,0.0005609006511804182,-575.0,0.00010112179487179489,4.5,256.0,1542.5,0.2,429.09789092933096,169.89329071044924,-0.0005830613357829862,631808.0,-1.5618775784969328,-95.66030463069677,0.5,0.5302734375,39.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
714.0,17.0,256.0,0.18304812163114548,0.0,0.595703125,39.08488321304321,0.671486109495163,0.5615234375,0.0,0.52734375,0.00020432536985026672,-400.0,0.00010109375,4.5,256.0,1582.5,0.2,401.24805295477756,158.66380891799926,-0.00026504465204197914,648192.0,-1.539681402593851,-93.63173803180456,0.5,0.5341796875,40.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
751.875,16.75,256.0,0.18347875028848648,0.0,0.58203125,37.16383218765258,0.6743918657302856,0.5263671875,8.195638656616212e-08,0.470703125,0.0002472592532285489,-275.0,0.00010106707317073172,4.5,256.0,1622.5,0.2,383.56876828021336,151.1212836265564,-0.0002470716543029994,664576.0,-1.521578063815832,-92.531212387681,0.5,0.5556640625,41.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
657.875,16.875,256.0,0.18854683637619019,0.0,0.513671875,36.42152547836304,0.6715444624423981,0.4755859375,7.450580596923828e-08,0.4375,0.0003778763420996256,-455.0,0.00010104166666666665,4.5,256.0,1662.5,0.2,333.5041229130459,147.33911867141722,-0.0004453910602023825,680960.0,-1.507322622090578,-91.97361729606985,0.5,0.5380859375,42.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
735.0,16.75,256.0,0.18155599385499954,0.0,0.708984375,35.79599094390869,0.6488988399505615,0.5595703125,-1.4901161193847656e-08,0.41015625,0.0008931589691201224,-385.0,0.00010101744186046511,4.5,256.0,1702.5,0.2,359.2005011132362,145.80641345977781,-0.0007993591643753462,697344.0,-1.4284986875951289,-91.91988948851822,0.5,0.6494140625,43.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
681.8750000000002,16.875,256.0,0.18064586073160172,0.0,0.51953125,37.940523624420166,0.6612996160984039,0.5107421875,-2.2351741790771484e-08,0.501953125,0.0005073568790976424,-370.0,0.00010099431818181819,4.5,256.0,1742.5,0.2,422.0189569201839,152.9729700088501,-0.0004986073341569863,713728.0,-1.4112181924283504,-92.97691968277098,0.5,0.5087890625,44.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
712.25,16.625,256.0,0.1899157017469406,0.0,0.22265625,37.60838747024536,0.6553564965724945,0.4248046875,2.9802322387695312e-08,0.626953125,0.00032486615964444354,-575.0,0.00010097222222222223,4.5,256.0,1782.5,0.2,381.6084380618437,153.57638845443725,-0.0004012635734397918,730112.0,-1.3831039085984227,-93.63202408432963,0.5,0.2978515625,45.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
673.0,17.125,256.0,0.19347116351127625,0.0,0.171875,34.809529781341546,0.6518945097923279,0.4228515625,-1.4901161193847656e-08,0.673828125,0.0004947265915689059,-570.0,0.00010095108695652175,4.5,256.0,1822.5,0.2,454.53272709454046,141.06447277069094,-0.0003814807321759873,746496.0,-1.3751817479729653,-91.82971622623502,0.5,0.2490234375,46.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
670.0,16.875,256.0,0.1884760633111,0.0,0.328125,29.70758366584778,0.6584998369216919,0.48046875,2.9802322387695312e-08,0.6328125,0.0009540302053210326,-580.0,0.0001009308510638298,4.5,256.0,1862.5,0.2,311.60872901765765,120.31409015655518,-0.000672839804610703,762880.0,-1.3578959457576276,-87.77799554757775,0.5,0.34765625,47.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
708.875,17.625,256.0,0.199215330183506,0.0,0.4140625,24.91585421562195,0.6324954032897949,0.4111328125,1.4901161193847656e-08,0.408203125,0.0013493652440956794,0.0,0.00010091145833333333,4.5,256.0,1902.5,0.2,0.0,99.76831097602846,-0.0009556149147101679,779264.0,-1.3974234387278557,-83.18676862590017,0.5,0.5029296875,48.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
677.875,17.375,256.0,0.21154559403657913,0.0,0.41796875,18.177574276924133,0.577952653169632,0.44140625,-1.043081283569336e-07,0.46484375,0.0017936096992343664,0.0,0.00010089285714285718,4.5,256.0,1942.5,0.2,0.0,75.2567477941513,-0.0011502783607284075,795648.0,-1.1940424218773842,-76.40883471790701,0.5,0.4765625,49.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
673.3750000000001,17.0,256.0,0.2114161103963852,0.0,0.4296875,14.739508152008057,0.49575766921043396,0.556640625,7.450580596923828e-09,0.68359375,0.0016994592151604593,0.0,0.00010087500000000001,4.5,256.0,1982.5,0.2,0.0,58.70326421260834,-0.0011586753811570814,812032.0,-0.9583263188600541,-70.80626149106772,0.5,0.373046875,50.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
